path,file_fake,voice_fake,music_fake,voice_present,music_present,speaker_id,generator,source,dataset,hf_id,original_id,split_group_id,source_url,version,license,allowed_for_competition,redistribution_allowed,commercial_restriction,dataset_name,content_hash,near_duplicate_group,data_role,upstream_split,upstream_label
data\raw\public_v9\echoes_fma_paired\real\fma_106336.mp3,0,0,0,0,1,fma_artist_10484,Echoes::FMA_original,echoes_fma_paired,echoes_fma_paired,Octavian97/Echoes + official FMA,fma_106336,echoes_fma::106336,https://huggingface.co/datasets/Octavian97/Echoes ; https://github.com/mdeff/fma,Echoes 14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2; FMA metadata rc1,generated CC BY-SA 4.0; original http://creativecommons.org/licenses/by/4.0/,YES,FOLLOW_CC_ATTRIBUTION_AND_SHAREALIKE,FOLLOW_ORIGINAL_FMA_TRACK_LICENSE,Echoes-FMA-paired,80f7dffb4849fc1f179391ff0dec8d0734420bf6b0b28fb10baa4dd92bc6a134,echoes_fma::106336,train,TTA,real
data\raw\public_v9\echoes_fma_paired\fake\Dance_Harder_Three_Chain_Links_musicgen_ATA_001.wav,1,0,1,0,1,fma_artist_20705,Echoes::musicgen,echoes_fma_paired,echoes_fma_paired,Octavian97/Echoes + official FMA,fma_123920,echoes_fma::123920,https://huggingface.co/datasets/Octavian97/Echoes ; https://github.com/mdeff/fma,Echoes 14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2; FMA metadata rc1,generated CC BY-SA 4.0; original http://creativecommons.org/licenses/by/4.0/,YES,FOLLOW_CC_ATTRIBUTION_AND_SHAREALIKE,FOLLOW_ORIGINAL_FMA_TRACK_LICENSE,Echoes-FMA-paired,e09c809290b4fd88125c389cc9ad8596d8d524b021f3105ad8f093b63b65bb6e,echoes_fma::123920,train,ATA,fake
data\raw\public_v9\echoes_fma_paired\fake\Dance_Harder_Three_Chain_Links_producer_ATA_001.mp3,1,0,1,0,1,fma_artist_20705,Echoes::producer,echoes_fma_paired,echoes_fma_paired,Octavian97/Echoes + official FMA,fma_123920,echoes_fma::123920,https://huggingface.co/datasets/Octavian97/Echoes ; https://github.com/mdeff/fma,Echoes 14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2; FMA metadata rc1,generated CC BY-SA 4.0; original http://creativecommons.org/licenses/by/4.0/,YES,FOLLOW_CC_ATTRIBUTION_AND_SHAREALIKE,FOLLOW_ORIGINAL_FMA_TRACK_LICENSE,Echoes-FMA-paired,cdee3f99a82f89ecc5c6f57a6b99a57d3887157f85cdd93552087ec90339f65c,echoes_fma::123920,train,ATA,fake
data\raw\public_v9\echoes_fma_paired\fake\Dance_Harder_Three_Chain_Links_stableaudio_TTA_001.mp3,1,0,1,0,1,fma_artist_20705,Echoes::stableaudio,echoes_fma_paired,echoes_fma_paired,Octavian97/Echoes + official FMA,fma_123920,echoes_fma::123920,https://huggingface.co/datasets/Octavian97/Echoes ; https://github.com/mdeff/fma,Echoes 14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2; FMA metadata rc1,generated CC BY-SA 4.0; original http://creativecommons.org/licenses/by/4.0/,YES,FOLLOW_CC_ATTRIBUTION_AND_SHAREALIKE,FOLLOW_ORIGINAL_FMA_TRACK_LICENSE,Echoes-FMA-paired,8c9a1cc1f5820233ea255fb478156824da7036fc9ac87525960afcc19daa5057,echoes_fma::123920,train,TTA,fake
data\raw\public_v9\echoes_fma_paired\fake\Dance_Harder_Three_Chain_Links_suno_TTA_001.mp3,1,0,1,0,1,fma_artist_20705,Echoes::suno,echoes_fma_paired,echoes_fma_paired,Octavian97/Echoes + official FMA,fma_123920,echoes_fma::123920,https://huggingface.co/datasets/Octavian97/Echoes ; https://github.com/mdeff/fma,Echoes 14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2; FMA metadata rc1,generated CC BY-SA 4.0; original http://creativecommons.org/licenses/by/4.0/,YES,FOLLOW_CC_ATTRIBUTION_AND_SHAREALIKE,FOLLOW_ORIGINAL_FMA_TRACK_LICENSE,Echoes-FMA-paired,49e1e3c2c4dd05528d164b2039366b47ed1107b7b3d7101ac4b925caf4a67c8d,echoes_fma::123920,train,TTA,fake
data\raw\public_v9\echoes_fma_paired\fake\Dance_Harder_Three_Chain_Links_udio_TTA_001.mp3,1,0,1,0,1,fma_artist_20705,Echoes::udio,echoes_fma_paired,echoes_fma_paired,Octavian97/Echoes + official FMA,fma_123920,echoes_fma::123920,https://huggingface.co/datasets/Octavian97/Echoes ; https://github.com/mdeff/fma,Echoes 14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2; FMA metadata rc1,generated CC BY-SA 4.0; original http://creativecommons.org/licenses/by/4.0/,YES,FOLLOW_CC_ATTRIBUTION_AND_SHAREALIKE,FOLLOW_ORIGINAL_FMA_TRACK_LICENSE,Echoes-FMA-paired,2dcf6360fedd02c2f1d2083a0c1264e46100a520216d1b04c75d77f5622c471b,echoes_fma::123920,train,TTA,fake
data\raw\public_v9\echoes_fma_paired\real\fma_127296.mp3,0,0,0,0,1,fma_artist_21081,Echoes::FMA_original,echoes_fma_paired,echoes_fma_paired,Octavian97/Echoes + official FMA,fma_127296,echoes_fma::127296,https://huggingface.co/datasets/Octavian97/Echoes ; https://github.com/mdeff/fma,Echoes 14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2; FMA metadata rc1,generated CC BY-SA 4.0; original http://creativecommons.org/licenses/by/4.0/,YES,FOLLOW_CC_ATTRIBUTION_AND_SHAREALIKE,FOLLOW_ORIGINAL_FMA_TRACK_LICENSE,Echoes-FMA-paired,91644839ac6f302d77a9d8ea31302a4b9be3ab2ff257269927f85a2358db2c64,echoes_fma::127296,train,TTA,real
data\raw\public_v9\echoes_fma_paired\fake\First_Glance_Oh_Yeah_the_Future_brev_TTA_001.mp3,1,0,1,0,1,fma_artist_21081,Echoes::brev,echoes_fma_paired,echoes_fma_paired,Octavian97/Echoes + official FMA,fma_127296,echoes_fma::127296,https://huggingface.co/datasets/Octavian97/Echoes ; https://github.com/mdeff/fma,Echoes 14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2; FMA metadata rc1,generated CC BY-SA 4.0; original http://creativecommons.org/licenses/by/4.0/,YES,FOLLOW_CC_ATTRIBUTION_AND_SHAREALIKE,FOLLOW_ORIGINAL_FMA_TRACK_LICENSE,Echoes-FMA-paired,6c84179819ca12e66e28568b64f2f96bbc015b847d5a721a38fbdf892cdf753e,echoes_fma::127296,train,TTA,fake
data\raw\public_v9\echoes_fma_paired\fake\First_Glance_Oh_Yeah_the_Future_elevenlabs_TTA_001.mp3,1,0,1,0,1,fma_artist_21081,Echoes::elevenlabs,echoes_fma_paired,echoes_fma_paired,Octavian97/Echoes + official FMA,fma_127296,echoes_fma::127296,https://huggingface.co/datasets/Octavian97/Echoes ; https://github.com/mdeff/fma,Echoes 14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2; FMA metadata rc1,generated CC BY-SA 4.0; original http://creativecommons.org/licenses/by/4.0/,YES,FOLLOW_CC_ATTRIBUTION_AND_SHAREALIKE,FOLLOW_ORIGINAL_FMA_TRACK_LICENSE,Echoes-FMA-paired,92dd647c8efdd41025d694c4c0053b42eb6b4fe2eeb607a10d47dde5ad03433a,echoes_fma::127296,train,TTA,fake
data\raw\public_v9\echoes_fma_paired\fake\First_Glance_Oh_Yeah_the_Future_producer_ATA_001.mp3,1,0,1,0,1,fma_artist_21081,Echoes::producer,echoes_fma_paired,echoes_fma_paired,Octavian97/Echoes + official FMA,fma_127296,echoes_fma::127296,https://huggingface.co/datasets/Octavian97/Echoes ; https://github.com/mdeff/fma,Echoes 14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2; FMA metadata rc1,generated CC BY-SA 4.0; original http://creativecommons.org/licenses/by/4.0/,YES,FOLLOW_CC_ATTRIBUTION_AND_SHAREALIKE,FOLLOW_ORIGINAL_FMA_TRACK_LICENSE,Echoes-FMA-paired,a691291e74513e2d1146f8cfacb3fe9e3168a56ee53b96de943df88c19b1189c,echoes_fma::127296,train,ATA,fake
data\raw\public_v9\echoes_fma_paired\fake\First_Glance_Oh_Yeah_the_Future_suno_TTA_001.mp3,1,0,1,0,1,fma_artist_21081,Echoes::suno,echoes_fma_paired,echoes_fma_paired,Octavian97/Echoes + official FMA,fma_127296,echoes_fma::127296,https://huggingface.co/datasets/Octavian97/Echoes ; https://github.com/mdeff/fma,Echoes 14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2; FMA metadata rc1,generated CC BY-SA 4.0; original http://creativecommons.org/licenses/by/4.0/,YES,FOLLOW_CC_ATTRIBUTION_AND_SHAREALIKE,FOLLOW_ORIGINAL_FMA_TRACK_LICENSE,Echoes-FMA-paired,0fc461854d4b2437b00cb477df8fc9df63edde06c7219d488b91532455dc391c,echoes_fma::127296,train,TTA,fake
data\raw\public_v9\echoes_fma_paired\fake\First_Glance_Oh_Yeah_the_Future_udio_TTA_001.mp3,1,0,1,0,1,fma_artist_21081,Echoes::udio,echoes_fma_paired,echoes_fma_paired,Octavian97/Echoes + official FMA,fma_127296,echoes_fma::127296,https://huggingface.co/datasets/Octavian97/Echoes ; https://github.com/mdeff/fma,Echoes 14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2; FMA metadata rc1,generated CC BY-SA 4.0; original http://creativecommons.org/licenses/by/4.0/,YES,FOLLOW_CC_ATTRIBUTION_AND_SHAREALIKE,FOLLOW_ORIGINAL_FMA_TRACK_LICENSE,Echoes-FMA-paired,2a8dac9850155e00599294ba54f3cb9dbb7565648901f7acbf9e37edf502a3d8,echoes_fma::127296,train,TTA,fake
data\raw\public_v9\echoes_fma_paired\real\fma_130608.mp3,0,0,0,0,1,fma_artist_21456,Echoes::FMA_original,echoes_fma_paired,echoes_fma_paired,Octavian97/Echoes + official FMA,fma_130608,echoes_fma::130608,https://huggingface.co/datasets/Octavian97/Echoes ; https://github.com/mdeff/fma,Echoes 14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2; FMA metadata rc1,generated CC BY-SA 4.0; original http://creativecommons.org/licenses/by/4.0/,YES,FOLLOW_CC_ATTRIBUTION_AND_SHAREALIKE,FOLLOW_ORIGINAL_FMA_TRACK_LICENSE,Echoes-FMA-paired,22598a021d0ac019e16d260e99a7dda6ade8e890f9ac6fd4d68bbef716cee4b4,echoes_fma::130608,train,TTA,real
data\raw\public_v9\echoes_fma_paired\fake\Demolition_Michett_acestep_TTA_001.mp3,1,0,1,0,1,fma_artist_21456,Echoes::acestep,echoes_fma_paired,echoes_fma_paired,Octavian97/Echoes + official FMA,fma_130608,echoes_fma::130608,https://huggingface.co/datasets/Octavian97/Echoes ; https://github.com/mdeff/fma,Echoes 14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2; FMA metadata rc1,generated CC BY-SA 4.0; original http://creativecommons.org/licenses/by/4.0/,YES,FOLLOW_CC_ATTRIBUTION_AND_SHAREALIKE,FOLLOW_ORIGINAL_FMA_TRACK_LICENSE,Echoes-FMA-paired,7b8a42d07604ab6838888f89a4409c79a842bc793a538c56de8cd8017fcbee1a,echoes_fma::130608,train,TTA,fake
data\raw\public_v9\echoes_fma_paired\fake\Demolition_Michett_audioldm_ATA_001.mp3,1,0,1,0,1,fma_artist_21456,Echoes::audioldm,echoes_fma_paired,echoes_fma_paired,Octavian97/Echoes + official FMA,fma_130608,echoes_fma::130608,https://huggingface.co/datasets/Octavian97/Echoes ; https://github.com/mdeff/fma,Echoes 14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2; FMA metadata rc1,generated CC BY-SA 4.0; original http://creativecommons.org/licenses/by/4.0/,YES,FOLLOW_CC_ATTRIBUTION_AND_SHAREALIKE,FOLLOW_ORIGINAL_FMA_TRACK_LICENSE,Echoes-FMA-paired,beb6f48d8be338fd58f0b23de29953c33d69e3eb7d5e1902e9a01618762541fe,echoes_fma::130608,train,ATA,fake
data\raw\public_v9\echoes_fma_paired\fake\Demolition_Michett_musicgen_ATA_001.wav,1,0,1,0,1,fma_artist_21456,Echoes::musicgen,echoes_fma_paired,echoes_fma_paired,Octavian97/Echoes + official FMA,fma_130608,echoes_fma::130608,https://huggingface.co/datasets/Octavian97/Echoes ; https://github.com/mdeff/fma,Echoes 14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2; FMA metadata rc1,generated CC BY-SA 4.0; original http://creativecommons.org/licenses/by/4.0/,YES,FOLLOW_CC_ATTRIBUTION_AND_SHAREALIKE,FOLLOW_ORIGINAL_FMA_TRACK_LICENSE,Echoes-FMA-paired,24f1270bf8e62620a39445351dfb280b5c28ea8e268c4775086638031a8e654a,echoes_fma::130608,train,ATA,fake
data\raw\public_v9\echoes_fma_paired\fake\Demolition_Michett_stableaudio_TTA_001.mp3,1,0,1,0,1,fma_artist_21456,Echoes::stableaudio,echoes_fma_paired,echoes_fma_paired,Octavian97/Echoes + official FMA,fma_130608,echoes_fma::130608,https://huggingface.co/datasets/Octavian97/Echoes ; https://github.com/mdeff/fma,Echoes 14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2; FMA metadata rc1,generated CC BY-SA 4.0; original http://creativecommons.org/licenses/by/4.0/,YES,FOLLOW_CC_ATTRIBUTION_AND_SHAREALIKE,FOLLOW_ORIGINAL_FMA_TRACK_LICENSE,Echoes-FMA-paired,b2adbcbe5fda7856f0d05bc305cfc217ec506839ec7e179bdcc89cb99789d3d1,echoes_fma::130608,train,TTA,fake
data\raw\public_v9\echoes_fma_paired\real\fma_131153.mp3,0,0,0,0,1,fma_artist_21203,Echoes::FMA_original,echoes_fma_paired,echoes_fma_paired,Octavian97/Echoes + official FMA,fma_131153,echoes_fma::131153,https://huggingface.co/datasets/Octavian97/Echoes ; https://github.com/mdeff/fma,Echoes 14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2; FMA metadata rc1,generated CC BY-SA 4.0; original http://creativecommons.org/licenses/by/4.0/,YES,FOLLOW_CC_ATTRIBUTION_AND_SHAREALIKE,FOLLOW_ORIGINAL_FMA_TRACK_LICENSE,Echoes-FMA-paired,fa1ff3b0bc812f9a9e7c1e710f746d1cd81219acfab2fcd65a9eed46b4082c55,echoes_fma::131153,train,TTA,real
data\raw\public_v9\echoes_fma_paired\fake\Black_Panda_The_Crypts_acestep_TTA_001.mp3,1,0,1,0,1,fma_artist_21203,Echoes::acestep,echoes_fma_paired,echoes_fma_paired,Octavian97/Echoes + official FMA,fma_131153,echoes_fma::131153,https://huggingface.co/datasets/Octavian97/Echoes ; https://github.com/mdeff/fma,Echoes 14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2; FMA metadata rc1,generated CC BY-SA 4.0; original http://creativecommons.org/licenses/by/4.0/,YES,FOLLOW_CC_ATTRIBUTION_AND_SHAREALIKE,FOLLOW_ORIGINAL_FMA_TRACK_LICENSE,Echoes-FMA-paired,60eab2bdcaf53fdc8f541b653a9363b3ef85b12407a75494019244a9c44b6216,echoes_fma::131153,train,TTA,fake
data\raw\public_v9\echoes_fma_paired\fake\Black_Panda_The_Crypts_audioldm_ATA_001.mp3,1,0,1,0,1,fma_artist_21203,Echoes::audioldm,echoes_fma_paired,echoes_fma_paired,Octavian97/Echoes + official FMA,fma_131153,echoes_fma::131153,https://huggingface.co/datasets/Octavian97/Echoes ; https://github.com/mdeff/fma,Echoes 14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2; FMA metadata rc1,generated CC BY-SA 4.0; original http://creativecommons.org/licenses/by/4.0/,YES,FOLLOW_CC_ATTRIBUTION_AND_SHAREALIKE,FOLLOW_ORIGINAL_FMA_TRACK_LICENSE,Echoes-FMA-paired,cc77855b0725327de0d565959bca143e4a04b56f0e115da93ae8663fc0a00faa,echoes_fma::131153,train,ATA,fake
data\raw\public_v9\echoes_fma_paired\fake\Black_Panda_The_Crypts_musicgen_ATA_001.wav,1,0,1,0,1,fma_artist_21203,Echoes::musicgen,echoes_fma_paired,echoes_fma_paired,Octavian97/Echoes + official FMA,fma_131153,echoes_fma::131153,https://huggingface.co/datasets/Octavian97/Echoes ; https://github.com/mdeff/fma,Echoes 14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2; FMA metadata rc1,generated CC BY-SA 4.0; original http://creativecommons.org/licenses/by/4.0/,YES,FOLLOW_CC_ATTRIBUTION_AND_SHAREALIKE,FOLLOW_ORIGINAL_FMA_TRACK_LICENSE,Echoes-FMA-paired,de1742746dd66298fb677fcc7a96b3ffc5c2920a0d0c13487e8fca425fb391e2,echoes_fma::131153,train,ATA,fake
data\raw\public_v9\echoes_fma_paired\fake\Black_Panda_The_Crypts_stableaudio_TTA_001.mp3,1,0,1,0,1,fma_artist_21203,Echoes::stableaudio,echoes_fma_paired,echoes_fma_paired,Octavian97/Echoes + official FMA,fma_131153,echoes_fma::131153,https://huggingface.co/datasets/Octavian97/Echoes ; https://github.com/mdeff/fma,Echoes 14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2; FMA metadata rc1,generated CC BY-SA 4.0; original http://creativecommons.org/licenses/by/4.0/,YES,FOLLOW_CC_ATTRIBUTION_AND_SHAREALIKE,FOLLOW_ORIGINAL_FMA_TRACK_LICENSE,Echoes-FMA-paired,22f19ebe8a5ff586d4e0bf103ab026c62b1f3b1509f4c3a5832585b309332080,echoes_fma::131153,train,TTA,fake
data\raw\public_v9\echoes_fma_paired\real\fma_131168.mp3,0,0,0,0,1,fma_artist_21203,Echoes::FMA_original,echoes_fma_paired,echoes_fma_paired,Octavian97/Echoes + official FMA,fma_131168,echoes_fma::131168,https://huggingface.co/datasets/Octavian97/Echoes ; https://github.com/mdeff/fma,Echoes 14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2; FMA metadata rc1,generated CC BY-SA 4.0; original http://creativecommons.org/licenses/by/4.0/,YES,FOLLOW_CC_ATTRIBUTION_AND_SHAREALIKE,FOLLOW_ORIGINAL_FMA_TRACK_LICENSE,Echoes-FMA-paired,b7f6f181ef8cbe78ef6dcd57ac7c0447d22b9b36bdedc24bfba6a9c04d4e7647,echoes_fma::131168,train,TTA,real
data\raw\public_v9\echoes_fma_paired\fake\Gila_Monster_FlopMusic_History_LessonThe_Sonics_The_Crypts_brev_TTA_001.mp3,1,0,1,0,1,fma_artist_21203,Echoes::brev,echoes_fma_paired,echoes_fma_paired,Octavian97/Echoes + official FMA,fma_131168,echoes_fma::131168,https://huggingface.co/datasets/Octavian97/Echoes ; https://github.com/mdeff/fma,Echoes 14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2; FMA metadata rc1,generated CC BY-SA 4.0; original http://creativecommons.org/licenses/by/4.0/,YES,FOLLOW_CC_ATTRIBUTION_AND_SHAREALIKE,FOLLOW_ORIGINAL_FMA_TRACK_LICENSE,Echoes-FMA-paired,fbee4cb99d3e9afbe7c74b88ec2d275db855b6df70e9d5520656e076aa20f3bd,echoes_fma::131168,train,TTA,fake
data\raw\public_v9\echoes_fma_paired\fake\Gila_Monster_FlopMusic_History_LessonThe_Sonics_The_Crypts_elevenlabs_TTA_001.mp3,1,0,1,0,1,fma_artist_21203,Echoes::elevenlabs,echoes_fma_paired,echoes_fma_paired,Octavian97/Echoes + official FMA,fma_131168,echoes_fma::131168,https://huggingface.co/datasets/Octavian97/Echoes ; https://github.com/mdeff/fma,Echoes 14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2; FMA metadata rc1,generated CC BY-SA 4.0; original http://creativecommons.org/licenses/by/4.0/,YES,FOLLOW_CC_ATTRIBUTION_AND_SHAREALIKE,FOLLOW_ORIGINAL_FMA_TRACK_LICENSE,Echoes-FMA-paired,b7f4f7c3f7482cb1c266228d96eeee96c621e7d0f794db57630d97b7f3625bde,echoes_fma::131168,train,TTA,fake
data\raw\public_v9\echoes_fma_paired\fake\Gila_Monster_FlopMusic_History_LessonThe_Sonics_The_Crypts_mubert_TTA_001.mp3,1,0,1,0,1,fma_artist_21203,Echoes::mubert,echoes_fma_paired,echoes_fma_paired,Octavian97/Echoes + official FMA,fma_131168,echoes_fma::131168,https://huggingface.co/datasets/Octavian97/Echoes ; https://github.com/mdeff/fma,Echoes 14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2; FMA metadata rc1,generated CC BY-SA 4.0; original http://creativecommons.org/licenses/by/4.0/,YES,FOLLOW_CC_ATTRIBUTION_AND_SHAREALIKE,FOLLOW_ORIGINAL_FMA_TRACK_LICENSE,Echoes-FMA-paired,3aade8121ad3d022f312b4a96283335f96f9e3dac314563234339e2ce554f828,echoes_fma::131168,train,TTA,fake
data\raw\public_v9\echoes_fma_paired\fake\Gila_Monster_FlopMusic_History_LessonThe_Sonics_The_Crypts_producer_ATA_001.mp3,1,0,1,0,1,fma_artist_21203,Echoes::producer,echoes_fma_paired,echoes_fma_paired,Octavian97/Echoes + official FMA,fma_131168,echoes_fma::131168,https://huggingface.co/datasets/Octavian97/Echoes ; https://github.com/mdeff/fma,Echoes 14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2; FMA metadata rc1,generated CC BY-SA 4.0; original http://creativecommons.org/licenses/by/4.0/,YES,FOLLOW_CC_ATTRIBUTION_AND_SHAREALIKE,FOLLOW_ORIGINAL_FMA_TRACK_LICENSE,Echoes-FMA-paired,b660d7045de2661b3f38d5cc29eedf5622524c27b2814f4291dd5edb1db20dd9,echoes_fma::131168,train,ATA,fake
data\raw\public_v9\echoes_fma_paired\fake\Gila_Monster_FlopMusic_History_LessonThe_Sonics_The_Crypts_suno_TTA_001.mp3,1,0,1,0,1,fma_artist_21203,Echoes::suno,echoes_fma_paired,echoes_fma_paired,Octavian97/Echoes + official FMA,fma_131168,echoes_fma::131168,https://huggingface.co/datasets/Octavian97/Echoes ; https://github.com/mdeff/fma,Echoes 14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2; FMA metadata rc1,generated CC BY-SA 4.0; original http://creativecommons.org/licenses/by/4.0/,YES,FOLLOW_CC_ATTRIBUTION_AND_SHAREALIKE,FOLLOW_ORIGINAL_FMA_TRACK_LICENSE,Echoes-FMA-paired,703e93b28148d3cd7037ed434904d9fde29cd04d445650b5e45d3fac434b33f8,echoes_fma::131168,train,TTA,fake
data\raw\public_v9\echoes_fma_paired\fake\Gila_Monster_FlopMusic_History_LessonThe_Sonics_The_Crypts_udio_TTA_001.mp3,1,0,1,0,1,fma_artist_21203,Echoes::udio,echoes_fma_paired,echoes_fma_paired,Octavian97/Echoes + official FMA,fma_131168,echoes_fma::131168,https://huggingface.co/datasets/Octavian97/Echoes ; https://github.com/mdeff/fma,Echoes 14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2; FMA metadata rc1,generated CC BY-SA 4.0; original http://creativecommons.org/licenses/by/4.0/,YES,FOLLOW_CC_ATTRIBUTION_AND_SHAREALIKE,FOLLOW_ORIGINAL_FMA_TRACK_LICENSE,Echoes-FMA-paired,b11e420dea124d3b205a8b1a48a1a490f7105746f3b077e70a4c1049c9950122,echoes_fma::131168,train,TTA,fake
data\raw\public_v9\echoes_fma_paired\real\fma_135341.mp3,0,0,0,0,1,fma_artist_21957,Echoes::FMA_original,echoes_fma_paired,echoes_fma_paired,Octavian97/Echoes + official FMA,fma_135341,echoes_fma::135341,https://huggingface.co/datasets/Octavian97/Echoes ; https://github.com/mdeff/fma,Echoes 14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2; FMA metadata rc1,generated CC BY-SA 4.0; original http://creativecommons.org/licenses/by/4.0/,YES,FOLLOW_CC_ATTRIBUTION_AND_SHAREALIKE,FOLLOW_ORIGINAL_FMA_TRACK_LICENSE,Echoes-FMA-paired,f1db4cce93fffdd3a64c7e6944cb5679e12bd9f9a6f8c2c435477fe6129130ea,echoes_fma::135341,train,TTA,real
data\raw\public_v9\echoes_fma_paired\fake\Evil_Cannot_Create_Caleb_Lemond_brev_TTA_001.mp3,1,0,1,0,1,fma_artist_21957,Echoes::brev,echoes_fma_paired,echoes_fma_paired,Octavian97/Echoes + official FMA,fma_135341,echoes_fma::135341,https://huggingface.co/datasets/Octavian97/Echoes ; https://github.com/mdeff/fma,Echoes 14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2; FMA metadata rc1,generated CC BY-SA 4.0; original http://creativecommons.org/licenses/by/4.0/,YES,FOLLOW_CC_ATTRIBUTION_AND_SHAREALIKE,FOLLOW_ORIGINAL_FMA_TRACK_LICENSE,Echoes-FMA-paired,4e1397baf003abc99d1c4dae17721c7959c11f61d429cdb6a38e9633374098c2,echoes_fma::135341,train,TTA,fake
data\raw\public_v9\echoes_fma_paired\fake\Evil_Cannot_Create_Caleb_Lemond_elevenlabs_TTA_001.mp3,1,0,1,0,1,fma_artist_21957,Echoes::elevenlabs,echoes_fma_paired,echoes_fma_paired,Octavian97/Echoes + official FMA,fma_135341,echoes_fma::135341,https://huggingface.co/datasets/Octavian97/Echoes ; https://github.com/mdeff/fma,Echoes 14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2; FMA metadata rc1,generated CC BY-SA 4.0; original http://creativecommons.org/licenses/by/4.0/,YES,FOLLOW_CC_ATTRIBUTION_AND_SHAREALIKE,FOLLOW_ORIGINAL_FMA_TRACK_LICENSE,Echoes-FMA-paired,9f7a23c202a8d6750738d89cea299c9c217609027d1e99dd13239e8b022dfb1e,echoes_fma::135341,train,TTA,fake
data\raw\public_v9\echoes_fma_paired\fake\Evil_Cannot_Create_Caleb_Lemond_mubert_TTA_001.mp3,1,0,1,0,1,fma_artist_21957,Echoes::mubert,echoes_fma_paired,echoes_fma_paired,Octavian97/Echoes + official FMA,fma_135341,echoes_fma::135341,https://huggingface.co/datasets/Octavian97/Echoes ; https://github.com/mdeff/fma,Echoes 14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2; FMA metadata rc1,generated CC BY-SA 4.0; original http://creativecommons.org/licenses/by/4.0/,YES,FOLLOW_CC_ATTRIBUTION_AND_SHAREALIKE,FOLLOW_ORIGINAL_FMA_TRACK_LICENSE,Echoes-FMA-paired,5596f45fd72cbb2a2fca2f4f4463318d8b77308a5883788f2a052377f408eeee,echoes_fma::135341,train,TTA,fake
data\raw\public_v9\echoes_fma_paired\fake\Evil_Cannot_Create_Caleb_Lemond_producer_ATA_001.mp3,1,0,1,0,1,fma_artist_21957,Echoes::producer,echoes_fma_paired,echoes_fma_paired,Octavian97/Echoes + official FMA,fma_135341,echoes_fma::135341,https://huggingface.co/datasets/Octavian97/Echoes ; https://github.com/mdeff/fma,Echoes 14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2; FMA metadata rc1,generated CC BY-SA 4.0; original http://creativecommons.org/licenses/by/4.0/,YES,FOLLOW_CC_ATTRIBUTION_AND_SHAREALIKE,FOLLOW_ORIGINAL_FMA_TRACK_LICENSE,Echoes-FMA-paired,05b9a3ddd1ba2e9bb1a38b213018e0359b833638b81c628371fec9d5ccec0647,echoes_fma::135341,train,ATA,fake
data\raw\public_v9\echoes_fma_paired\fake\Evil_Cannot_Create_Caleb_Lemond_stableaudio_TTA_001.mp3,1,0,1,0,1,fma_artist_21957,Echoes::stableaudio,echoes_fma_paired,echoes_fma_paired,Octavian97/Echoes + official FMA,fma_135341,echoes_fma::135341,https://huggingface.co/datasets/Octavian97/Echoes ; https://github.com/mdeff/fma,Echoes 14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2; FMA metadata rc1,generated CC BY-SA 4.0; original http://creativecommons.org/licenses/by/4.0/,YES,FOLLOW_CC_ATTRIBUTION_AND_SHAREALIKE,FOLLOW_ORIGINAL_FMA_TRACK_LICENSE,Echoes-FMA-paired,0132d581b0215eaf75dfbe81dd709aa6980938c32fd7eac2b15ecf9f6ccdb6d1,echoes_fma::135341,train,TTA,fake
