path,file_fake,voice_fake,music_fake,voice_present,music_present,speaker_id,generator,source,dataset,hf_id,original_id,split_group_id,source_url,version,license,allowed_for_competition,redistribution_allowed,commercial_restriction,dataset_name,content_hash,near_duplicate_group,data_role,upstream_split,upstream_label
data\raw\public_v9\sonics\fake_09199_suno_0.mp3,1,1,1,1,1,sonics::9199,SONICS::chirp-v3,sonics_official,sonics_official,awsaf49/sonics,fake_09199_suno_0,sonics::9199,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,7609d5ef3927ec7b8dac0771676b729fde154a98a22002a3fcdab51fedecda31,sonics::9199,train,test,half fake
data\raw\public_v9\sonics\fake_09224_suno_0.mp3,1,1,1,1,1,sonics::9224,SONICS::chirp-v3,sonics_official,sonics_official,awsaf49/sonics,fake_09224_suno_0,sonics::9224,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,8d6b2b1da3a09e28af79f083bb647bb9f84879ab417185d380c7397ea001c114,sonics::9224,train,test,half fake
data\raw\public_v9\sonics\fake_09239_suno_0.mp3,1,1,1,1,1,sonics::9239,SONICS::chirp-v3,sonics_official,sonics_official,awsaf49/sonics,fake_09239_suno_0,sonics::9239,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,3c003274e87d2841cef12d823a5e7e1fb3cf058ec1fd0213b86253f0e2de6508,sonics::9239,train,test,mostly fake
data\raw\public_v9\sonics\fake_09250_suno_0.mp3,1,1,1,1,1,sonics::9250,SONICS::chirp-v3,sonics_official,sonics_official,awsaf49/sonics,fake_09250_suno_0,sonics::9250,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,e438a13ce3ec1e14060e7340b8cb0efe4f8bd00f7b8c6ac86a0a0fa80b095f33,sonics::9250,train,test,mostly fake
data\raw\public_v9\sonics\fake_09280_suno_0.mp3,1,1,1,1,1,sonics::9280,SONICS::chirp-v3,sonics_official,sonics_official,awsaf49/sonics,fake_09280_suno_0,sonics::9280,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,025d4bef47e0dc534f69880a24cd1a1af7852bcbbcfafcc670369887bda6e593,sonics::9280,train,test,mostly fake
data\raw\public_v9\sonics\fake_09283_suno_0.mp3,1,1,1,1,1,sonics::9283,SONICS::chirp-v3,sonics_official,sonics_official,awsaf49/sonics,fake_09283_suno_0,sonics::9283,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,91e5f6c4b4488ca84f9209c223fee1d9952b5d8bd96fa3cfcbaa1434933ee4da,sonics::9283,train,test,mostly fake
data\raw\public_v9\sonics\fake_09289_suno_0.mp3,1,1,1,1,1,sonics::9289,SONICS::chirp-v3,sonics_official,sonics_official,awsaf49/sonics,fake_09289_suno_0,sonics::9289,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,2ee736313258974452bcb8a8dc840f597b80c0d1c6c16df298d12c7d49164b14,sonics::9289,train,test,mostly fake
data\raw\public_v9\sonics\fake_09372_suno_0.mp3,1,1,1,1,1,sonics::9372,SONICS::chirp-v3,sonics_official,sonics_official,awsaf49/sonics,fake_09372_suno_0,sonics::9372,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,8bbffa4c942ffd9158987c5cdc8619df63ce01224aef02291b4cf2d0fa029dc9,sonics::9372,train,test,mostly fake
data\raw\public_v9\sonics\fake_09405_suno_0.mp3,1,1,1,1,1,sonics::9405,SONICS::chirp-v3,sonics_official,sonics_official,awsaf49/sonics,fake_09405_suno_0,sonics::9405,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,a98eb2da19645f0c079e0a4576e2392dc9f02e614834da94871a773c55f6dcf1,sonics::9405,train,test,mostly fake
data\raw\public_v9\sonics\fake_09421_suno_0.mp3,1,1,1,1,1,sonics::9421,SONICS::chirp-v3,sonics_official,sonics_official,awsaf49/sonics,fake_09421_suno_0,sonics::9421,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,bb357092453c06a4856fb437e7aad9cabcc9ca902a74a945d8223d8394e395fb,sonics::9421,train,test,mostly fake
data\raw\public_v9\sonics\fake_09431_suno_0.mp3,1,1,1,1,1,sonics::9431,SONICS::chirp-v3,sonics_official,sonics_official,awsaf49/sonics,fake_09431_suno_0,sonics::9431,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,09f08ae01aeeb7b76c70ce328e544c97ce943ddbeb6f6f5dbdc98860b7adae36,sonics::9431,train,test,mostly fake
data\raw\public_v9\sonics\fake_09483_suno_0.mp3,1,1,1,1,1,sonics::9483,SONICS::chirp-v3,sonics_official,sonics_official,awsaf49/sonics,fake_09483_suno_0,sonics::9483,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,b513487ad5cc5c55e9230cb7008247819fe53d80f4306e4ded10b08a14554bf1,sonics::9483,train,test,mostly fake
data\raw\public_v9\sonics\fake_09510_suno_0.mp3,1,1,1,1,1,sonics::9510,SONICS::chirp-v3,sonics_official,sonics_official,awsaf49/sonics,fake_09510_suno_0,sonics::9510,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,20f269f33ab3d782fc08a62aaceffcb8413d75697854d13ca4b77aff428a4339,sonics::9510,train,test,mostly fake
data\raw\public_v9\sonics\fake_09533_suno_0.mp3,1,1,1,1,1,sonics::9533,SONICS::chirp-v3,sonics_official,sonics_official,awsaf49/sonics,fake_09533_suno_0,sonics::9533,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,a36d76a6a1c6008610dbc2e6086ea49a9c2a4bff8e01b003a66def99de6197d8,sonics::9533,train,test,mostly fake
data\raw\public_v9\sonics\fake_09556_suno_0.mp3,1,1,1,1,1,sonics::9556,SONICS::chirp-v3,sonics_official,sonics_official,awsaf49/sonics,fake_09556_suno_0,sonics::9556,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,2eb070b77e9bd08e0d2f4307673349f00d49c9b7bb35dcc67a44657ff24fe751,sonics::9556,train,test,mostly fake
data\raw\public_v9\sonics\fake_09632_suno_0.mp3,1,1,1,1,1,sonics::9632,SONICS::chirp-v3,sonics_official,sonics_official,awsaf49/sonics,fake_09632_suno_0,sonics::9632,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,3cba0dc3fae6a67b8941efac68f02e387eae4643007c2dbef6478a6af94198d6,sonics::9632,train,valid,mostly fake
data\raw\public_v9\sonics\fake_09640_suno_0.mp3,1,1,1,1,1,sonics::9640,SONICS::chirp-v3,sonics_official,sonics_official,awsaf49/sonics,fake_09640_suno_0,sonics::9640,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,662e2db32210c1a27dd7314f190b3b60c89a228d8537f93d82c4d389d8ac8c60,sonics::9640,train,valid,mostly fake
data\raw\public_v9\sonics\fake_09680_suno_0.mp3,1,1,1,1,1,sonics::9680,SONICS::chirp-v3,sonics_official,sonics_official,awsaf49/sonics,fake_09680_suno_0,sonics::9680,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,ada70b2506d31971b97fb1dc388040893fd5551056aa443196ce3cb9a4bad07f,sonics::9680,train,test,mostly fake
data\raw\public_v9\sonics\fake_09684_suno_0.mp3,1,1,1,1,1,sonics::9684,SONICS::chirp-v3,sonics_official,sonics_official,awsaf49/sonics,fake_09684_suno_0,sonics::9684,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,284496af598e41eda5e8b7d8bfff3a66c006e227a433392a31558fdbee3510ca,sonics::9684,train,valid,mostly fake
data\raw\public_v9\sonics\fake_09725_suno_0.mp3,1,1,1,1,1,sonics::9725,SONICS::chirp-v3,sonics_official,sonics_official,awsaf49/sonics,fake_09725_suno_0,sonics::9725,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,6a3784c54dea1197dc3f57c6139bedcea346bcc52e92a5245f0abcda8f2bb8a9,sonics::9725,train,test,mostly fake
data\raw\public_v9\sonics\fake_09782_suno_0.mp3,1,1,1,1,1,sonics::9782,SONICS::chirp-v3,sonics_official,sonics_official,awsaf49/sonics,fake_09782_suno_0,sonics::9782,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,cfa400648763024c70af8b0eb4529213c0dc1cf4016c2ea30e77f6bcbbcc470e,sonics::9782,train,test,mostly fake
data\raw\public_v9\sonics\fake_09798_suno_0.mp3,1,1,1,1,1,sonics::9798,SONICS::chirp-v3,sonics_official,sonics_official,awsaf49/sonics,fake_09798_suno_0,sonics::9798,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,38b0f43a631197f6176927e5db6d8605467c458150c3a01b3c47e49a50495adb,sonics::9798,train,test,mostly fake
data\raw\public_v9\sonics\fake_09834_suno_0.mp3,1,1,1,1,1,sonics::9834,SONICS::chirp-v3,sonics_official,sonics_official,awsaf49/sonics,fake_09834_suno_0,sonics::9834,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,b0f4e57840e27731f011179770b889029364d9c59ec4a8be5eb94540c2aa2585,sonics::9834,train,test,mostly fake
data\raw\public_v9\sonics\fake_09848_suno_0.mp3,1,1,1,1,1,sonics::9848,SONICS::chirp-v3,sonics_official,sonics_official,awsaf49/sonics,fake_09848_suno_0,sonics::9848,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,8e39c89045706259ee28c7d1727d588173e0e1622b67a8a603b9c262f96d337f,sonics::9848,train,test,mostly fake
data\raw\public_v9\sonics\fake_09859_suno_0.mp3,1,1,1,1,1,sonics::9859,SONICS::chirp-v3,sonics_official,sonics_official,awsaf49/sonics,fake_09859_suno_0,sonics::9859,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,d0f17dda0e2ec417d483f64be5c2a56e909647f638afdde4f7d85a81ae40aec9,sonics::9859,train,test,mostly fake
data\raw\public_v9\sonics\fake_09861_suno_0.mp3,1,1,1,1,1,sonics::9861,SONICS::chirp-v3,sonics_official,sonics_official,awsaf49/sonics,fake_09861_suno_0,sonics::9861,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,114f6f1dfba050b3688dfe87585351161f9a97260e8bcd13cb514127d39d799d,sonics::9861,train,valid,mostly fake
data\raw\public_v9\sonics\fake_09862_suno_0.mp3,1,1,1,1,1,sonics::9862,SONICS::chirp-v3,sonics_official,sonics_official,awsaf49/sonics,fake_09862_suno_0,sonics::9862,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,1cb8e76c7a1afa633535296f6c48137b30d56c89efceca75a5904233effce121,sonics::9862,train,test,half fake
data\raw\public_v9\sonics\fake_09915_suno_0.mp3,1,1,1,1,1,sonics::9915,SONICS::chirp-v3,sonics_official,sonics_official,awsaf49/sonics,fake_09915_suno_0,sonics::9915,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,28c063182204e57ebde4faf22b4c51c8e29a9fb9b684668796f9d56a8aed38ba,sonics::9915,train,test,mostly fake
data\raw\public_v9\sonics\fake_09938_suno_0.mp3,1,1,1,1,1,sonics::9938,SONICS::chirp-v3,sonics_official,sonics_official,awsaf49/sonics,fake_09938_suno_0,sonics::9938,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,2fc6eccead1b11846361d79b3a9b369033fd22813b6e5b588ccb16ed1314189c,sonics::9938,train,test,mostly fake
data\raw\public_v9\sonics\fake_09946_suno_0.mp3,1,1,1,1,1,sonics::9946,SONICS::chirp-v3,sonics_official,sonics_official,awsaf49/sonics,fake_09946_suno_0,sonics::9946,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,02ec08f48ec9d717f494493a3b098fa2c723c15288d59e1faf6c3c1f78db6e2f,sonics::9946,train,test,mostly fake
data\raw\public_v9\sonics\fake_00001_suno_0.mp3,1,1,1,1,1,sonics::1,SONICS::chirp-v3.5,sonics_official,sonics_official,awsaf49/sonics,fake_00001_suno_0,sonics::1,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,2c6d06d5d79e0103f383d3f30a0b0b1b14d015fe06d8c69da4a85480ebee69ab,sonics::1,train,train,half fake
data\raw\public_v9\sonics\fake_00006_suno_0.mp3,1,1,1,1,1,sonics::6,SONICS::chirp-v3.5,sonics_official,sonics_official,awsaf49/sonics,fake_00006_suno_0,sonics::6,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,39909ce985256e1b36b02aa0aefc10514349b3fb7e3006c5c44e71183f6d731e,sonics::6,train,train,mostly fake
data\raw\public_v9\sonics\fake_00007_suno_0.mp3,1,1,1,1,1,sonics::7,SONICS::chirp-v3.5,sonics_official,sonics_official,awsaf49/sonics,fake_00007_suno_0,sonics::7,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,a73c49d6bb9ee4b43dca1a9d60c690a6abcad7338e15c3eab73da1c98cdfb973,sonics::7,train,train,half fake
data\raw\public_v9\sonics\fake_00011_suno_0.mp3,1,1,1,1,1,sonics::11,SONICS::chirp-v3.5,sonics_official,sonics_official,awsaf49/sonics,fake_00011_suno_0,sonics::11,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,d4f91ed9442619ee11b8291cc8a46c57cc99a014be0d559bd11f4e9a2551a4f1,sonics::11,train,train,half fake
data\raw\public_v9\sonics\fake_00014_suno_0.mp3,1,1,1,1,1,sonics::14,SONICS::chirp-v3.5,sonics_official,sonics_official,awsaf49/sonics,fake_00014_suno_0,sonics::14,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,8b5e28df17808b14fcad2058227270c19dba2fde3c0dfea811dc6f1d26a554be,sonics::14,train,train,half fake
data\raw\public_v9\sonics\fake_00018_suno_0.mp3,1,1,1,1,1,sonics::18,SONICS::chirp-v3.5,sonics_official,sonics_official,awsaf49/sonics,fake_00018_suno_0,sonics::18,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,e11c5311fedae64558a2c80b5e3704f1fead8c82c94644d2ef4a5e69c4bb2c52,sonics::18,train,train,mostly fake
data\raw\public_v9\sonics\fake_00025_suno_0.mp3,1,1,1,1,1,sonics::25,SONICS::chirp-v3.5,sonics_official,sonics_official,awsaf49/sonics,fake_00025_suno_0,sonics::25,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,8fc62737ca803d55e7510b227db75ccf13cafed03d54e9a2e4ba4670732e1753,sonics::25,train,train,half fake
data\raw\public_v9\sonics\fake_00031_suno_0.mp3,1,1,1,1,1,sonics::31,SONICS::chirp-v3.5,sonics_official,sonics_official,awsaf49/sonics,fake_00031_suno_0,sonics::31,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,feb08732bd8dcd381d5faf6f4272789ffbc1882245949fb67d952c5a077352bd,sonics::31,train,train,half fake
data\raw\public_v9\sonics\fake_00034_suno_0.mp3,1,1,1,1,1,sonics::34,SONICS::chirp-v3.5,sonics_official,sonics_official,awsaf49/sonics,fake_00034_suno_0,sonics::34,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,d12485783d096f7a90d7a746cbf6c3ce7a2a08de47a855bad07388f49064fbcc,sonics::34,train,train,mostly fake
data\raw\public_v9\sonics\fake_00036_suno_0.mp3,1,1,1,1,1,sonics::36,SONICS::chirp-v3.5,sonics_official,sonics_official,awsaf49/sonics,fake_00036_suno_0,sonics::36,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,b5fd1916dd2defac3f93e68093f88d3687fa68e956173fa6b738c106b85672e2,sonics::36,train,train,mostly fake
data\raw\public_v9\sonics\fake_00040_suno_0.mp3,1,1,1,1,1,sonics::40,SONICS::chirp-v3.5,sonics_official,sonics_official,awsaf49/sonics,fake_00040_suno_0,sonics::40,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,b3f5b78214964401124d0de09937e900042f3b5899a5bc4cad0c959f8fe2aa29,sonics::40,train,train,mostly fake
data\raw\public_v9\sonics\fake_00049_suno_0.mp3,1,1,1,1,1,sonics::49,SONICS::chirp-v3.5,sonics_official,sonics_official,awsaf49/sonics,fake_00049_suno_0,sonics::49,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,1ed1b5a3697fed41bd44748c4340cde53a479dffe866448ca7f7c455f3b26726,sonics::49,train,train,mostly fake
data\raw\public_v9\sonics\fake_00053_suno_0.mp3,1,1,1,1,1,sonics::53,SONICS::chirp-v3.5,sonics_official,sonics_official,awsaf49/sonics,fake_00053_suno_0,sonics::53,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,10981cc53518508ac58c5ec1f4420e2c4b361ae82787213887f3ba24b2a6bfa4,sonics::53,train,train,half fake
data\raw\public_v9\sonics\fake_00056_suno_0.mp3,1,1,1,1,1,sonics::56,SONICS::chirp-v3.5,sonics_official,sonics_official,awsaf49/sonics,fake_00056_suno_0,sonics::56,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,59ee7202be3043f541e7da81cd77a79a18830d1c1402e17e069f38c24dbbda68,sonics::56,train,train,half fake
data\raw\public_v9\sonics\fake_00057_suno_0.mp3,1,1,1,1,1,sonics::57,SONICS::chirp-v3.5,sonics_official,sonics_official,awsaf49/sonics,fake_00057_suno_0,sonics::57,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,f15ae8f29dc138e3658e490f4374ce0a2891354549c6ff3a72848ad7a40aa0f0,sonics::57,train,train,mostly fake
data\raw\public_v9\sonics\fake_00058_suno_0.mp3,1,1,1,1,1,sonics::58,SONICS::chirp-v3.5,sonics_official,sonics_official,awsaf49/sonics,fake_00058_suno_0,sonics::58,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,ca0aa8f628f038c052bfb12d6c9a4345cb602b00e9c8a09ba8a97921700893d3,sonics::58,train,train,half fake
data\raw\public_v9\sonics\fake_00061_suno_0.mp3,1,1,1,1,1,sonics::61,SONICS::chirp-v3.5,sonics_official,sonics_official,awsaf49/sonics,fake_00061_suno_0,sonics::61,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,ab4223aec04c6d2e9b8484f2007971fabb839faf284618ecea4f381f5a697bad,sonics::61,train,train,half fake
data\raw\public_v9\sonics\fake_00063_suno_0.mp3,1,1,1,1,1,sonics::63,SONICS::chirp-v3.5,sonics_official,sonics_official,awsaf49/sonics,fake_00063_suno_0,sonics::63,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,77d7e4c4f67b7738ed31b90288d4dd7776a2cd80227b77152b23a330dda34a98,sonics::63,train,train,half fake
data\raw\public_v9\sonics\fake_00065_suno_0.mp3,1,1,1,1,1,sonics::65,SONICS::chirp-v3.5,sonics_official,sonics_official,awsaf49/sonics,fake_00065_suno_0,sonics::65,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,66b09ca6ce4b892915a5041123a89de2d70844edcd0fe5362e20e73377eba9c0,sonics::65,train,train,half fake
data\raw\public_v9\sonics\fake_00070_suno_0.mp3,1,1,1,1,1,sonics::70,SONICS::chirp-v3.5,sonics_official,sonics_official,awsaf49/sonics,fake_00070_suno_0,sonics::70,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,ade892d2b1c45b4fd46b8ddf1487a669db6d9ca4ae4351841e206890fa8d0de8,sonics::70,train,train,half fake
data\raw\public_v9\sonics\fake_00079_suno_0.mp3,1,1,1,1,1,sonics::79,SONICS::chirp-v3.5,sonics_official,sonics_official,awsaf49/sonics,fake_00079_suno_0,sonics::79,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,b6629785380b0ed7b21140f8ad525daac67021a7c8bce1199b0b54edfa0b8074,sonics::79,train,train,mostly fake
data\raw\public_v9\sonics\fake_00082_suno_0.mp3,1,1,1,1,1,sonics::82,SONICS::chirp-v3.5,sonics_official,sonics_official,awsaf49/sonics,fake_00082_suno_0,sonics::82,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,a5e2a1a073b446570685cd0f67225d581aaa58124b46f8ed5a85566899e47832,sonics::82,train,train,half fake
