path,file_fake,voice_fake,music_fake,voice_present,music_present,speaker_id,generator,source,dataset,hf_id,original_id,split_group_id,base_voice_id,base_music_id,mix_mode,mix_snr_db,mix_overlap_fraction,mix_gap_sec,mix_crossfade_sec,mix_voice_gain_db,mix_music_gain_db,augment,source_url,version,license,allowed_for_competition,redistribution_allowed,commercial_restriction,dataset_name,content_hash,near_duplicate_group,audio_sha256,generation_seed,generator_family,recommended_split,generated_by,external_assets_used,duration_sec,sample_rate,peak,rms,dc_offset,clipping_fraction
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_1584369.flac,1,1,0,1,0,LA_0090,A02,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_1584369,asvspoof::LA_0090,asvspoof::LA_0090,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_4176612.flac,0,0,0,1,0,LA_0080,bonafide,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_4176612,asvspoof::LA_0080,asvspoof::LA_0080,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_4105819.flac,1,1,0,1,0,LA_0080,A02,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_4105819,asvspoof::LA_0080,asvspoof::LA_0080,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6197882.flac,0,0,0,1,0,LA_0087,bonafide,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_6197882,asvspoof::LA_0087,asvspoof::LA_0087,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5395263.flac,1,1,0,1,0,LA_0080,A01,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_5395263,asvspoof::LA_0080,asvspoof::LA_0080,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3017055.flac,1,1,0,1,0,LA_0089,A02,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_3017055,asvspoof::LA_0089,asvspoof::LA_0089,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_4631069.flac,0,0,0,1,0,LA_0098,bonafide,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_4631069,asvspoof::LA_0098,asvspoof::LA_0098,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6284607.flac,1,1,0,1,0,LA_0098,A02,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_6284607,asvspoof::LA_0098,asvspoof::LA_0098,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_8820448.flac,1,1,0,1,0,LA_0089,A01,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_8820448,asvspoof::LA_0089,asvspoof::LA_0089,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_1075302.flac,0,0,0,1,0,LA_0097,bonafide,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_1075302,asvspoof::LA_0097,asvspoof::LA_0097,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9624371.flac,1,1,0,1,0,LA_0098,A02,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_9624371,asvspoof::LA_0098,asvspoof::LA_0098,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_4947096.flac,1,1,0,1,0,LA_0093,A01,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_4947096,asvspoof::LA_0093,asvspoof::LA_0093,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3164524.flac,1,1,0,1,0,LA_0097,A01,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_3164524,asvspoof::LA_0097,asvspoof::LA_0097,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_2198548.flac,1,1,0,1,0,LA_0097,A01,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_2198548,asvspoof::LA_0097,asvspoof::LA_0097,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6741782.flac,1,1,0,1,0,LA_0080,A01,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_6741782,asvspoof::LA_0080,asvspoof::LA_0080,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_2651172.flac,1,1,0,1,0,LA_0087,A01,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_2651172,asvspoof::LA_0087,asvspoof::LA_0087,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_7419337.flac,1,1,0,1,0,LA_0079,A03,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_7419337,asvspoof::LA_0079,asvspoof::LA_0079,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9435398.flac,1,1,0,1,0,LA_0087,A01,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_9435398,asvspoof::LA_0087,asvspoof::LA_0087,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0377.wav,1,1,0,1,0,wavefake_132d8a,WF2,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ019-0377,wavefake::LJ019-0377,wavefake::LJ019-0377,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ043-0029.wav,1,1,0,1,0,wavefake_242c26,WF2,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ043-0029,wavefake::LJ043-0029,wavefake::LJ043-0029,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ015-0107.wav,1,1,0,1,0,wavefake_a48cdf,WF3,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ015-0107,wavefake::LJ015-0107,wavefake::LJ015-0107,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ029-0211.wav,1,1,0,1,0,wavefake_7d35e2,WF2,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ029-0211,wavefake::LJ029-0211,wavefake::LJ029-0211,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ048-0122.wav,1,1,0,1,0,wavefake_c0c988,WF2,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ048-0122,wavefake::LJ048-0122,wavefake::LJ048-0122,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ044-0109.wav,0,0,0,1,0,wavefake_119ed6,R,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ044-0109,wavefake::LJ044-0109,wavefake::LJ044-0109,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ017-0037.wav,0,0,0,1,0,wavefake_7904af,R,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ017-0037,wavefake::LJ017-0037,wavefake::LJ017-0037,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ048-0186.wav,1,1,0,1,0,wavefake_a8d47e,WF6,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ048-0186,wavefake::LJ048-0186,wavefake::LJ048-0186,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ043-0073.wav,1,1,0,1,0,wavefake_c37654,WF3,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ043-0073,wavefake::LJ043-0073,wavefake::LJ043-0073,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ020-0031.wav,1,1,0,1,0,wavefake_cff82f,WF2,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ020-0031,wavefake::LJ020-0031,wavefake::LJ020-0031,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ009-0230.wav,1,1,0,1,0,wavefake_1be7b3,WF1,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ009-0230,wavefake::LJ009-0230,wavefake::LJ009-0230,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ020-0071.wav,0,0,0,1,0,wavefake_4b5191,R,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ020-0071,wavefake::LJ020-0071,wavefake::LJ020-0071,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ029-0180.wav,1,1,0,1,0,wavefake_4b46ea,WF3,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ029-0180,wavefake::LJ029-0180,wavefake::LJ029-0180,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ016-0438.wav,1,1,0,1,0,wavefake_fc7eb2,WF3,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ016-0438,wavefake::LJ016-0438,wavefake::LJ016-0438,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ028-0440.wav,1,1,0,1,0,wavefake_049bf0,WF6,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ028-0440,wavefake::LJ028-0440,wavefake::LJ028-0440,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0346.wav,1,1,0,1,0,wavefake_85efef,WF4,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ019-0346,wavefake::LJ019-0346,wavefake::LJ019-0346,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ048-0147.wav,1,1,0,1,0,wavefake_c6e125,WF3,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ048-0147,wavefake::LJ048-0147,wavefake::LJ048-0147,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ048-0165.wav,1,1,0,1,0,wavefake_94b180,WF2,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ048-0165,wavefake::LJ048-0165,wavefake::LJ048-0165,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ048-0152.wav,1,1,0,1,0,wavefake_c1a66e,WF4,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ048-0152,wavefake::LJ048-0152,wavefake::LJ048-0152,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ048-0153.wav,1,1,0,1,0,wavefake_d9ef59,WF3,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ048-0153,wavefake::LJ048-0153,wavefake::LJ048-0153,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ028-0412.wav,1,1,0,1,0,wavefake_1a4b42,WF3,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ028-0412,wavefake::LJ028-0412,wavefake::LJ028-0412,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ028-0153.wav,0,0,0,1,0,wavefake_77573f,R,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ028-0153,wavefake::LJ028-0153,wavefake::LJ028-0153,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0273.wav,0,0,0,1,0,wavefake_e1869d,R,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ019-0273,wavefake::LJ019-0273,wavefake::LJ019-0273,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ027-0128.wav,1,1,0,1,0,wavefake_e6ecef,WF3,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ027-0128,wavefake::LJ027-0128,wavefake::LJ027-0128,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ016-0425.wav,1,1,0,1,0,wavefake_da2b94,WF5,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ016-0425,wavefake::LJ016-0425,wavefake::LJ016-0425,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ028-0430.wav,1,1,0,1,0,wavefake_18f96a,WF5,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ028-0430,wavefake::LJ028-0430,wavefake::LJ028-0430,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ008-0241.wav,1,1,0,1,0,wavefake_fdccd2,WF4,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ008-0241,wavefake::LJ008-0241,wavefake::LJ008-0241,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ044-0109_WF3_1.wav,1,1,0,1,0,wavefake_119ed6,WF3,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ044-0109,wavefake::LJ044-0109,wavefake::LJ044-0109,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ034-0045.wav,1,1,0,1,0,wavefake_8ec1f9,WF6,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ034-0045,wavefake::LJ034-0045,wavefake::LJ034-0045,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ030-0008.wav,1,1,0,1,0,wavefake_802cd9,WF3,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ030-0008,wavefake::LJ030-0008,wavefake::LJ030-0008,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0360.wav,0,0,0,1,0,wavefake_e05d24,R,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ019-0360,wavefake::LJ019-0360,wavefake::LJ019-0360,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ008-0278.wav,1,1,0,1,0,wavefake_b8b89d,WF4,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ008-0278,wavefake::LJ008-0278,wavefake::LJ008-0278,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ017-0004.wav,1,1,0,1,0,wavefake_8730a9,WF3,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ017-0004,wavefake::LJ017-0004,wavefake::LJ017-0004,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ017-0008.wav,1,1,0,1,0,wavefake_6dbe28,WF2,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ017-0008,wavefake::LJ017-0008,wavefake::LJ017-0008,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0271.wav,1,1,0,1,0,wavefake_dc5e44,WF4,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ019-0271,wavefake::LJ019-0271,wavefake::LJ019-0271,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0385.wav,1,1,0,1,0,wavefake_2e4279,WF3,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ019-0385,wavefake::LJ019-0385,wavefake::LJ019-0385,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ030-0003.wav,0,0,0,1,0,wavefake_1860ed,R,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ030-0003,wavefake::LJ030-0003,wavefake::LJ030-0003,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ043-0060.wav,1,1,0,1,0,wavefake_6ba272,WF4,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ043-0060,wavefake::LJ043-0060,wavefake::LJ043-0060,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ015-0115.wav,1,1,0,1,0,wavefake_ce30be,WF3,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ015-0115,wavefake::LJ015-0115,wavefake::LJ015-0115,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ015-0120.wav,0,0,0,1,0,wavefake_76dbc3,R,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ015-0120,wavefake::LJ015-0120,wavefake::LJ015-0120,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0317.wav,1,1,0,1,0,wavefake_ea1552,WF3,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ019-0317,wavefake::LJ019-0317,wavefake::LJ019-0317,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0306.wav,1,1,0,1,0,wavefake_3abd80,WF6,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ019-0306,wavefake::LJ019-0306,wavefake::LJ019-0306,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ048-0143.wav,1,1,0,1,0,wavefake_5bef41,WF3,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ048-0143,wavefake::LJ048-0143,wavefake::LJ048-0143,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ028-0401.wav,1,1,0,1,0,wavefake_d0ce6d,WF6,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ028-0401,wavefake::LJ028-0401,wavefake::LJ028-0401,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ048-0120.wav,1,1,0,1,0,wavefake_41b616,WF6,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ048-0120,wavefake::LJ048-0120,wavefake::LJ048-0120,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ008-0249.wav,1,1,0,1,0,wavefake_41370f,WF2,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ008-0249,wavefake::LJ008-0249,wavefake::LJ008-0249,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ009-0255.wav,1,1,0,1,0,wavefake_c28dda,WF3,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ009-0255,wavefake::LJ009-0255,wavefake::LJ009-0255,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0349.wav,1,1,0,1,0,wavefake_0cb386,WF6,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ019-0349,wavefake::LJ019-0349,wavefake::LJ019-0349,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ008-0149.wav,1,1,0,1,0,wavefake_31d3ee,WF5,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ008-0149,wavefake::LJ008-0149,wavefake::LJ008-0149,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ009-0268.wav,1,1,0,1,0,wavefake_bad7a6,WF6,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ009-0268,wavefake::LJ009-0268,wavefake::LJ009-0268,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ050-0199.wav,1,1,0,1,0,wavefake_b2c1a0,WF1,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ050-0199,wavefake::LJ050-0199,wavefake::LJ050-0199,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ017-0024.wav,1,1,0,1,0,wavefake_e5b7bc,WF6,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ017-0024,wavefake::LJ017-0024,wavefake::LJ017-0024,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ020-0054.wav,1,1,0,1,0,wavefake_1128f7,WF5,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ020-0054,wavefake::LJ020-0054,wavefake::LJ020-0054,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ029-0163.wav,1,1,0,1,0,wavefake_e7072a,WF1,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ029-0163,wavefake::LJ029-0163,wavefake::LJ029-0163,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ027-0125.wav,1,1,0,1,0,wavefake_a0afce,WF1,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ027-0125,wavefake::LJ027-0125,wavefake::LJ027-0125,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ020-0067.wav,1,1,0,1,0,wavefake_728125,WF5,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ020-0067,wavefake::LJ020-0067,wavefake::LJ020-0067,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ044-0093.wav,1,1,0,1,0,wavefake_85499c,WF2,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ044-0093,wavefake::LJ044-0093,wavefake::LJ044-0093,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ048-0145.wav,1,1,0,1,0,wavefake_ea30c3,WF4,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ048-0145,wavefake::LJ048-0145,wavefake::LJ048-0145,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ002-0027.wav,1,1,0,1,0,wavefake_4116d8,WF3,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ002-0027,wavefake::LJ002-0027,wavefake::LJ002-0027,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ029-0160.wav,1,1,0,1,0,wavefake_d90d4e,WF1,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ029-0160,wavefake::LJ029-0160,wavefake::LJ029-0160,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ028-0372.wav,0,0,0,1,0,wavefake_64f55b,R,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ028-0372,wavefake::LJ028-0372,wavefake::LJ028-0372,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
