path,file_fake,voice_fake,music_fake,voice_present,music_present,speaker_id,generator,source,dataset,hf_id,original_id,split_group_id,source_url,version,license,allowed_for_competition,redistribution_allowed,commercial_restriction,dataset_name,content_hash,near_duplicate_group,audio_sha256,generation_seed,generator_family,recommended_split,generated_by,external_assets_used,base_voice_id,base_music_id,duration_sec,sample_rate,peak,rms,dc_offset,clipping_fraction,mix_snr_db
data/generated_v8/audio/train/voice/proc_voice_train_00062__codec_phase.wav,1,1,0,1,0,proc_train_speaker_92,proc_voice_codec_phase,project_procedural_v8,procedural_v8,,proc_voice_train_00062,proc::voice::train::00062,LOCAL:tools/procedural_audio_v8.py,procedural-v8.1,PROJECT_AUTHORED_PROCEDURAL_OUTPUT_NO_EXTERNAL_ASSETS,YES,YES_PROJECT_OWNED,NO_EXTERNAL_RESTRICTION,procedural_v8,418e086220649765dff606698821b44e4c704665b3548f9cc47541bede7d0447,proc::voice::train::00062,d1f054f34464785ed90987cdd1112834559a6d354a0527b6b59523855d6a0067,23684970,proc_voice_codec_phase,train,numpy_scipy_project_generator,NO,,,6.238000,16000,0.89566505,0.28901955,-0.00001408,0.00000000,
data/generated_v8/audio/train/voice/proc_voice_train_00063__additive_formant.wav,1,1,0,1,0,proc_train_speaker_93,proc_voice_additive_formant,project_procedural_v8,procedural_v8,,proc_voice_train_00063,proc::voice::train::00063,LOCAL:tools/procedural_audio_v8.py,procedural-v8.1,PROJECT_AUTHORED_PROCEDURAL_OUTPUT_NO_EXTERNAL_ASSETS,YES,YES_PROJECT_OWNED,NO_EXTERNAL_RESTRICTION,procedural_v8,f83a238a965ae180f14710b0e8475815f2517f1fa17fb6fea376b1e93db01169,proc::voice::train::00063,ec235dd09ff99016daaadfbe57db167edce4cca60f0e5e422524476371491881,23684971,proc_voice_additive_formant,train,numpy_scipy_project_generator,NO,,,3.557000,16000,0.85394025,0.16362361,0.00000365,0.00000000,
data/generated_v8/audio/train/voice/proc_voice_train_00063__pulse_lpc.wav,1,1,0,1,0,proc_train_speaker_93,proc_voice_pulse_lpc,project_procedural_v8,procedural_v8,,proc_voice_train_00063,proc::voice::train::00063,LOCAL:tools/procedural_audio_v8.py,procedural-v8.1,PROJECT_AUTHORED_PROCEDURAL_OUTPUT_NO_EXTERNAL_ASSETS,YES,YES_PROJECT_OWNED,NO_EXTERNAL_RESTRICTION,procedural_v8,f83a238a965ae180f14710b0e8475815f2517f1fa17fb6fea376b1e93db01169,proc::voice::train::00063,662181c33979480e853464fdd3d7e5f40ed57231d084d3498b8a232cdd76ee84,23684971,proc_voice_pulse_lpc,train,numpy_scipy_project_generator,NO,,,3.557000,16000,0.83268303,0.25118763,-0.00002129,0.00000000,
data/generated_v8/audio/train/voice/proc_voice_train_00063__codec_phase.wav,1,1,0,1,0,proc_train_speaker_93,proc_voice_codec_phase,project_procedural_v8,procedural_v8,,proc_voice_train_00063,proc::voice::train::00063,LOCAL:tools/procedural_audio_v8.py,procedural-v8.1,PROJECT_AUTHORED_PROCEDURAL_OUTPUT_NO_EXTERNAL_ASSETS,YES,YES_PROJECT_OWNED,NO_EXTERNAL_RESTRICTION,procedural_v8,f83a238a965ae180f14710b0e8475815f2517f1fa17fb6fea376b1e93db01169,proc::voice::train::00063,a4b0a559c45fd486a5dc4410b510a912b7e73f853a2b08d2431fa21d993eee06,23684971,proc_voice_codec_phase,train,numpy_scipy_project_generator,NO,,,3.557000,16000,0.84075242,0.24898798,-0.00000998,0.00000000,
data/generated_v8/audio/train/voice/proc_voice_train_00064__additive_formant.wav,1,1,0,1,0,proc_train_speaker_94,proc_voice_additive_formant,project_procedural_v8,procedural_v8,,proc_voice_train_00064,proc::voice::train::00064,LOCAL:tools/procedural_audio_v8.py,procedural-v8.1,PROJECT_AUTHORED_PROCEDURAL_OUTPUT_NO_EXTERNAL_ASSETS,YES,YES_PROJECT_OWNED,NO_EXTERNAL_RESTRICTION,procedural_v8,8f4aeb20a82dba40b59b0029f7c689721f7ab12cd8d9eb7ac08ea14e492515ab,proc::voice::train::00064,1e2649a08a8d4e90bc711cc7dd15c32488eb4229041bc7d5ba04e7ce28017c93,23684972,proc_voice_additive_formant,train,numpy_scipy_project_generator,NO,,,4.950000,16000,0.86747259,0.17746632,0.00000399,0.00000000,
data/generated_v8/audio/train/voice/proc_voice_train_00064__pulse_lpc.wav,1,1,0,1,0,proc_train_speaker_94,proc_voice_pulse_lpc,project_procedural_v8,procedural_v8,,proc_voice_train_00064,proc::voice::train::00064,LOCAL:tools/procedural_audio_v8.py,procedural-v8.1,PROJECT_AUTHORED_PROCEDURAL_OUTPUT_NO_EXTERNAL_ASSETS,YES,YES_PROJECT_OWNED,NO_EXTERNAL_RESTRICTION,procedural_v8,8f4aeb20a82dba40b59b0029f7c689721f7ab12cd8d9eb7ac08ea14e492515ab,proc::voice::train::00064,8a36d6054fb7f963298e29233a341bcececd70e60d8397fd8a35bac0dfa8f245,23684972,proc_voice_pulse_lpc,train,numpy_scipy_project_generator,NO,,,4.950000,16000,0.84114552,0.24935567,-0.00001307,0.00000000,
data/generated_v8/audio/train/voice/proc_voice_train_00064__codec_phase.wav,1,1,0,1,0,proc_train_speaker_94,proc_voice_codec_phase,project_procedural_v8,procedural_v8,,proc_voice_train_00064,proc::voice::train::00064,LOCAL:tools/procedural_audio_v8.py,procedural-v8.1,PROJECT_AUTHORED_PROCEDURAL_OUTPUT_NO_EXTERNAL_ASSETS,YES,YES_PROJECT_OWNED,NO_EXTERNAL_RESTRICTION,procedural_v8,8f4aeb20a82dba40b59b0029f7c689721f7ab12cd8d9eb7ac08ea14e492515ab,proc::voice::train::00064,6a9c202fa42f994a94f6c522726d6f91fcf64229739ab8751d0e693f0dba4ede,23684972,proc_voice_codec_phase,train,numpy_scipy_project_generator,NO,,,4.950000,16000,0.90321892,0.24136108,-0.00000395,0.00000000,
data/generated_v8/audio/train/voice/proc_voice_train_00065__additive_formant.wav,1,1,0,1,0,proc_train_speaker_95,proc_voice_additive_formant,project_procedural_v8,procedural_v8,,proc_voice_train_00065,proc::voice::train::00065,LOCAL:tools/procedural_audio_v8.py,procedural-v8.1,PROJECT_AUTHORED_PROCEDURAL_OUTPUT_NO_EXTERNAL_ASSETS,YES,YES_PROJECT_OWNED,NO_EXTERNAL_RESTRICTION,procedural_v8,fd1ef53a62ebedf73ed929035314472d54ae319a27357a1605b7159022a2d527,proc::voice::train::00065,252f83479c64d423a53a7c0d514d05bf97dea6f4c725cd23540e470c5fcea411,23684973,proc_voice_additive_formant,train,numpy_scipy_project_generator,NO,,,5.566000,16000,0.76053172,0.11929452,-0.00000008,0.00000000,
data/generated_v8/audio/train/voice/proc_voice_train_00065__pulse_lpc.wav,1,1,0,1,0,proc_train_speaker_95,proc_voice_pulse_lpc,project_procedural_v8,procedural_v8,,proc_voice_train_00065,proc::voice::train::00065,LOCAL:tools/procedural_audio_v8.py,procedural-v8.1,PROJECT_AUTHORED_PROCEDURAL_OUTPUT_NO_EXTERNAL_ASSETS,YES,YES_PROJECT_OWNED,NO_EXTERNAL_RESTRICTION,procedural_v8,fd1ef53a62ebedf73ed929035314472d54ae319a27357a1605b7159022a2d527,proc::voice::train::00065,03849a68a958c4c8690d8f7d898c3c7c3084ed93bc8fcc266f14e9691f9744cf,23684973,proc_voice_pulse_lpc,train,numpy_scipy_project_generator,NO,,,5.566000,16000,0.80466741,0.19824186,-0.00000717,0.00000000,
data/generated_v8/audio/train/voice/proc_voice_train_00065__codec_phase.wav,1,1,0,1,0,proc_train_speaker_95,proc_voice_codec_phase,project_procedural_v8,procedural_v8,,proc_voice_train_00065,proc::voice::train::00065,LOCAL:tools/procedural_audio_v8.py,procedural-v8.1,PROJECT_AUTHORED_PROCEDURAL_OUTPUT_NO_EXTERNAL_ASSETS,YES,YES_PROJECT_OWNED,NO_EXTERNAL_RESTRICTION,procedural_v8,fd1ef53a62ebedf73ed929035314472d54ae319a27357a1605b7159022a2d527,proc::voice::train::00065,648e76472315df36005dd09298d313812a3e721dcd250a0985be2aff3517255c,23684973,proc_voice_codec_phase,train,numpy_scipy_project_generator,NO,,,5.566000,16000,0.75082415,0.16999761,-0.00000245,0.00000000,
data/generated_v8/audio/train/voice/proc_voice_train_00066__additive_formant.wav,1,1,0,1,0,proc_train_speaker_96,proc_voice_additive_formant,project_procedural_v8,procedural_v8,,proc_voice_train_00066,proc::voice::train::00066,LOCAL:tools/procedural_audio_v8.py,procedural-v8.1,PROJECT_AUTHORED_PROCEDURAL_OUTPUT_NO_EXTERNAL_ASSETS,YES,YES_PROJECT_OWNED,NO_EXTERNAL_RESTRICTION,procedural_v8,da5b2fac381a0c70883e4151805f2baa9a932b92013469225541d14d2c9f029e,proc::voice::train::00066,570258b0cdd2a9a152ab7b01a765a1153e7994e17dc0b62d9fbbf71c56075513,23684974,proc_voice_additive_formant,train,numpy_scipy_project_generator,NO,,,5.577000,16000,0.84332234,0.18389223,-0.00000076,0.00000000,
data/generated_v8/audio/train/voice/proc_voice_train_00066__pulse_lpc.wav,1,1,0,1,0,proc_train_speaker_96,proc_voice_pulse_lpc,project_procedural_v8,procedural_v8,,proc_voice_train_00066,proc::voice::train::00066,LOCAL:tools/procedural_audio_v8.py,procedural-v8.1,PROJECT_AUTHORED_PROCEDURAL_OUTPUT_NO_EXTERNAL_ASSETS,YES,YES_PROJECT_OWNED,NO_EXTERNAL_RESTRICTION,procedural_v8,da5b2fac381a0c70883e4151805f2baa9a932b92013469225541d14d2c9f029e,proc::voice::train::00066,7398ab5a8637b70b912360c4cd0270393a2dff1245c6668672b27bb3c545268e,23684974,proc_voice_pulse_lpc,train,numpy_scipy_project_generator,NO,,,5.577000,16000,0.90706134,0.26706772,-0.00000668,0.00000000,
data/generated_v8/audio/train/voice/proc_voice_train_00066__codec_phase.wav,1,1,0,1,0,proc_train_speaker_96,proc_voice_codec_phase,project_procedural_v8,procedural_v8,,proc_voice_train_00066,proc::voice::train::00066,LOCAL:tools/procedural_audio_v8.py,procedural-v8.1,PROJECT_AUTHORED_PROCEDURAL_OUTPUT_NO_EXTERNAL_ASSETS,YES,YES_PROJECT_OWNED,NO_EXTERNAL_RESTRICTION,procedural_v8,da5b2fac381a0c70883e4151805f2baa9a932b92013469225541d14d2c9f029e,proc::voice::train::00066,0c501a04bf00f43b9fd0babd54edc478e3f70f52b47da73fc566a7e5eea29c1d,23684974,proc_voice_codec_phase,train,numpy_scipy_project_generator,NO,,,5.577000,16000,0.81499016,0.19810704,-0.00000091,0.00000000,
data/generated_v8/audio/train/voice/proc_voice_train_00067__additive_formant.wav,1,1,0,1,0,proc_train_speaker_00,proc_voice_additive_formant,project_procedural_v8,procedural_v8,,proc_voice_train_00067,proc::voice::train::00067,LOCAL:tools/procedural_audio_v8.py,procedural-v8.1,PROJECT_AUTHORED_PROCEDURAL_OUTPUT_NO_EXTERNAL_ASSETS,YES,YES_PROJECT_OWNED,NO_EXTERNAL_RESTRICTION,procedural_v8,3be96b86203154c9ac612b0840600de3e74c36042c3126059bb35371fa234f11,proc::voice::train::00067,557c92ad3b35cf9441013064b33a77969e8f82cc69f660fccf5d35fa3a77fee4,23684975,proc_voice_additive_formant,train,numpy_scipy_project_generator,NO,,,7.112000,16000,0.77814722,0.12055737,0.00000032,0.00000000,
data/generated_v8/audio/train/voice/proc_voice_train_00067__pulse_lpc.wav,1,1,0,1,0,proc_train_speaker_00,proc_voice_pulse_lpc,project_procedural_v8,procedural_v8,,proc_voice_train_00067,proc::voice::train::00067,LOCAL:tools/procedural_audio_v8.py,procedural-v8.1,PROJECT_AUTHORED_PROCEDURAL_OUTPUT_NO_EXTERNAL_ASSETS,YES,YES_PROJECT_OWNED,NO_EXTERNAL_RESTRICTION,procedural_v8,3be96b86203154c9ac612b0840600de3e74c36042c3126059bb35371fa234f11,proc::voice::train::00067,8b348a11142ebc29986a1fcada6d966d0f526aefe263bf441cd7b486ea900621,23684975,proc_voice_pulse_lpc,train,numpy_scipy_project_generator,NO,,,7.112000,16000,0.85133159,0.22138679,-0.00000544,0.00000000,
data/generated_v8/audio/train/voice/proc_voice_train_00067__codec_phase.wav,1,1,0,1,0,proc_train_speaker_00,proc_voice_codec_phase,project_procedural_v8,procedural_v8,,proc_voice_train_00067,proc::voice::train::00067,LOCAL:tools/procedural_audio_v8.py,procedural-v8.1,PROJECT_AUTHORED_PROCEDURAL_OUTPUT_NO_EXTERNAL_ASSETS,YES,YES_PROJECT_OWNED,NO_EXTERNAL_RESTRICTION,procedural_v8,3be96b86203154c9ac612b0840600de3e74c36042c3126059bb35371fa234f11,proc::voice::train::00067,79e0d47c08d031ffff0e1e3fb9d76b65e904c97ee7b908b6e5f4193c7408b324,23684975,proc_voice_codec_phase,train,numpy_scipy_project_generator,NO,,,7.112000,16000,0.86842656,0.21977402,-0.00000323,0.00000000,
data/generated_v8/audio/train/voice/proc_voice_train_00068__additive_formant.wav,1,1,0,1,0,proc_train_speaker_01,proc_voice_additive_formant,project_procedural_v8,procedural_v8,,proc_voice_train_00068,proc::voice::train::00068,LOCAL:tools/procedural_audio_v8.py,procedural-v8.1,PROJECT_AUTHORED_PROCEDURAL_OUTPUT_NO_EXTERNAL_ASSETS,YES,YES_PROJECT_OWNED,NO_EXTERNAL_RESTRICTION,procedural_v8,9f54ec1f135993fd4a6aec7005ae67571939ee84a3cfe945b35be6928b82b76c,proc::voice::train::00068,b6039afcf03630f64f84442b70f17edb17321892d6a21a97c56cbaeb45bd2eac,23684976,proc_voice_additive_formant,train,numpy_scipy_project_generator,NO,,,5.931000,16000,0.88013321,0.19128200,0.00000028,0.00000000,
data/generated_v8/audio/train/voice/proc_voice_train_00068__pulse_lpc.wav,1,1,0,1,0,proc_train_speaker_01,proc_voice_pulse_lpc,project_procedural_v8,procedural_v8,,proc_voice_train_00068,proc::voice::train::00068,LOCAL:tools/procedural_audio_v8.py,procedural-v8.1,PROJECT_AUTHORED_PROCEDURAL_OUTPUT_NO_EXTERNAL_ASSETS,YES,YES_PROJECT_OWNED,NO_EXTERNAL_RESTRICTION,procedural_v8,9f54ec1f135993fd4a6aec7005ae67571939ee84a3cfe945b35be6928b82b76c,proc::voice::train::00068,015047b7525113176dbe30dfaea8233c741686052df3e9e4fb4c6562202f65f0,23684976,proc_voice_pulse_lpc,train,numpy_scipy_project_generator,NO,,,5.931000,16000,0.90077883,0.26395078,-0.00000975,0.00000000,
data/generated_v8/audio/train/voice/proc_voice_train_00068__codec_phase.wav,1,1,0,1,0,proc_train_speaker_01,proc_voice_codec_phase,project_procedural_v8,procedural_v8,,proc_voice_train_00068,proc::voice::train::00068,LOCAL:tools/procedural_audio_v8.py,procedural-v8.1,PROJECT_AUTHORED_PROCEDURAL_OUTPUT_NO_EXTERNAL_ASSETS,YES,YES_PROJECT_OWNED,NO_EXTERNAL_RESTRICTION,procedural_v8,9f54ec1f135993fd4a6aec7005ae67571939ee84a3cfe945b35be6928b82b76c,proc::voice::train::00068,ab7233fde90cd5ceb47d95f4061ebc55a26a5b436d0f9ae95882c6f563bb07b1,23684976,proc_voice_codec_phase,train,numpy_scipy_project_generator,NO,,,5.931000,16000,0.90398002,0.24188998,-0.00000203,0.00000000,
data/generated_v8/audio/train/voice/proc_voice_train_00069__additive_formant.wav,1,1,0,1,0,proc_train_speaker_02,proc_voice_additive_formant,project_procedural_v8,procedural_v8,,proc_voice_train_00069,proc::voice::train::00069,LOCAL:tools/procedural_audio_v8.py,procedural-v8.1,PROJECT_AUTHORED_PROCEDURAL_OUTPUT_NO_EXTERNAL_ASSETS,YES,YES_PROJECT_OWNED,NO_EXTERNAL_RESTRICTION,procedural_v8,fd17b7b6fad92d463af5944a72f306221747c0c0aa1c93851079eb9b1f54df70,proc::voice::train::00069,2e8d352a44ee4ee133eaa6da50bda002e408d393e26f342370d56e94c237e5fe,23684977,proc_voice_additive_formant,train,numpy_scipy_project_generator,NO,,,5.521000,16000,0.89149356,0.17391693,-0.00000028,0.00000000,
data/generated_v8/audio/train/voice/proc_voice_train_00069__pulse_lpc.wav,1,1,0,1,0,proc_train_speaker_02,proc_voice_pulse_lpc,project_procedural_v8,procedural_v8,,proc_voice_train_00069,proc::voice::train::00069,LOCAL:tools/procedural_audio_v8.py,procedural-v8.1,PROJECT_AUTHORED_PROCEDURAL_OUTPUT_NO_EXTERNAL_ASSETS,YES,YES_PROJECT_OWNED,NO_EXTERNAL_RESTRICTION,procedural_v8,fd17b7b6fad92d463af5944a72f306221747c0c0aa1c93851079eb9b1f54df70,proc::voice::train::00069,f4f1b2d1077f4cdb75659e6f3b4ddfb9f8b9c566b862906b1bf1b75243a84a72,23684977,proc_voice_pulse_lpc,train,numpy_scipy_project_generator,NO,,,5.521000,16000,0.80893791,0.18859932,-0.00000415,0.00000000,
data/generated_v8/audio/train/voice/proc_voice_train_00069__codec_phase.wav,1,1,0,1,0,proc_train_speaker_02,proc_voice_codec_phase,project_procedural_v8,procedural_v8,,proc_voice_train_00069,proc::voice::train::00069,LOCAL:tools/procedural_audio_v8.py,procedural-v8.1,PROJECT_AUTHORED_PROCEDURAL_OUTPUT_NO_EXTERNAL_ASSETS,YES,YES_PROJECT_OWNED,NO_EXTERNAL_RESTRICTION,procedural_v8,fd17b7b6fad92d463af5944a72f306221747c0c0aa1c93851079eb9b1f54df70,proc::voice::train::00069,39f2203459300c4258e5e1744aac998ea02b1f537910b8f79165084c4167944c,23684977,proc_voice_codec_phase,train,numpy_scipy_project_generator,NO,,,5.521000,16000,0.88218391,0.16797542,-0.00000065,0.00000000,
data/generated_v8/audio/train/voice/proc_voice_train_00070__additive_formant.wav,1,1,0,1,0,proc_train_speaker_03,proc_voice_additive_formant,project_procedural_v8,procedural_v8,,proc_voice_train_00070,proc::voice::train::00070,LOCAL:tools/procedural_audio_v8.py,procedural-v8.1,PROJECT_AUTHORED_PROCEDURAL_OUTPUT_NO_EXTERNAL_ASSETS,YES,YES_PROJECT_OWNED,NO_EXTERNAL_RESTRICTION,procedural_v8,a6fb8f08423f8672409216533abb129f08222c94521b0dad03a9c35663dc9ff7,proc::voice::train::00070,66ebf87dfbd599a75881af0283c95d53dfab450f8354c748a4ad35f378e08640,23684978,proc_voice_additive_formant,train,numpy_scipy_project_generator,NO,,,7.122000,16000,0.90064389,0.18433790,-0.00000035,0.00000000,
data/generated_v8/audio/train/voice/proc_voice_train_00070__pulse_lpc.wav,1,1,0,1,0,proc_train_speaker_03,proc_voice_pulse_lpc,project_procedural_v8,procedural_v8,,proc_voice_train_00070,proc::voice::train::00070,LOCAL:tools/procedural_audio_v8.py,procedural-v8.1,PROJECT_AUTHORED_PROCEDURAL_OUTPUT_NO_EXTERNAL_ASSETS,YES,YES_PROJECT_OWNED,NO_EXTERNAL_RESTRICTION,procedural_v8,a6fb8f08423f8672409216533abb129f08222c94521b0dad03a9c35663dc9ff7,proc::voice::train::00070,0391e0dd0614d641b1c3db2152e0ecc86aabcede148ffc5f2b20b17159413f71,23684978,proc_voice_pulse_lpc,train,numpy_scipy_project_generator,NO,,,7.122000,16000,0.80761868,0.23128509,-0.00000615,0.00000000,
data/generated_v8/audio/train/voice/proc_voice_train_00070__codec_phase.wav,1,1,0,1,0,proc_train_speaker_03,proc_voice_codec_phase,project_procedural_v8,procedural_v8,,proc_voice_train_00070,proc::voice::train::00070,LOCAL:tools/procedural_audio_v8.py,procedural-v8.1,PROJECT_AUTHORED_PROCEDURAL_OUTPUT_NO_EXTERNAL_ASSETS,YES,YES_PROJECT_OWNED,NO_EXTERNAL_RESTRICTION,procedural_v8,a6fb8f08423f8672409216533abb129f08222c94521b0dad03a9c35663dc9ff7,proc::voice::train::00070,df6c153d29d8221d761fae5a8c90644db6e11e215fcbbfb44efd5d59d39e443c,23684978,proc_voice_codec_phase,train,numpy_scipy_project_generator,NO,,,7.122000,16000,0.88946491,0.22650329,-0.00000268,0.00000000,
data/generated_v8/audio/train/voice/proc_voice_train_00071__additive_formant.wav,1,1,0,1,0,proc_train_speaker_04,proc_voice_additive_formant,project_procedural_v8,procedural_v8,,proc_voice_train_00071,proc::voice::train::00071,LOCAL:tools/procedural_audio_v8.py,procedural-v8.1,PROJECT_AUTHORED_PROCEDURAL_OUTPUT_NO_EXTERNAL_ASSETS,YES,YES_PROJECT_OWNED,NO_EXTERNAL_RESTRICTION,procedural_v8,bab14acc6b868c6d85e3b0ea80764bf6c5e19e2349ecb3bdff8a26bd0f07d4b9,proc::voice::train::00071,11e3f7b1adbc917440e033e25c890730cd8b6b60fe5f12f1eac504c80adb4ca9,23684979,proc_voice_additive_formant,train,numpy_scipy_project_generator,NO,,,4.312000,16000,0.74386591,0.13461441,-0.00000133,0.00000000,
data/generated_v8/audio/train/voice/proc_voice_train_00071__pulse_lpc.wav,1,1,0,1,0,proc_train_speaker_04,proc_voice_pulse_lpc,project_procedural_v8,procedural_v8,,proc_voice_train_00071,proc::voice::train::00071,LOCAL:tools/procedural_audio_v8.py,procedural-v8.1,PROJECT_AUTHORED_PROCEDURAL_OUTPUT_NO_EXTERNAL_ASSETS,YES,YES_PROJECT_OWNED,NO_EXTERNAL_RESTRICTION,procedural_v8,bab14acc6b868c6d85e3b0ea80764bf6c5e19e2349ecb3bdff8a26bd0f07d4b9,proc::voice::train::00071,09cc9b148ceee64bf1cc93521bf733e2f7e53533833d91c6021c76a5be5c3541,23684979,proc_voice_pulse_lpc,train,numpy_scipy_project_generator,NO,,,4.312000,16000,0.72362447,0.20433014,-0.00001852,0.00000000,
data/generated_v8/audio/train/voice/proc_voice_train_00071__codec_phase.wav,1,1,0,1,0,proc_train_speaker_04,proc_voice_codec_phase,project_procedural_v8,procedural_v8,,proc_voice_train_00071,proc::voice::train::00071,LOCAL:tools/procedural_audio_v8.py,procedural-v8.1,PROJECT_AUTHORED_PROCEDURAL_OUTPUT_NO_EXTERNAL_ASSETS,YES,YES_PROJECT_OWNED,NO_EXTERNAL_RESTRICTION,procedural_v8,bab14acc6b868c6d85e3b0ea80764bf6c5e19e2349ecb3bdff8a26bd0f07d4b9,proc::voice::train::00071,730f3a549f3197fcbf32e730962883a711fd72a95ce2a5a3dcd5a5add2b93001,23684979,proc_voice_codec_phase,train,numpy_scipy_project_generator,NO,,,4.312000,16000,0.78914762,0.22665204,-0.00001149,0.00000000,
data/generated_v8/audio/train/voice/proc_voice_train_00072__additive_formant.wav,1,1,0,1,0,proc_train_speaker_05,proc_voice_additive_formant,project_procedural_v8,procedural_v8,,proc_voice_train_00072,proc::voice::train::00072,LOCAL:tools/procedural_audio_v8.py,procedural-v8.1,PROJECT_AUTHORED_PROCEDURAL_OUTPUT_NO_EXTERNAL_ASSETS,YES,YES_PROJECT_OWNED,NO_EXTERNAL_RESTRICTION,procedural_v8,7d6ad371d781a6057352544c7a1948bc07d833b614f8dc37f4201a611a69b6c4,proc::voice::train::00072,986ae428244f857094308876160c79cd5a4333a921ffdbb9014ba9eb8c0b5c30,23684980,proc_voice_additive_formant,train,numpy_scipy_project_generator,NO,,,4.404000,16000,0.74336350,0.09737017,0.00000038,0.00000000,
data/generated_v8/audio/train/voice/proc_voice_train_00072__pulse_lpc.wav,1,1,0,1,0,proc_train_speaker_05,proc_voice_pulse_lpc,project_procedural_v8,procedural_v8,,proc_voice_train_00072,proc::voice::train::00072,LOCAL:tools/procedural_audio_v8.py,procedural-v8.1,PROJECT_AUTHORED_PROCEDURAL_OUTPUT_NO_EXTERNAL_ASSETS,YES,YES_PROJECT_OWNED,NO_EXTERNAL_RESTRICTION,procedural_v8,7d6ad371d781a6057352544c7a1948bc07d833b614f8dc37f4201a611a69b6c4,proc::voice::train::00072,d6d80d11287c68a3258a1ad85dbe2931257508b5751e0b9bfa6f6c1d395e47b5,23684980,proc_voice_pulse_lpc,train,numpy_scipy_project_generator,NO,,,4.404000,16000,0.89986253,0.22468415,-0.00001157,0.00000000,
data/generated_v8/audio/train/voice/proc_voice_train_00072__codec_phase.wav,1,1,0,1,0,proc_train_speaker_05,proc_voice_codec_phase,project_procedural_v8,procedural_v8,,proc_voice_train_00072,proc::voice::train::00072,LOCAL:tools/procedural_audio_v8.py,procedural-v8.1,PROJECT_AUTHORED_PROCEDURAL_OUTPUT_NO_EXTERNAL_ASSETS,YES,YES_PROJECT_OWNED,NO_EXTERNAL_RESTRICTION,procedural_v8,7d6ad371d781a6057352544c7a1948bc07d833b614f8dc37f4201a611a69b6c4,proc::voice::train::00072,ee41be07be9b3560284d126b0031f3e8f793752c8f81c8f1c8c764f2fd367331,23684980,proc_voice_codec_phase,train,numpy_scipy_project_generator,NO,,,4.404000,16000,0.85985345,0.20774140,-0.00000568,0.00000000,
data/generated_v8/audio/train/voice/proc_voice_train_00073__additive_formant.wav,1,1,0,1,0,proc_train_speaker_06,proc_voice_additive_formant,project_procedural_v8,procedural_v8,,proc_voice_train_00073,proc::voice::train::00073,LOCAL:tools/procedural_audio_v8.py,procedural-v8.1,PROJECT_AUTHORED_PROCEDURAL_OUTPUT_NO_EXTERNAL_ASSETS,YES,YES_PROJECT_OWNED,NO_EXTERNAL_RESTRICTION,procedural_v8,7f0f1f293448a0f524970c582936af11573c333f58507a130f1637bd0e4495e1,proc::voice::train::00073,2ec95840c2edfa78ff9cd8096421394b93781c7a9a1b0bb9dc79c7d835729cb1,23684981,proc_voice_additive_formant,train,numpy_scipy_project_generator,NO,,,4.963000,16000,0.78323567,0.13160877,0.00000072,0.00000000,
data/generated_v8/audio/train/voice/proc_voice_train_00073__pulse_lpc.wav,1,1,0,1,0,proc_train_speaker_06,proc_voice_pulse_lpc,project_procedural_v8,procedural_v8,,proc_voice_train_00073,proc::voice::train::00073,LOCAL:tools/procedural_audio_v8.py,procedural-v8.1,PROJECT_AUTHORED_PROCEDURAL_OUTPUT_NO_EXTERNAL_ASSETS,YES,YES_PROJECT_OWNED,NO_EXTERNAL_RESTRICTION,procedural_v8,7f0f1f293448a0f524970c582936af11573c333f58507a130f1637bd0e4495e1,proc::voice::train::00073,4fd4004d4d7ccd6288ad73f7c0958963b8f07351752ef67158b3467e6de17b1c,23684981,proc_voice_pulse_lpc,train,numpy_scipy_project_generator,NO,,,4.963000,16000,0.83822078,0.19658571,-0.00000552,0.00000000,
data/generated_v8/audio/train/voice/proc_voice_train_00073__codec_phase.wav,1,1,0,1,0,proc_train_speaker_06,proc_voice_codec_phase,project_procedural_v8,procedural_v8,,proc_voice_train_00073,proc::voice::train::00073,LOCAL:tools/procedural_audio_v8.py,procedural-v8.1,PROJECT_AUTHORED_PROCEDURAL_OUTPUT_NO_EXTERNAL_ASSETS,YES,YES_PROJECT_OWNED,NO_EXTERNAL_RESTRICTION,procedural_v8,7f0f1f293448a0f524970c582936af11573c333f58507a130f1637bd0e4495e1,proc::voice::train::00073,76135e11a222c8f74c8536e1bf216c7699ec94cfa12638624af6f06f8b13ccda,23684981,proc_voice_codec_phase,train,numpy_scipy_project_generator,NO,,,4.963000,16000,0.88086605,0.16627380,0.00000093,0.00000000,
data/generated_v8/audio/train/voice/proc_voice_train_00074__additive_formant.wav,1,1,0,1,0,proc_train_speaker_07,proc_voice_additive_formant,project_procedural_v8,procedural_v8,,proc_voice_train_00074,proc::voice::train::00074,LOCAL:tools/procedural_audio_v8.py,procedural-v8.1,PROJECT_AUTHORED_PROCEDURAL_OUTPUT_NO_EXTERNAL_ASSETS,YES,YES_PROJECT_OWNED,NO_EXTERNAL_RESTRICTION,procedural_v8,cdc732a03ba1e94f50ab10449a58711e34250769b22ab70a4d74ca327111fec6,proc::voice::train::00074,1f1a8bdb05692b6150d2c83da7b505a38626467e54f947267546f5620da686b6,23684982,proc_voice_additive_formant,train,numpy_scipy_project_generator,NO,,,4.398000,16000,0.79227585,0.20522921,0.00000494,0.00000000,
