path,file_fake,voice_fake,music_fake,voice_present,music_present,speaker_id,generator,source,dataset,hf_id,original_id,split_group_id,base_voice_id,base_music_id,mix_mode,mix_snr_db,mix_overlap_fraction,mix_gap_sec,mix_crossfade_sec,mix_voice_gain_db,mix_music_gain_db,calibration_fold,augment,data_role
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ015-0100.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0147.wav,1,0,1,1,1,mix::wavefake_30b298::fake_music_AudioLDM2_14,mix::R::AudioLDM2,split_internal_mix,mix,generated_after_split,mix::wavefake_ajay_LJ015-0100::fake_music_AudioLDM2_0147::01::22,mix::wavefake::LJ015-0100::generated_music::fake_music_generator_0147,wavefake::LJ015-0100,generated_music::fake_music_generator_0147,partial_overlap,0.0,0.75,1.0,0.05,0.0,-6.0,cal_a,none,fusion_calibration
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ015-0100.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0107.wav,1,0,1,1,1,mix::wavefake_30b298::fake_music_AudioLDM2_10,mix::R::AudioLDM2,split_internal_mix,mix,generated_after_split,mix::wavefake_ajay_LJ015-0100::fake_music_AudioLDM2_0107::01::23,mix::wavefake::LJ015-0100::generated_music::fake_music_generator_0107,wavefake::LJ015-0100,generated_music::fake_music_generator_0107,crossfade,5.0,0.1,0.0,0.1,3.0,-3.0,cal_a,none,fusion_calibration
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ015-0100.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0107.wav,1,0,1,1,1,mix::wavefake_30b298::fake_music_AudioLDM2_10,mix::R::AudioLDM2,split_internal_mix,mix,generated_after_split,mix::wavefake_ajay_LJ015-0100::fake_music_AudioLDM2_0107::01::24,mix::wavefake::LJ015-0100::generated_music::fake_music_generator_0107,wavefake::LJ015-0100,generated_music::fake_music_generator_0107,simultaneous,10.0,0.25,0.1,0.25,-6.0,0.0,cal_a,none,fusion_calibration
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ015-0100.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0089.wav,1,0,1,1,1,mix::wavefake_30b298::fake_music_AudioLDM2_8,mix::R::AudioLDM2,split_internal_mix,mix,generated_after_split,mix::wavefake_ajay_LJ015-0100::fake_music_AudioLDM2_0089::01::25,mix::wavefake::LJ015-0100::generated_music::fake_music_generator_0089,wavefake::LJ015-0100,generated_music::fake_music_generator_0089,voice_then_music,15.0,0.5,0.5,0.5,-3.0,3.0,cal_a,none,fusion_calibration
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ015-0100.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0167.wav,1,0,1,1,1,mix::wavefake_30b298::fake_music_AudioLDM2_16,mix::R::AudioLDM2,split_internal_mix,mix,generated_after_split,mix::wavefake_ajay_LJ015-0100::fake_music_AudioLDM2_0167::01::26,mix::wavefake::LJ015-0100::generated_music::fake_music_generator_0167,wavefake::LJ015-0100,generated_music::fake_music_generator_0167,music_then_voice,-15.0,0.75,1.0,0.05,0.0,-6.0,cal_a,none,fusion_calibration
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ015-0100.wav|data\raw\fake_music_generated\fake_music_MusicGen_0270.wav,1,0,1,1,1,mix::wavefake_30b298::fake_music_MusicGen_27,mix::R::MusicGen,split_internal_mix,mix,generated_after_split,mix::wavefake_ajay_LJ015-0100::fake_music_MusicGen_0270::01::27,mix::wavefake::LJ015-0100::generated_music::fake_music_generator_0270,wavefake::LJ015-0100,generated_music::fake_music_generator_0270,partial_overlap,-10.0,0.1,0.0,0.1,3.0,-3.0,cal_a,none,fusion_calibration
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ015-0100.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0011.wav,1,0,1,1,1,mix::wavefake_30b298::fake_music_AudioLDM2_1,mix::R::AudioLDM2,split_internal_mix,mix,generated_after_split,mix::wavefake_ajay_LJ015-0100::fake_music_AudioLDM2_0011::01::28,mix::wavefake::LJ015-0100::generated_music::fake_music_generator_0011,wavefake::LJ015-0100,generated_music::fake_music_generator_0011,crossfade,-5.0,0.25,0.1,0.25,-6.0,0.0,cal_a,none,fusion_calibration
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ015-0100.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0147.wav,1,0,1,1,1,mix::wavefake_30b298::fake_music_AudioLDM2_14,mix::R::AudioLDM2,split_internal_mix,mix,generated_after_split,mix::wavefake_ajay_LJ015-0100::fake_music_AudioLDM2_0147::01::29,mix::wavefake::LJ015-0100::generated_music::fake_music_generator_0147,wavefake::LJ015-0100,generated_music::fake_music_generator_0147,simultaneous,0.0,0.5,0.5,0.5,-3.0,3.0,cal_a,none,fusion_calibration
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ050-0190.wav|data/raw/gtzan_unique_v2/reggae.00040.wav,1,1,0,1,1,mix::wavefake_dc9112::gtzan_8_reggae.00040,mix::WF7::GTZAN_genre_8,split_internal_mix,mix,generated_after_split,mix::wavefake_ajay_LJ050-0190::gtzan_v2_reggae.00040::10::0,mix::wavefake::LJ050-0190::gtzan::gtzan_v2_reggae.00040,wavefake::LJ050-0190,gtzan::gtzan_v2_reggae.00040,music_then_voice,-10.0,0.25,0.5,0.1,-3.0,-3.0,cal_a,none,fusion_calibration
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ044-0100_WF7_1.wav|data/raw/gtzan_unique_v2/reggae.00040.wav,1,1,0,1,1,mix::wavefake_68e1c6::gtzan_8_reggae.00040,mix::WF7::GTZAN_genre_8,split_internal_mix,mix,generated_after_split,mix::wavefake_ajay_LJ044-0100::gtzan_v2_reggae.00040::10::1,mix::wavefake::LJ044-0100::gtzan::gtzan_v2_reggae.00040,wavefake::LJ044-0100,gtzan::gtzan_v2_reggae.00040,partial_overlap,-5.0,0.5,1.0,0.25,0.0,0.0,cal_a,none,fusion_calibration
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ050-0187.wav|data/raw/gtzan_unique_v2/reggae.00040.wav,1,1,0,1,1,mix::wavefake_a4435f::gtzan_8_reggae.00040,mix::WF4::GTZAN_genre_8,split_internal_mix,mix,generated_after_split,mix::wavefake_ajay_LJ050-0187::gtzan_v2_reggae.00040::10::2,mix::wavefake::LJ050-0187::gtzan::gtzan_v2_reggae.00040,wavefake::LJ050-0187,gtzan::gtzan_v2_reggae.00040,crossfade,0.0,0.75,0.0,0.5,3.0,3.0,cal_a,none,fusion_calibration
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ017-0031.wav|data/raw/gtzan_unique_v2/hiphop.00060.wav,1,1,0,1,1,mix::wavefake_7c208b::gtzan_4_hiphop.00060,mix::WF4::GTZAN_genre_4,split_internal_mix,mix,generated_after_split,mix::wavefake_ajay_LJ017-0031::gtzan_v2_hiphop.00060::10::3,mix::wavefake::LJ017-0031::gtzan::gtzan_v2_hiphop.00060,wavefake::LJ017-0031,gtzan::gtzan_v2_hiphop.00060,simultaneous,5.0,0.1,0.1,0.05,-6.0,-6.0,cal_a,none,fusion_calibration
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0320.wav|data/raw/gtzan_unique_v2/classical.00037.wav,1,1,0,1,1,mix::wavefake_bf8f4f::gtzan_1_classical.00037,mix::WF7::GTZAN_genre_1,split_internal_mix,mix,generated_after_split,mix::wavefake_ajay_LJ019-0320::gtzan_v2_classical.00037::10::4,mix::wavefake::LJ019-0320::gtzan::gtzan_v2_classical.00037,wavefake::LJ019-0320,gtzan::gtzan_v2_classical.00037,voice_then_music,10.0,0.25,0.5,0.1,-3.0,-3.0,cal_a,none,fusion_calibration
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ042-0239.wav|data/raw/gtzan_unique_v2/rock.00008.wav,1,1,0,1,1,mix::wavefake_4f51d0::gtzan_9_rock.00008,mix::WF7::GTZAN_genre_9,split_internal_mix,mix,generated_after_split,mix::wavefake_ajay_LJ042-0239::gtzan_v2_rock.00008::10::5,mix::wavefake::LJ042-0239::gtzan::gtzan_v2_rock.00008,wavefake::LJ042-0239,gtzan::gtzan_v2_rock.00008,music_then_voice,15.0,0.5,1.0,0.25,0.0,0.0,cal_a,none,fusion_calibration
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ044-0100_WF7_1.wav|data/raw/gtzan_unique_v2/reggae.00012.wav,1,1,0,1,1,mix::wavefake_68e1c6::gtzan_8_reggae.00012,mix::WF7::GTZAN_genre_8,split_internal_mix,mix,generated_after_split,mix::wavefake_ajay_LJ044-0100::gtzan_v2_reggae.00012::10::6,mix::wavefake::LJ044-0100::gtzan::gtzan_v2_reggae.00012,wavefake::LJ044-0100,gtzan::gtzan_v2_reggae.00012,partial_overlap,-15.0,0.75,0.0,0.5,3.0,3.0,cal_a,none,fusion_calibration
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ017-0043_WF3_1.wav|data/raw/gtzan_unique_v2/pop.00019.wav,1,1,0,1,1,mix::wavefake_43bbb3::gtzan_7_pop.00019,mix::WF3::GTZAN_genre_7,split_internal_mix,mix,generated_after_split,mix::wavefake_ajay_LJ017-0043::gtzan_v2_pop.00019::10::7,mix::wavefake::LJ017-0043::gtzan::gtzan_v2_pop.00019,wavefake::LJ017-0043,gtzan::gtzan_v2_pop.00019,crossfade,-10.0,0.1,0.1,0.05,-6.0,-6.0,cal_a,none,fusion_calibration
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ017-0043_WF7_2.wav|data/raw/gtzan_unique_v2/blues.00098.wav,1,1,0,1,1,mix::wavefake_43bbb3::gtzan_0_blues.00098,mix::WF7::GTZAN_genre_0,split_internal_mix,mix,generated_after_split,mix::wavefake_ajay_LJ017-0043::gtzan_v2_blues.00098::10::8,mix::wavefake::LJ017-0043::gtzan::gtzan_v2_blues.00098,wavefake::LJ017-0043,gtzan::gtzan_v2_blues.00098,simultaneous,-5.0,0.25,0.5,0.1,-3.0,-3.0,cal_a,none,fusion_calibration
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ042-0239.wav|data/raw/gtzan_unique_v2/classical.00037.wav,1,1,0,1,1,mix::wavefake_4f51d0::gtzan_1_classical.00037,mix::WF7::GTZAN_genre_1,split_internal_mix,mix,generated_after_split,mix::wavefake_ajay_LJ042-0239::gtzan_v2_classical.00037::10::9,mix::wavefake::LJ042-0239::gtzan::gtzan_v2_classical.00037,wavefake::LJ042-0239,gtzan::gtzan_v2_classical.00037,voice_then_music,0.0,0.5,1.0,0.25,0.0,0.0,cal_a,none,fusion_calibration
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ007-0200.wav|data/raw/gtzan_unique_v2/rock.00061.wav,1,1,0,1,1,mix::wavefake_b47429::gtzan_9_rock.00061,mix::WF7::GTZAN_genre_9,split_internal_mix,mix,generated_after_split,mix::wavefake_ajay_LJ007-0200::gtzan_v2_rock.00061::10::10,mix::wavefake::LJ007-0200::gtzan::gtzan_v2_rock.00061,wavefake::LJ007-0200,gtzan::gtzan_v2_rock.00061,music_then_voice,5.0,0.75,0.0,0.5,3.0,3.0,cal_a,none,fusion_calibration
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ044-0100.wav|data/raw/gtzan_unique_v2/country.00074.wav,1,1,0,1,1,mix::wavefake_68e1c6::gtzan_2_country.00074,mix::WF5::GTZAN_genre_2,split_internal_mix,mix,generated_after_split,mix::wavefake_ajay_LJ044-0100::gtzan_v2_country.00074::10::11,mix::wavefake::LJ044-0100::gtzan::gtzan_v2_country.00074,wavefake::LJ044-0100,gtzan::gtzan_v2_country.00074,partial_overlap,10.0,0.1,0.1,0.05,-6.0,-6.0,cal_a,none,fusion_calibration
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ017-0017.wav|data/raw/gtzan_unique_v2/reggae.00017.wav,1,1,0,1,1,mix::wavefake_7122c4::gtzan_8_reggae.00017,mix::WF1::GTZAN_genre_8,split_internal_mix,mix,generated_after_split,mix::wavefake_ajay_LJ017-0017::gtzan_v2_reggae.00017::10::12,mix::wavefake::LJ017-0017::gtzan::gtzan_v2_reggae.00017,wavefake::LJ017-0017,gtzan::gtzan_v2_reggae.00017,crossfade,15.0,0.25,0.5,0.1,-3.0,-3.0,cal_a,none,fusion_calibration
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ017-0043_WF7_2.wav|data/raw/gtzan_unique_v2/metal.00069.wav,1,1,0,1,1,mix::wavefake_43bbb3::gtzan_6_metal.00069,mix::WF7::GTZAN_genre_6,split_internal_mix,mix,generated_after_split,mix::wavefake_ajay_LJ017-0043::gtzan_v2_metal.00069::10::13,mix::wavefake::LJ017-0043::gtzan::gtzan_v2_metal.00069,wavefake::LJ017-0043,gtzan::gtzan_v2_metal.00069,simultaneous,-15.0,0.5,1.0,0.25,0.0,0.0,cal_a,none,fusion_calibration
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0320.wav|data/raw/gtzan_unique_v2/rock.00008.wav,1,1,0,1,1,mix::wavefake_bf8f4f::gtzan_9_rock.00008,mix::WF7::GTZAN_genre_9,split_internal_mix,mix,generated_after_split,mix::wavefake_ajay_LJ019-0320::gtzan_v2_rock.00008::10::14,mix::wavefake::LJ019-0320::gtzan::gtzan_v2_rock.00008,wavefake::LJ019-0320,gtzan::gtzan_v2_rock.00008,voice_then_music,-10.0,0.75,0.0,0.5,3.0,3.0,cal_a,none,fusion_calibration
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ043-0043.wav|data/raw/gtzan_unique_v2/blues.00084.wav,1,1,0,1,1,mix::wavefake_3f9f86::gtzan_0_blues.00084,mix::WF2::GTZAN_genre_0,split_internal_mix,mix,generated_after_split,mix::wavefake_ajay_LJ043-0043::gtzan_v2_blues.00084::10::15,mix::wavefake::LJ043-0043::gtzan::gtzan_v2_blues.00084,wavefake::LJ043-0043,gtzan::gtzan_v2_blues.00084,music_then_voice,-5.0,0.1,0.1,0.05,-6.0,-6.0,cal_a,none,fusion_calibration
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ050-0190.wav|data/raw/gtzan_unique_v2/jazz.00091.wav,1,1,0,1,1,mix::wavefake_dc9112::gtzan_5_jazz.00091,mix::WF7::GTZAN_genre_5,split_internal_mix,mix,generated_after_split,mix::wavefake_ajay_LJ050-0190::gtzan_v2_jazz.00091::10::16,mix::wavefake::LJ050-0190::gtzan::gtzan_v2_jazz.00091,wavefake::LJ050-0190,gtzan::gtzan_v2_jazz.00091,partial_overlap,0.0,0.25,0.5,0.1,-3.0,-3.0,cal_a,none,fusion_calibration
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ017-0017_WF4_1.wav|data/raw/gtzan_unique_v2/disco.00052.wav,1,1,0,1,1,mix::wavefake_7122c4::gtzan_3_disco.00052,mix::WF4::GTZAN_genre_3,split_internal_mix,mix,generated_after_split,mix::wavefake_ajay_LJ017-0017::gtzan_v2_disco.00052::10::17,mix::wavefake::LJ017-0017::gtzan::gtzan_v2_disco.00052,wavefake::LJ017-0017,gtzan::gtzan_v2_disco.00052,crossfade,5.0,0.5,1.0,0.25,0.0,0.0,cal_a,none,fusion_calibration
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0320.wav|data/raw/gtzan_unique_v2/rock.00008.wav,1,1,0,1,1,mix::wavefake_bf8f4f::gtzan_9_rock.00008,mix::WF7::GTZAN_genre_9,split_internal_mix,mix,generated_after_split,mix::wavefake_ajay_LJ019-0320::gtzan_v2_rock.00008::10::18,mix::wavefake::LJ019-0320::gtzan::gtzan_v2_rock.00008,wavefake::LJ019-0320,gtzan::gtzan_v2_rock.00008,simultaneous,10.0,0.75,0.0,0.5,3.0,3.0,cal_a,none,fusion_calibration
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0320.wav|data/raw/gtzan_unique_v2/hiphop.00053.wav,1,1,0,1,1,mix::wavefake_bf8f4f::gtzan_4_hiphop.00053,mix::WF7::GTZAN_genre_4,split_internal_mix,mix,generated_after_split,mix::wavefake_ajay_LJ019-0320::gtzan_v2_hiphop.00053::10::19,mix::wavefake::LJ019-0320::gtzan::gtzan_v2_hiphop.00053,wavefake::LJ019-0320,gtzan::gtzan_v2_hiphop.00053,voice_then_music,15.0,0.1,0.1,0.05,-6.0,-6.0,cal_a,none,fusion_calibration
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0320.wav|data/raw/gtzan_unique_v2/reggae.00019.wav,1,1,0,1,1,mix::wavefake_bf8f4f::gtzan_8_reggae.00019,mix::WF7::GTZAN_genre_8,split_internal_mix,mix,generated_after_split,mix::wavefake_ajay_LJ019-0320::gtzan_v2_reggae.00019::10::20,mix::wavefake::LJ019-0320::gtzan::gtzan_v2_reggae.00019,wavefake::LJ019-0320,gtzan::gtzan_v2_reggae.00019,music_then_voice,-15.0,0.25,0.5,0.1,-3.0,-3.0,cal_a,none,fusion_calibration
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0320_WF2_1.wav|data/raw/gtzan_unique_v2/metal.00003.wav,1,1,0,1,1,mix::wavefake_bf8f4f::gtzan_6_metal.00003,mix::WF2::GTZAN_genre_6,split_internal_mix,mix,generated_after_split,mix::wavefake_ajay_LJ019-0320::gtzan_v2_metal.00003::10::21,mix::wavefake::LJ019-0320::gtzan::gtzan_v2_metal.00003,wavefake::LJ019-0320,gtzan::gtzan_v2_metal.00003,partial_overlap,-10.0,0.5,1.0,0.25,0.0,0.0,cal_a,none,fusion_calibration
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ017-0043.wav|data/raw/gtzan_unique_v2/disco.00052.wav,1,1,0,1,1,mix::wavefake_43bbb3::gtzan_3_disco.00052,mix::WF5::GTZAN_genre_3,split_internal_mix,mix,generated_after_split,mix::wavefake_ajay_LJ017-0043::gtzan_v2_disco.00052::10::22,mix::wavefake::LJ017-0043::gtzan::gtzan_v2_disco.00052,wavefake::LJ017-0043,gtzan::gtzan_v2_disco.00052,crossfade,-5.0,0.75,0.0,0.5,3.0,3.0,cal_a,none,fusion_calibration
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ044-0100_WF7_1.wav|data/raw/gtzan_unique_v2/pop.00045.wav,1,1,0,1,1,mix::wavefake_68e1c6::gtzan_7_pop.00045,mix::WF7::GTZAN_genre_7,split_internal_mix,mix,generated_after_split,mix::wavefake_ajay_LJ044-0100::gtzan_v2_pop.00045::10::23,mix::wavefake::LJ044-0100::gtzan::gtzan_v2_pop.00045,wavefake::LJ044-0100,gtzan::gtzan_v2_pop.00045,simultaneous,0.0,0.1,0.1,0.05,-6.0,-6.0,cal_a,none,fusion_calibration
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ017-0031.wav|data/raw/gtzan_unique_v2/classical.00037.wav,1,1,0,1,1,mix::wavefake_7c208b::gtzan_1_classical.00037,mix::WF4::GTZAN_genre_1,split_internal_mix,mix,generated_after_split,mix::wavefake_ajay_LJ017-0031::gtzan_v2_classical.00037::10::24,mix::wavefake::LJ017-0031::gtzan::gtzan_v2_classical.00037,wavefake::LJ017-0031,gtzan::gtzan_v2_classical.00037,voice_then_music,5.0,0.25,0.5,0.1,-3.0,-3.0,cal_a,none,fusion_calibration
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ017-0043.wav|data/raw/gtzan_unique_v2/pop.00013.wav,1,1,0,1,1,mix::wavefake_43bbb3::gtzan_7_pop.00013,mix::WF5::GTZAN_genre_7,split_internal_mix,mix,generated_after_split,mix::wavefake_ajay_LJ017-0043::gtzan_v2_pop.00013::10::25,mix::wavefake::LJ017-0043::gtzan::gtzan_v2_pop.00013,wavefake::LJ017-0043,gtzan::gtzan_v2_pop.00013,music_then_voice,10.0,0.5,1.0,0.25,0.0,0.0,cal_a,none,fusion_calibration
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ017-0017.wav|data/raw/gtzan_unique_v2/classical.00026.wav,1,1,0,1,1,mix::wavefake_7122c4::gtzan_1_classical.00026,mix::WF1::GTZAN_genre_1,split_internal_mix,mix,generated_after_split,mix::wavefake_ajay_LJ017-0017::gtzan_v2_classical.00026::10::26,mix::wavefake::LJ017-0017::gtzan::gtzan_v2_classical.00026,wavefake::LJ017-0017,gtzan::gtzan_v2_classical.00026,partial_overlap,15.0,0.75,0.0,0.5,3.0,3.0,cal_a,none,fusion_calibration
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ017-0043.wav|data/raw/gtzan_unique_v2/rock.00008.wav,1,1,0,1,1,mix::wavefake_43bbb3::gtzan_9_rock.00008,mix::WF5::GTZAN_genre_9,split_internal_mix,mix,generated_after_split,mix::wavefake_ajay_LJ017-0043::gtzan_v2_rock.00008::10::27,mix::wavefake::LJ017-0043::gtzan::gtzan_v2_rock.00008,wavefake::LJ017-0043,gtzan::gtzan_v2_rock.00008,crossfade,-15.0,0.1,0.1,0.05,-6.0,-6.0,cal_a,none,fusion_calibration
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ017-0043_WF7_2.wav|data/raw/gtzan_unique_v2/disco.00052.wav,1,1,0,1,1,mix::wavefake_43bbb3::gtzan_3_disco.00052,mix::WF7::GTZAN_genre_3,split_internal_mix,mix,generated_after_split,mix::wavefake_ajay_LJ017-0043::gtzan_v2_disco.00052::10::28,mix::wavefake::LJ017-0043::gtzan::gtzan_v2_disco.00052,wavefake::LJ017-0043,gtzan::gtzan_v2_disco.00052,simultaneous,-10.0,0.25,0.5,0.1,-3.0,-3.0,cal_a,none,fusion_calibration
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ017-0043_WF7_2.wav|data/raw/gtzan_unique_v2/classical.00002.wav,1,1,0,1,1,mix::wavefake_43bbb3::gtzan_1_classical.00002,mix::WF7::GTZAN_genre_1,split_internal_mix,mix,generated_after_split,mix::wavefake_ajay_LJ017-0043::gtzan_v2_classical.00002::10::29,mix::wavefake::LJ017-0043::gtzan::gtzan_v2_classical.00002,wavefake::LJ017-0043,gtzan::gtzan_v2_classical.00002,voice_then_music,-5.0,0.5,1.0,0.25,0.0,0.0,cal_a,none,fusion_calibration
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ050-0248.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0107.wav,1,1,1,1,1,mix::wavefake_79bd82::fake_music_AudioLDM2_10,mix::WF4::AudioLDM2,split_internal_mix,mix,generated_after_split,mix::wavefake_ajay_LJ050-0248::fake_music_AudioLDM2_0107::11::0,mix::wavefake::LJ050-0248::generated_music::fake_music_generator_0107,wavefake::LJ050-0248,generated_music::fake_music_generator_0107,partial_overlap,0.0,0.5,1.0,0.5,-3.0,0.0,cal_a,none,fusion_calibration
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ017-0043_WF7_2.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0223.wav,1,1,1,1,1,mix::wavefake_43bbb3::fake_music_AudioLDM2_22,mix::WF7::AudioLDM2,split_internal_mix,mix,generated_after_split,mix::wavefake_ajay_LJ017-0043::fake_music_AudioLDM2_0223::11::1,mix::wavefake::LJ017-0043::generated_music::fake_music_generator_0223,wavefake::LJ017-0043,generated_music::fake_music_generator_0223,crossfade,5.0,0.75,0.0,0.05,0.0,3.0,cal_a,none,fusion_calibration
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ017-0017.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0223.wav,1,1,1,1,1,mix::wavefake_7122c4::fake_music_AudioLDM2_22,mix::WF1::AudioLDM2,split_internal_mix,mix,generated_after_split,mix::wavefake_ajay_LJ017-0017::fake_music_AudioLDM2_0223::11::2,mix::wavefake::LJ017-0017::generated_music::fake_music_generator_0223,wavefake::LJ017-0017,generated_music::fake_music_generator_0223,simultaneous,10.0,0.1,0.1,0.1,3.0,-6.0,cal_a,none,fusion_calibration
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ044-0100_WF7_1.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0095.wav,1,1,1,1,1,mix::wavefake_68e1c6::fake_music_AudioLDM2_9,mix::WF7::AudioLDM2,split_internal_mix,mix,generated_after_split,mix::wavefake_ajay_LJ044-0100::fake_music_AudioLDM2_0095::11::3,mix::wavefake::LJ044-0100::generated_music::fake_music_generator_0095,wavefake::LJ044-0100,generated_music::fake_music_generator_0095,voice_then_music,15.0,0.25,0.5,0.25,-6.0,-3.0,cal_a,none,fusion_calibration
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ017-0017.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0095.wav,1,1,1,1,1,mix::wavefake_7122c4::fake_music_AudioLDM2_9,mix::WF1::AudioLDM2,split_internal_mix,mix,generated_after_split,mix::wavefake_ajay_LJ017-0017::fake_music_AudioLDM2_0095::11::4,mix::wavefake::LJ017-0017::generated_music::fake_music_generator_0095,wavefake::LJ017-0017,generated_music::fake_music_generator_0095,music_then_voice,-15.0,0.5,1.0,0.5,-3.0,0.0,cal_a,none,fusion_calibration
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ050-0187.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0223.wav,1,1,1,1,1,mix::wavefake_a4435f::fake_music_AudioLDM2_22,mix::WF4::AudioLDM2,split_internal_mix,mix,generated_after_split,mix::wavefake_ajay_LJ050-0187::fake_music_AudioLDM2_0223::11::5,mix::wavefake::LJ050-0187::generated_music::fake_music_generator_0223,wavefake::LJ050-0187,generated_music::fake_music_generator_0223,partial_overlap,-10.0,0.75,0.0,0.05,0.0,3.0,cal_a,none,fusion_calibration
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ008-0307.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0043.wav,1,1,1,1,1,mix::wavefake_3a2bc8::fake_music_AudioLDM2_4,mix::WF5::AudioLDM2,split_internal_mix,mix,generated_after_split,mix::wavefake_ajay_LJ008-0307::fake_music_AudioLDM2_0043::11::6,mix::wavefake::LJ008-0307::generated_music::fake_music_generator_0043,wavefake::LJ008-0307,generated_music::fake_music_generator_0043,crossfade,-5.0,0.1,0.1,0.1,3.0,-6.0,cal_a,none,fusion_calibration
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ050-0248.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0011.wav,1,1,1,1,1,mix::wavefake_79bd82::fake_music_AudioLDM2_1,mix::WF4::AudioLDM2,split_internal_mix,mix,generated_after_split,mix::wavefake_ajay_LJ050-0248::fake_music_AudioLDM2_0011::11::7,mix::wavefake::LJ050-0248::generated_music::fake_music_generator_0011,wavefake::LJ050-0248,generated_music::fake_music_generator_0011,simultaneous,0.0,0.25,0.5,0.25,-6.0,-3.0,cal_a,none,fusion_calibration
