path,file_fake,voice_fake,music_fake,voice_present,music_present,speaker_id,generator,source,dataset,hf_id,original_id,split_group_id,base_voice_id,base_music_id,mix_mode,mix_snr_db,mix_overlap_fraction,mix_gap_sec,mix_crossfade_sec,mix_voice_gain_db,mix_music_gain_db,augment,source_url,version,license,allowed_for_competition,redistribution_allowed,commercial_restriction,dataset_name,content_hash,near_duplicate_group,data_role,upstream_split,upstream_label
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0343.wav,1,1,0,1,0,wavefake_d91a24,WF6,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ019-0343,wavefake::LJ019-0343,wavefake::LJ019-0343,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ043-0039.wav,1,1,0,1,0,wavefake_6487d3,WF4,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ043-0039,wavefake::LJ043-0039,wavefake::LJ043-0039,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ008-0155.wav,0,0,0,1,0,wavefake_b0ec01,R,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ008-0155,wavefake::LJ008-0155,wavefake::LJ008-0155,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ016-0413_WF5_1.wav,1,1,0,1,0,wavefake_91e8fe,WF5,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ016-0413,wavefake::LJ016-0413,wavefake::LJ016-0413,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ050-0199_WF5_1.wav,1,1,0,1,0,wavefake_b2c1a0,WF5,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ050-0199,wavefake::LJ050-0199,wavefake::LJ050-0199,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ009-0280.wav,1,1,0,1,0,wavefake_98dcc9,WF6,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ009-0280,wavefake::LJ009-0280,wavefake::LJ009-0280,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ008-0238.wav,1,1,0,1,0,wavefake_edc609,WF5,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ008-0238,wavefake::LJ008-0238,wavefake::LJ008-0238,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ016-0428.wav,1,1,0,1,0,wavefake_de7e48,WF3,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ016-0428,wavefake::LJ016-0428,wavefake::LJ016-0428,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ043-0029_WF4_2.wav,1,1,0,1,0,wavefake_242c26,WF4,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ043-0029,wavefake::LJ043-0029,wavefake::LJ043-0029,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ008-0153.wav,1,1,0,1,0,wavefake_2b96a0,WF2,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ008-0153,wavefake::LJ008-0153,wavefake::LJ008-0153,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ008-0156.wav,1,1,0,1,0,wavefake_75240b,WF1,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ008-0156,wavefake::LJ008-0156,wavefake::LJ008-0156,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ028-0361_R_1.wav,0,0,0,1,0,wavefake_a2e1f6,R,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ028-0361,wavefake::LJ028-0361,wavefake::LJ028-0361,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ044-0099.wav,1,1,0,1,0,wavefake_5249a3,WF4,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ044-0099,wavefake::LJ044-0099,wavefake::LJ044-0099,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ008-0244.wav,1,1,0,1,0,wavefake_b1010e,WF3,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ008-0244,wavefake::LJ008-0244,wavefake::LJ008-0244,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ050-0272.wav,1,1,0,1,0,wavefake_aa2f20,WF5,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ050-0272,wavefake::LJ050-0272,wavefake::LJ050-0272,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ044-0093_WF6_1.wav,1,1,0,1,0,wavefake_85499c,WF6,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ044-0093,wavefake::LJ044-0093,wavefake::LJ044-0093,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ048-0124.wav,0,0,0,1,0,wavefake_39353c,R,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ048-0124,wavefake::LJ048-0124,wavefake::LJ048-0124,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ045-0161.wav,1,1,0,1,0,wavefake_d82d2e,WF6,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ045-0161,wavefake::LJ045-0161,wavefake::LJ045-0161,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ008-0247.wav,1,1,0,1,0,wavefake_9c7250,WF4,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ008-0247,wavefake::LJ008-0247,wavefake::LJ008-0247,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ008-0272.wav,1,1,0,1,0,wavefake_7b3444,WF4,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ008-0272,wavefake::LJ008-0272,wavefake::LJ008-0272,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ028-0384_R_1.wav,0,0,0,1,0,wavefake_a3bf93,R,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ028-0384,wavefake::LJ028-0384,wavefake::LJ028-0384,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ050-0261.wav,1,1,0,1,0,wavefake_e13148,WF6,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ050-0261,wavefake::LJ050-0261,wavefake::LJ050-0261,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ050-0225.wav,1,1,0,1,0,wavefake_fc9796,WF6,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ050-0225,wavefake::LJ050-0225,wavefake::LJ050-0225,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ050-0271.wav,1,1,0,1,0,wavefake_375534,WF1,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ050-0271,wavefake::LJ050-0271,wavefake::LJ050-0271,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ029-0124_WF6_1.wav,1,1,0,1,0,wavefake_421373,WF6,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ029-0124,wavefake::LJ029-0124,wavefake::LJ029-0124,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ020-0085.wav,1,1,0,1,0,wavefake_3a8374,WF4,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ020-0085,wavefake::LJ020-0085,wavefake::LJ020-0085,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ008-0263.wav,1,1,0,1,0,wavefake_60683e,WF1,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ008-0263,wavefake::LJ008-0263,wavefake::LJ008-0263,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ016-0406.wav,1,1,0,1,0,wavefake_c672a3,WF3,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ016-0406,wavefake::LJ016-0406,wavefake::LJ016-0406,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ034-0037.wav,0,0,0,1,0,wavefake_db7a43,R,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ034-0037,wavefake::LJ034-0037,wavefake::LJ034-0037,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ007-0186.wav,1,1,0,1,0,wavefake_67fa66,WF4,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ007-0186,wavefake::LJ007-0186,wavefake::LJ007-0186,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0385_WF2_1.wav,1,1,0,1,0,wavefake_2e4279,WF2,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ019-0385,wavefake::LJ019-0385,wavefake::LJ019-0385,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ020-0096.wav,1,1,0,1,0,wavefake_7b8473,WF6,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ020-0096,wavefake::LJ020-0096,wavefake::LJ020-0096,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0388.wav,1,1,0,1,0,wavefake_602234,WF4,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ019-0388,wavefake::LJ019-0388,wavefake::LJ019-0388,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ029-0198.wav,0,0,0,1,0,wavefake_8ff63b,R,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ029-0198,wavefake::LJ029-0198,wavefake::LJ029-0198,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ009-0003.wav,0,0,0,1,0,wavefake_e685a7,R,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ009-0003,wavefake::LJ009-0003,wavefake::LJ009-0003,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ015-0109.wav,1,1,0,1,0,wavefake_bc2062,WF3,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ015-0109,wavefake::LJ015-0109,wavefake::LJ015-0109,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ016-0396.wav,1,1,0,1,0,wavefake_c9f72e,WF5,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ016-0396,wavefake::LJ016-0396,wavefake::LJ016-0396,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ048-0121.wav,1,1,0,1,0,wavefake_48c17d,WF5,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ048-0121,wavefake::LJ048-0121,wavefake::LJ048-0121,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ028-0378_WF1_1.wav,1,1,0,1,0,wavefake_eda2ef,WF1,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ028-0378,wavefake::LJ028-0378,wavefake::LJ028-0378,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ048-0194.wav,1,1,0,1,0,wavefake_1f23d5,WF2,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ048-0194,wavefake::LJ048-0194,wavefake::LJ048-0194,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ028-0164.wav,1,1,0,1,0,wavefake_73e311,WF4,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ028-0164,wavefake::LJ028-0164,wavefake::LJ028-0164,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ017-0008_WF5_1.wav,1,1,0,1,0,wavefake_6dbe28,WF5,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ017-0008,wavefake::LJ017-0008,wavefake::LJ017-0008,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0283.wav,0,0,0,1,0,wavefake_b73172,R,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ019-0283,wavefake::LJ019-0283,wavefake::LJ019-0283,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ008-0234_WF6_1.wav,1,1,0,1,0,wavefake_8b54e5,WF6,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ008-0234,wavefake::LJ008-0234,wavefake::LJ008-0234,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ050-0207.wav,1,1,0,1,0,wavefake_ae63f6,WF6,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ050-0207,wavefake::LJ050-0207,wavefake::LJ050-0207,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ020-0001_R_1.wav,0,0,0,1,0,wavefake_3d64df,R,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ020-0001,wavefake::LJ020-0001,wavefake::LJ020-0001,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0282.wav,1,1,0,1,0,wavefake_c010bc,WF4,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ019-0282,wavefake::LJ019-0282,wavefake::LJ019-0282,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ008-0235.wav,1,1,0,1,0,wavefake_afb599,WF2,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ008-0235,wavefake::LJ008-0235,wavefake::LJ008-0235,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ050-0263.wav,1,1,0,1,0,wavefake_e6a89e,WF6,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ050-0263,wavefake::LJ050-0263,wavefake::LJ050-0263,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ045-0179.wav,1,1,0,1,0,wavefake_110fca,WF4,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ045-0179,wavefake::LJ045-0179,wavefake::LJ045-0179,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0281.wav,1,1,0,1,0,wavefake_71601b,WF2,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ019-0281,wavefake::LJ019-0281,wavefake::LJ019-0281,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ029-0187.wav,1,1,0,1,0,wavefake_d2398e,WF3,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ029-0187,wavefake::LJ029-0187,wavefake::LJ029-0187,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ015-0115_R_1.wav,0,0,0,1,0,wavefake_ce30be,R,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ015-0115,wavefake::LJ015-0115,wavefake::LJ015-0115,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ009-0286.wav,1,1,0,1,0,wavefake_e87988,WF6,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ009-0286,wavefake::LJ009-0286,wavefake::LJ009-0286,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ043-0027.wav,1,1,0,1,0,wavefake_bf5851,WF2,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ043-0027,wavefake::LJ043-0027,wavefake::LJ043-0027,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ016-0415.wav,0,0,0,1,0,wavefake_7c4152,R,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ016-0415,wavefake::LJ016-0415,wavefake::LJ016-0415,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ034-0034.wav,1,1,0,1,0,wavefake_5c0b30,WF5,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ034-0034,wavefake::LJ034-0034,wavefake::LJ034-0034,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ009-0217.wav,1,1,0,1,0,wavefake_b4deda,WF2,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ009-0217,wavefake::LJ009-0217,wavefake::LJ009-0217,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ048-0186_WF4_2.wav,1,1,0,1,0,wavefake_a8d47e,WF4,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ048-0186,wavefake::LJ048-0186,wavefake::LJ048-0186,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ029-0134.wav,1,1,0,1,0,wavefake_97b4e8,WF5,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ029-0134,wavefake::LJ029-0134,wavefake::LJ029-0134,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ007-0178.wav,1,1,0,1,0,wavefake_474fdd,WF2,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ007-0178,wavefake::LJ007-0178,wavefake::LJ007-0178,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ042-0241.wav,1,1,0,1,0,wavefake_6c7840,WF4,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ042-0241,wavefake::LJ042-0241,wavefake::LJ042-0241,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ016-0406_WF4_1.wav,1,1,0,1,0,wavefake_c672a3,WF4,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ016-0406,wavefake::LJ016-0406,wavefake::LJ016-0406,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ002-0045.wav,1,1,0,1,0,wavefake_4e9428,WF3,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ002-0045,wavefake::LJ002-0045,wavefake::LJ002-0045,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0276.wav,1,1,0,1,0,wavefake_360594,WF1,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ019-0276,wavefake::LJ019-0276,wavefake::LJ019-0276,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ028-0392.wav,1,1,0,1,0,wavefake_87c6a5,WF6,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ028-0392,wavefake::LJ028-0392,wavefake::LJ028-0392,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ034-0055_WF6_2.wav,1,1,0,1,0,wavefake_f4f356,WF6,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ034-0055,wavefake::LJ034-0055,wavefake::LJ034-0055,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ008-0270_WF5_2.wav,1,1,0,1,0,wavefake_28d03f,WF5,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ008-0270,wavefake::LJ008-0270,wavefake::LJ008-0270,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ029-0187_WF5_1.wav,1,1,0,1,0,wavefake_d2398e,WF5,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ029-0187,wavefake::LJ029-0187,wavefake::LJ029-0187,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ016-0430.wav,1,1,0,1,0,wavefake_7acf7e,WF2,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ016-0430,wavefake::LJ016-0430,wavefake::LJ016-0430,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ044-0107_WF4_1.wav,1,1,0,1,0,wavefake_d5748e,WF4,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ044-0107,wavefake::LJ044-0107,wavefake::LJ044-0107,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ043-0040.wav,1,1,0,1,0,wavefake_b0c3b0,WF2,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ043-0040,wavefake::LJ043-0040,wavefake::LJ043-0040,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ028-0158.wav,1,1,0,1,0,wavefake_d8b4e0,WF5,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ028-0158,wavefake::LJ028-0158,wavefake::LJ028-0158,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ009-0276.wav,1,1,0,1,0,wavefake_84adb3,WF4,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ009-0276,wavefake::LJ009-0276,wavefake::LJ009-0276,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0384.wav,1,1,0,1,0,wavefake_2ab1ec,WF5,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ019-0384,wavefake::LJ019-0384,wavefake::LJ019-0384,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ020-0072.wav,1,1,0,1,0,wavefake_66fd4d,WF1,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ020-0072,wavefake::LJ020-0072,wavefake::LJ020-0072,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0279.wav,1,1,0,1,0,wavefake_06e920,WF2,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ019-0279,wavefake::LJ019-0279,wavefake::LJ019-0279,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ029-0141.wav,1,1,0,1,0,wavefake_3ee770,WF5,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ029-0141,wavefake::LJ029-0141,wavefake::LJ029-0141,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ009-0266_WF4_1.wav,1,1,0,1,0,wavefake_c35f34,WF4,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ009-0266,wavefake::LJ009-0266,wavefake::LJ009-0266,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ048-0119_WF6_1.wav,1,1,0,1,0,wavefake_8a4375,WF6,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ048-0119,wavefake::LJ048-0119,wavefake::LJ048-0119,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ002-0031.wav,1,1,0,1,0,wavefake_b34b11,WF6,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ002-0031,wavefake::LJ002-0031,wavefake::LJ002-0031,,,,,,,,,none,,,,,,,,,,train,,
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ030-0003_WF3_1.wav,1,1,0,1,0,wavefake_1860ed,WF3,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ030-0003,wavefake::LJ030-0003,wavefake::LJ030-0003,,,,,,,,,none,,,,,,,,,,train,,
