path,sha256,source,license,generator,split_group_id,training_role
C:\Users\lLrich\ai_voice_data_v12\files\3a90c64ea95367ad36986917a662b5e2e897f7f29f8f6121f12a95e9612f55c7.wav,3a90c64ea95367ad36986917a662b5e2e897f7f29f8f6121f12a95e9612f55c7,mlaad_tiny_matched,CC BY-NC 4.0,MLAAD::zonosTTS-v0.1,mlaad_tiny::en::jane_eyre_19_f000225,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\3a9a5be50e37ff7bb837968411b38cc07bc4aa0fe9109251433cb131c9b918cf.flac,3a9a5be50e37ff7bb837968411b38cc07bc4aa0fe9109251433cb131c9b918cf,librispeech_dev,unknown,LibriSpeech,libri::2078,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\3aa393caa4e5f99f1f7fe1a265be9c598b019d87cd1cccc76b2a28a93036d662.flac,3aa393caa4e5f99f1f7fe1a265be9c598b019d87cd1cccc76b2a28a93036d662,librispeech_dev,unknown,LibriSpeech,libri::5338,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\3aade8121ad3d022f312b4a96283335f96f9e3dac314563234339e2ce554f828.mp3,3aade8121ad3d022f312b4a96283335f96f9e3dac314563234339e2ce554f828,echoes_fma_paired,generated CC BY-SA 4.0; original http://creativecommons.org/licenses/by/4.0/,Echoes::mubert,echoes_fma::131168,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\3af3b54c93ed0968e749324b82ef3ffaa7b9d105e41f6eaad84a0852ae49e322.mp3,3af3b54c93ed0968e749324b82ef3ffaa7b9d105e41f6eaad84a0852ae49e322,sonics_official,CC BY-NC 4.0,SONICS::chirp-v3.5,sonics::371,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\3af9d77715aaaa4a544b2481c5fedc1697c631318870ba3f631429301b461d01.wav,3af9d77715aaaa4a544b2481c5fedc1697c631318870ba3f631429301b461d01,wavefake_ajay,unknown,WF4,wavefake::LJ019-0300,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\3b048854ea2c59903a2ee2c3f360bede029e943a644bb962cf631c5d06c0c0d5.mp3,3b048854ea2c59903a2ee2c3f360bede029e943a644bb962cf631c5d06c0c0d5,mtg_jamendo_cc,http://creativecommons.org/licenses/by-sa/3.0/,mtg_jamendo_cc::real,jamendo::artist::9a4915e2afdd3151,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\3b0fa679e0bf3af16c0aca0aa0e84fcbadbe785a5c8ec94cfdd1fb1d78dbe7ec.wav,3b0fa679e0bf3af16c0aca0aa0e84fcbadbe785a5c8ec94cfdd1fb1d78dbe7ec,gtzan_real_v2,unknown,GTZAN_genre_0,gtzan::gtzan_v2_blues.00069,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\3b57be7170b7a98e55980799e683533f7fa200ea31e47501ef51eeb989ca2cb9.mp3,3b57be7170b7a98e55980799e683533f7fa200ea31e47501ef51eeb989ca2cb9,echoes_fma_paired,generated CC BY-SA 4.0; original http://creativecommons.org/licenses/by/4.0/,Echoes::acestep,echoes_fma::114396,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\3b585c2d8c47c36139f106b7f3da952562f184da96de1367963ac0ab8af3be61.wav,3b585c2d8c47c36139f106b7f3da952562f184da96de1367963ac0ab8af3be61,fake_music_generated,unknown,MusicGen,generated_music::fake_music_generator_0026,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\3b6845e302a2fc86292982128fcea9f5f70c6841b7698c67dd1201e58cf35ba5.mp3,3b6845e302a2fc86292982128fcea9f5f70c6841b7698c67dd1201e58cf35ba5,sonics_official,CC BY-NC 4.0,SONICS::chirp-v3.5,sonics::172,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\3b7d0c899b8b5ee8ccdc25aa5b8535523669234787a263cc3146ef0df73ca875.mp3,3b7d0c899b8b5ee8ccdc25aa5b8535523669234787a263cc3146ef0df73ca875,mtg_jamendo_cc,http://creativecommons.org/licenses/by-nc-sa/3.0/,mtg_jamendo_cc::real,jamendo::artist::c40362f90a67105c,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\3b8451ce32fea17c72bbfbe61d208a974caf6cd7e020f3d53c86e5d158aac579.wav,3b8451ce32fea17c72bbfbe61d208a974caf6cd7e020f3d53c86e5d158aac579,gtzan_real_v2,unknown,GTZAN_genre_0,gtzan::gtzan_v2_blues.00018,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\3b8c788685428fc31a9579735d5e85d87d6bfe35c59ead8220299d169f2df1d0.wav,3b8c788685428fc31a9579735d5e85d87d6bfe35c59ead8220299d169f2df1d0,guitarset_mic,CC BY 4.0,guitarset_mic::real,guitarset::player::04,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\3b8fa4c3c62e9eee70acfe71b60da65d8145f8865ead937600c7ef6c4dfe5a84.flac,3b8fa4c3c62e9eee70acfe71b60da65d8145f8865ead937600c7ef6c4dfe5a84,asvspoof2019,unknown,A02,asvspoof::LA_0095,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\3b9051bb099e35da5440d962c2d624ccd4b1a8897c505a8b258b73eafac47648.wav,3b9051bb099e35da5440d962c2d624ccd4b1a8897c505a8b258b73eafac47648,gtzan_real_v2,unknown,GTZAN_genre_1,gtzan::gtzan_v2_classical.00012,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\3ba06460c246f2517b093f94721b08252abaf5a95b269b93dbf43cc64224a35b.wav,3ba06460c246f2517b093f94721b08252abaf5a95b269b93dbf43cc64224a35b,gtzan_real_v2,unknown,GTZAN_genre_1,gtzan::gtzan_v2_classical.00047,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\3bb87e9882852669287ab67ea8430cf3d2d9f03149729947d7fa7c05774a9399.flac,3bb87e9882852669287ab67ea8430cf3d2d9f03149729947d7fa7c05774a9399,asvspoof2019,unknown,bonafide,asvspoof::LA_0080,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\3bc3f750c2a8a68e6ebb05cea243d36fc50e43ae923b91dd01fbe367acd6c074.wav,3bc3f750c2a8a68e6ebb05cea243d36fc50e43ae923b91dd01fbe367acd6c074,mlaad_tiny_matched,CC BY-NC 4.0,MLAAD::FishTTS,mlaad_tiny::en::dorothy_and_wizard_oz_02_f000150,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\3bd8d6535f808f2c7e8db8ceb60b5657b53bc5c92f1ad720240499df614730a9.flac,3bd8d6535f808f2c7e8db8ceb60b5657b53bc5c92f1ad720240499df614730a9,asvspoof2019,unknown,A02,asvspoof::LA_0096,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\3be6109210242aacc3719607d479395d073d6af6494d8ead9528510e42550a90.mp3,3be6109210242aacc3719607d479395d073d6af6494d8ead9528510e42550a90,echoes_fma_paired,generated CC BY-SA 4.0; original http://creativecommons.org/licenses/by/3.0/,Echoes::suno,echoes_fma::145816,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\3bf362f47caf646e28e0be9030ac9422b1e99561af0029c24d4fb8f676772b81.flac,3bf362f47caf646e28e0be9030ac9422b1e99561af0029c24d4fb8f676772b81,librispeech_dev,unknown,LibriSpeech,libri::5694,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\3bf843d17e4186b7510ed5fec9f7191f92d1ac9d02898472932d5e8a9b7d670d.wav,3bf843d17e4186b7510ed5fec9f7191f92d1ac9d02898472932d5e8a9b7d670d,gtzan_real_v2,unknown,GTZAN_genre_8,gtzan::gtzan_v2_reggae.00042,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\3c003274e87d2841cef12d823a5e7e1fb3cf058ec1fd0213b86253f0e2de6508.mp3,3c003274e87d2841cef12d823a5e7e1fb3cf058ec1fd0213b86253f0e2de6508,sonics_official,CC BY-NC 4.0,SONICS::chirp-v3,sonics::9239,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\3c0c490f455a47f69b8593a1eb4d8d4e18d814229336f63595201ff3b0dad5bb.mp3,3c0c490f455a47f69b8593a1eb4d8d4e18d814229336f63595201ff3b0dad5bb,sonics_official,CC BY-NC 4.0,SONICS::chirp-v3.5,sonics::332,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\3c39342d2074c068309396ce4561728f6653367bd179622fbc8d3504e0870aa4.wav,3c39342d2074c068309396ce4561728f6653367bd179622fbc8d3504e0870aa4,mlaad_tiny_matched,CC BY-NC 4.0,MLAAD::RVC,mlaad_tiny::en::emerald_city_of_oz_28_f000037,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\3c4e80c492b0da5a9c9041573222be1834445ecbe70dd0540f53c601f2522f38.wav,3c4e80c492b0da5a9c9041573222be1834445ecbe70dd0540f53c601f2522f38,mlaad_tiny_matched,CC BY-NC 4.0,MLAAD::FishTTS,mlaad_tiny::en::dorothy_and_wizard_oz_03_f000008,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\3c6f2a96c24dd16540bb7e6cfcbf8e95fd686ff13987c39607ac246b8ca0225e.wav,3c6f2a96c24dd16540bb7e6cfcbf8e95fd686ff13987c39607ac246b8ca0225e,wavefake_ajay,unknown,WF4,wavefake::LJ043-0060,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\3cba0dc3fae6a67b8941efac68f02e387eae4643007c2dbef6478a6af94198d6.mp3,3cba0dc3fae6a67b8941efac68f02e387eae4643007c2dbef6478a6af94198d6,sonics_official,CC BY-NC 4.0,SONICS::chirp-v3,sonics::9632,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\3cbcc51a336788a7e1aa7eb1f88d1bd141f417b5cf0aa2630bc2ce3adcddab3e.mp3,3cbcc51a336788a7e1aa7eb1f88d1bd141f417b5cf0aa2630bc2ce3adcddab3e,sonics_official,CC BY-NC 4.0,SONICS::udio-120s,sonics::272,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\3d1ce2e445aefdb751a62be34ea2ab49ad4355185f2cc7f174137d50529b85a1.flac,3d1ce2e445aefdb751a62be34ea2ab49ad4355185f2cc7f174137d50529b85a1,librispeech_dev,unknown,LibriSpeech,libri::2902,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\3d7fb64713873bc9fdaeb30b2e126ecdc45bbf210e77df40c9aad16a894c44cc.wav,3d7fb64713873bc9fdaeb30b2e126ecdc45bbf210e77df40c9aad16a894c44cc,guitarset_mic,CC BY 4.0,guitarset_mic::real,guitarset::player::04,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\3d83aeb924775721db691e92c23bce641a750da56c1f234ab365e2c6557a82cc.wav,3d83aeb924775721db691e92c23bce641a750da56c1f234ab365e2c6557a82cc,gtzan_real_v2,unknown,GTZAN_genre_3,gtzan::gtzan_v2_disco.00082,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\3da244db59c8291ce54cf76aee2f157d05e7157c258c9bdb375b91d5f5d21697.mp3,3da244db59c8291ce54cf76aee2f157d05e7157c258c9bdb375b91d5f5d21697,mtg_jamendo_cc,http://creativecommons.org/licenses/by-nc-sa/3.0/,mtg_jamendo_cc::real,jamendo::artist::4d65cfc350a9ba14,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\3dc9c1fd3420a66b05d872ea7cd855f513b705a93ac90c06dcf4941722bdba70.flac,3dc9c1fd3420a66b05d872ea7cd855f513b705a93ac90c06dcf4941722bdba70,asvspoof2019,unknown,bonafide,asvspoof::LA_0093,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\3dcb7698bc1dee43d4f057cd5d1f063cfdd5bffe38c2b6491078c977b31163ac.mp3,3dcb7698bc1dee43d4f057cd5d1f063cfdd5bffe38c2b6491078c977b31163ac,mtg_jamendo_cc,http://creativecommons.org/licenses/by-nc-sa/3.0/,mtg_jamendo_cc::real,jamendo::artist::6d0b2d58931261ff,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\3dd4edd00e1eebb2d647abb969f068a8075447297c0db8bf03b4730e0de22984.mp3,3dd4edd00e1eebb2d647abb969f068a8075447297c0db8bf03b4730e0de22984,mtg_jamendo_cc,http://creativecommons.org/licenses/by-nc-sa/3.0/,mtg_jamendo_cc::real,jamendo::artist::69671c92b63ad2d5,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\3ddf5775140b1aec1fafed53dac62161f98f344fe0e4d3f8070cf324bef69d48.wav,3ddf5775140b1aec1fafed53dac62161f98f344fe0e4d3f8070cf324bef69d48,fake_music_generated,unknown,MusicGen,generated_music::fake_music_generator_0232,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\3df57f3240ba03d7fa08de42359e550451d3e417faf94d152a136f60e1c153e8.wav,3df57f3240ba03d7fa08de42359e550451d3e417faf94d152a136f60e1c153e8,mlaad_tiny_matched,CC BY-NC 4.0,MLAAD::f5-tts,mlaad_tiny::en::dorothy_and_wizard_oz_10_f000004,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\3e0c52ee5700aabc7e9fcad7a8ccd4474ae1fc303615e50c8222ae0bc14ac147.wav,3e0c52ee5700aabc7e9fcad7a8ccd4474ae1fc303615e50c8222ae0bc14ac147,wavefake_ajay,unknown,WF4,wavefake::LJ008-0241,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\3e0c52ee5700aabc7e9fcad7a8ccd4474ae1fc303615e50c8222ae0bc14ac147.wav,3e0c52ee5700aabc7e9fcad7a8ccd4474ae1fc303615e50c8222ae0bc14ac147,wavefake_ajay,unknown,WF1,wavefake::LJ008-0241,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\3e1dc20f301cf8ea4a70427aa9a8fd4522faeadddffdd586c98754197eb813eb.wav,3e1dc20f301cf8ea4a70427aa9a8fd4522faeadddffdd586c98754197eb813eb,wavefake_ajay,unknown,WF5,wavefake::LJ028-0377,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\3e20c4b1d7f0d6b95298cef916e8ee7aed4dc9b8938cd7dbcc3583ea1d22fb69.mp3,3e20c4b1d7f0d6b95298cef916e8ee7aed4dc9b8938cd7dbcc3583ea1d22fb69,mtg_jamendo_cc,http://creativecommons.org/licenses/by-sa/3.0/,mtg_jamendo_cc::real,jamendo::artist::e069dbb34fe808d3,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\3e3ac5639ee9a000e98613752340740290e7d859e4fc6f9ac1af057653b7eacb.wav,3e3ac5639ee9a000e98613752340740290e7d859e4fc6f9ac1af057653b7eacb,wavefake_ajay,unknown,WF5,wavefake::LJ020-0067,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\3e4011e1cb2a78769d54569b45178b7cc2f01eef5c6d624c94b0f2817a60c003.wav,3e4011e1cb2a78769d54569b45178b7cc2f01eef5c6d624c94b0f2817a60c003,fake_music_generated,unknown,MusicGen,generated_music::fake_music_generator_0094,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\3e5c46c368cd02ba7add7864e4f938e01f757dfea30b7cb6dc4457703a33bafa.wav,3e5c46c368cd02ba7add7864e4f938e01f757dfea30b7cb6dc4457703a33bafa,guitarset_mic,CC BY 4.0,guitarset_mic::real,guitarset::player::03,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\3e68de36c9345d6d93b25a782a3eee4790615a5436a5fe2bcb24b74a9b368d8c.mp3,3e68de36c9345d6d93b25a782a3eee4790615a5436a5fe2bcb24b74a9b368d8c,mtg_jamendo_cc,http://creativecommons.org/licenses/by-nc-sa/3.0/,mtg_jamendo_cc::real,jamendo::artist::59c672510e4bc3d3,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\3e6bd1304cf7080e225054837c3eb78e0c66526bba5bf76ee7e3ef9208face2d.flac,3e6bd1304cf7080e225054837c3eb78e0c66526bba5bf76ee7e3ef9208face2d,asvspoof2019,unknown,A02,asvspoof::LA_0092,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\3e6f69cb7d439ba3a5303c442f5cee558b19051577e2b0f19347be8297300398.mp3,3e6f69cb7d439ba3a5303c442f5cee558b19051577e2b0f19347be8297300398,mtg_jamendo_cc,http://creativecommons.org/licenses/by-sa/3.0/,mtg_jamendo_cc::real,jamendo::artist::760e9be106d41463,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\3e7eafd5865611855d919f255606cb1e7f1f501b6a06f0e76e487f541e25e71b.flac,3e7eafd5865611855d919f255606cb1e7f1f501b6a06f0e76e487f541e25e71b,librispeech_dev,unknown,LibriSpeech,libri::1988,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\3e9537dd074dbe7975cdf6e2ee4d16c755756f821d9bded28a47d7d823e784d4.wav,3e9537dd074dbe7975cdf6e2ee4d16c755756f821d9bded28a47d7d823e784d4,mlaad_tiny_matched,M-AILABS original corpus license (see MLAAD LICENSE),MLAAD_original,mlaad_tiny::en::hunters_space_12_f000024,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\3ee24178de22bad0f08a0d9e15f8312489e55893678f371676354ae2ff6e9211.flac,3ee24178de22bad0f08a0d9e15f8312489e55893678f371676354ae2ff6e9211,librispeech_dev,unknown,LibriSpeech,libri::3536,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\3ee9aea933637a8657baaa57bd9c949d6c34018f541e83e16ab19d3fd3445e3a.wav,3ee9aea933637a8657baaa57bd9c949d6c34018f541e83e16ab19d3fd3445e3a,gtzan_real_v2,unknown,GTZAN_genre_8,gtzan::gtzan_v2_reggae.00014,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\3f038115acb92fa3685700a7cf12d233c81354728a0910d4be54d161af561a48.flac,3f038115acb92fa3685700a7cf12d233c81354728a0910d4be54d161af561a48,asvspoof2019,unknown,A01,asvspoof::LA_0080,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\3f05bc4e8e0dc1bdb379dc1917d6bdbef1fc2fbeb2194b6b9d9fa34f038b9cfa.wav,3f05bc4e8e0dc1bdb379dc1917d6bdbef1fc2fbeb2194b6b9d9fa34f038b9cfa,guitarset_mic,CC BY 4.0,guitarset_mic::real,guitarset::player::01,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\3f244837334ca10c969049ece31bb6cf75298983bfadc973ec6f49d5b63cde9d.mp3,3f244837334ca10c969049ece31bb6cf75298983bfadc973ec6f49d5b63cde9d,sonics_official,CC BY-NC 4.0,SONICS::udio-120s,sonics::261,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\3f28ee03acaf7732b275b6437338c50de158140943faef050c7f1fb68c0efbef.wav,3f28ee03acaf7732b275b6437338c50de158140943faef050c7f1fb68c0efbef,gtzan_real_v2,unknown,GTZAN_genre_7,gtzan::gtzan_v2_pop.00000,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\3f3ab14a0bdcd9d5be475c1f1ff1a736c962196a367cdfcb3c75a52f1294c46c.mp3,3f3ab14a0bdcd9d5be475c1f1ff1a736c962196a367cdfcb3c75a52f1294c46c,sonics_official,CC BY-NC 4.0,SONICS::chirp-v3.5,sonics::328,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\3f404952d9c4e4a6ceea5f0704bcef49119dc847e9325d0f51563d3b528957fa.mp3,3f404952d9c4e4a6ceea5f0704bcef49119dc847e9325d0f51563d3b528957fa,sonics_official,CC BY-NC 4.0,SONICS::udio-120s,sonics::41,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\3f4ceef7ce032d2b3a7dc759932ba5c78636c2870484fd6fc83206cff2d88fb0.wav,3f4ceef7ce032d2b3a7dc759932ba5c78636c2870484fd6fc83206cff2d88fb0,gtzan_real_v2,unknown,GTZAN_genre_2,gtzan::gtzan_v2_country.00062,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\3f6a8911195dbccb5e13b4411408f30f5c53c0c5d77f4286b5711f6a84e61eb0.mp3,3f6a8911195dbccb5e13b4411408f30f5c53c0c5d77f4286b5711f6a84e61eb0,sonics_official,CC BY-NC 4.0,SONICS::chirp-v3.5,sonics::93,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\3f6c97989d9eda1465b6fe12c34c7391ad2e9ede3f8faa5f105361a9891d60da.wav,3f6c97989d9eda1465b6fe12c34c7391ad2e9ede3f8faa5f105361a9891d60da,wavefake_ajay,unknown,WF3,wavefake::LJ015-0109,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\3fe54e1e3367cf344fb5cb15ede60e6bb8b1a2bec3d65582ab641b74a83528bc.wav,3fe54e1e3367cf344fb5cb15ede60e6bb8b1a2bec3d65582ab641b74a83528bc,mlaad_tiny_matched,M-AILABS original corpus license (see MLAAD LICENSE),MLAAD_original,mlaad_tiny::en::dorothy_and_wizard_oz_03_f000008,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\3feac5890500534685cde5eca5835e47d06bb2b7d0923b2ae3a544f2d68e30d1.flac,3feac5890500534685cde5eca5835e47d06bb2b7d0923b2ae3a544f2d68e30d1,librispeech_dev,unknown,LibriSpeech,libri::2412,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\400b291b767249aa7cbd38f5e99a5889793b3635a378bb343dab678005281d46.flac,400b291b767249aa7cbd38f5e99a5889793b3635a378bb343dab678005281d46,asvspoof2019,unknown,A01,asvspoof::LA_0081,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\4027315157c54771b90b1c2684befcc61c5fa41a524ddcce3a5ef4eae50c432c.mp3,4027315157c54771b90b1c2684befcc61c5fa41a524ddcce3a5ef4eae50c432c,sonics_official,CC BY-NC 4.0,SONICS::udio-120s,sonics::156,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\406f0b9d85592684cfaa6f200ae0cafb463d6f31050def2e2997579f832253a3.mp3,406f0b9d85592684cfaa6f200ae0cafb463d6f31050def2e2997579f832253a3,sonics_official,CC BY-NC 4.0,SONICS::chirp-v3.5,sonics::346,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\40c9a226f326c603970b68ee85c795d91a2bc276f780fa5a0b85f57920492b68.wav,40c9a226f326c603970b68ee85c795d91a2bc276f780fa5a0b85f57920492b68,guitarset_mic,CC BY 4.0,guitarset_mic::real,guitarset::player::01,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\40eb13678c1621f7653a19b4855ead6d56e5a989d6e56cc08d526fd1378cf066.mp3,40eb13678c1621f7653a19b4855ead6d56e5a989d6e56cc08d526fd1378cf066,sonics_official,CC BY-NC 4.0,SONICS::udio-120s,sonics::251,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\40f4e938f902c4c5097d5daf3190c8437fdbab5ba7befa8b5eda3b4574d8513f.wav,40f4e938f902c4c5097d5daf3190c8437fdbab5ba7befa8b5eda3b4574d8513f,gtzan_real_v2,unknown,GTZAN_genre_2,gtzan::gtzan_v2_country.00042,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\4112ba7fb59f847ee302d49db9bc7c0cc1f246bf98cccbcb7d443c9df61499a6.wav,4112ba7fb59f847ee302d49db9bc7c0cc1f246bf98cccbcb7d443c9df61499a6,guitarset_mic,CC BY 4.0,guitarset_mic::real,guitarset::player::01,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\411d94a99179f3e472d5832edee58279a0b45dd1bedd2ceec5f292b205d3f3aa.wav,411d94a99179f3e472d5832edee58279a0b45dd1bedd2ceec5f292b205d3f3aa,mlaad_tiny_matched,M-AILABS original corpus license (see MLAAD LICENSE),MLAAD_original,mlaad_tiny::en::hunters_space_15_f000040,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\412514161fa690db5f15b7eaa952df07bf3eca4318ce251e5a471f3aa5be0986.wav,412514161fa690db5f15b7eaa952df07bf3eca4318ce251e5a471f3aa5be0986,wavefake_ajay,unknown,WF4,wavefake::LJ019-0271,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\415f2d8cc972ed853335cf043ebab291e050d52896216873024df4c4c9f09490.flac,415f2d8cc972ed853335cf043ebab291e050d52896216873024df4c4c9f09490,asvspoof2019,unknown,bonafide,asvspoof::LA_0097,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\417586d5830b5b58aafb276b03ae06f00037d50db835014fefaac19bb0ea61a0.flac,417586d5830b5b58aafb276b03ae06f00037d50db835014fefaac19bb0ea61a0,librispeech_dev,unknown,LibriSpeech,libri::3081,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\41825293986f131d7255945ca7f37d5135e2e3c0fe898722dcc1d9e88e23aff4.wav,41825293986f131d7255945ca7f37d5135e2e3c0fe898722dcc1d9e88e23aff4,wavefake_ajay,unknown,WF4,wavefake::LJ042-0241,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\419445869894abdb7e4a4375f2011de10e167a557b304879bb29f6dbed6e43f6.flac,419445869894abdb7e4a4375f2011de10e167a557b304879bb29f6dbed6e43f6,librispeech_dev,unknown,LibriSpeech,libri::7976,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\41a47491e0bb44d8e965452fbc6d674ef78791e5a89deac4e798b5674fa5bda7.flac,41a47491e0bb44d8e965452fbc6d674ef78791e5a89deac4e798b5674fa5bda7,asvspoof2019,unknown,bonafide,asvspoof::LA_0084,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\41a5ee35b16cb2371822ff7ea3a3f58f8bfdf2a6697d542538b25f09dfc6dde4.wav,41a5ee35b16cb2371822ff7ea3a3f58f8bfdf2a6697d542538b25f09dfc6dde4,gtzan_real_v2,unknown,GTZAN_genre_7,gtzan::gtzan_v2_pop.00063,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\41c3ba125a614a46b9b5cb146ff9d5c267abaa993beaef40a5b04178489bcf9a.wav,41c3ba125a614a46b9b5cb146ff9d5c267abaa993beaef40a5b04178489bcf9a,guitarset_mic,CC BY 4.0,guitarset_mic::real,guitarset::player::02,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\41d7d127d5ed3a1e99cace8e0ef5cd3eb6b07026dc59a99b7f8aa6e72a2bdc6f.wav,41d7d127d5ed3a1e99cace8e0ef5cd3eb6b07026dc59a99b7f8aa6e72a2bdc6f,gtzan_real_v2,unknown,GTZAN_genre_9,gtzan::gtzan_v2_rock.00047,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\420277b2fcc7711ca962c74a5c6a497c4b7501cee7967a9193739f74c7ba1f50.mp3,420277b2fcc7711ca962c74a5c6a497c4b7501cee7967a9193739f74c7ba1f50,sonics_official,CC BY-NC 4.0,SONICS::udio-120s,sonics::205,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\420ea96f58531514140e4fa927ca9274d30c8bdd11f5f84507bb481c96e3136e.wav,420ea96f58531514140e4fa927ca9274d30c8bdd11f5f84507bb481c96e3136e,gtzan_real_v2,unknown,GTZAN_genre_1,gtzan::gtzan_v2_classical.00017,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\426f9c1e0aeec6a2909aad153c4bc739b9a23f4f24ccf34e2e11fcef4009d037.wav,426f9c1e0aeec6a2909aad153c4bc739b9a23f4f24ccf34e2e11fcef4009d037,guitarset_mic,CC BY 4.0,guitarset_mic::real,guitarset::player::02,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\427e4f519204ba064844730516aaa88feb87fd2992634d4d097377a7647eb4b6.mp3,427e4f519204ba064844730516aaa88feb87fd2992634d4d097377a7647eb4b6,mtg_jamendo_cc,http://creativecommons.org/licenses/by-nc-sa/2.0/de/,mtg_jamendo_cc::real,jamendo::artist::d260c90d78223fdb,v12_student_train
