path,file_fake,voice_fake,music_fake,voice_present,music_present,speaker_id,generator,source,dataset,hf_id,original_id,split_group_id,base_voice_id,base_music_id,base_voice_speaker_id,base_music_speaker_id,base_voice_original_id,base_music_original_id,mix_mode,mix_snr_db,mix_overlap_fraction,mix_gap_sec,mix_crossfade_sec,mix_voice_gain_db,mix_music_gain_db,calibration_fold,augment,source_url,version,license,allowed_for_competition,redistribution_allowed,commercial_restriction,dataset_name,content_hash,near_duplicate_group,data_role,upstream_split,upstream_label
MIX::data\raw\public_v9\mlaad_tiny\fake\en\FireRedTTS-2.0\dorothy_and_wizard_oz_14_f000119.wav|data\raw\public_v9\real_music\jamendo\1165500.low.mp3,1,1,0,1,1,voice=mlaad::dorothy_and_wizard_oz_14|music=jamendo_artist_23cb4f8ae6f35bfb,mix::MLAAD::FireRedTTS-2.0::mtg_jamendo_cc::real,cal_v12::mlaad_tiny_matched::mtg_jamendo_cc,cal_v12_public_mix,mueller91/MLAAD-tiny|not_huggingface_official_archive,calv12::dorothy_and_wizard_oz_14_f000119::jamendo_1165500::0283,calv12::mlaad_tiny::en::dorothy_and_wizard_oz_14_f000119::jamendo::artist::23cb4f8ae6f35bfb,mlaad_tiny::en::dorothy_and_wizard_oz_14_f000119,jamendo::artist::23cb4f8ae6f35bfb,mlaad::dorothy_and_wizard_oz_14,jamendo_artist_23cb4f8ae6f35bfb,dorothy_and_wizard_oz_14_f000119,jamendo_1165500,simultaneous,3.0,1.0,0.0,0.1,0.0,0.0,cal_v12_b,none,https://huggingface.co/datasets/mueller91/MLAAD-tiny|https://github.com/MTG/mtg-jamendo-dataset,9143e5ea709575ebab6bec52840a1043aada7bb1|raw_30s audio-low shard 00,voice[CC BY-NC 4.0] + music[http://creativecommons.org/licenses/by-nc-sa/3.0/],YES,CONDITIONAL,YES_NONCOMMERCIAL_ONLY|FOLLOW_RECORDED_CC_LICENSE,CAL_V12 derived public mix,8abdadd8ffe680a34e64ee077909e77f592159e9058a54dccb8a8d05bb76f04f,calv12::mlaad_tiny::en::dorothy_and_wizard_oz_14_f000119::jamendo::artist::23cb4f8ae6f35bfb,cal_v12,public_v9_train_reserve,FR
MIX::data\raw\public_v9\mlaad_tiny\fake\en\FishTTS\emerald_city_of_oz_05_f000014.wav|data\raw\public_v9\real_music\guitarset\00_BN1-129-Eb_solo_mic.wav,1,1,0,1,1,voice=mlaad::emerald_city_of_oz_05|music=guitarset_player_00,mix::MLAAD::FishTTS::guitarset_mic::real,cal_v12::mlaad_tiny_matched::guitarset_mic,cal_v12_public_mix,mueller91/MLAAD-tiny|not_huggingface_official_archive,calv12::emerald_city_of_oz_05_f000014::00_BN1-129-Eb_solo_mic::0355,calv12::mlaad_tiny::en::emerald_city_of_oz_05_f000014::guitarset::player::00,mlaad_tiny::en::emerald_city_of_oz_05_f000014,guitarset::player::00,mlaad::emerald_city_of_oz_05,guitarset_player_00,emerald_city_of_oz_05_f000014,00_BN1-129-Eb_solo_mic,simultaneous,-6.0,1.0,0.0,0.1,0.0,0.0,cal_v12_b,none,https://huggingface.co/datasets/mueller91/MLAAD-tiny|https://zenodo.org/records/3371780,9143e5ea709575ebab6bec52840a1043aada7bb1|Zenodo record 3371780,voice[CC BY-NC 4.0] + music[CC BY 4.0],YES,CONDITIONAL,YES_NONCOMMERCIAL_ONLY|FOLLOW_RECORDED_CC_LICENSE,CAL_V12 derived public mix,4ea5b0b8931910ce64ad2c3ba1e4ccf4b762400c51ce83041d3fa7eb14bb2f33,calv12::mlaad_tiny::en::emerald_city_of_oz_05_f000014::guitarset::player::00,cal_v12,public_v9_train_reserve,FR
MIX::data\raw\public_v9\mlaad_tiny\fake\en\Higgs-Audio-V2\emerald_city_of_oz_05_f000024.wav|data\raw\public_v9\real_music\guitarset\00_BN2-131-B_comp_mic.wav,1,1,0,1,1,voice=mlaad::emerald_city_of_oz_05|music=guitarset_player_00,mix::MLAAD::Higgs-Audio-V2::guitarset_mic::real,cal_v12::mlaad_tiny_matched::guitarset_mic,cal_v12_public_mix,mueller91/MLAAD-tiny|not_huggingface_official_archive,calv12::emerald_city_of_oz_05_f000024::00_BN2-131-B_comp_mic::0343,calv12::mlaad_tiny::en::emerald_city_of_oz_05_f000024::guitarset::player::00,mlaad_tiny::en::emerald_city_of_oz_05_f000024,guitarset::player::00,mlaad::emerald_city_of_oz_05,guitarset_player_00,emerald_city_of_oz_05_f000024,00_BN2-131-B_comp_mic,simultaneous,3.0,1.0,0.0,0.1,0.0,0.0,cal_v12_b,none,https://huggingface.co/datasets/mueller91/MLAAD-tiny|https://zenodo.org/records/3371780,9143e5ea709575ebab6bec52840a1043aada7bb1|Zenodo record 3371780,voice[CC BY-NC 4.0] + music[CC BY 4.0],YES,CONDITIONAL,YES_NONCOMMERCIAL_ONLY|FOLLOW_RECORDED_CC_LICENSE,CAL_V12 derived public mix,5502118b176e4852eaf19f3a5577ce7fd3f3d27aa05ffa98f3549b3b166f5f56,calv12::mlaad_tiny::en::emerald_city_of_oz_05_f000024::guitarset::player::00,cal_v12,public_v9_train_reserve,FR
MIX::data\raw\public_v9\mlaad_tiny\fake\en\RVC\emerald_city_of_oz_05_f000077.wav|data\raw\public_v9\real_music\guitarset\00_Funk2-108-Eb_solo_mic.wav,1,1,0,1,1,voice=mlaad::emerald_city_of_oz_05|music=guitarset_player_00,mix::MLAAD::RVC::guitarset_mic::real,cal_v12::mlaad_tiny_matched::guitarset_mic,cal_v12_public_mix,mueller91/MLAAD-tiny|not_huggingface_official_archive,calv12::emerald_city_of_oz_05_f000077::00_Funk2-108-Eb_solo_mic::0352,calv12::mlaad_tiny::en::emerald_city_of_oz_05_f000077::guitarset::player::00,mlaad_tiny::en::emerald_city_of_oz_05_f000077,guitarset::player::00,mlaad::emerald_city_of_oz_05,guitarset_player_00,emerald_city_of_oz_05_f000077,00_Funk2-108-Eb_solo_mic,simultaneous,0.0,0.25,0.0,0.1,0.0,0.0,cal_v12_b,none,https://huggingface.co/datasets/mueller91/MLAAD-tiny|https://zenodo.org/records/3371780,9143e5ea709575ebab6bec52840a1043aada7bb1|Zenodo record 3371780,voice[CC BY-NC 4.0] + music[CC BY 4.0],YES,CONDITIONAL,YES_NONCOMMERCIAL_ONLY|FOLLOW_RECORDED_CC_LICENSE,CAL_V12 derived public mix,8437b2a1b5d243eff72d353e81ff7e3f7bea3e3fb08e00c4e7b86e3feccc70c4,calv12::mlaad_tiny::en::emerald_city_of_oz_05_f000077::guitarset::player::00,cal_v12,public_v9_train_reserve,FR
MIX::data\raw\public_v9\mlaad_tiny\fake\en\Higgs-Audio-V2\emerald_city_of_oz_05_f000091.wav|data\raw\public_v9\real_music\guitarset\00_BN3-119-G_comp_mic.wav,1,1,0,1,1,voice=mlaad::emerald_city_of_oz_05|music=guitarset_player_00,mix::MLAAD::Higgs-Audio-V2::guitarset_mic::real,cal_v12::mlaad_tiny_matched::guitarset_mic,cal_v12_public_mix,mueller91/MLAAD-tiny|not_huggingface_official_archive,calv12::emerald_city_of_oz_05_f000091::00_BN3-119-G_comp_mic::0316,calv12::mlaad_tiny::en::emerald_city_of_oz_05_f000091::guitarset::player::00,mlaad_tiny::en::emerald_city_of_oz_05_f000091,guitarset::player::00,mlaad::emerald_city_of_oz_05,guitarset_player_00,emerald_city_of_oz_05_f000091,00_BN3-119-G_comp_mic,simultaneous,-3.0,0.25,0.0,0.1,0.0,0.0,cal_v12_b,none,https://huggingface.co/datasets/mueller91/MLAAD-tiny|https://zenodo.org/records/3371780,9143e5ea709575ebab6bec52840a1043aada7bb1|Zenodo record 3371780,voice[CC BY-NC 4.0] + music[CC BY 4.0],YES,CONDITIONAL,YES_NONCOMMERCIAL_ONLY|FOLLOW_RECORDED_CC_LICENSE,CAL_V12 derived public mix,7d9a2e985a2bd8955ead6913b16cac3fa61fc6655187ba658a1652616c9653b2,calv12::mlaad_tiny::en::emerald_city_of_oz_05_f000091::guitarset::player::00,cal_v12,public_v9_train_reserve,FR
MIX::data\raw\public_v9\mlaad_tiny\fake\en\FireRedTTS-2.0\emerald_city_of_oz_08_f000059.wav|data\raw\public_v9\real_music\guitarset\00_Jazz1-200-B_solo_mic.wav,1,1,0,1,1,voice=mlaad::emerald_city_of_oz_08|music=guitarset_player_00,mix::MLAAD::FireRedTTS-2.0::guitarset_mic::real,cal_v12::mlaad_tiny_matched::guitarset_mic,cal_v12_public_mix,mueller91/MLAAD-tiny|not_huggingface_official_archive,calv12::emerald_city_of_oz_08_f000059::00_Jazz1-200-B_solo_mic::0295,calv12::mlaad_tiny::en::emerald_city_of_oz_08_f000059::guitarset::player::00,mlaad_tiny::en::emerald_city_of_oz_08_f000059,guitarset::player::00,mlaad::emerald_city_of_oz_08,guitarset_player_00,emerald_city_of_oz_08_f000059,00_Jazz1-200-B_solo_mic,simultaneous,-6.0,1.0,0.0,0.1,0.0,0.0,cal_v12_b,none,https://huggingface.co/datasets/mueller91/MLAAD-tiny|https://zenodo.org/records/3371780,9143e5ea709575ebab6bec52840a1043aada7bb1|Zenodo record 3371780,voice[CC BY-NC 4.0] + music[CC BY 4.0],YES,CONDITIONAL,YES_NONCOMMERCIAL_ONLY|FOLLOW_RECORDED_CC_LICENSE,CAL_V12 derived public mix,f7006bb6a0642fbb83018c496e67cf4330f228bb5d6cc7832ce03c2180f86278,calv12::mlaad_tiny::en::emerald_city_of_oz_08_f000059::guitarset::player::00,cal_v12,public_v9_train_reserve,FR
MIX::data\raw\public_v9\mlaad_tiny\fake\en\FireRedTTS-2.0\emerald_city_of_oz_08_f000073.wav|data\raw\public_v9\real_music\jamendo\1088000.low.mp3,1,1,0,1,1,voice=mlaad::emerald_city_of_oz_08|music=jamendo_artist_31ead7adf1604f48,mix::MLAAD::FireRedTTS-2.0::mtg_jamendo_cc::real,cal_v12::mlaad_tiny_matched::mtg_jamendo_cc,cal_v12_public_mix,mueller91/MLAAD-tiny|not_huggingface_official_archive,calv12::emerald_city_of_oz_08_f000073::jamendo_1088000::0292,calv12::mlaad_tiny::en::emerald_city_of_oz_08_f000073::jamendo::artist::31ead7adf1604f48,mlaad_tiny::en::emerald_city_of_oz_08_f000073,jamendo::artist::31ead7adf1604f48,mlaad::emerald_city_of_oz_08,jamendo_artist_31ead7adf1604f48,emerald_city_of_oz_08_f000073,jamendo_1088000,simultaneous,0.0,0.25,0.0,0.1,0.0,0.0,cal_v12_b,none,https://huggingface.co/datasets/mueller91/MLAAD-tiny|https://github.com/MTG/mtg-jamendo-dataset,9143e5ea709575ebab6bec52840a1043aada7bb1|raw_30s audio-low shard 00,voice[CC BY-NC 4.0] + music[http://creativecommons.org/licenses/by-nc-sa/3.0/],YES,CONDITIONAL,YES_NONCOMMERCIAL_ONLY|FOLLOW_RECORDED_CC_LICENSE,CAL_V12 derived public mix,259063973222328271c8a94af53499a3ab2480ae0fd0038cc5f14a67b6c926df,calv12::mlaad_tiny::en::emerald_city_of_oz_08_f000073::jamendo::artist::31ead7adf1604f48,cal_v12,public_v9_train_reserve,FR
MIX::data\raw\public_v9\mlaad_tiny\fake\en\Chatterbox\emerald_city_of_oz_13_f000060.wav|data\raw\public_v9\real_music\jamendo\1156400.low.mp3,1,1,0,1,1,voice=mlaad::emerald_city_of_oz_13|music=jamendo_artist_1453a43356e25772,mix::MLAAD::Chatterbox::mtg_jamendo_cc::real,cal_v12::mlaad_tiny_matched::mtg_jamendo_cc,cal_v12_public_mix,mueller91/MLAAD-tiny|not_huggingface_official_archive,calv12::emerald_city_of_oz_13_f000060::jamendo_1156400::0346,calv12::mlaad_tiny::en::emerald_city_of_oz_13_f000060::jamendo::artist::1453a43356e25772,mlaad_tiny::en::emerald_city_of_oz_13_f000060,jamendo::artist::1453a43356e25772,mlaad::emerald_city_of_oz_13,jamendo_artist_1453a43356e25772,emerald_city_of_oz_13_f000060,jamendo_1156400,simultaneous,-3.0,0.75,0.0,0.1,0.0,0.0,cal_v12_b,none,https://huggingface.co/datasets/mueller91/MLAAD-tiny|https://github.com/MTG/mtg-jamendo-dataset,9143e5ea709575ebab6bec52840a1043aada7bb1|raw_30s audio-low shard 00,voice[CC BY-NC 4.0] + music[http://creativecommons.org/licenses/by-sa/2.0/fr/],YES,CONDITIONAL,YES_NONCOMMERCIAL_ONLY|FOLLOW_RECORDED_CC_LICENSE,CAL_V12 derived public mix,d1a0048e6c6370c0b585ba64a0dc21ba3edfe4c03421f3ad889bf9b8bc3aa01e,calv12::mlaad_tiny::en::emerald_city_of_oz_13_f000060::jamendo::artist::1453a43356e25772,cal_v12,public_v9_train_reserve,FR
MIX::data\raw\public_v9\mlaad_tiny\fake\en\FishTTS\emerald_city_of_oz_24_f000069.wav|data\raw\public_v9\real_music\jamendo\1226700.low.mp3,1,1,0,1,1,voice=mlaad::emerald_city_of_oz_24|music=jamendo_artist_3c65f641f6c2c758,mix::MLAAD::FishTTS::mtg_jamendo_cc::real,cal_v12::mlaad_tiny_matched::mtg_jamendo_cc,cal_v12_public_mix,mueller91/MLAAD-tiny|not_huggingface_official_archive,calv12::emerald_city_of_oz_24_f000069::jamendo_1226700::0334,calv12::mlaad_tiny::en::emerald_city_of_oz_24_f000069::jamendo::artist::3c65f641f6c2c758,mlaad_tiny::en::emerald_city_of_oz_24_f000069,jamendo::artist::3c65f641f6c2c758,mlaad::emerald_city_of_oz_24,jamendo_artist_3c65f641f6c2c758,emerald_city_of_oz_24_f000069,jamendo_1226700,simultaneous,6.0,0.75,0.0,0.1,0.0,0.0,cal_v12_b,none,https://huggingface.co/datasets/mueller91/MLAAD-tiny|https://github.com/MTG/mtg-jamendo-dataset,9143e5ea709575ebab6bec52840a1043aada7bb1|raw_30s audio-low shard 00,voice[CC BY-NC 4.0] + music[http://creativecommons.org/licenses/by-nc-sa/3.0/],YES,CONDITIONAL,YES_NONCOMMERCIAL_ONLY|FOLLOW_RECORDED_CC_LICENSE,CAL_V12 derived public mix,291f9c6569ce5239db3e24a39b22977873a77ea4a48ec508ad7ec5f3135dee55,calv12::mlaad_tiny::en::emerald_city_of_oz_24_f000069::jamendo::artist::3c65f641f6c2c758,cal_v12,public_v9_train_reserve,FR
MIX::data\raw\public_v9\mlaad_tiny\fake\en\f5-tts\hunters_space_05_f000015.wav|data\raw\public_v9\real_music\jamendo\1157600.low.mp3,1,1,0,1,1,voice=mlaad::hunters_space_05|music=jamendo_artist_2f7f05589560afbd,mix::MLAAD::f5-tts::mtg_jamendo_cc::real,cal_v12::mlaad_tiny_matched::mtg_jamendo_cc,cal_v12_public_mix,mueller91/MLAAD-tiny|not_huggingface_official_archive,calv12::hunters_space_05_f000015::jamendo_1157600::0328,calv12::mlaad_tiny::en::hunters_space_05_f000015::jamendo::artist::2f7f05589560afbd,mlaad_tiny::en::hunters_space_05_f000015,jamendo::artist::2f7f05589560afbd,mlaad::hunters_space_05,jamendo_artist_2f7f05589560afbd,hunters_space_05_f000015,jamendo_1157600,simultaneous,3.0,0.25,0.0,0.1,0.0,0.0,cal_v12_b,none,https://huggingface.co/datasets/mueller91/MLAAD-tiny|https://github.com/MTG/mtg-jamendo-dataset,9143e5ea709575ebab6bec52840a1043aada7bb1|raw_30s audio-low shard 00,voice[CC BY-NC 4.0] + music[http://creativecommons.org/licenses/by-sa/3.0/],YES,CONDITIONAL,YES_NONCOMMERCIAL_ONLY|FOLLOW_RECORDED_CC_LICENSE,CAL_V12 derived public mix,dac74ea15d7acab9a0cb7adb06260ee9e7786b90764d0b0eecd1a8d3b88888c7,calv12::mlaad_tiny::en::hunters_space_05_f000015::jamendo::artist::2f7f05589560afbd,cal_v12,public_v9_train_reserve,FR
MIX::data\raw\public_v9\mlaad_tiny\fake\en\FishTTS\hunters_space_05_f000074.wav|data\raw\public_v9\real_music\guitarset\00_Funk3-98-A_solo_mic.wav,1,1,0,1,1,voice=mlaad::hunters_space_05|music=guitarset_player_00,mix::MLAAD::FishTTS::guitarset_mic::real,cal_v12::mlaad_tiny_matched::guitarset_mic,cal_v12_public_mix,mueller91/MLAAD-tiny|not_huggingface_official_archive,calv12::hunters_space_05_f000074::00_Funk3-98-A_solo_mic::0265,calv12::mlaad_tiny::en::hunters_space_05_f000074::guitarset::player::00,mlaad_tiny::en::hunters_space_05_f000074,guitarset::player::00,mlaad::hunters_space_05,guitarset_player_00,hunters_space_05_f000074,00_Funk3-98-A_solo_mic,simultaneous,-6.0,0.5,0.0,0.1,0.0,0.0,cal_v12_b,none,https://huggingface.co/datasets/mueller91/MLAAD-tiny|https://zenodo.org/records/3371780,9143e5ea709575ebab6bec52840a1043aada7bb1|Zenodo record 3371780,voice[CC BY-NC 4.0] + music[CC BY 4.0],YES,CONDITIONAL,YES_NONCOMMERCIAL_ONLY|FOLLOW_RECORDED_CC_LICENSE,CAL_V12 derived public mix,ffb1bc8e01be847a1ef958890e018e5c7c9f06b0898e9fb1f28ebb9706968d31,calv12::mlaad_tiny::en::hunters_space_05_f000074::guitarset::player::00,cal_v12,public_v9_train_reserve,FR
MIX::data\raw\public_v9\mlaad_tiny\fake\en\Qwen2.5-Omni\hunters_space_05_f000109.wav|data\raw\public_v9\real_music\guitarset\00_BN3-154-E_comp_mic.wav,1,1,0,1,1,voice=mlaad::hunters_space_05|music=guitarset_player_00,mix::MLAAD::Qwen2.5-Omni::guitarset_mic::real,cal_v12::mlaad_tiny_matched::guitarset_mic,cal_v12_public_mix,mueller91/MLAAD-tiny|not_huggingface_official_archive,calv12::hunters_space_05_f000109::00_BN3-154-E_comp_mic::0256,calv12::mlaad_tiny::en::hunters_space_05_f000109::guitarset::player::00,mlaad_tiny::en::hunters_space_05_f000109,guitarset::player::00,mlaad::hunters_space_05,guitarset_player_00,hunters_space_05_f000109,00_BN3-154-E_comp_mic,simultaneous,-3.0,0.25,0.0,0.1,0.0,0.0,cal_v12_b,none,https://huggingface.co/datasets/mueller91/MLAAD-tiny|https://zenodo.org/records/3371780,9143e5ea709575ebab6bec52840a1043aada7bb1|Zenodo record 3371780,voice[CC BY-NC 4.0] + music[CC BY 4.0],YES,CONDITIONAL,YES_NONCOMMERCIAL_ONLY|FOLLOW_RECORDED_CC_LICENSE,CAL_V12 derived public mix,1b002aea8fe97cc5b7b8253c745e0a430f22cec583345521fbbb9cc8b302824e,calv12::mlaad_tiny::en::hunters_space_05_f000109::guitarset::player::00,cal_v12,public_v9_train_reserve,FR
MIX::data\raw\public_v9\mlaad_tiny\fake\en\Qwen2.5-Omni\hunters_space_05_f000109.wav|data\raw\public_v9\echoes_fma_paired\real\fma_74900.mp3,1,1,0,1,1,voice=mlaad::hunters_space_05|music=fma_artist_10484,mix::MLAAD::Qwen2.5-Omni::Echoes::FMA_original,cal_v12::mlaad_tiny_matched::echoes_fma_paired,cal_v12_public_mix,mueller91/MLAAD-tiny|Octavian97/Echoes + official FMA,calv12::hunters_space_05_f000109::fma_74900::0370,calv12::mlaad_tiny::en::hunters_space_05_f000109::echoes_fma::74900,mlaad_tiny::en::hunters_space_05_f000109,echoes_fma::74900,mlaad::hunters_space_05,fma_artist_10484,hunters_space_05_f000109,fma_74900,simultaneous,-6.0,0.75,0.0,0.1,0.0,0.0,cal_v12_b,none,https://huggingface.co/datasets/mueller91/MLAAD-tiny|https://huggingface.co/datasets/Octavian97/Echoes ; https://github.com/mdeff/fma,9143e5ea709575ebab6bec52840a1043aada7bb1|Echoes 14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2; FMA metadata rc1,voice[CC BY-NC 4.0] + music[generated CC BY-SA 4.0; original http://creativecommons.org/licenses/by/4.0/],YES,CONDITIONAL,YES_NONCOMMERCIAL_ONLY|FOLLOW_ORIGINAL_FMA_TRACK_LICENSE,CAL_V12 derived public mix,e801c1de43278b31f40cf5111e6fb6a58e7f11a09b9c8b4a733a222e9800b080,calv12::mlaad_tiny::en::hunters_space_05_f000109::echoes_fma::74900,cal_v12,public_v9_train_reserve,FR
MIX::data\raw\public_v9\mlaad_tiny\fake\en\Higgs-Audio-V2\hunters_space_06_f000014.wav|data\raw\public_v9\real_music\guitarset\00_BN2-166-Ab_comp_mic.wav,1,1,0,1,1,voice=mlaad::hunters_space_06|music=guitarset_player_00,mix::MLAAD::Higgs-Audio-V2::guitarset_mic::real,cal_v12::mlaad_tiny_matched::guitarset_mic,cal_v12_public_mix,mueller91/MLAAD-tiny|not_huggingface_official_archive,calv12::hunters_space_06_f000014::00_BN2-166-Ab_comp_mic::0325,calv12::mlaad_tiny::en::hunters_space_06_f000014::guitarset::player::00,mlaad_tiny::en::hunters_space_06_f000014,guitarset::player::00,mlaad::hunters_space_06,guitarset_player_00,hunters_space_06_f000014,00_BN2-166-Ab_comp_mic,simultaneous,-6.0,0.5,0.0,0.1,0.0,0.0,cal_v12_b,none,https://huggingface.co/datasets/mueller91/MLAAD-tiny|https://zenodo.org/records/3371780,9143e5ea709575ebab6bec52840a1043aada7bb1|Zenodo record 3371780,voice[CC BY-NC 4.0] + music[CC BY 4.0],YES,CONDITIONAL,YES_NONCOMMERCIAL_ONLY|FOLLOW_RECORDED_CC_LICENSE,CAL_V12 derived public mix,ec9b5ec5819a8545f66d500298c50af10f0a1f0e81975c7f8d2f9945c1e77e82,calv12::mlaad_tiny::en::hunters_space_06_f000014::guitarset::player::00,cal_v12,public_v9_train_reserve,FR
MIX::data\raw\public_v9\mlaad_tiny\fake\en\f5-tts\hunters_space_06_f000023.wav|data\raw\public_v9\real_music\jamendo\383000.low.mp3,1,1,0,1,1,voice=mlaad::hunters_space_06|music=jamendo_artist_23f4f64ec4f7c50c,mix::MLAAD::f5-tts::mtg_jamendo_cc::real,cal_v12::mlaad_tiny_matched::mtg_jamendo_cc,cal_v12_public_mix,mueller91/MLAAD-tiny|not_huggingface_official_archive,calv12::hunters_space_06_f000023::jamendo_383000::0307,calv12::mlaad_tiny::en::hunters_space_06_f000023::jamendo::artist::23f4f64ec4f7c50c,mlaad_tiny::en::hunters_space_06_f000023,jamendo::artist::23f4f64ec4f7c50c,mlaad::hunters_space_06,jamendo_artist_23f4f64ec4f7c50c,hunters_space_06_f000023,jamendo_383000,simultaneous,0.0,1.0,0.0,0.1,0.0,0.0,cal_v12_b,none,https://huggingface.co/datasets/mueller91/MLAAD-tiny|https://github.com/MTG/mtg-jamendo-dataset,9143e5ea709575ebab6bec52840a1043aada7bb1|raw_30s audio-low shard 00,voice[CC BY-NC 4.0] + music[http://creativecommons.org/licenses/by-sa/2.0/fr/],YES,CONDITIONAL,YES_NONCOMMERCIAL_ONLY|FOLLOW_RECORDED_CC_LICENSE,CAL_V12 derived public mix,b2b27142d734f2cc391e7a5f47ffc50341897ff07a8c3633f85ea1fdfdeb590e,calv12::mlaad_tiny::en::hunters_space_06_f000023::jamendo::artist::23f4f64ec4f7c50c,cal_v12,public_v9_train_reserve,FR
MIX::data\raw\public_v9\mlaad_tiny\fake\en\MiniCPM-o-2.6\hunters_space_06_f000036.wav|data\raw\public_v9\real_music\guitarset\00_Rock2-85-F_solo_mic.wav,1,1,0,1,1,voice=mlaad::hunters_space_06|music=guitarset_player_00,mix::MLAAD::MiniCPM-o-2.6::guitarset_mic::real,cal_v12::mlaad_tiny_matched::guitarset_mic,cal_v12_public_mix,mueller91/MLAAD-tiny|not_huggingface_official_archive,calv12::hunters_space_06_f000036::00_Rock2-85-F_solo_mic::0253,calv12::mlaad_tiny::en::hunters_space_06_f000036::guitarset::player::00,mlaad_tiny::en::hunters_space_06_f000036,guitarset::player::00,mlaad::hunters_space_06,guitarset_player_00,hunters_space_06_f000036,00_Rock2-85-F_solo_mic,simultaneous,3.0,0.5,0.0,0.1,0.0,0.0,cal_v12_b,none,https://huggingface.co/datasets/mueller91/MLAAD-tiny|https://zenodo.org/records/3371780,9143e5ea709575ebab6bec52840a1043aada7bb1|Zenodo record 3371780,voice[CC BY-NC 4.0] + music[CC BY 4.0],YES,CONDITIONAL,YES_NONCOMMERCIAL_ONLY|FOLLOW_RECORDED_CC_LICENSE,CAL_V12 derived public mix,d55c8b3408b6c9429dc5ab4a3e4e5a2bd2e7a91c49a64543e4df2d597eece9db,calv12::mlaad_tiny::en::hunters_space_06_f000036::guitarset::player::00,cal_v12,public_v9_train_reserve,FR
MIX::data\raw\public_v9\mlaad_tiny\fake\en\MiniCPM-o-2.6\hunters_space_06_f000036.wav|data\raw\public_v9\real_music\guitarset\00_SS1-68-E_comp_mic.wav,1,1,0,1,1,voice=mlaad::hunters_space_06|music=guitarset_player_00,mix::MLAAD::MiniCPM-o-2.6::guitarset_mic::real,cal_v12::mlaad_tiny_matched::guitarset_mic,cal_v12_public_mix,mueller91/MLAAD-tiny|not_huggingface_official_archive,calv12::hunters_space_06_f000036::00_SS1-68-E_comp_mic::0367,calv12::mlaad_tiny::en::hunters_space_06_f000036::guitarset::player::00,mlaad_tiny::en::hunters_space_06_f000036,guitarset::player::00,mlaad::hunters_space_06,guitarset_player_00,hunters_space_06_f000036,00_SS1-68-E_comp_mic,simultaneous,0.0,1.0,0.0,0.1,0.0,0.0,cal_v12_b,none,https://huggingface.co/datasets/mueller91/MLAAD-tiny|https://zenodo.org/records/3371780,9143e5ea709575ebab6bec52840a1043aada7bb1|Zenodo record 3371780,voice[CC BY-NC 4.0] + music[CC BY 4.0],YES,CONDITIONAL,YES_NONCOMMERCIAL_ONLY|FOLLOW_RECORDED_CC_LICENSE,CAL_V12 derived public mix,60c39643dc886cbff89f226d5044776cbafd162ebdfde19fc523e9613577036e,calv12::mlaad_tiny::en::hunters_space_06_f000036::guitarset::player::00,cal_v12,public_v9_train_reserve,FR
MIX::data\raw\public_v9\mlaad_tiny\fake\en\Higgs-Audio-V2\hunters_space_08_f000081.wav|data\raw\public_v9\real_music\jamendo\47900.low.mp3,1,1,0,1,1,voice=mlaad::hunters_space_08|music=jamendo_artist_3f8c7625055b4575,mix::MLAAD::Higgs-Audio-V2::mtg_jamendo_cc::real,cal_v12::mlaad_tiny_matched::mtg_jamendo_cc,cal_v12_public_mix,mueller91/MLAAD-tiny|not_huggingface_official_archive,calv12::hunters_space_08_f000081::jamendo_47900::0304,calv12::mlaad_tiny::en::hunters_space_08_f000081::jamendo::artist::3f8c7625055b4575,mlaad_tiny::en::hunters_space_08_f000081,jamendo::artist::3f8c7625055b4575,mlaad::hunters_space_08,jamendo_artist_3f8c7625055b4575,hunters_space_08_f000081,jamendo_47900,simultaneous,6.0,0.25,0.0,0.1,0.0,0.0,cal_v12_b,none,https://huggingface.co/datasets/mueller91/MLAAD-tiny|https://github.com/MTG/mtg-jamendo-dataset,9143e5ea709575ebab6bec52840a1043aada7bb1|raw_30s audio-low shard 00,voice[CC BY-NC 4.0] + music[http://creativecommons.org/licenses/by-nc-sa/2.0/fr/],YES,CONDITIONAL,YES_NONCOMMERCIAL_ONLY|FOLLOW_RECORDED_CC_LICENSE,CAL_V12 derived public mix,15f13c97ab5f044b3f19f25bca0d09b2a7342566abbc22411282cd716366553c,calv12::mlaad_tiny::en::hunters_space_08_f000081::jamendo::artist::3f8c7625055b4575,cal_v12,public_v9_train_reserve,FR
