path,file_fake,voice_fake,music_fake,voice_present,music_present,speaker_id,generator,source,dataset,hf_id,original_id,split_group_id,base_voice_id,base_music_id,mix_mode,mix_snr_db,mix_overlap_fraction,mix_gap_sec,mix_crossfade_sec,mix_voice_gain_db,mix_music_gain_db,augment,source_url,version,license,allowed_for_competition,redistribution_allowed,commercial_restriction,dataset_name,content_hash,near_duplicate_group,data_role,upstream_split,upstream_label,base_voice_speaker_id,base_music_speaker_id,base_voice_original_id,base_music_original_id,calibration_fold
C:\Users\lLrich\ai_voice_data_v12\files\ef800bb02ca1efb311a7b62d36edfa66ee936b284587f3020c0ac8cc009ef889.wav,0,0,0,0,1,gtzan_6_metal.00084,GTZAN_genre_6,gtzan_real_v2,gtzan_real,sanchit-gandhi/gtzan,gtzan_v2_metal.00084,gtzan::gtzan_v2_metal.00084,,gtzan::gtzan_v2_metal.00084,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\1895a076283045e1d62ce850b24225898d9258f0aa87118589ada358d972042c.wav,0,0,0,0,1,gtzan_6_metal.00085,GTZAN_genre_6,gtzan_real_v2,gtzan_real,sanchit-gandhi/gtzan,gtzan_v2_metal.00085,gtzan::gtzan_v2_metal.00085,,gtzan::gtzan_v2_metal.00085,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\e6e1a145fec9db887c2c62f450488e6dc06c739dc0a90d5ec595984355500ffc.wav,0,0,0,0,1,gtzan_6_metal.00087,GTZAN_genre_6,gtzan_real_v2,gtzan_real,sanchit-gandhi/gtzan,gtzan_v2_metal.00087,gtzan::gtzan_v2_metal.00087,,gtzan::gtzan_v2_metal.00087,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\66ebcd7a51fe96870881da293091303cf4866aa08763c3f372255192d9187e23.wav,0,0,0,0,1,gtzan_6_metal.00088,GTZAN_genre_6,gtzan_real_v2,gtzan_real,sanchit-gandhi/gtzan,gtzan_v2_metal.00088,gtzan::gtzan_v2_metal.00088,,gtzan::gtzan_v2_metal.00088,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\f1745409ab12fe53f8e5819cd1195c7264833ebcd0723fa1b611bba0d0608917.wav,0,0,0,0,1,gtzan_6_metal.00089,GTZAN_genre_6,gtzan_real_v2,gtzan_real,sanchit-gandhi/gtzan,gtzan_v2_metal.00089,gtzan::gtzan_v2_metal.00089,,gtzan::gtzan_v2_metal.00089,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\f6c0018da5bb2facd42f689e5a0eac54df233b89b316a46fe32fd2f541dca12a.wav,0,0,0,0,1,gtzan_6_metal.00090,GTZAN_genre_6,gtzan_real_v2,gtzan_real,sanchit-gandhi/gtzan,gtzan_v2_metal.00090,gtzan::gtzan_v2_metal.00090,,gtzan::gtzan_v2_metal.00090,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\45d1aba0bb64f2d416da30f3bed49a78c716b1fbe64f44d737fad9a718c742a9.wav,0,0,0,0,1,gtzan_6_metal.00091,GTZAN_genre_6,gtzan_real_v2,gtzan_real,sanchit-gandhi/gtzan,gtzan_v2_metal.00091,gtzan::gtzan_v2_metal.00091,,gtzan::gtzan_v2_metal.00091,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\f9c179b858c6fc1178a859ed5ee814a4baef4f0b098a4dda453a39aa9c352f20.wav,0,0,0,0,1,gtzan_6_metal.00092,GTZAN_genre_6,gtzan_real_v2,gtzan_real,sanchit-gandhi/gtzan,gtzan_v2_metal.00092,gtzan::gtzan_v2_metal.00092,,gtzan::gtzan_v2_metal.00092,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\f93d718def4d5f672314b4dc0bb83bdcd8e396afaf456d6b0af7cab70352bf91.wav,0,0,0,0,1,gtzan_6_metal.00093,GTZAN_genre_6,gtzan_real_v2,gtzan_real,sanchit-gandhi/gtzan,gtzan_v2_metal.00093,gtzan::gtzan_v2_metal.00093,,gtzan::gtzan_v2_metal.00093,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\1f2a1b0f878c208c0cf9f73326980cc8fd306ffed1f6a3eb0cfb56258f279740.wav,0,0,0,0,1,gtzan_6_metal.00096,GTZAN_genre_6,gtzan_real_v2,gtzan_real,sanchit-gandhi/gtzan,gtzan_v2_metal.00096,gtzan::gtzan_v2_metal.00096,,gtzan::gtzan_v2_metal.00096,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\b3271c709dd8017bb6ae535411199ecf9b9eb00b05196752fcb93141aa1a53ce.wav,0,0,0,0,1,gtzan_6_metal.00097,GTZAN_genre_6,gtzan_real_v2,gtzan_real,sanchit-gandhi/gtzan,gtzan_v2_metal.00097,gtzan::gtzan_v2_metal.00097,,gtzan::gtzan_v2_metal.00097,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\c57a4f889a27e0c8f22379f758b63e80b3848994f3cecf3db83828f43fc8d559.wav,0,0,0,0,1,gtzan_6_metal.00098,GTZAN_genre_6,gtzan_real_v2,gtzan_real,sanchit-gandhi/gtzan,gtzan_v2_metal.00098,gtzan::gtzan_v2_metal.00098,,gtzan::gtzan_v2_metal.00098,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\af368bb18d265abf0082de30069223e49fae95e34885f116f45a61405213337d.wav,0,0,0,0,1,gtzan_6_metal.00099,GTZAN_genre_6,gtzan_real_v2,gtzan_real,sanchit-gandhi/gtzan,gtzan_v2_metal.00099,gtzan::gtzan_v2_metal.00099,,gtzan::gtzan_v2_metal.00099,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\3f28ee03acaf7732b275b6437338c50de158140943faef050c7f1fb68c0efbef.wav,0,0,0,0,1,gtzan_7_pop.00000,GTZAN_genre_7,gtzan_real_v2,gtzan_real,sanchit-gandhi/gtzan,gtzan_v2_pop.00000,gtzan::gtzan_v2_pop.00000,,gtzan::gtzan_v2_pop.00000,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\3a1fa599cc99653cbc10c4698fd573c6928f2bdd26681a552a5cc7d4c24bf2c3.wav,0,0,0,0,1,gtzan_7_pop.00002,GTZAN_genre_7,gtzan_real_v2,gtzan_real,sanchit-gandhi/gtzan,gtzan_v2_pop.00002,gtzan::gtzan_v2_pop.00002,,gtzan::gtzan_v2_pop.00002,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\b3f994434e87ab49a818cd9fd109757b7c0a5567b18a82ea0d2b6537041de245.wav,0,0,0,0,1,gtzan_7_pop.00003,GTZAN_genre_7,gtzan_real_v2,gtzan_real,sanchit-gandhi/gtzan,gtzan_v2_pop.00003,gtzan::gtzan_v2_pop.00003,,gtzan::gtzan_v2_pop.00003,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\bb98207ab76c08ad885d6c122ceee345a045098948b1cc96825efb027d0a84bd.wav,0,0,0,0,1,gtzan_7_pop.00005,GTZAN_genre_7,gtzan_real_v2,gtzan_real,sanchit-gandhi/gtzan,gtzan_v2_pop.00005,gtzan::gtzan_v2_pop.00005,,gtzan::gtzan_v2_pop.00005,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\9f347ca814cac6c7ccfaa001cf941fc1d5327c90f4f4ec628fd5cba972c66bdb.wav,0,0,0,0,1,gtzan_7_pop.00006,GTZAN_genre_7,gtzan_real_v2,gtzan_real,sanchit-gandhi/gtzan,gtzan_v2_pop.00006,gtzan::gtzan_v2_pop.00006,,gtzan::gtzan_v2_pop.00006,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\82b926192ce814e589db51a2fea0429a94057e4b957f5490c380c9e4aa67e40c.wav,0,0,0,0,1,gtzan_7_pop.00007,GTZAN_genre_7,gtzan_real_v2,gtzan_real,sanchit-gandhi/gtzan,gtzan_v2_pop.00007,gtzan::gtzan_v2_pop.00007,,gtzan::gtzan_v2_pop.00007,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\c0d8f191e0ec7c6d732e8609237362919a5260459e5c6d5f44566c321cdeb874.wav,0,0,0,0,1,gtzan_7_pop.00008,GTZAN_genre_7,gtzan_real_v2,gtzan_real,sanchit-gandhi/gtzan,gtzan_v2_pop.00008,gtzan::gtzan_v2_pop.00008,,gtzan::gtzan_v2_pop.00008,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\fb5e74f166215f91d2b802c024c89e7018baf8272ed79e198800fce8f93b438b.wav,0,0,0,0,1,gtzan_7_pop.00009,GTZAN_genre_7,gtzan_real_v2,gtzan_real,sanchit-gandhi/gtzan,gtzan_v2_pop.00009,gtzan::gtzan_v2_pop.00009,,gtzan::gtzan_v2_pop.00009,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\ed3acc854f1467473fd7fb501ec04169853548068fc2f1e7229276a9e55e646a.wav,0,0,0,0,1,gtzan_7_pop.00010,GTZAN_genre_7,gtzan_real_v2,gtzan_real,sanchit-gandhi/gtzan,gtzan_v2_pop.00010,gtzan::gtzan_v2_pop.00010,,gtzan::gtzan_v2_pop.00010,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\19d15aef15b0c22b5feacfb89d09fa4dbf6485a1a8d4355627f1bbe313f7f39d.wav,0,0,0,0,1,gtzan_7_pop.00012,GTZAN_genre_7,gtzan_real_v2,gtzan_real,sanchit-gandhi/gtzan,gtzan_v2_pop.00012,gtzan::gtzan_v2_pop.00012,,gtzan::gtzan_v2_pop.00012,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\5d9d104409d43e51d004a443a1a284af5268d7e3ac5ee907b37594a4d45be23a.wav,0,0,0,0,1,gtzan_7_pop.00014,GTZAN_genre_7,gtzan_real_v2,gtzan_real,sanchit-gandhi/gtzan,gtzan_v2_pop.00014,gtzan::gtzan_v2_pop.00014,,gtzan::gtzan_v2_pop.00014,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\0c7bfdbeeffbee6c633be956e653eb49e7f52ffff86910f24332d815b7e5b807.wav,0,0,0,0,1,gtzan_7_pop.00015,GTZAN_genre_7,gtzan_real_v2,gtzan_real,sanchit-gandhi/gtzan,gtzan_v2_pop.00015,gtzan::gtzan_v2_pop.00015,,gtzan::gtzan_v2_pop.00015,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\f5ca7be9f81d808cd2c5497d16765bb35d4664175c0d8765b1437037833e64fe.wav,0,0,0,0,1,gtzan_7_pop.00016,GTZAN_genre_7,gtzan_real_v2,gtzan_real,sanchit-gandhi/gtzan,gtzan_v2_pop.00016,gtzan::gtzan_v2_pop.00016,,gtzan::gtzan_v2_pop.00016,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\0f534671f25a614dbf91183c7d0bf8f0bd0812db16ea18fc42ff251ca49c86cd.wav,0,0,0,0,1,gtzan_7_pop.00022,GTZAN_genre_7,gtzan_real_v2,gtzan_real,sanchit-gandhi/gtzan,gtzan_v2_pop.00022,gtzan::gtzan_v2_pop.00022,,gtzan::gtzan_v2_pop.00022,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\ae318985a9ebfcd0d4a6736c4c95d9264e748442168c622d1597cdd596ca3564.wav,0,0,0,0,1,gtzan_7_pop.00023,GTZAN_genre_7,gtzan_real_v2,gtzan_real,sanchit-gandhi/gtzan,gtzan_v2_pop.00023,gtzan::gtzan_v2_pop.00023,,gtzan::gtzan_v2_pop.00023,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\1a202b859c517f5af763479d445edb321c7b049d7e1b1da36719c07c807f9a3d.wav,0,0,0,0,1,gtzan_7_pop.00024,GTZAN_genre_7,gtzan_real_v2,gtzan_real,sanchit-gandhi/gtzan,gtzan_v2_pop.00024,gtzan::gtzan_v2_pop.00024,,gtzan::gtzan_v2_pop.00024,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\8930637b0036ff47d5f3063b2b8798e4455ab9014746132a46153fe5697360af.wav,0,0,0,0,1,gtzan_7_pop.00025,GTZAN_genre_7,gtzan_real_v2,gtzan_real,sanchit-gandhi/gtzan,gtzan_v2_pop.00025,gtzan::gtzan_v2_pop.00025,,gtzan::gtzan_v2_pop.00025,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\f3df5a42064c6a228249a6fa5ffd3bde39d22a92fd09d9f24715c6dd2edb4216.wav,0,0,0,0,1,gtzan_7_pop.00026,GTZAN_genre_7,gtzan_real_v2,gtzan_real,sanchit-gandhi/gtzan,gtzan_v2_pop.00026,gtzan::gtzan_v2_pop.00026,,gtzan::gtzan_v2_pop.00026,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\594bb72da1cd11e8bdd5d3700eb2bcd0b9e06c8246d75a0baae3ac8daf28722c.wav,0,0,0,0,1,gtzan_7_pop.00031,GTZAN_genre_7,gtzan_real_v2,gtzan_real,sanchit-gandhi/gtzan,gtzan_v2_pop.00031,gtzan::gtzan_v2_pop.00031,,gtzan::gtzan_v2_pop.00031,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\1f092cabf83516b15b2cc96c5e50ce7e08a64569e4ad3525a53fe48f00b7fa3a.wav,0,0,0,0,1,gtzan_7_pop.00032,GTZAN_genre_7,gtzan_real_v2,gtzan_real,sanchit-gandhi/gtzan,gtzan_v2_pop.00032,gtzan::gtzan_v2_pop.00032,,gtzan::gtzan_v2_pop.00032,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\553d578351678c6c4827cf7628b24b459116f65fb58a7a558729e7d5f3d337b5.wav,0,0,0,0,1,gtzan_7_pop.00033,GTZAN_genre_7,gtzan_real_v2,gtzan_real,sanchit-gandhi/gtzan,gtzan_v2_pop.00033,gtzan::gtzan_v2_pop.00033,,gtzan::gtzan_v2_pop.00033,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\ebb7a9d85ee3f504e69e73b50f440212968ecad5781fe8b2654a93822ca4d16f.wav,0,0,0,0,1,gtzan_7_pop.00034,GTZAN_genre_7,gtzan_real_v2,gtzan_real,sanchit-gandhi/gtzan,gtzan_v2_pop.00034,gtzan::gtzan_v2_pop.00034,,gtzan::gtzan_v2_pop.00034,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\fff3d605e8167438df88487bf8d904f964241cbc3e266a08ea43dfd7a61ecb59.wav,0,0,0,0,1,gtzan_7_pop.00035,GTZAN_genre_7,gtzan_real_v2,gtzan_real,sanchit-gandhi/gtzan,gtzan_v2_pop.00035,gtzan::gtzan_v2_pop.00035,,gtzan::gtzan_v2_pop.00035,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\b1a377dcb46e101ab27ef0044233e771fc4848f872922dd12e67c9eb5fd807b5.wav,0,0,0,0,1,gtzan_7_pop.00036,GTZAN_genre_7,gtzan_real_v2,gtzan_real,sanchit-gandhi/gtzan,gtzan_v2_pop.00036,gtzan::gtzan_v2_pop.00036,,gtzan::gtzan_v2_pop.00036,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\438ae110a8b9c22af2e8031ed873bb10aa13ed021b848f333959b2fede183922.wav,0,0,0,0,1,gtzan_7_pop.00037,GTZAN_genre_7,gtzan_real_v2,gtzan_real,sanchit-gandhi/gtzan,gtzan_v2_pop.00037,gtzan::gtzan_v2_pop.00037,,gtzan::gtzan_v2_pop.00037,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\7638fd15fce671468da113336304c78f9dfb22479d40a0713aecb467d40588b2.wav,0,0,0,0,1,gtzan_7_pop.00039,GTZAN_genre_7,gtzan_real_v2,gtzan_real,sanchit-gandhi/gtzan,gtzan_v2_pop.00039,gtzan::gtzan_v2_pop.00039,,gtzan::gtzan_v2_pop.00039,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\d6a35564f6074ee60b606a2e175f7a0753a337f271ec1952bac1e9266e2b1fe8.wav,0,0,0,0,1,gtzan_7_pop.00040,GTZAN_genre_7,gtzan_real_v2,gtzan_real,sanchit-gandhi/gtzan,gtzan_v2_pop.00040,gtzan::gtzan_v2_pop.00040,,gtzan::gtzan_v2_pop.00040,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\7650cf8b30a6d3abbb2ac810c3abeded65800fc94a7ecd7219d2fea76e88c4b8.wav,0,0,0,0,1,gtzan_7_pop.00041,GTZAN_genre_7,gtzan_real_v2,gtzan_real,sanchit-gandhi/gtzan,gtzan_v2_pop.00041,gtzan::gtzan_v2_pop.00041,,gtzan::gtzan_v2_pop.00041,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\c144fe3985568595d34166039768733f65580b8ef6c7ddd60bd7ee5703e3a9d7.wav,0,0,0,0,1,gtzan_7_pop.00044,GTZAN_genre_7,gtzan_real_v2,gtzan_real,sanchit-gandhi/gtzan,gtzan_v2_pop.00044,gtzan::gtzan_v2_pop.00044,,gtzan::gtzan_v2_pop.00044,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\5ed3f1d8576cd54a8d8512b7014c8eaf313d01ccc57b752fcf73288243d8d99d.wav,0,0,0,0,1,gtzan_7_pop.00046,GTZAN_genre_7,gtzan_real_v2,gtzan_real,sanchit-gandhi/gtzan,gtzan_v2_pop.00046,gtzan::gtzan_v2_pop.00046,,gtzan::gtzan_v2_pop.00046,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\b130306c45aff1ac44e0a3561156698e24cd28ce1be3685a12888e08233ab645.wav,0,0,0,0,1,gtzan_7_pop.00047,GTZAN_genre_7,gtzan_real_v2,gtzan_real,sanchit-gandhi/gtzan,gtzan_v2_pop.00047,gtzan::gtzan_v2_pop.00047,,gtzan::gtzan_v2_pop.00047,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\73f3e2f5301111cf8203cc7a6ea93facab49bb06ac9b02821b3f8762093b85d6.wav,0,0,0,0,1,gtzan_7_pop.00052,GTZAN_genre_7,gtzan_real_v2,gtzan_real,sanchit-gandhi/gtzan,gtzan_v2_pop.00052,gtzan::gtzan_v2_pop.00052,,gtzan::gtzan_v2_pop.00052,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\76564b880700f47f9824c666623e0cb2a1e1883b47a0b80027c5359ad4172dea.wav,0,0,0,0,1,gtzan_7_pop.00053,GTZAN_genre_7,gtzan_real_v2,gtzan_real,sanchit-gandhi/gtzan,gtzan_v2_pop.00053,gtzan::gtzan_v2_pop.00053,,gtzan::gtzan_v2_pop.00053,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\cc2f1909c605c30e428a2d47232d3178d38dc3b39b9e4bfe15995dcb4324f4b6.wav,0,0,0,0,1,gtzan_7_pop.00055,GTZAN_genre_7,gtzan_real_v2,gtzan_real,sanchit-gandhi/gtzan,gtzan_v2_pop.00055,gtzan::gtzan_v2_pop.00055,,gtzan::gtzan_v2_pop.00055,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\8767abd1e1ec2728e7345c2c0bc376cc62465f901f519c7ad1ade6c6cef34498.wav,0,0,0,0,1,gtzan_7_pop.00056,GTZAN_genre_7,gtzan_real_v2,gtzan_real,sanchit-gandhi/gtzan,gtzan_v2_pop.00056,gtzan::gtzan_v2_pop.00056,,gtzan::gtzan_v2_pop.00056,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\553d7da2ac2dd33b5ed7efe9ad4ff1f9635d75705207e808600671f80922c9be.wav,0,0,0,0,1,gtzan_7_pop.00058,GTZAN_genre_7,gtzan_real_v2,gtzan_real,sanchit-gandhi/gtzan,gtzan_v2_pop.00058,gtzan::gtzan_v2_pop.00058,,gtzan::gtzan_v2_pop.00058,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\bbe44a35ea4c71b364b4a173062fb9e50e726196886a7244f84d94cb31f6c6d3.wav,0,0,0,0,1,gtzan_7_pop.00062,GTZAN_genre_7,gtzan_real_v2,gtzan_real,sanchit-gandhi/gtzan,gtzan_v2_pop.00062,gtzan::gtzan_v2_pop.00062,,gtzan::gtzan_v2_pop.00062,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\41a5ee35b16cb2371822ff7ea3a3f58f8bfdf2a6697d542538b25f09dfc6dde4.wav,0,0,0,0,1,gtzan_7_pop.00063,GTZAN_genre_7,gtzan_real_v2,gtzan_real,sanchit-gandhi/gtzan,gtzan_v2_pop.00063,gtzan::gtzan_v2_pop.00063,,gtzan::gtzan_v2_pop.00063,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\cc8ff5f3b2f3d8389a44065f266398ff99a00e1060f63a78b1e9e01b241acd93.wav,0,0,0,0,1,gtzan_7_pop.00066,GTZAN_genre_7,gtzan_real_v2,gtzan_real,sanchit-gandhi/gtzan,gtzan_v2_pop.00066,gtzan::gtzan_v2_pop.00066,,gtzan::gtzan_v2_pop.00066,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\2301f6e86dfd5bb4d58cf5bd6bacdf1a1c6e3aa727dfd366afd85c7d63aad8bf.wav,0,0,0,0,1,gtzan_7_pop.00067,GTZAN_genre_7,gtzan_real_v2,gtzan_real,sanchit-gandhi/gtzan,gtzan_v2_pop.00067,gtzan::gtzan_v2_pop.00067,,gtzan::gtzan_v2_pop.00067,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\c2d75f2ff03f894058ff0cebc41919a64b92bfecd2096d262817315ac6cdbc17.wav,0,0,0,0,1,gtzan_7_pop.00068,GTZAN_genre_7,gtzan_real_v2,gtzan_real,sanchit-gandhi/gtzan,gtzan_v2_pop.00068,gtzan::gtzan_v2_pop.00068,,gtzan::gtzan_v2_pop.00068,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\e3ec94085a05a4a2290d846ad9dc06a3af7c60f66d6e0370a0d66dd8bd0df494.wav,0,0,0,0,1,gtzan_7_pop.00069,GTZAN_genre_7,gtzan_real_v2,gtzan_real,sanchit-gandhi/gtzan,gtzan_v2_pop.00069,gtzan::gtzan_v2_pop.00069,,gtzan::gtzan_v2_pop.00069,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\f39600809735973e57d94eeb44708f50f9ecd9abcbd180359068f081184d2f75.wav,0,0,0,0,1,gtzan_7_pop.00072,GTZAN_genre_7,gtzan_real_v2,gtzan_real,sanchit-gandhi/gtzan,gtzan_v2_pop.00072,gtzan::gtzan_v2_pop.00072,,gtzan::gtzan_v2_pop.00072,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\9d7ea83a5581f486510fac756c8dc9d91c118f8e543a36e29d9ce0b70dfe6f42.wav,0,0,0,0,1,gtzan_7_pop.00074,GTZAN_genre_7,gtzan_real_v2,gtzan_real,sanchit-gandhi/gtzan,gtzan_v2_pop.00074,gtzan::gtzan_v2_pop.00074,,gtzan::gtzan_v2_pop.00074,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\82f4c59ff35ea8c4f2fb4ba07874c3774f9eff23988f8a1c92d7bef5be04b763.wav,0,0,0,0,1,gtzan_7_pop.00075,GTZAN_genre_7,gtzan_real_v2,gtzan_real,sanchit-gandhi/gtzan,gtzan_v2_pop.00075,gtzan::gtzan_v2_pop.00075,,gtzan::gtzan_v2_pop.00075,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\d71425f4e47330d3cf856e26c27e60d9b9381689a064330cc968e744db0362a9.wav,0,0,0,0,1,gtzan_7_pop.00076,GTZAN_genre_7,gtzan_real_v2,gtzan_real,sanchit-gandhi/gtzan,gtzan_v2_pop.00076,gtzan::gtzan_v2_pop.00076,,gtzan::gtzan_v2_pop.00076,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\0d52e0b45ae292d9839c692aa5f545f54042131248590bd094fe45127175efbb.wav,0,0,0,0,1,gtzan_7_pop.00077,GTZAN_genre_7,gtzan_real_v2,gtzan_real,sanchit-gandhi/gtzan,gtzan_v2_pop.00077,gtzan::gtzan_v2_pop.00077,,gtzan::gtzan_v2_pop.00077,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\8796a1050cbcdbedde0357eff384f4e973252af449e93b8029d1b41e891f3a54.wav,0,0,0,0,1,gtzan_7_pop.00078,GTZAN_genre_7,gtzan_real_v2,gtzan_real,sanchit-gandhi/gtzan,gtzan_v2_pop.00078,gtzan::gtzan_v2_pop.00078,,gtzan::gtzan_v2_pop.00078,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
C:\Users\lLrich\ai_voice_data_v12\files\571e7861c0f3b6520f6184da6f53f2252ef50d85f0e7549b06c921bdb6352ac6.wav,0,0,0,0,1,gtzan_7_pop.00079,GTZAN_genre_7,gtzan_real_v2,gtzan_real,sanchit-gandhi/gtzan,gtzan_v2_pop.00079,gtzan::gtzan_v2_pop.00079,,gtzan::gtzan_v2_pop.00079,,,,,,,,none,,,,,,,,,,train_v12,,,,,,,
