path,split,calibration_fold,source,generator,is_mixed,y_file_fake,y_voice_fake,y_music_fake,y_voice_present,y_music_present,df,df_primary,df_second,df_has_second,df_used,duration_sec,vf,mf,vfile,mfile,vp_model,mp_model,vp_panns,mp_panns,baseline_vf,baseline_mf,baseline_vfile,baseline_mfile,baseline_vp_model,baseline_mp_model,v9_vf,v9_vfile,v9_vp_model,v9_mf,v9_mfile,v9_mp_model
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ016-0393.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0157.wav,fusion_calibration,cal_c,split_internal_mix,mix::WF7::AudioLDM2,True,1.0,1.0,1.0,1.0,1.0,0.9547855610189722,0.9114231661226097,0.9981479559153346,True,True,9.2604375,0.7314989566802979,0.9998307824134827,0.7397007346153259,0.9998206496238708,0.8112735748291016,0.999902606010437,0.0201099142432212,0.0350129678845405,0.4415134489536285,0.992476224899292,0.4489021897315979,0.9931657314300536,0.0145819596946239,0.9207571744918824,0.7395769357681274,0.7315808534622192,0.3897075057029724,0.9985979199409485,0.9984710216522217,0.9920117855072021
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ050-0190.wav,fusion_calibration,cal_a,wavefake_ajay,WF7,False,1.0,1.0,0.0,1.0,0.0,0.997364282885328,0.9994034773552112,0.9953250884154446,True,True,8.510125,0.7831367254257202,0.5401276350021362,0.7871255874633789,0.5534547567367554,0.9809551239013672,0.12570706009864807,0.8195128440856934,0.0283749848604202,0.7395275831222534,0.1736537665128708,0.7458341121673584,0.2379727363586425,0.9971400499343872,0.0112223736941814,0.5948814749717712,0.5780336856842041,0.9748295545578003,0.8158137202262878,0.818428635597229,0.17495523393154144
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ050-0187.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0223.wav,fusion_calibration,cal_a,split_internal_mix,mix::WF4::AudioLDM2,True,1.0,1.0,1.0,1.0,1.0,0.866467100639498,0.7366816374096842,0.9962525638693116,True,True,10.2381875,0.7377376556396484,0.9945294857025146,0.7348979115486145,0.9945298433303833,0.72735595703125,0.9933100938796997,0.3961638510227203,0.0687445402145385,0.8558094501495361,0.9616572856903076,0.8563894033432007,0.9660053849220276,0.2033245116472244,0.638974666595459,0.6071133613586426,0.5955624580383301,0.6501559019088745,0.989931046962738,0.9903312921524048,0.977154016494751
data/raw/gtzan_unique_v2/pop.00029.wav,fusion_calibration,cal_c,gtzan_real_v2,GTZAN_genre_7,False,0.0,0.0,0.0,0.0,1.0,0.3033826813265728,0.4258081143710813,0.1809572482820643,True,True,30.0001875,0.7338771224021912,6.507430612145981e-07,0.7037272453308105,6.072240807952767e-07,0.36116909980773926,0.9999983906745911,0.0386154614388942,0.7903094291687012,0.5294238328933716,0.0188498925417661,0.5435818433761597,0.0188372246921062,0.0116704804822802,0.9670795798301696,0.5808570384979248,0.5733591318130493,0.4631287157535553,0.1971454918384552,0.1939193308353424,0.9979645609855652
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_2428-83699-0033.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0175.wav,fusion_calibration,cal_c,split_internal_mix,mix::LibriSpeech::AudioLDM2,True,1.0,0.0,1.0,1.0,1.0,0.4427600794250419,0.8659057182874416,0.0196144405626422,True,True,8.3115,0.744479238986969,0.9998641610145569,0.7505504488945007,0.999854564666748,0.7859383821487427,0.9999291896820068,0.0198391769081354,0.0748030319809913,0.8314271569252014,0.99705171585083,0.83089280128479,0.9972089529037476,0.014449942857027,0.9480024576187134,0.5522295832633972,0.5568671226501465,0.6088009476661682,0.9979737997055054,0.9980539083480835,0.9985156059265137
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ015-0100.wav|data/raw/gtzan_unique_v2/reggae.00012.wav,fusion_calibration,cal_a,split_internal_mix,mix::R::GTZAN_genre_8,True,0.0,0.0,0.0,1.0,1.0,0.1628670525302012,0.2455576366338164,0.0801764684265859,True,True,37.188375,0.6724272966384888,0.00020917246001772583,0.6684359908103943,0.0002009652671404183,0.6250928044319153,0.9991968274116516,0.0241822768002748,0.8814792037010193,0.4146832227706909,0.0207033883780241,0.4114770591259002,0.0219331476837396,0.1274354457855224,0.669700562953949,0.4751315414905548,0.45542389154434204,0.807563066482544,0.10773652791976929,0.10706818103790283,0.9822953343391418
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_8130994.flac|data/raw/gtzan_unique_v2/blues.00078.wav,fusion_calibration,cal_b,split_internal_mix,mix::A01::GTZAN_genre_0,True,1.0,1.0,0.0,1.0,1.0,0.1875069078317268,0.173948042638762,0.2010657730246915,True,True,30.013375,0.7593269944190979,4.401068508741446e-06,0.7283406853675842,4.149745109316427e-06,0.30007967352867126,0.9999882578849792,0.0335092805325984,0.9065095782279968,0.5064219236373901,0.0008910828619264,0.5184322595596313,0.0009826481109485,0.0142983002588152,0.9913097023963928,0.5770341157913208,0.5696793794631958,0.44542422890663147,0.17792394757270813,0.17772623896598816,0.9950292706489563
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ028-0356.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0069.wav,fusion_calibration,cal_c,split_internal_mix,mix::WF5::AudioLDM2,True,1.0,1.0,1.0,1.0,1.0,0.8457958776289446,0.8457958776289446,,False,True,4.66725,0.7567727565765381,0.9753943681716919,0.7606819272041321,0.9757570624351501,0.896373450756073,0.975507915019989,0.363582968711853,0.04232894256711,0.5323346853256226,0.9018054008483888,0.5230934619903564,0.9010279178619384,0.0533597394824028,0.7022312879562378,0.4951607882976532,0.4974765181541443,0.5045777559280396,0.9391524195671082,0.9400197267532349,0.9122900366783142
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0269.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0275.wav,fusion_calibration,cal_c,split_internal_mix,mix::WF7::AudioLDM2,True,1.0,1.0,1.0,1.0,1.0,0.9596943739537304,0.9387320766212284,0.980656671286232,True,True,7.677875,0.7456861138343811,0.9997759461402893,0.7514104247093201,0.9997618794441223,0.7548436522483826,0.999836802482605,0.0150514636188745,0.0319220274686813,0.5813491940498352,0.9984501600265504,0.5818243622779846,0.9985023736953736,0.0268365964293479,0.9611493945121764,0.7593036890029907,0.7478783130645752,0.3621685802936554,0.9992720484733582,0.9991623163223267,0.9725142121315002
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5554253.flac,fusion_calibration,cal_b,asvspoof2019,bonafide,False,0.0,0.0,0.0,1.0,0.0,0.0229195980319484,0.0229195980319484,,False,True,4.605,0.7462679743766785,0.300760418176651,0.7564398050308228,0.29568231105804443,0.9749569892883301,0.13914379477500916,0.6598231792449951,0.0142033649608492,0.0560802519321441,0.153892770409584,0.0589584670960903,0.2246090769767761,0.9992307424545288,0.0048434417694807,0.5478310585021973,0.5351415276527405,0.9834803938865662,0.6869573593139648,0.6858717203140259,0.21078793704509735
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_3752-4944-0025.flac|data/raw/gtzan_unique_v2/hiphop.00055.wav,fusion_calibration,cal_b,split_internal_mix,mix::LibriSpeech::GTZAN_genre_4,True,0.0,0.0,0.0,1.0,1.0,0.2777016356084639,0.4617079599270879,0.0936953112898399,True,True,33.374875,0.6801886558532715,2.5774992536753416e-05,0.6693993210792542,2.4327518985955976e-05,0.5394899249076843,0.9998435378074646,0.0628867000341415,0.8682923316955566,0.3983963429927826,0.0266478918492794,0.4043972790241241,0.0267154797911643,0.0508149303495883,0.8496038317680359,0.48945850133895874,0.4776628017425537,0.6981127858161926,0.09484724700450897,0.09153203666210175,0.9925575852394104
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_2428-83705-0029.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0005.wav,fusion_calibration,cal_c,split_internal_mix,mix::LibriSpeech::AudioLDM2,True,1.0,0.0,1.0,1.0,1.0,0.4965106480061018,0.4965106480061018,,False,True,5.83,0.7269259691238403,0.9993398785591125,0.7102723717689514,0.99930739402771,0.4858096241950989,0.9994599223136902,0.5654715895652771,0.3871038854122162,0.8131563663482666,0.9922675490379332,0.8160852193832397,0.9925939440727234,0.1050463989377021,0.7482308149337769,0.7549995183944702,0.7606266140937805,0.23451167345046997,0.9953480362892151,0.9951310157775879,0.9678400158882141
data\raw\openslr_librispeech_asr\librispeech_dev_2428-83705-0026.flac,fusion_calibration,cal_c,librispeech_dev,LibriSpeech,False,0.0,0.0,0.0,1.0,0.0,0.0281413046066353,0.0405709494080285,0.0157116598052421,True,True,10.205,0.7607374787330627,0.45556628704071045,0.7468299865722656,0.4576109051704407,0.9757343530654907,0.0735638290643692,0.7765041589736938,0.0248170047998428,0.2314164042472839,0.1148398220539093,0.2365592569112777,0.1767107844352722,0.9986966848373412,0.0029415427707135,0.5837883949279785,0.5679383277893066,0.9784585237503052,0.8051888942718506,0.8069868087768555,0.14754438400268555
data/raw/gtzan_unique_v2/classical.00088.wav,fusion_calibration,cal_a,gtzan_real_v2,GTZAN_genre_1,False,0.0,0.0,0.0,0.0,1.0,0.1774900798501856,0.1672287871892911,0.1877513725110802,True,True,30.013375,0.6534836888313293,5.811569963043439e-07,0.65328049659729,5.52914116269676e-07,0.7045761942863464,0.9999985694885254,0.0200446005910635,0.578529953956604,0.061770886182785,0.0420277789235115,0.0659557059407234,0.0467981807887554,0.1024966537952423,0.6459106802940369,0.5413398742675781,0.5202059745788574,0.6334862112998962,0.028885524719953537,0.028016647323966026,0.9985101819038391
data\raw\openslr_librispeech_asr\librispeech_dev_1462-170145-0021.flac,fusion_calibration,cal_b,librispeech_dev,LibriSpeech,False,0.0,0.0,0.0,1.0,0.0,0.0213096985464335,0.0213096985464335,,False,True,2.555,0.6716612577438354,0.44937628507614136,0.6910773515701294,0.44089335203170776,0.9748382568359375,0.04944596067070961,0.7448624968528748,0.0277812127023935,0.0743524581193924,0.1514017283916473,0.0771109089255333,0.2486122250556945,0.9992172718048096,0.0006861096480861,0.5251155495643616,0.5131036639213562,0.9817418456077576,0.75652015209198,0.7581967115402222,0.11850316822528839
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_3752-4944-0050.flac|data/raw/gtzan_unique_v2/country.00093.wav,fusion_calibration,cal_b,split_internal_mix,mix::LibriSpeech::GTZAN_genre_2,True,0.0,0.0,0.0,1.0,1.0,0.3369629758055958,0.3297821178457116,0.34414383376548,True,True,33.733375,0.7207407355308533,7.945928928165813e-07,0.6939733028411865,7.575602580800478e-07,0.45213592052459717,0.9999990463256836,0.0225768405944108,0.8676331043243408,0.4259394407272339,0.3323607742786407,0.4472883343696594,0.3149883151054382,0.0008170839282684,0.930755078792572,0.6853132247924805,0.6249924302101135,0.4481983184814453,0.16177089512348175,0.15267667174339294,0.9995928406715393
data\raw\openslr_librispeech_asr\librispeech_dev_1462-170142-0037.flac,fusion_calibration,cal_b,librispeech_dev,LibriSpeech,False,0.0,0.0,0.0,1.0,0.0,0.0258314156323165,0.0258314156323165,,False,True,4.325,0.7406960725784302,0.6246821284294128,0.746760904788971,0.6341953873634338,0.9581143260002136,0.13637416064739227,0.7222179174423218,0.0210797358304262,0.0424304008483886,0.3005724847316742,0.044996153563261,0.3975907266139984,0.9992952346801758,0.0115615604445338,0.5873727798461914,0.5710075497627258,0.9768463969230652,0.7348629832267761,0.727824866771698,0.14446339011192322
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ048-0162.wav|data/raw/gtzan_unique_v2/blues.00062.wav,fusion_calibration,cal_b,split_internal_mix,mix::WF7::GTZAN_genre_0,True,1.0,1.0,0.0,1.0,1.0,0.1964613983372854,0.3045101434263956,0.0884126532481752,True,True,33.7169375,0.7049211263656616,1.67453326866962e-05,0.6807485818862915,1.6266092643490992e-05,0.41090941429138184,0.9999747276306152,0.026887884363532,0.8657248616218567,0.5000137090682983,0.1900523155927658,0.5195211172103882,0.1808190196752548,0.0029467437416315,0.9467666149139404,0.48325058817863464,0.45507580041885376,0.5992303490638733,0.11298424005508423,0.10913524031639099,0.9990915656089783
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ017-0043_WF3_1.wav|data\raw\fake_music_generated\fake_music_MusicGen_0060.wav,fusion_calibration,cal_a,split_internal_mix,mix::WF3::MusicGen,True,1.0,1.0,1.0,1.0,1.0,0.5938615280184998,0.9636966620329164,0.2240263940040831,True,True,12.3130625,0.7912980914115906,0.4924616515636444,0.7908341884613037,0.5024334192276001,0.9859039783477783,0.12856774032115936,0.8235740661621094,0.0225824359804391,0.7552762031555176,0.1677304208278656,0.7629034519195557,0.2343250811100006,0.9984950423240662,0.0076365838758647,0.5570135116577148,0.5288378000259399,0.9739688038825989,0.8094533681869507,0.8148479461669922,0.2235051989555359
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ015-0100.wav|data\raw\fake_music_generated\fake_music_MusicGen_0060.wav,fusion_calibration,cal_a,split_internal_mix,mix::R::MusicGen,True,1.0,0.0,1.0,1.0,1.0,0.33588211346919,0.4878337244375439,0.183930502500836,True,True,7.275,0.7382249236106873,0.9913874268531799,0.7231513261795044,0.9914848208427429,0.5285127758979797,0.9853860139846802,0.4646011590957641,0.0589281432330608,0.6823786497116089,0.9986374974250792,0.6816795468330383,0.9986781477928162,0.0302696134895086,0.9446401000022888,0.5894725322723389,0.5989505052566528,0.2817747890949249,0.9856481552124023,0.9847109913825989,0.8141101598739624
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_8842-302201-0005.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0069.wav,fusion_calibration,cal_c,split_internal_mix,mix::LibriSpeech::AudioLDM2,True,1.0,0.0,1.0,1.0,1.0,0.1597348512616257,0.0338762708382431,0.2855934316850083,True,True,11.216625,0.7848706245422363,0.7475863695144653,0.7694675326347351,0.756521463394165,0.9365665912628174,0.3980976939201355,0.6043698191642761,0.0389018915593624,0.2511248886585235,0.3466627299785614,0.2554952502250671,0.3939384520053863,0.970124125480652,0.0874432697892189,0.5321189165115356,0.5233625173568726,0.9427028298377991,0.9017319679260254,0.9022850394248962,0.3053855299949646
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6066800.flac,fusion_calibration,cal_b,asvspoof2019,bonafide,False,0.0,0.0,0.0,1.0,0.0,0.0316171722262236,0.0316171722262236,,False,True,3.5826875,0.7159354090690613,0.39522719383239746,0.7280266284942627,0.3902381658554077,0.9794633388519287,0.10146335512399673,0.816926896572113,0.012191267684102,0.1933111101388931,0.0847281739115715,0.1974006742238998,0.1422419250011444,0.9995961785316468,0.0010119210928678,0.5313867330551147,0.5178324580192566,0.9814050793647766,0.7279180884361267,0.7296463251113892,0.13906089961528778
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9745018.flac,fusion_calibration,cal_b,asvspoof2019,bonafide,False,0.0,0.0,0.0,1.0,0.0,0.0178093474554949,0.0178093474554949,,False,True,4.0473125,0.7401351928710938,0.5112180709838867,0.7530720233917236,0.5170910358428955,0.9850526452064514,0.08669459074735641,0.6910325884819031,0.0094397980719804,0.0999773368239402,0.1325902789831161,0.1033787876367569,0.2195868790149688,0.9996007084846495,0.0009106276556849,0.5476135611534119,0.5354229807853699,0.9821608066558838,0.7642357349395752,0.7621657252311707,0.14605562388896942
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0365.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0091.wav,fusion_calibration,cal_b,split_internal_mix,mix::WF5::AudioLDM2,True,1.0,1.0,1.0,1.0,1.0,0.9885980615499016,0.9937148483179274,0.9834812747818754,True,True,12.779375,0.7779280543327332,0.4893723726272583,0.7676377296447754,0.49861955642700195,0.9733424186706543,0.11426606774330139,0.7882241010665894,0.0244818367063999,0.7997437715530396,0.1156613826751709,0.8051156997680664,0.1628183722496032,0.9973599910736084,0.0147467507049441,0.5417258739471436,0.5258523225784302,0.9698355197906494,0.7811033129692078,0.7832640409469604,0.18208590149879456
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ045-0176.wav,fusion_calibration,cal_c,wavefake_ajay,WF3,False,1.0,1.0,0.0,1.0,0.0,0.9926457611837882,0.9926457611837882,,False,True,4.1099375,0.7610809803009033,0.50870680809021,0.769467294216156,0.5184643268585205,0.9786819815635681,0.11165029555559158,0.7979335188865662,0.0314136818051338,0.7807661294937134,0.1372538059949875,0.7852413058280945,0.1926121264696121,0.9946107864379884,0.0126076638698577,0.6005533933639526,0.5855510830879211,0.9773138165473938,0.7617496252059937,0.7632807493209839,0.1899978369474411
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ030-0001_WF4_1.wav|data/raw/gtzan_unique_v2/reggae.00050.wav,fusion_calibration,cal_c,split_internal_mix,mix::WF4::GTZAN_genre_8,True,1.0,1.0,0.0,1.0,1.0,0.5254034669793303,0.7421264480445652,0.3086804859140954,True,True,35.0389375,0.6785657405853271,3.1808427593205124e-05,0.6771789193153381,3.0176237487467006e-05,0.6098389029502869,0.9998744130134583,0.0731529295444488,0.8966957926750183,0.5885500907897949,0.0098462989553809,0.5818110704421997,0.0104943132027983,0.141012355685234,0.8325783610343933,0.47917303442955017,0.4505876302719116,0.6569553017616272,0.18693807721138,0.18471354246139526,0.9787585139274597
data\raw\fake_music_generated\fake_music_MusicGen_0154.wav,fusion_calibration,cal_c,fake_music_generated,MusicGen,False,1.0,0.0,1.0,0.0,1.0,0.9272692945300012,0.9272692945300012,,False,True,5.6141875,0.7404660582542419,0.9998984336853027,0.728317141532898,0.9998902082443237,0.5547032952308655,0.9999402761459351,0.016005452722311,0.0134998690336942,0.8302571773529053,0.9995404481887816,0.8395814895629883,0.99957674741745,0.0173783265054225,0.9648066759109496,0.6035008430480957,0.6182104349136353,0.2826387584209442,0.9983684420585632,0.9983525276184082,0.9962144494056702
data/raw/gtzan_unique_v2/metal.00042.wav,fusion_calibration,cal_b,gtzan_real_v2,GTZAN_genre_6,False,0.0,0.0,0.0,0.0,1.0,0.6073670363464492,0.4219372469884149,0.7927968257044834,True,True,30.013375,0.6866431832313538,2.1346875655581243e-05,0.6668864488601685,2.0293246052460745e-05,0.4433065354824066,0.9999650120735168,0.0200095474720001,0.8086785674095154,0.4492258131504059,0.0035592999774962,0.4592505693435669,0.0038436050526797,0.0196124520152807,0.9603894352912904,0.46056926250457764,0.45294639468193054,0.5948008894920349,0.22021083533763885,0.21720850467681885,0.9970082640647888
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ015-0100.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0043.wav,fusion_calibration,cal_a,split_internal_mix,mix::R::AudioLDM2,True,1.0,0.0,1.0,1.0,1.0,0.3063098560321601,0.4226702242520339,0.1899494878122862,True,True,8.319,0.7550578117370605,0.700522780418396,0.7612919807434082,0.7041631937026978,0.9590888619422913,0.32433566451072693,0.797569990158081,0.2467036694288253,0.769689679145813,0.2480110228061676,0.7681745290756226,0.3095285296440124,0.915446162223816,0.0408674515783786,0.5715336203575134,0.5629132390022278,0.9606883525848389,0.709952712059021,0.6977051496505737,0.4730076789855957
data/raw/gtzan_unique_v2/country.00034.wav,fusion_calibration,cal_a,gtzan_real_v2,GTZAN_genre_2,False,0.0,0.0,0.0,0.0,1.0,0.094240584248608,0.1349017933528519,0.053579375144364,True,True,30.013375,0.6772381067276001,0.00016890573897399008,0.6673494577407837,0.00016260816482827067,0.5658533573150635,0.9994810223579407,0.0330748073756694,0.8775103688240051,0.4254997372627258,0.0229605659842491,0.4311468601226806,0.0235217809677124,0.0499246157705783,0.8006467819213867,0.4433196485042572,0.4356508255004883,0.6258344650268555,0.11741982400417328,0.11600080132484436,0.9905635714530945
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ015-0100.wav|data/raw/gtzan_unique_v2/metal.00069.wav,fusion_calibration,cal_a,split_internal_mix,mix::R::GTZAN_genre_6,True,0.0,0.0,0.0,1.0,1.0,0.2697179153896228,0.3332215670162014,0.2062142637630442,True,True,35.4564375,0.7564085721969604,0.25578081607818604,0.7212603092193604,0.25578051805496216,0.9086730480194092,0.7210955023765564,0.2928414046764374,0.5828588008880615,0.3430874943733215,0.2252653837203979,0.3435398042201996,0.273747980594635,0.9568882584571838,0.0568964183330535,0.5602182745933533,0.47434329986572266,0.955207884311676,0.4186100363731384,0.4163057804107666,0.756809413433075
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ015-0100.wav|data\raw\fake_music_generated\fake_music_MusicGen_0052.wav,fusion_calibration,cal_a,split_internal_mix,mix::R::MusicGen,True,1.0,0.0,1.0,1.0,1.0,0.2272162172715201,0.3332215670162014,0.1212108675268389,True,True,10.1078125,0.7564085721969604,0.6770565509796143,0.7615742683410645,0.6784045696258545,0.9713380336761475,0.338966965675354,0.6878159642219543,0.1276991367340088,0.699755072593689,0.2015659809112548,0.6994705200195312,0.2657024562358856,0.9203360080718994,0.0254787318408489,0.5602182745933533,0.5428465604782104,0.9586719870567322,0.6877299547195435,0.6789333820343018,0.5577659010887146
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_8842-304647-0001.flac|data/raw/gtzan_unique_v2/pop.00020.wav,fusion_calibration,cal_c,split_internal_mix,mix::LibriSpeech::GTZAN_genre_7,True,0.0,0.0,0.0,1.0,1.0,0.7090231172339791,0.8753505233676334,0.5426957111003249,True,True,30.0001875,0.7596322894096375,9.625335223972797e-06,0.7237737774848938,9.049731488630641e-06,0.31972697377204895,0.999976634979248,0.0235278159379959,0.7726859450340271,0.4918960034847259,0.0014577477704733,0.5037479400634766,0.0016053547151386,0.0148178106173872,0.985447883605957,0.5202517509460449,0.5122408866882324,0.528876781463623,0.21400445699691772,0.20996686816215515,0.9952695965766907
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_8130994.flac|data/raw/gtzan_unique_v2/metal.00042.wav,fusion_calibration,cal_b,split_internal_mix,mix::A01::GTZAN_genre_6,True,1.0,1.0,0.0,1.0,1.0,0.6068140483304904,0.9899222201233632,0.2237058765376174,True,True,31.6958125,0.7324566841125488,0.0032365985680371523,0.6987177729606628,0.003137890249490738,0.8348860740661621,0.9893183708190918,0.2038368135690689,0.78982013463974,0.1061466932296752,0.1356348544359207,0.1073460653424263,0.1602665781974792,0.6188709139823914,0.1687003523111343,0.46094027161598206,0.413352370262146,0.9281240105628967,0.24365878105163574,0.24177978932857513,0.9196235537528992
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ029-0162.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0053.wav,fusion_calibration,cal_b,split_internal_mix,mix::WF7::AudioLDM2,True,1.0,1.0,1.0,1.0,1.0,0.324970287359973,0.324970287359973,,False,True,5.721125,0.7621027827262878,0.9644829630851746,0.7670645117759705,0.9644961953163147,0.9145188331604004,0.9380961656570435,0.3945888876914978,0.2716183066368103,0.8209019303321838,0.7519704699516296,0.8155658841133118,0.7672030925750732,0.3995213806629181,0.3916264176368713,0.5599660277366638,0.5573602318763733,0.8781587481498718,0.9468917846679688,0.9499732851982117,0.891953706741333
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_8842-302196-0003.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0015.wav,fusion_calibration,cal_c,split_internal_mix,mix::LibriSpeech::AudioLDM2,True,1.0,0.0,1.0,1.0,1.0,0.0259193121152393,0.0242171016319608,0.0276215225985178,True,True,15.7265,0.7512698769569397,0.584658145904541,0.7448155879974365,0.5955718755722046,0.9235644936561584,0.1173020601272583,0.8214668035507202,0.0264832600951194,0.0413440130650997,0.1229832172393798,0.0442514792084693,0.1585853397846222,0.9989065527915956,0.0279771853238344,0.5533646941184998,0.5138172507286072,0.968513011932373,0.8355605602264404,0.8365424275398254,0.12794135510921478
data/raw/gtzan_unique_v2/reggae.00030.wav,fusion_calibration,cal_c,gtzan_real_v2,GTZAN_genre_8,False,0.0,0.0,0.0,0.0,1.0,0.4628443533654036,0.4770173705964078,0.4486713361343994,True,True,30.013375,0.7421546578407288,0.002697392599657178,0.7358991503715515,0.0026577450335025787,0.8438003063201904,0.9928338527679443,0.0180385429412126,0.8996427059173584,0.1215158477425575,0.0448071435093879,0.1251119524240493,0.0543775483965873,0.5036191344261169,0.3960465490818023,0.47189566493034363,0.4619206190109253,0.7459502220153809,0.30736252665519714,0.30863896012306213,0.8967105746269226
data\raw\openslr_librispeech_asr\librispeech_dev_1462-170138-0003.flac,fusion_calibration,cal_b,librispeech_dev,LibriSpeech,False,0.0,0.0,0.0,1.0,0.0,0.009663492243152,0.009663492243152,,False,True,2.32,0.6789469718933105,0.397293359041214,0.700610339641571,0.3850487172603607,0.9803096652030945,0.07682117819786072,0.8329495787620544,0.033196821808815,0.1422181278467178,0.1172077059745788,0.1442344337701797,0.206041157245636,0.9983258843421936,0.0004377606674097,0.5500762462615967,0.5391778945922852,0.9842365980148315,0.7195463180541992,0.7232364416122437,0.13267895579338074
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9457505.flac|data/raw/gtzan_unique_v2/jazz.00001.wav,fusion_calibration,cal_b,split_internal_mix,mix::bonafide::GTZAN_genre_5,True,0.0,0.0,0.0,1.0,1.0,0.1577222644058299,0.0448593485293685,0.2705851802822913,True,True,34.1644375,0.6962659358978271,0.19576583802700043,0.6745201349258423,0.19407354295253754,0.8245034217834473,0.7021988034248352,0.2335136979818344,0.4942878484725952,0.0968042835593223,0.1059322357177734,0.100892573595047,0.1498664617538452,0.3411933481693268,0.2889197468757629,0.5467697978019714,0.46935775876045227,0.8394278883934021,0.36267927289009094,0.35930973291397095,0.7160367369651794
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_8842-302201-0005.flac|data/raw/gtzan_unique_v2/rock.00079.wav,fusion_calibration,cal_c,split_internal_mix,mix::LibriSpeech::GTZAN_genre_9,True,0.0,0.0,0.0,1.0,1.0,0.3544406435777937,0.1592133946955352,0.5496678924600522,True,True,39.858375,0.7514393329620361,3.0789393349550664e-05,0.7174091339111328,2.9201357392594218e-05,0.3320501148700714,0.9999353289604187,0.0165253281593322,0.8443401455879211,0.532787561416626,0.0015807221643626,0.5488263368606567,0.0017286397051066,0.0092416992411017,0.9872815012931824,0.6380817294120789,0.6179569959640503,0.4173668324947357,0.2217932790517807,0.21791322529315948,0.9962795376777649
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ015-0100.wav|data/raw/gtzan_unique_v2/metal.00003.wav,fusion_calibration,cal_a,split_internal_mix,mix::R::GTZAN_genre_6,True,0.0,0.0,0.0,1.0,1.0,0.7302337238458392,0.8831645081109828,0.5773029395806956,True,True,36.5476875,0.743567943572998,1.1698742127919104e-05,0.71150803565979,1.0937075785477646e-05,0.33076807856559753,0.999979555606842,0.0217748899012804,0.8588691353797913,0.5177866220474243,0.000432554341387,0.5303923487663269,0.0004887506365776,0.0081859687343239,0.9942731857299804,0.4833544194698334,0.4666133522987366,0.5559103488922119,0.2452615201473236,0.24090273678302765,0.9966490864753723
