path,file_fake,voice_fake,music_fake,voice_present,music_present,speaker_id,generator,source,dataset,hf_id,original_id,split_group_id,source_url,version,license,allowed_for_competition,redistribution_allowed,commercial_restriction,dataset_name,content_hash,near_duplicate_group,data_role,upstream_split,upstream_label,audio_sha256,generation_seed,generator_family,recommended_split,generated_by,external_assets_used,base_voice_id,base_music_id,duration_sec,sample_rate,peak,rms,dc_offset,clipping_fraction,mix_snr_db,v13_role,source_path,sha256,competition_use_status,generator_version,language,speaker,track,content_group,split_group,augmentation,seed
C:\Users\lLrich\ai_voice_data_v13\raw\sonics_official\3068502e2036f1354f32106aaf7e921db5cbd61e4b45d3c1a2387cd74b11803c.mp3,1,1,1,1,1,sonics::9318,SONICS::udio-30s,sonics_official,sonics_official,awsaf49/sonics,fake_09318_udio_0,sonics::9318,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,3068502e2036f1354f32106aaf7e921db5cbd61e4b45d3c1a2387cd74b11803c,sonics::9318,train,test,mostly fake,,,SONICS::udio-30s,,,,,,,,,,,,,cal_v13,data\raw\public_v9\sonics\fake_09318_udio_0.mp3,3068502e2036f1354f32106aaf7e921db5cbd61e4b45d3c1a2387cd74b11803c,APPROVED,official part_01 + metadata snapshot 2026-08-31,unknown,sonics::9318,fake_09318_udio_0,fake_09318_udio_0,sonics::9318,none,-1
C:\Users\lLrich\ai_voice_data_v13\raw\sonics_official\34e04e63f5240a94b8ce6f269478f706c8928b9c607dbbe2ea45afe8c58ae00f.mp3,1,1,1,1,1,sonics::9320,SONICS::udio-30s,sonics_official,sonics_official,awsaf49/sonics,fake_09320_udio_0,sonics::9320,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,34e04e63f5240a94b8ce6f269478f706c8928b9c607dbbe2ea45afe8c58ae00f,sonics::9320,train,test,mostly fake,,,SONICS::udio-30s,,,,,,,,,,,,,cal_v13,data\raw\public_v9\sonics\fake_09320_udio_0.mp3,34e04e63f5240a94b8ce6f269478f706c8928b9c607dbbe2ea45afe8c58ae00f,APPROVED,official part_01 + metadata snapshot 2026-08-31,unknown,sonics::9320,fake_09320_udio_0,fake_09320_udio_0,sonics::9320,none,-1
C:\Users\lLrich\ai_voice_data_v13\raw\sonics_official\ebc1cf897af5da6a5efad4a0737d2db47b361819b882f1a39324c629e90f41db.mp3,1,1,1,1,1,sonics::9327,SONICS::udio-30s,sonics_official,sonics_official,awsaf49/sonics,fake_09327_udio_0,sonics::9327,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,ebc1cf897af5da6a5efad4a0737d2db47b361819b882f1a39324c629e90f41db,sonics::9327,train,test,mostly fake,,,SONICS::udio-30s,,,,,,,,,,,,,cal_v13,data\raw\public_v9\sonics\fake_09327_udio_0.mp3,ebc1cf897af5da6a5efad4a0737d2db47b361819b882f1a39324c629e90f41db,APPROVED,official part_01 + metadata snapshot 2026-08-31,unknown,sonics::9327,fake_09327_udio_0,fake_09327_udio_0,sonics::9327,none,-1
C:\Users\lLrich\ai_voice_data_v13\raw\sonics_official\0f9feba1fd008af15a3297d414e9e0dd117c48aa655fd943b244f34a79504ea7.mp3,1,1,1,1,1,sonics::9359,SONICS::udio-30s,sonics_official,sonics_official,awsaf49/sonics,fake_09359_udio_0,sonics::9359,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,0f9feba1fd008af15a3297d414e9e0dd117c48aa655fd943b244f34a79504ea7,sonics::9359,train,test,mostly fake,,,SONICS::udio-30s,,,,,,,,,,,,,cal_v13,data\raw\public_v9\sonics\fake_09359_udio_0.mp3,0f9feba1fd008af15a3297d414e9e0dd117c48aa655fd943b244f34a79504ea7,APPROVED,official part_01 + metadata snapshot 2026-08-31,unknown,sonics::9359,fake_09359_udio_0,fake_09359_udio_0,sonics::9359,none,-1
C:\Users\lLrich\ai_voice_data_v13\raw\sonics_official\469082584e67e05155d0aed4eefdea7d404458a32f8a68bd66d77e7df8fea5e7.mp3,1,1,1,1,1,sonics::9377,SONICS::udio-30s,sonics_official,sonics_official,awsaf49/sonics,fake_09377_udio_0,sonics::9377,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,469082584e67e05155d0aed4eefdea7d404458a32f8a68bd66d77e7df8fea5e7,sonics::9377,train,valid,mostly fake,,,SONICS::udio-30s,,,,,,,,,,,,,cal_v13,data\raw\public_v9\sonics\fake_09377_udio_0.mp3,469082584e67e05155d0aed4eefdea7d404458a32f8a68bd66d77e7df8fea5e7,APPROVED,official part_01 + metadata snapshot 2026-08-31,unknown,sonics::9377,fake_09377_udio_0,fake_09377_udio_0,sonics::9377,none,-1
C:\Users\lLrich\ai_voice_data_v13\raw\sonics_official\cbc2466fe57421e1574f6e173899a8e8fa2c45677804284c9642232580eb67fc.mp3,1,1,1,1,1,sonics::9387,SONICS::udio-30s,sonics_official,sonics_official,awsaf49/sonics,fake_09387_udio_0,sonics::9387,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,cbc2466fe57421e1574f6e173899a8e8fa2c45677804284c9642232580eb67fc,sonics::9387,train,test,mostly fake,,,SONICS::udio-30s,,,,,,,,,,,,,cal_v13,data\raw\public_v9\sonics\fake_09387_udio_0.mp3,cbc2466fe57421e1574f6e173899a8e8fa2c45677804284c9642232580eb67fc,APPROVED,official part_01 + metadata snapshot 2026-08-31,unknown,sonics::9387,fake_09387_udio_0,fake_09387_udio_0,sonics::9387,none,-1
C:\Users\lLrich\ai_voice_data_v13\raw\sonics_official\b342acdda1c973569b69b2fe9a3aae7de1431d7bc34ca4d6f444f4a996bc606d.mp3,1,1,1,1,1,sonics::9399,SONICS::udio-30s,sonics_official,sonics_official,awsaf49/sonics,fake_09399_udio_0,sonics::9399,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,b342acdda1c973569b69b2fe9a3aae7de1431d7bc34ca4d6f444f4a996bc606d,sonics::9399,train,test,mostly fake,,,SONICS::udio-30s,,,,,,,,,,,,,cal_v13,data\raw\public_v9\sonics\fake_09399_udio_0.mp3,b342acdda1c973569b69b2fe9a3aae7de1431d7bc34ca4d6f444f4a996bc606d,APPROVED,official part_01 + metadata snapshot 2026-08-31,unknown,sonics::9399,fake_09399_udio_0,fake_09399_udio_0,sonics::9399,none,-1
C:\Users\lLrich\ai_voice_data_v13\raw\sonics_official\30739c65e96d743d43ec81fc5ef2908c32899cb792ba15777ccf6e07b5782288.mp3,1,1,1,1,1,sonics::9402,SONICS::udio-30s,sonics_official,sonics_official,awsaf49/sonics,fake_09402_udio_0,sonics::9402,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,30739c65e96d743d43ec81fc5ef2908c32899cb792ba15777ccf6e07b5782288,sonics::9402,train,test,mostly fake,,,SONICS::udio-30s,,,,,,,,,,,,,cal_v13,data\raw\public_v9\sonics\fake_09402_udio_0.mp3,30739c65e96d743d43ec81fc5ef2908c32899cb792ba15777ccf6e07b5782288,APPROVED,official part_01 + metadata snapshot 2026-08-31,unknown,sonics::9402,fake_09402_udio_0,fake_09402_udio_0,sonics::9402,none,-1
C:\Users\lLrich\ai_voice_data_v13\raw\sonics_official\45f4c4cabe28ad819a706202ca9ffe7bdb9adb8e763ff83e0700fa5b21fc7ce9.mp3,1,1,1,1,1,sonics::9403,SONICS::udio-30s,sonics_official,sonics_official,awsaf49/sonics,fake_09403_udio_0,sonics::9403,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,45f4c4cabe28ad819a706202ca9ffe7bdb9adb8e763ff83e0700fa5b21fc7ce9,sonics::9403,train,valid,mostly fake,,,SONICS::udio-30s,,,,,,,,,,,,,cal_v13,data\raw\public_v9\sonics\fake_09403_udio_0.mp3,45f4c4cabe28ad819a706202ca9ffe7bdb9adb8e763ff83e0700fa5b21fc7ce9,APPROVED,official part_01 + metadata snapshot 2026-08-31,unknown,sonics::9403,fake_09403_udio_0,fake_09403_udio_0,sonics::9403,none,-1
C:\Users\lLrich\ai_voice_data_v13\raw\sonics_official\183b8308a8e2f3880463e0b2debfbd056ae30ad9c4410275cbd4959b1f1fd295.mp3,1,1,1,1,1,sonics::9410,SONICS::udio-30s,sonics_official,sonics_official,awsaf49/sonics,fake_09410_udio_0,sonics::9410,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,183b8308a8e2f3880463e0b2debfbd056ae30ad9c4410275cbd4959b1f1fd295,sonics::9410,train,test,mostly fake,,,SONICS::udio-30s,,,,,,,,,,,,,cal_v13,data\raw\public_v9\sonics\fake_09410_udio_0.mp3,183b8308a8e2f3880463e0b2debfbd056ae30ad9c4410275cbd4959b1f1fd295,APPROVED,official part_01 + metadata snapshot 2026-08-31,unknown,sonics::9410,fake_09410_udio_0,fake_09410_udio_0,sonics::9410,none,-1
C:\Users\lLrich\ai_voice_data_v13\raw\sonics_official\368330b67644876e646421873c676b6cf60073cc286ece8970cfed849992c43f.mp3,1,1,1,1,1,sonics::9465,SONICS::udio-30s,sonics_official,sonics_official,awsaf49/sonics,fake_09465_udio_0,sonics::9465,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,368330b67644876e646421873c676b6cf60073cc286ece8970cfed849992c43f,sonics::9465,train,test,mostly fake,,,SONICS::udio-30s,,,,,,,,,,,,,cal_v13,data\raw\public_v9\sonics\fake_09465_udio_0.mp3,368330b67644876e646421873c676b6cf60073cc286ece8970cfed849992c43f,APPROVED,official part_01 + metadata snapshot 2026-08-31,unknown,sonics::9465,fake_09465_udio_0,fake_09465_udio_0,sonics::9465,none,-1
C:\Users\lLrich\ai_voice_data_v13\raw\sonics_official\6e9e378495f3d497d5fae42ac8e4bc83ec2c52a2e632d38a04a3e74b6fd45fd9.mp3,1,1,1,1,1,sonics::9472,SONICS::udio-30s,sonics_official,sonics_official,awsaf49/sonics,fake_09472_udio_1,sonics::9472,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,6e9e378495f3d497d5fae42ac8e4bc83ec2c52a2e632d38a04a3e74b6fd45fd9,sonics::9472,train,test,mostly fake,,,SONICS::udio-30s,,,,,,,,,,,,,cal_v13,data\raw\public_v9\sonics\fake_09472_udio_1.mp3,6e9e378495f3d497d5fae42ac8e4bc83ec2c52a2e632d38a04a3e74b6fd45fd9,APPROVED,official part_01 + metadata snapshot 2026-08-31,unknown,sonics::9472,fake_09472_udio_1,fake_09472_udio_1,sonics::9472,none,-1
C:\Users\lLrich\ai_voice_data_v13\raw\sonics_official\246055c966c95a7ec8e394f454eb9812b35d193da89c9fd18137c3a05774d76c.mp3,1,1,1,1,1,sonics::9485,SONICS::udio-30s,sonics_official,sonics_official,awsaf49/sonics,fake_09485_udio_0,sonics::9485,https://github.com/awsaf49/sonics,official part_01 + metadata snapshot 2026-08-31,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,SONICS-fake,246055c966c95a7ec8e394f454eb9812b35d193da89c9fd18137c3a05774d76c,sonics::9485,train,test,mostly fake,,,SONICS::udio-30s,,,,,,,,,,,,,cal_v13,data\raw\public_v9\sonics\fake_09485_udio_0.mp3,246055c966c95a7ec8e394f454eb9812b35d193da89c9fd18137c3a05774d76c,APPROVED,official part_01 + metadata snapshot 2026-08-31,unknown,sonics::9485,fake_09485_udio_0,fake_09485_udio_0,sonics::9485,none,-1
C:\Users\lLrich\ai_voice_data_v13\raw\guitarset_mic\a55c99690ece8135baa9b05ffc42ee13ee408bcd3c2b0ef01fe373f69e844c3a.wav,0,0,0,0,1,guitarset_player_05,guitarset_mic::real,guitarset_mic,guitarset_mic,not_huggingface_official_archive,05_BN1-129-Eb_comp_mic,guitarset::player::05,https://zenodo.org/records/3371780,Zenodo record 3371780,CC BY 4.0,YES,PER_TRACK_LICENSE_WITH_ATTRIBUTION,FOLLOW_RECORDED_CC_LICENSE,guitarset_mic,a55c99690ece8135baa9b05ffc42ee13ee408bcd3c2b0ef01fe373f69e844c3a,guitarset_mic::track::05_BN1-129-Eb_comp_mic,train,,,,,REAL,,,,,,,,,,,,,cal_v13,data\raw\public_v9\real_music\guitarset\05_BN1-129-Eb_comp_mic.wav,a55c99690ece8135baa9b05ffc42ee13ee408bcd3c2b0ef01fe373f69e844c3a,APPROVED,Zenodo record 3371780,unknown,guitarset_player_05,05_BN1-129-Eb_comp_mic,05_BN1-129-Eb_comp_mic,guitarset::player::05,none,-1
C:\Users\lLrich\ai_voice_data_v13\raw\guitarset_mic\ccf801f3a6e7b1ab38dd9bf1ae917d13c51ef93c977af41cdabcb0548f55a261.wav,0,0,0,0,1,guitarset_player_05,guitarset_mic::real,guitarset_mic,guitarset_mic,not_huggingface_official_archive,05_BN1-129-Eb_solo_mic,guitarset::player::05,https://zenodo.org/records/3371780,Zenodo record 3371780,CC BY 4.0,YES,PER_TRACK_LICENSE_WITH_ATTRIBUTION,FOLLOW_RECORDED_CC_LICENSE,guitarset_mic,ccf801f3a6e7b1ab38dd9bf1ae917d13c51ef93c977af41cdabcb0548f55a261,guitarset_mic::track::05_BN1-129-Eb_solo_mic,train,,,,,REAL,,,,,,,,,,,,,cal_v13,data\raw\public_v9\real_music\guitarset\05_BN1-129-Eb_solo_mic.wav,ccf801f3a6e7b1ab38dd9bf1ae917d13c51ef93c977af41cdabcb0548f55a261,APPROVED,Zenodo record 3371780,unknown,guitarset_player_05,05_BN1-129-Eb_solo_mic,05_BN1-129-Eb_solo_mic,guitarset::player::05,none,-1
C:\Users\lLrich\ai_voice_data_v13\raw\guitarset_mic\1aa76dccb9c3a6f05410349c90ddff1a32223ff8337dc77bed13a4ee8220f7a6.wav,0,0,0,0,1,guitarset_player_05,guitarset_mic::real,guitarset_mic,guitarset_mic,not_huggingface_official_archive,05_BN1-147-Gb_comp_mic,guitarset::player::05,https://zenodo.org/records/3371780,Zenodo record 3371780,CC BY 4.0,YES,PER_TRACK_LICENSE_WITH_ATTRIBUTION,FOLLOW_RECORDED_CC_LICENSE,guitarset_mic,1aa76dccb9c3a6f05410349c90ddff1a32223ff8337dc77bed13a4ee8220f7a6,guitarset_mic::track::05_BN1-147-Gb_comp_mic,train,,,,,REAL,,,,,,,,,,,,,cal_v13,data\raw\public_v9\real_music\guitarset\05_BN1-147-Gb_comp_mic.wav,1aa76dccb9c3a6f05410349c90ddff1a32223ff8337dc77bed13a4ee8220f7a6,APPROVED,Zenodo record 3371780,unknown,guitarset_player_05,05_BN1-147-Gb_comp_mic,05_BN1-147-Gb_comp_mic,guitarset::player::05,none,-1
C:\Users\lLrich\ai_voice_data_v13\raw\guitarset_mic\9ef036a812e17dd4966a29ab08b928ffc88f6d76900def3902f1fcdac576de66.wav,0,0,0,0,1,guitarset_player_05,guitarset_mic::real,guitarset_mic,guitarset_mic,not_huggingface_official_archive,05_BN1-147-Gb_solo_mic,guitarset::player::05,https://zenodo.org/records/3371780,Zenodo record 3371780,CC BY 4.0,YES,PER_TRACK_LICENSE_WITH_ATTRIBUTION,FOLLOW_RECORDED_CC_LICENSE,guitarset_mic,9ef036a812e17dd4966a29ab08b928ffc88f6d76900def3902f1fcdac576de66,guitarset_mic::track::05_BN1-147-Gb_solo_mic,train,,,,,REAL,,,,,,,,,,,,,cal_v13,data\raw\public_v9\real_music\guitarset\05_BN1-147-Gb_solo_mic.wav,9ef036a812e17dd4966a29ab08b928ffc88f6d76900def3902f1fcdac576de66,APPROVED,Zenodo record 3371780,unknown,guitarset_player_05,05_BN1-147-Gb_solo_mic,05_BN1-147-Gb_solo_mic,guitarset::player::05,none,-1
C:\Users\lLrich\ai_voice_data_v13\raw\guitarset_mic\33171facce77240e81474bb0ea1e023a3892af2448bc03feebe4b193f1ad967e.wav,0,0,0,0,1,guitarset_player_05,guitarset_mic::real,guitarset_mic,guitarset_mic,not_huggingface_official_archive,05_BN2-131-B_comp_mic,guitarset::player::05,https://zenodo.org/records/3371780,Zenodo record 3371780,CC BY 4.0,YES,PER_TRACK_LICENSE_WITH_ATTRIBUTION,FOLLOW_RECORDED_CC_LICENSE,guitarset_mic,33171facce77240e81474bb0ea1e023a3892af2448bc03feebe4b193f1ad967e,guitarset_mic::track::05_BN2-131-B_comp_mic,train,,,,,REAL,,,,,,,,,,,,,cal_v13,data\raw\public_v9\real_music\guitarset\05_BN2-131-B_comp_mic.wav,33171facce77240e81474bb0ea1e023a3892af2448bc03feebe4b193f1ad967e,APPROVED,Zenodo record 3371780,unknown,guitarset_player_05,05_BN2-131-B_comp_mic,05_BN2-131-B_comp_mic,guitarset::player::05,none,-1
C:\Users\lLrich\ai_voice_data_v13\raw\guitarset_mic\322c58673a25a8cfd9a3362502d0b274509b9e6013b94f2b3f06205881198220.wav,0,0,0,0,1,guitarset_player_05,guitarset_mic::real,guitarset_mic,guitarset_mic,not_huggingface_official_archive,05_BN2-131-B_solo_mic,guitarset::player::05,https://zenodo.org/records/3371780,Zenodo record 3371780,CC BY 4.0,YES,PER_TRACK_LICENSE_WITH_ATTRIBUTION,FOLLOW_RECORDED_CC_LICENSE,guitarset_mic,322c58673a25a8cfd9a3362502d0b274509b9e6013b94f2b3f06205881198220,guitarset_mic::track::05_BN2-131-B_solo_mic,train,,,,,REAL,,,,,,,,,,,,,cal_v13,data\raw\public_v9\real_music\guitarset\05_BN2-131-B_solo_mic.wav,322c58673a25a8cfd9a3362502d0b274509b9e6013b94f2b3f06205881198220,APPROVED,Zenodo record 3371780,unknown,guitarset_player_05,05_BN2-131-B_solo_mic,05_BN2-131-B_solo_mic,guitarset::player::05,none,-1
C:\Users\lLrich\ai_voice_data_v13\raw\guitarset_mic\58e771edbaedf69eb0216b8e77c82f468e8f0dd6045bfdcda585a0f346f86213.wav,0,0,0,0,1,guitarset_player_05,guitarset_mic::real,guitarset_mic,guitarset_mic,not_huggingface_official_archive,05_BN2-166-Ab_comp_mic,guitarset::player::05,https://zenodo.org/records/3371780,Zenodo record 3371780,CC BY 4.0,YES,PER_TRACK_LICENSE_WITH_ATTRIBUTION,FOLLOW_RECORDED_CC_LICENSE,guitarset_mic,58e771edbaedf69eb0216b8e77c82f468e8f0dd6045bfdcda585a0f346f86213,guitarset_mic::track::05_BN2-166-Ab_comp_mic,train,,,,,REAL,,,,,,,,,,,,,cal_v13,data\raw\public_v9\real_music\guitarset\05_BN2-166-Ab_comp_mic.wav,58e771edbaedf69eb0216b8e77c82f468e8f0dd6045bfdcda585a0f346f86213,APPROVED,Zenodo record 3371780,unknown,guitarset_player_05,05_BN2-166-Ab_comp_mic,05_BN2-166-Ab_comp_mic,guitarset::player::05,none,-1
C:\Users\lLrich\ai_voice_data_v13\raw\guitarset_mic\8768a9309b9b7265c92b2b4bd816bebd3f09ee1ba4c7a5a9f1bcdab7a207e926.wav,0,0,0,0,1,guitarset_player_05,guitarset_mic::real,guitarset_mic,guitarset_mic,not_huggingface_official_archive,05_BN2-166-Ab_solo_mic,guitarset::player::05,https://zenodo.org/records/3371780,Zenodo record 3371780,CC BY 4.0,YES,PER_TRACK_LICENSE_WITH_ATTRIBUTION,FOLLOW_RECORDED_CC_LICENSE,guitarset_mic,8768a9309b9b7265c92b2b4bd816bebd3f09ee1ba4c7a5a9f1bcdab7a207e926,guitarset_mic::track::05_BN2-166-Ab_solo_mic,train,,,,,REAL,,,,,,,,,,,,,cal_v13,data\raw\public_v9\real_music\guitarset\05_BN2-166-Ab_solo_mic.wav,8768a9309b9b7265c92b2b4bd816bebd3f09ee1ba4c7a5a9f1bcdab7a207e926,APPROVED,Zenodo record 3371780,unknown,guitarset_player_05,05_BN2-166-Ab_solo_mic,05_BN2-166-Ab_solo_mic,guitarset::player::05,none,-1
C:\Users\lLrich\ai_voice_data_v13\raw\guitarset_mic\2638b52a15bd12acfa5ffefacf0fa8bff4d37c8b11294151f3ce54a4bb874ab1.wav,0,0,0,0,1,guitarset_player_05,guitarset_mic::real,guitarset_mic,guitarset_mic,not_huggingface_official_archive,05_BN3-119-G_comp_mic,guitarset::player::05,https://zenodo.org/records/3371780,Zenodo record 3371780,CC BY 4.0,YES,PER_TRACK_LICENSE_WITH_ATTRIBUTION,FOLLOW_RECORDED_CC_LICENSE,guitarset_mic,2638b52a15bd12acfa5ffefacf0fa8bff4d37c8b11294151f3ce54a4bb874ab1,guitarset_mic::track::05_BN3-119-G_comp_mic,train,,,,,REAL,,,,,,,,,,,,,cal_v13,data\raw\public_v9\real_music\guitarset\05_BN3-119-G_comp_mic.wav,2638b52a15bd12acfa5ffefacf0fa8bff4d37c8b11294151f3ce54a4bb874ab1,APPROVED,Zenodo record 3371780,unknown,guitarset_player_05,05_BN3-119-G_comp_mic,05_BN3-119-G_comp_mic,guitarset::player::05,none,-1
C:\Users\lLrich\ai_voice_data_v13\raw\guitarset_mic\38f4482cf1e54ae2d4e029960b8fccdd896c2385a17fcd29f6565c06fa74129d.wav,0,0,0,0,1,guitarset_player_05,guitarset_mic::real,guitarset_mic,guitarset_mic,not_huggingface_official_archive,05_BN3-119-G_solo_mic,guitarset::player::05,https://zenodo.org/records/3371780,Zenodo record 3371780,CC BY 4.0,YES,PER_TRACK_LICENSE_WITH_ATTRIBUTION,FOLLOW_RECORDED_CC_LICENSE,guitarset_mic,38f4482cf1e54ae2d4e029960b8fccdd896c2385a17fcd29f6565c06fa74129d,guitarset_mic::track::05_BN3-119-G_solo_mic,train,,,,,REAL,,,,,,,,,,,,,cal_v13,data\raw\public_v9\real_music\guitarset\05_BN3-119-G_solo_mic.wav,38f4482cf1e54ae2d4e029960b8fccdd896c2385a17fcd29f6565c06fa74129d,APPROVED,Zenodo record 3371780,unknown,guitarset_player_05,05_BN3-119-G_solo_mic,05_BN3-119-G_solo_mic,guitarset::player::05,none,-1
C:\Users\lLrich\ai_voice_data_v13\raw\guitarset_mic\38f7e0b04c64c4b99dff7daad70120906b17754fb14dad217cc37bb25351287b.wav,0,0,0,0,1,guitarset_player_05,guitarset_mic::real,guitarset_mic,guitarset_mic,not_huggingface_official_archive,05_BN3-154-E_comp_mic,guitarset::player::05,https://zenodo.org/records/3371780,Zenodo record 3371780,CC BY 4.0,YES,PER_TRACK_LICENSE_WITH_ATTRIBUTION,FOLLOW_RECORDED_CC_LICENSE,guitarset_mic,38f7e0b04c64c4b99dff7daad70120906b17754fb14dad217cc37bb25351287b,guitarset_mic::track::05_BN3-154-E_comp_mic,train,,,,,REAL,,,,,,,,,,,,,cal_v13,data\raw\public_v9\real_music\guitarset\05_BN3-154-E_comp_mic.wav,38f7e0b04c64c4b99dff7daad70120906b17754fb14dad217cc37bb25351287b,APPROVED,Zenodo record 3371780,unknown,guitarset_player_05,05_BN3-154-E_comp_mic,05_BN3-154-E_comp_mic,guitarset::player::05,none,-1
C:\Users\lLrich\ai_voice_data_v13\raw\guitarset_mic\cfec129fc9b4bd5e08aa3a380f0b363efd8e9868de94e971ed4bab8005429373.wav,0,0,0,0,1,guitarset_player_05,guitarset_mic::real,guitarset_mic,guitarset_mic,not_huggingface_official_archive,05_BN3-154-E_solo_mic,guitarset::player::05,https://zenodo.org/records/3371780,Zenodo record 3371780,CC BY 4.0,YES,PER_TRACK_LICENSE_WITH_ATTRIBUTION,FOLLOW_RECORDED_CC_LICENSE,guitarset_mic,cfec129fc9b4bd5e08aa3a380f0b363efd8e9868de94e971ed4bab8005429373,guitarset_mic::track::05_BN3-154-E_solo_mic,train,,,,,REAL,,,,,,,,,,,,,cal_v13,data\raw\public_v9\real_music\guitarset\05_BN3-154-E_solo_mic.wav,cfec129fc9b4bd5e08aa3a380f0b363efd8e9868de94e971ed4bab8005429373,APPROVED,Zenodo record 3371780,unknown,guitarset_player_05,05_BN3-154-E_solo_mic,05_BN3-154-E_solo_mic,guitarset::player::05,none,-1
C:\Users\lLrich\ai_voice_data_v13\raw\guitarset_mic\63300b35df98320564fda1505df27b55bc519707728c1185e5b34da0e478b097.wav,0,0,0,0,1,guitarset_player_05,guitarset_mic::real,guitarset_mic,guitarset_mic,not_huggingface_official_archive,05_Funk1-114-Ab_comp_mic,guitarset::player::05,https://zenodo.org/records/3371780,Zenodo record 3371780,CC BY 4.0,YES,PER_TRACK_LICENSE_WITH_ATTRIBUTION,FOLLOW_RECORDED_CC_LICENSE,guitarset_mic,63300b35df98320564fda1505df27b55bc519707728c1185e5b34da0e478b097,guitarset_mic::track::05_Funk1-114-Ab_comp_mic,train,,,,,REAL,,,,,,,,,,,,,cal_v13,data\raw\public_v9\real_music\guitarset\05_Funk1-114-Ab_comp_mic.wav,63300b35df98320564fda1505df27b55bc519707728c1185e5b34da0e478b097,APPROVED,Zenodo record 3371780,unknown,guitarset_player_05,05_Funk1-114-Ab_comp_mic,05_Funk1-114-Ab_comp_mic,guitarset::player::05,none,-1
C:\Users\lLrich\ai_voice_data_v13\raw\guitarset_mic\1bc53f0d2132e1d40efe3db88ae7c74ef53d256ed60a98dbed77270537307a1f.wav,0,0,0,0,1,guitarset_player_05,guitarset_mic::real,guitarset_mic,guitarset_mic,not_huggingface_official_archive,05_Funk1-114-Ab_solo_mic,guitarset::player::05,https://zenodo.org/records/3371780,Zenodo record 3371780,CC BY 4.0,YES,PER_TRACK_LICENSE_WITH_ATTRIBUTION,FOLLOW_RECORDED_CC_LICENSE,guitarset_mic,1bc53f0d2132e1d40efe3db88ae7c74ef53d256ed60a98dbed77270537307a1f,guitarset_mic::track::05_Funk1-114-Ab_solo_mic,train,,,,,REAL,,,,,,,,,,,,,cal_v13,data\raw\public_v9\real_music\guitarset\05_Funk1-114-Ab_solo_mic.wav,1bc53f0d2132e1d40efe3db88ae7c74ef53d256ed60a98dbed77270537307a1f,APPROVED,Zenodo record 3371780,unknown,guitarset_player_05,05_Funk1-114-Ab_solo_mic,05_Funk1-114-Ab_solo_mic,guitarset::player::05,none,-1
