path,source,generator,calibration_fold,voice_present,music_present,vp_panns_16k,mp_panns_16k,vp_panns_legacy,mp_panns_legacy,vp_model,mp_model
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ015-0100.wav|data/raw/gtzan_unique_v2/reggae.00012.wav,split_internal_mix,mix::R::GTZAN_genre_8,cal_a,1,1,0.02418227680027485,0.8814792037010193,0.501075804233551,0.5018061995506287,0.8571906089782715,0.9991968274116516
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_8130994.flac|data/raw/gtzan_unique_v2/blues.00078.wav,split_internal_mix,mix::A01::GTZAN_genre_0,cal_b,1,1,0.033509280532598495,0.9065095782279968,0.5016931891441345,0.5031647682189941,0.6687186360359192,0.9999882578849792
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ028-0356.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0069.wav,split_internal_mix,mix::WF5::AudioLDM2,cal_c,1,1,0.363582968711853,0.04232894256711006,0.5020660161972046,0.5033084750175476,0.8911982178688049,0.975507915019989
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0269.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0275.wav,split_internal_mix,mix::WF7::AudioLDM2,cal_c,1,1,0.01505146361887455,0.031922027468681335,0.5023419857025146,0.5031294822692871,0.7057561278343201,0.999836802482605
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5554253.flac,asvspoof2019,bonafide,cal_b,1,0,0.6598231792449951,0.014203364960849285,0.5028150081634521,0.5054455995559692,0.9456617832183838,0.1391439586877823
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_3752-4944-0025.flac|data/raw/gtzan_unique_v2/hiphop.00055.wav,split_internal_mix,mix::LibriSpeech::GTZAN_genre_4,cal_b,1,1,0.06288670003414154,0.8682923316955566,0.5011188387870789,0.5017597675323486,0.8013136982917786,0.9998435378074646
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_2428-83705-0029.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0005.wav,split_internal_mix,mix::LibriSpeech::AudioLDM2,cal_c,1,1,0.5654715895652771,0.3871038854122162,0.5012492537498474,0.501839816570282,0.6787605285644531,0.9994599223136902
data\raw\openslr_librispeech_asr\librispeech_dev_2428-83705-0026.flac,librispeech_dev,LibriSpeech,cal_c,1,0,0.7765041589736938,0.024817004799842834,0.5030599236488342,0.505622386932373,0.9614440202713012,0.0735638588666915
data/raw/gtzan_unique_v2/classical.00088.wav,gtzan_real_v2,GTZAN_genre_1,cal_a,0,1,0.0200446005910635,0.578529953956604,0.5010085105895996,0.5027121901512146,0.8446299433708191,0.9999985694885254
data\raw\openslr_librispeech_asr\librispeech_dev_1462-170145-0021.flac,librispeech_dev,LibriSpeech,cal_b,1,0,0.7448624968528748,0.027781212702393532,0.5039055347442627,0.5069966316223145,0.9568765163421632,0.0494459867477417
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_3752-4944-0050.flac|data/raw/gtzan_unique_v2/country.00093.wav,split_internal_mix,mix::LibriSpeech::GTZAN_genre_2,cal_b,1,1,0.022576840594410896,0.8676331043243408,0.5012966990470886,0.502187192440033,0.7027958035469055,0.9999990463256836
data\raw\openslr_librispeech_asr\librispeech_dev_1462-170142-0037.flac,librispeech_dev,LibriSpeech,cal_b,1,0,0.7222179174423218,0.021079735830426216,0.5026479959487915,0.5047754645347595,0.9259781241416932,0.1363742500543594
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ048-0162.wav|data/raw/gtzan_unique_v2/blues.00062.wav,split_internal_mix,mix::WF7::GTZAN_genre_0,cal_b,1,1,0.026887884363532066,0.8657248616218567,0.5010054707527161,0.5020932555198669,0.7538525462150574,0.9999747276306152
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ017-0043_WF3_1.wav|data\raw\fake_music_generated\fake_music_MusicGen_0060.wav,split_internal_mix,mix::WF3::MusicGen,cal_a,1,1,0.8235740661621094,0.022582435980439186,0.5029048919677734,0.5053474307060242,0.9641835689544678,0.1285678297281265
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ015-0100.wav|data\raw\fake_music_generated\fake_music_MusicGen_0060.wav,split_internal_mix,mix::R::MusicGen,cal_a,1,1,0.46460115909576416,0.05892814323306084,0.5011618137359619,0.5020121335983276,0.6832611560821533,0.9853860139846802
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_8842-302201-0005.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0069.wav,split_internal_mix,mix::LibriSpeech::AudioLDM2,cal_c,1,1,0.6043698191642761,0.03890189155936241,0.5021920800209045,0.5037350058555603,0.9303045272827148,0.3980979025363922
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6066800.flac,asvspoof2019,bonafide,cal_b,1,0,0.816926896572113,0.012191267684102058,0.5032677054405212,0.5057666301727295,0.970370888710022,0.1014634147286415
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9745018.flac,asvspoof2019,bonafide,cal_b,1,0,0.6910325884819031,0.009439798071980476,0.503187358379364,0.5062332153320312,0.9702853560447692,0.0866946652531623
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0365.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0091.wav,split_internal_mix,mix::WF5::AudioLDM2,cal_b,1,1,0.7882241010665894,0.024481836706399918,0.5025113821029663,0.5048376321792603,0.9653356075286864,0.1142661496996879
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ045-0176.wav,wavefake_ajay,WF3,cal_c,1,0,0.7979335188865662,0.03141368180513382,0.5025135278701782,0.5051056742668152,0.9579054713249208,0.1116504073143005
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ030-0001_WF4_1.wav|data/raw/gtzan_unique_v2/reggae.00050.wav,split_internal_mix,mix::WF4::GTZAN_genre_8,cal_c,1,1,0.07315292954444885,0.8966957926750183,0.5009210109710693,0.5016695857048035,0.8692968487739563,0.9998744130134584
data\raw\fake_music_generated\fake_music_MusicGen_0154.wav,fake_music_generated,MusicGen,cal_c,0,1,0.01600545272231102,0.013499869033694267,0.5015718340873718,0.502310574054718,0.658039391040802,0.9999402761459352
data/raw/gtzan_unique_v2/metal.00042.wav,gtzan_real_v2,GTZAN_genre_6,cal_b,0,1,0.020009547472000122,0.8086785674095154,0.5011410713195801,0.5021764039993286,0.8247995972633362,0.9999650120735168
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ015-0100.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0043.wav,split_internal_mix,mix::R::AudioLDM2,cal_a,1,1,0.797569990158081,0.24670366942882538,0.5024043321609497,0.5050417184829712,0.9481130242347716,0.3243358731269836
data/raw/gtzan_unique_v2/country.00034.wav,gtzan_real_v2,GTZAN_genre_2,cal_a,0,1,0.03307480737566948,0.8775103688240051,0.501069962978363,0.5019274950027466,0.8452551364898682,0.9994810223579408
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ015-0100.wav|data/raw/gtzan_unique_v2/metal.00069.wav,split_internal_mix,mix::R::GTZAN_genre_6,cal_a,1,1,0.2928414046764374,0.5828588008880615,0.5030106902122498,0.5052966475486755,0.8679253458976746,0.7210955619812012
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ015-0100.wav|data\raw\fake_music_generated\fake_music_MusicGen_0052.wav,split_internal_mix,mix::R::MusicGen,cal_a,1,1,0.6878159642219543,0.1276991367340088,0.5027881860733032,0.5053771734237671,0.9545049667358398,0.3389672040939331
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_8842-304647-0001.flac|data/raw/gtzan_unique_v2/pop.00020.wav,split_internal_mix,mix::LibriSpeech::GTZAN_genre_7,cal_c,1,1,0.02352781593799591,0.7726859450340271,0.5016456246376038,0.5031198263168335,0.690152645111084,0.999976634979248
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_8130994.flac|data/raw/gtzan_unique_v2/metal.00042.wav,split_internal_mix,mix::A01::GTZAN_genre_6,cal_b,1,1,0.2038368135690689,0.78982013463974,0.5014727711677551,0.5022844672203064,0.8821787238121033,0.9893184304237366
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ029-0162.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0053.wav,split_internal_mix,mix::WF7::AudioLDM2,cal_b,1,1,0.3945888876914978,0.2716183066368103,0.5021946430206299,0.5034789443016052,0.8917151689529419,0.9380961656570436
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_8842-302196-0003.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0015.wav,split_internal_mix,mix::LibriSpeech::AudioLDM2,cal_c,1,1,0.8214668035507202,0.026483260095119476,0.5018836259841919,0.5030578374862671,0.9086387157440186,0.1173021495342254
data/raw/gtzan_unique_v2/reggae.00030.wav,gtzan_real_v2,GTZAN_genre_8,cal_c,0,1,0.018038542941212654,0.8996427059173584,0.5018388628959656,0.5034969449043274,0.9011735916137696,0.9928338527679444
data\raw\openslr_librispeech_asr\librispeech_dev_1462-170138-0003.flac,librispeech_dev,LibriSpeech,cal_b,1,0,0.8329495787620544,0.033196821808815,0.504051685333252,0.5071871280670166,0.9626434445381165,0.0768211781978607
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9457505.flac|data/raw/gtzan_unique_v2/jazz.00001.wav,split_internal_mix,mix::bonafide::GTZAN_genre_5,cal_b,1,1,0.2335136979818344,0.4942878484725952,0.502143383026123,0.5044102668762207,0.8588535785675049,0.7021989226341248
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_8842-302201-0005.flac|data/raw/gtzan_unique_v2/rock.00079.wav,split_internal_mix,mix::LibriSpeech::GTZAN_genre_9,cal_c,1,1,0.016525328159332275,0.8443401455879211,0.5014561414718628,0.5027903318405151,0.6989416480064392,0.9999353289604188
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ015-0100.wav|data/raw/gtzan_unique_v2/metal.00003.wav,split_internal_mix,mix::R::GTZAN_genre_6,cal_a,1,1,0.021774889901280403,0.8588691353797913,0.501498818397522,0.5029188990592957,0.7287092804908752,0.999979555606842
data/raw/gtzan_unique_v2/blues.00016.wav,gtzan_real_v2,GTZAN_genre_0,cal_c,0,1,0.03512699156999588,0.7677111029624939,0.5015721321105957,0.5031675100326538,0.7717952728271484,0.998028039932251
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ015-0100.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0223.wav,split_internal_mix,mix::R::AudioLDM2,cal_a,1,1,0.18071557581424713,0.07318700850009918,0.5020816922187805,0.5027952790260315,0.7868989706039429,0.9969707727432252
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ017-0043.wav|data/raw/gtzan_unique_v2/rock.00008.wav,split_internal_mix,mix::WF5::GTZAN_genre_9,cal_a,1,1,0.18311433494091034,0.8372220993041992,0.501733660697937,0.5029402375221252,0.6604484915733337,0.9999315142631532
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ045-0153.wav,wavefake_ajay,WF6,cal_b,1,0,0.806637704372406,0.022726915776729584,0.503034234046936,0.5054944753646851,0.9703410267829896,0.1636925488710403
data\raw\openslr_librispeech_asr\librispeech_dev_1462-170145-0014.flac,librispeech_dev,LibriSpeech,cal_b,1,0,0.819388210773468,0.02267874777317047,0.5039929747581482,0.5067291259765625,0.9612407684326172,0.0745429471135139
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ008-0307.wav,wavefake_ajay,WF5,cal_a,1,0,0.8337332010269165,0.040356360375881195,0.5030394792556763,0.5054351687431335,0.9657464623451232,0.13278229534626
data\raw\fake_music_generated\fake_music_AudioLDM2_0107.wav,fake_music_generated,AudioLDM2,cal_a,0,1,0.012797589413821697,0.026643143966794014,0.5017431974411011,0.5023137927055359,0.6665527820587158,0.9999693632125854
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ043-0044.wav|data/raw/gtzan_unique_v2/pop.00073.wav,split_internal_mix,mix::WF6::GTZAN_genre_7,cal_c,1,1,0.30837759375572205,0.5448521971702576,0.5014761090278625,0.502604603767395,0.8900802731513977,0.70941561460495
data/raw/gtzan_unique_v2/jazz.00091.wav,gtzan_real_v2,GTZAN_genre_5,cal_a,0,1,0.022056760266423225,0.6732866168022156,0.5022091269493103,0.5037237405776978,0.6949024200439453,1.0
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ044-0100_WF7_1.wav,wavefake_ajay,WF7,cal_a,1,0,0.8097372055053711,0.028553852811455727,0.5027105808258057,0.5048327445983887,0.95017409324646,0.1148252710700035
data/raw/gtzan_unique_v2/disco.00052.wav,gtzan_real_v2,GTZAN_genre_3,cal_a,0,1,0.017590299248695374,0.8660526275634766,0.5013387203216553,0.5026229619979858,0.782520055770874,0.9999966621398926
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ050-0242.wav,wavefake_ajay,WF2,cal_c,1,0,0.8261997699737549,0.03310966119170189,0.5027325749397278,0.5046796202659607,0.9660427570343018,0.0934137552976608
data/raw/gtzan_unique_v2/pop.00064.wav,gtzan_real_v2,GTZAN_genre_7,cal_b,0,1,0.051122475415468216,0.863034725189209,0.5012179613113403,0.5024244785308838,0.7989811897277832,0.9987804889678956
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ015-0100.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0167.wav,split_internal_mix,mix::R::AudioLDM2,cal_a,1,1,0.00820527970790863,0.012202277779579163,0.5011272430419922,0.5023084282875061,0.6965392827987671,0.9998437166213988
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ015-0113_WF5_1.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0003.wav,split_internal_mix,mix::WF5::AudioLDM2,cal_a,1,1,0.39025476574897766,0.0497342012822628,0.5019229650497437,0.503063440322876,0.8648456335067749,0.9171071648597716
data\raw\openslr_librispeech_asr\librispeech_dev_2428-83705-0029.flac,librispeech_dev,LibriSpeech,cal_c,1,0,0.7956895232200623,0.03077845089137554,0.5028189420700073,0.5052114129066467,0.9500941038131714,0.080887421965599
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ015-0100.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0089.wav,split_internal_mix,mix::R::AudioLDM2,cal_a,1,1,0.8091585636138916,0.028915809467434883,0.5027412176132202,0.5054724216461182,0.9528659582138062,0.1268425583839416
data\raw\openslr_librispeech_asr\librispeech_dev_2428-83699-0039.flac,librispeech_dev,LibriSpeech,cal_c,1,0,0.8147727847099304,0.039348848164081573,0.5040764212608337,0.5074087977409363,0.9625057578086852,0.0408116765320301
data/raw/gtzan_unique_v2/rock.00006.wav,gtzan_real_v2,GTZAN_genre_9,cal_c,0,1,0.02945307455956936,0.8539614081382751,0.5015082955360413,0.5025897026062012,0.7130317091941833,0.9999982714653016
data\raw\fake_music_generated\fake_music_AudioLDM2_0181.wav,fake_music_generated,AudioLDM2,cal_b,0,1,0.015854695811867714,0.021348007023334503,0.5013338923454285,0.5021077990531921,0.6610854268074036,0.99997878074646
data\raw\openslr_librispeech_asr\librispeech_dev_2428-83699-0033.flac,librispeech_dev,LibriSpeech,cal_c,1,0,0.8310335278511047,0.02539132721722126,0.5027258396148682,0.5051473379135132,0.9532597064971924,0.0654733628034591
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9110555.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0033.wav,split_internal_mix,mix::bonafide::AudioLDM2,cal_b,1,1,0.008531971834599972,0.007886291481554508,0.5015548467636108,0.502501368522644,0.6269208788871765,0.9996039867401124
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_8842-302203-0002.flac|data/raw/gtzan_unique_v2/rock.00006.wav,split_internal_mix,mix::LibriSpeech::GTZAN_genre_9,cal_c,1,1,0.5621188282966614,0.29827532172203064,0.5025815367698669,0.5047743916511536,0.9279209971427916,0.4246083498001098
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6208966.flac,asvspoof2019,A01,cal_b,1,0,0.7905204892158508,0.04228919744491577,0.5038314461708069,0.506774365901947,0.9679188132286072,0.0363795235753059
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_2428-83705-0037.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0175.wav,split_internal_mix,mix::LibriSpeech::AudioLDM2,cal_c,1,1,0.15263518691062927,0.03200245648622513,0.503423810005188,0.5054818391799927,0.8422774076461792,0.991188943386078
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0320_WF2_1.wav,wavefake_ajay,WF2,cal_a,1,0,0.8060339689254761,0.03445643559098244,0.5025928020477295,0.5044772624969482,0.9631062150001526,0.1936988085508346
data/raw/gtzan_unique_v2/jazz.00014.wav,gtzan_real_v2,GTZAN_genre_5,cal_c,0,1,0.021796949207782745,0.6804723739624023,0.5023528933525085,0.5044370293617249,0.6978183388710022,0.99992436170578
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ042-0239.wav|data/raw/gtzan_unique_v2/classical.00037.wav,split_internal_mix,mix::WF7::GTZAN_genre_1,cal_a,1,1,0.2816573679447174,0.45227256417274475,0.5015677213668823,0.502848744392395,0.8587697148323059,0.7084543108940125
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ042-0239.wav,wavefake_ajay,WF7,cal_a,1,0,0.8064165711402893,0.03483322635293007,0.5025533437728882,0.5045413374900818,0.9662453532218932,0.1253633648157119
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ028-0369.wav,wavefake_ajay,WF7,cal_a,1,0,0.9032139778137207,0.01326744444668293,0.5032053589820862,0.5052850246429443,0.968344748020172,0.0920959711074829
data/raw/gtzan_unique_v2/hiphop.00012.wav,gtzan_real_v2,GTZAN_genre_4,cal_a,0,1,0.08117956668138504,0.8630461692810059,0.501265823841095,0.5023138523101807,0.7406327724456787,0.999995231628418
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ008-0269.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0241.wav,split_internal_mix,mix::WF3::AudioLDM2,cal_b,1,1,0.20906725525856018,0.03516419231891632,0.5020840764045715,0.503078818321228,0.7877938747406006,0.999093532562256
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ008-0257.wav,wavefake_ajay,R,cal_c,1,0,0.7803489565849304,0.029324393719434738,0.5027751922607422,0.5051309466362,0.9593024253845216,0.2037302851676941
data\raw\openslr_librispeech_asr\librispeech_dev_8842-302196-0008.flac,librispeech_dev,LibriSpeech,cal_c,1,0,0.790204644203186,0.02849881909787655,0.5019734501838684,0.5029756426811218,0.925155520439148,0.1083233729004859
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ048-0167.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0067.wav,split_internal_mix,mix::WF5::AudioLDM2,cal_c,1,1,0.8041491508483887,0.03210422024130821,0.5024767518043518,0.504403829574585,0.9696733951568604,0.0775981396436691
data/raw/gtzan_unique_v2/reggae.00026.wav,gtzan_real_v2,GTZAN_genre_8,cal_c,0,1,0.016923105344176292,0.8892340064048767,0.5013111233711243,0.502229630947113,0.7857370376586914,0.9999683499336244
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0365.wav|data/raw/gtzan_unique_v2/pop.00011.wav,split_internal_mix,mix::WF5::GTZAN_genre_7,cal_b,1,1,0.4500734508037567,0.7357824444770813,0.5018513798713684,0.503836452960968,0.8810407519340515,0.91226464509964
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ015-0100.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0011.wav,split_internal_mix,mix::R::AudioLDM2,cal_a,1,1,0.28412842750549316,0.051059626042842865,0.5023407936096191,0.5036550760269165,0.7780120372772217,0.9961174726486206
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ015-0100.wav|data/raw/gtzan_unique_v2/classical.00002.wav,split_internal_mix,mix::R::GTZAN_genre_1,cal_a,1,1,0.017572583630681038,0.6412180662155151,0.5012821555137634,0.5020717978477478,0.7464458346366882,1.0
data\raw\fake_music_generated\fake_music_AudioLDM2_0063.wav,fake_music_generated,AudioLDM2,cal_c,0,1,0.010469668544828892,0.016414199024438858,0.5013298988342285,0.5020204186439514,0.646109938621521,0.999919295310974
data\raw\fake_music_generated\fake_music_AudioLDM2_0175.wav,fake_music_generated,AudioLDM2,cal_c,0,1,0.017195016145706177,0.019051505252718925,0.5015315413475037,0.5022425651550293,0.6562318801879883,0.9999345541000366
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5937046.flac,asvspoof2019,bonafide,cal_b,1,0,0.7830297350883484,0.017595402896404266,0.5035105347633362,0.5071442723274231,0.9654710292816162,0.0892336592078208
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_2428-83699-0031.flac|data/raw/gtzan_unique_v2/pop.00089.wav,split_internal_mix,mix::LibriSpeech::GTZAN_genre_7,cal_c,1,1,0.3032046854496002,0.796811580657959,0.5029558539390564,0.5050227046012878,0.9111625552177428,0.7406189441680908
data/raw/gtzan_unique_v2/reggae.00040.wav,gtzan_real_v2,GTZAN_genre_8,cal_a,0,1,0.06757864356040955,0.6671199202537537,0.5015958547592163,0.503011167049408,0.8992994427680969,0.9978418350219728
data/raw/gtzan_unique_v2/rock.00008.wav,gtzan_real_v2,GTZAN_genre_9,cal_a,0,1,0.15153369307518005,0.8026261329650879,0.5019214153289795,0.5032352805137634,0.6202759742736816,0.9999718070030212
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ015-0100.wav|data/raw/gtzan_unique_v2/country.00074.wav,split_internal_mix,mix::R::GTZAN_genre_2,cal_a,1,1,0.28713276982307434,0.5903847813606262,0.5016088485717773,0.5033347606658936,0.881781816482544,0.7395739555358887
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9048829.flac,asvspoof2019,A01,cal_b,1,0,0.687533438205719,0.045316144824028015,0.5039116740226746,0.5069168210029602,0.973908305168152,0.0458724722266197
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_8722988.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0297.wav,split_internal_mix,mix::A01::AudioLDM2,cal_b,1,1,0.4184403419494629,0.03484950214624405,0.5037662982940674,0.5066616535186768,0.945503830909729,0.8900282382965088
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ017-0017.wav|data/raw/gtzan_unique_v2/classical.00026.wav,split_internal_mix,mix::WF1::GTZAN_genre_1,cal_a,1,1,0.2813582122325897,0.7115254402160645,0.5020923018455505,0.5048490166664124,0.8698785305023193,0.9910996556282043
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ043-0044_WF3_1.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0175.wav,split_internal_mix,mix::WF3::AudioLDM2,cal_c,1,1,0.5306947231292725,0.6277391910552979,0.5019524097442627,0.503625750541687,0.9288175106048584,0.8265476822853088
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3103059.flac|data\raw\fake_music_generated\fake_music_MusicGen_0258.wav,split_internal_mix,mix::A01::MusicGen,cal_b,1,1,0.48523303866386414,0.19597572088241577,0.5019060969352722,0.5026995539665222,0.8943356275558472,0.6600751280784607
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ043-0043.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0147.wav,split_internal_mix,mix::WF2::AudioLDM2,cal_a,1,1,0.8057339191436768,0.02508869767189026,0.5025678873062134,0.5049186944961548,0.956746518611908,0.1218351125717163
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ028-0364.wav,wavefake_ajay,WF3,cal_c,1,0,0.8747887015342712,0.030569421127438545,0.5040038824081421,0.5067902207374573,0.9736610651016236,0.0832912325859069
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0269_WF1_1.wav,wavefake_ajay,WF1,cal_c,1,0,0.79596346616745,0.028288327157497406,0.5035844445228577,0.5064923167228699,0.9686667919158936,0.0734750628471374
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ048-0178.wav,wavefake_ajay,WF7,cal_b,1,0,0.8325267434120178,0.032545700669288635,0.5027626156806946,0.5045691728591919,0.9640765190124512,0.0922599732875824
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0347.wav|data/raw/gtzan_unique_v2/metal.00039.wav,split_internal_mix,mix::WF2::GTZAN_genre_6,cal_c,1,1,0.2871307134628296,0.5752812027931213,0.5012112855911255,0.5021480917930603,0.8807551264762878,0.7010504603385925
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ017-0043.wav|data/raw/gtzan_unique_v2/disco.00052.wav,split_internal_mix,mix::WF5::GTZAN_genre_3,cal_a,1,1,0.01950308494269848,0.859071671962738,0.5013964176177979,0.5026276707649231,0.7812722325325012,0.9999954104423524
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ017-0043_WF7_2.wav|data/raw/gtzan_unique_v2/blues.00098.wav,split_internal_mix,mix::WF7::GTZAN_genre_0,cal_a,1,1,0.20944535732269287,0.8027483820915222,0.5009955763816833,0.5019811391830444,0.8118441104888916,0.9999182224273682
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ043-0044.wav|data/raw/gtzan_unique_v2/metal.00050.wav,split_internal_mix,mix::WF6::GTZAN_genre_6,cal_c,1,1,0.3561820685863495,0.5950424671173096,0.5016718506813049,0.5027483105659485,0.8936701416969299,0.691942036151886
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ030-0001_WF4_1.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0069.wav,split_internal_mix,mix::WF4::AudioLDM2,cal_c,1,1,0.28290361166000366,0.01753198727965355,0.5021731853485107,0.503353476524353,0.8460221290588379,0.9499448537826538
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_8842-304647-0001.flac|data/raw/gtzan_unique_v2/blues.00047.wav,split_internal_mix,mix::LibriSpeech::GTZAN_genre_0,cal_c,1,1,0.016392044723033905,0.8404425978660583,0.5008962750434875,0.5014470219612122,0.8208429217338562,0.9999988079071044
data\raw\fake_music_generated\fake_music_AudioLDM2_0025.wav,fake_music_generated,AudioLDM2,cal_b,0,1,0.014156438410282135,0.03057975135743618,0.5013113617897034,0.5020225644111633,0.6577643156051636,0.9999295473098756
data\raw\openslr_librispeech_asr\librispeech_dev_1462-170145-0001.flac,librispeech_dev,LibriSpeech,cal_b,1,0,0.7689918875694275,0.03542907163500786,0.5028402805328369,0.5048046112060547,0.9166988134384156,0.1468471735715866
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ043-0043.wav|data/raw/gtzan_unique_v2/blues.00084.wav,split_internal_mix,mix::WF2::GTZAN_genre_0,cal_a,1,1,0.027842968702316284,0.8117392659187317,0.5010830760002136,0.5016422867774963,0.8434990048408508,0.9999966621398926
data\raw\openslr_librispeech_asr\librispeech_dev_2428-83699-0031.flac,librispeech_dev,LibriSpeech,cal_c,1,0,0.8864991068840027,0.016558781266212463,0.5033482909202576,0.5060245990753174,0.9639317393302916,0.0655650347471237
