path,file_fake,voice_fake,music_fake,voice_present,music_present,speaker_id,generator,source,dataset,hf_id,original_id,base_voice_id,base_music_id,mix_mode,mix_snr_db,mix_crossfade_sec,augment
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5870308.flac,1,1,0,1,0,LA_0085,A02,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_5870308,asvspoof2019_LA_T_5870308,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_8707664.flac,1,1,0,1,0,LA_0086,A02,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_8707664,asvspoof2019_LA_T_8707664,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5941485.flac,1,1,0,1,0,LA_0092,A01,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_5941485,asvspoof2019_LA_T_5941485,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_1182856.flac,0,0,0,1,0,LA_0089,bonafide,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_1182856,asvspoof2019_LA_T_1182856,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_7620970.flac,1,1,0,1,0,LA_0089,A02,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_7620970,asvspoof2019_LA_T_7620970,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3009660.flac,1,1,0,1,0,LA_0089,A01,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_3009660,asvspoof2019_LA_T_3009660,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_8722988.flac,1,1,0,1,0,LA_0091,A01,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_8722988,asvspoof2019_LA_T_8722988,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9587196.flac,1,1,0,1,0,LA_0084,A01,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_9587196,asvspoof2019_LA_T_9587196,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6632420.flac,1,1,0,1,0,LA_0086,A02,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_6632420,asvspoof2019_LA_T_6632420,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_4095938.flac,1,1,0,1,0,LA_0079,A02,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_4095938,asvspoof2019_LA_T_4095938,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_7164354.flac,1,1,0,1,0,LA_0086,A01,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_7164354,asvspoof2019_LA_T_7164354,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3022880.flac,1,1,0,1,0,LA_0089,A01,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_3022880,asvspoof2019_LA_T_3022880,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6130907.flac,0,0,0,1,0,LA_0096,bonafide,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_6130907,asvspoof2019_LA_T_6130907,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_2572311.flac,0,0,0,1,0,LA_0086,bonafide,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_2572311,asvspoof2019_LA_T_2572311,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3139732.flac,1,1,0,1,0,LA_0092,A02,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_3139732,asvspoof2019_LA_T_3139732,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6679107.flac,1,1,0,1,0,LA_0090,A02,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_6679107,asvspoof2019_LA_T_6679107,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_1812470.flac,1,1,0,1,0,LA_0089,A02,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_1812470,asvspoof2019_LA_T_1812470,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_1122961.flac,1,1,0,1,0,LA_0080,A01,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_1122961,asvspoof2019_LA_T_1122961,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9110555.flac,0,0,0,1,0,LA_0091,bonafide,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_9110555,asvspoof2019_LA_T_9110555,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_4131111.flac,1,1,0,1,0,LA_0085,A02,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_4131111,asvspoof2019_LA_T_4131111,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3914688.flac,1,1,0,1,0,LA_0082,A02,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_3914688,asvspoof2019_LA_T_3914688,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_1745658.flac,1,1,0,1,0,LA_0084,A01,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_1745658,asvspoof2019_LA_T_1745658,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3725307.flac,0,0,0,1,0,LA_0084,bonafide,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_3725307,asvspoof2019_LA_T_3725307,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5053542.flac,1,1,0,1,0,LA_0096,A02,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_5053542,asvspoof2019_LA_T_5053542,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5639402.flac,1,1,0,1,0,LA_0092,A02,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_5639402,asvspoof2019_LA_T_5639402,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_2543905.flac,1,1,0,1,0,LA_0081,A02,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_2543905,asvspoof2019_LA_T_2543905,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5305063.flac,1,1,0,1,0,LA_0086,A02,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_5305063,asvspoof2019_LA_T_5305063,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_4976490.flac,1,1,0,1,0,LA_0085,A02,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_4976490,asvspoof2019_LA_T_4976490,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6579305.flac,1,1,0,1,0,LA_0084,A01,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_6579305,asvspoof2019_LA_T_6579305,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_1955840.flac,1,1,0,1,0,LA_0090,A01,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_1955840,asvspoof2019_LA_T_1955840,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_7598099.flac,1,1,0,1,0,LA_0091,A01,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_7598099,asvspoof2019_LA_T_7598099,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_4710920.flac,0,0,0,1,0,LA_0082,bonafide,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_4710920,asvspoof2019_LA_T_4710920,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_1178897.flac,0,0,0,1,0,LA_0091,bonafide,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_1178897,asvspoof2019_LA_T_1178897,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5933504.flac,1,1,0,1,0,LA_0084,A02,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_5933504,asvspoof2019_LA_T_5933504,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_4725126.flac,1,1,0,1,0,LA_0081,A02,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_4725126,asvspoof2019_LA_T_4725126,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6883143.flac,1,1,0,1,0,LA_0084,A02,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_6883143,asvspoof2019_LA_T_6883143,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_7663984.flac,1,1,0,1,0,LA_0084,A01,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_7663984,asvspoof2019_LA_T_7663984,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3431066.flac,1,1,0,1,0,LA_0096,A02,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_3431066,asvspoof2019_LA_T_3431066,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_2088659.flac,1,1,0,1,0,LA_0087,A01,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_2088659,asvspoof2019_LA_T_2088659,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6157327.flac,1,1,0,1,0,LA_0082,A01,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_6157327,asvspoof2019_LA_T_6157327,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9516724.flac,1,1,0,1,0,LA_0084,A01,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_9516724,asvspoof2019_LA_T_9516724,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9002298.flac,0,0,0,1,0,LA_0084,bonafide,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_9002298,asvspoof2019_LA_T_9002298,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3284424.flac,1,1,0,1,0,LA_0090,A01,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_3284424,asvspoof2019_LA_T_3284424,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_4493789.flac,1,1,0,1,0,LA_0087,A02,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_4493789,asvspoof2019_LA_T_4493789,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_8732482.flac,1,1,0,1,0,LA_0089,A01,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_8732482,asvspoof2019_LA_T_8732482,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_2272655.flac,0,0,0,1,0,LA_0089,bonafide,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_2272655,asvspoof2019_LA_T_2272655,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6535966.flac,1,1,0,1,0,LA_0081,A02,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_6535966,asvspoof2019_LA_T_6535966,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6322694.flac,1,1,0,1,0,LA_0090,A01,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_6322694,asvspoof2019_LA_T_6322694,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_7990793.flac,1,1,0,1,0,LA_0082,A01,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_7990793,asvspoof2019_LA_T_7990793,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6051402.flac,0,0,0,1,0,LA_0096,bonafide,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_6051402,asvspoof2019_LA_T_6051402,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_2532604.flac,1,1,0,1,0,LA_0095,A01,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_2532604,asvspoof2019_LA_T_2532604,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_7201189.flac,1,1,0,1,0,LA_0080,A02,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_7201189,asvspoof2019_LA_T_7201189,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5554253.flac,0,0,0,1,0,LA_0091,bonafide,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_5554253,asvspoof2019_LA_T_5554253,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_4527283.flac,1,1,0,1,0,LA_0089,A02,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_4527283,asvspoof2019_LA_T_4527283,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3871941.flac,1,1,0,1,0,LA_0082,A02,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_3871941,asvspoof2019_LA_T_3871941,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6013298.flac,0,0,0,1,0,LA_0086,bonafide,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_6013298,asvspoof2019_LA_T_6013298,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9264723.flac,1,1,0,1,0,LA_0081,A01,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_9264723,asvspoof2019_LA_T_9264723,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_8574954.flac,1,1,0,1,0,LA_0085,A02,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_8574954,asvspoof2019_LA_T_8574954,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_4410198.flac,1,1,0,1,0,LA_0089,A02,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_4410198,asvspoof2019_LA_T_4410198,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_8561680.flac,1,1,0,1,0,LA_0087,A02,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_8561680,asvspoof2019_LA_T_8561680,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_8397575.flac,1,1,0,1,0,LA_0089,A02,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_8397575,asvspoof2019_LA_T_8397575,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_8755591.flac,1,1,0,1,0,LA_0085,A01,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_8755591,asvspoof2019_LA_T_8755591,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_8167807.flac,1,1,0,1,0,LA_0092,A02,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_8167807,asvspoof2019_LA_T_8167807,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5667211.flac,1,1,0,1,0,LA_0080,A01,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_5667211,asvspoof2019_LA_T_5667211,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6175341.flac,0,0,0,1,0,LA_0097,bonafide,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_6175341,asvspoof2019_LA_T_6175341,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_4609785.flac,1,1,0,1,0,LA_0081,A02,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_4609785,asvspoof2019_LA_T_4609785,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_8927591.flac,0,0,0,1,0,LA_0089,bonafide,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_8927591,asvspoof2019_LA_T_8927591,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_4544937.flac,1,1,0,1,0,LA_0089,A02,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_4544937,asvspoof2019_LA_T_4544937,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_8634484.flac,1,1,0,1,0,LA_0087,A02,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_8634484,asvspoof2019_LA_T_8634484,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6105178.flac,0,0,0,1,0,LA_0079,bonafide,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_6105178,asvspoof2019_LA_T_6105178,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5022876.flac,1,1,0,1,0,LA_0087,A02,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_5022876,asvspoof2019_LA_T_5022876,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9023630.flac,1,1,0,1,0,LA_0086,A02,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_9023630,asvspoof2019_LA_T_9023630,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6141793.flac,1,1,0,1,0,LA_0086,A02,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_6141793,asvspoof2019_LA_T_6141793,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_4766453.flac,1,1,0,1,0,LA_0080,A02,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_4766453,asvspoof2019_LA_T_4766453,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_4176606.flac,1,1,0,1,0,LA_0090,A01,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_4176606,asvspoof2019_LA_T_4176606,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6217090.flac,1,1,0,1,0,LA_0082,A02,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_6217090,asvspoof2019_LA_T_6217090,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_1337649.flac,1,1,0,1,0,LA_0080,A01,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_1337649,asvspoof2019_LA_T_1337649,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6193190.flac,1,1,0,1,0,LA_0086,A02,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_6193190,asvspoof2019_LA_T_6193190,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6960822.flac,1,1,0,1,0,LA_0089,A01,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_6960822,asvspoof2019_LA_T_6960822,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_2135119.flac,1,1,0,1,0,LA_0092,A01,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_2135119,asvspoof2019_LA_T_2135119,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_4806734.flac,1,1,0,1,0,LA_0095,A01,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_4806734,asvspoof2019_LA_T_4806734,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9631300.flac,0,0,0,1,0,LA_0081,bonafide,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_9631300,asvspoof2019_LA_T_9631300,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9476394.flac,0,0,0,1,0,LA_0087,bonafide,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_9476394,asvspoof2019_LA_T_9476394,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6650691.flac,1,1,0,1,0,LA_0080,A02,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_6650691,asvspoof2019_LA_T_6650691,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9032288.flac,1,1,0,1,0,LA_0079,A02,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_9032288,asvspoof2019_LA_T_9032288,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3986222.flac,1,1,0,1,0,LA_0090,A01,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_3986222,asvspoof2019_LA_T_3986222,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_4868092.flac,1,1,0,1,0,LA_0090,A02,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_4868092,asvspoof2019_LA_T_4868092,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3008105.flac,1,1,0,1,0,LA_0095,A01,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_3008105,asvspoof2019_LA_T_3008105,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_2441274.flac,0,0,0,1,0,LA_0085,bonafide,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_2441274,asvspoof2019_LA_T_2441274,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_7527591.flac,1,1,0,1,0,LA_0085,A02,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_7527591,asvspoof2019_LA_T_7527591,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_7238340.flac,1,1,0,1,0,LA_0095,A01,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_7238340,asvspoof2019_LA_T_7238340,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3048787.flac,1,1,0,1,0,LA_0095,A01,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_3048787,asvspoof2019_LA_T_3048787,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_1536675.flac,0,0,0,1,0,LA_0086,bonafide,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_1536675,asvspoof2019_LA_T_1536675,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_4027586.flac,1,1,0,1,0,LA_0087,A02,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_4027586,asvspoof2019_LA_T_4027586,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5828339.flac,1,1,0,1,0,LA_0081,A01,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_5828339,asvspoof2019_LA_T_5828339,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_2033923.flac,1,1,0,1,0,LA_0097,A01,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_2033923,asvspoof2019_LA_T_2033923,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6029472.flac,0,0,0,1,0,LA_0081,bonafide,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_6029472,asvspoof2019_LA_T_6029472,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_1994843.flac,1,1,0,1,0,LA_0097,A02,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_1994843,asvspoof2019_LA_T_1994843,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6684559.flac,0,0,0,1,0,LA_0095,bonafide,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_6684559,asvspoof2019_LA_T_6684559,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9877683.flac,1,1,0,1,0,LA_0079,A01,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_9877683,asvspoof2019_LA_T_9877683,,,,,none
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9850135.flac,1,1,0,1,0,LA_0086,A01,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_9850135,asvspoof2019_LA_T_9850135,,,,,none
