component,domain,path,group,duration,rms,peak,crest,zcr,abs_q10,abs_q50,abs_q90,silence_fraction,clipping_fraction,spectral_centroid,spectral_bandwidth,spectral_rolloff85,spectral_flatness,frame_rms_std,frame_rms_p90_p10,log_band_0,log_band_1,log_band_2,log_band_3,log_band_4,log_band_5,log_band_6,log_band_7,procedural_probability
voice,existing_fake,data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_2225530.flac,asvspoof::LA_0090,2.1466875,0.1997635224498958,1.0,5.005918937231484,0.15425377045361904,0.000762939453125,0.043792724609375,0.36322021484375,0.12458147727603575,0.0001455731213788686,559.9724887214419,643.545664578817,906.25,0.022612072519608114,0.007440966045912784,246.67730754726753,-0.06153167157669995,-1.0199124017559253,-1.587545484087323,-2.217214294122114,-3.3713705997098113,-3.155004162076995,-2.847436580309274,-2.672801900321374,0.00035072416580074787
voice,existing_fake,data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3966620.flac,asvspoof::LA_0079,5.851,0.10082677503664181,0.999969482421875,9.917697774807065,0.1741280777653154,0.000244140625,0.019866943359375,0.145416259765625,0.15882968723295163,3.204580413604512e-05,1006.3038379122978,1052.9774298689615,2156.25,0.1017941501233715,0.004016595343881571,176.24613253971114,-0.11388745470083081,-1.2028735440020633,-1.1208979526207907,-1.1670385531309386,-1.698946208178619,-2.8835100963536773,-2.6603112969007334,-3.1404534793184733,0.00021629528761710684
voice,existing_fake,data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_2196174.flac,asvspoof::LA_0090,3.4211875,0.1601648956837596,0.999969482421875,6.24337485535084,0.2513427600569988,0.000823974609375,0.030914306640625,0.28677978515625013,0.11412338552037853,3.653702113666673e-05,571.2742742584026,671.0232181455384,687.5,0.024946517349708798,0.006062226602773042,123.81075956962744,-0.036564408248256186,-1.221701487074181,-2.0123047793072293,-2.567623686933736,-3.531547147470802,-2.7803455690883916,-2.508737009374196,-2.4885266846087766,0.00687548397890583
voice,existing_fake,data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_4868092.flac,asvspoof::LA_0090,6.5533125,0.06660963336549282,1.0,15.012843480355365,0.13782283599740586,0.000213623046875,0.0069580078125,0.09771728515625,0.31440206765662404,2.8611484649938486e-05,625.5418297840589,674.1991146270332,937.5,0.04801133513267355,0.002755877859322975,217.7671313118089,-0.06304051047118717,-0.9525687226886035,-1.9931439665787067,-2.2820801337734213,-3.009063341460093,-2.7541306364761335,-2.4521955795569874,-2.716824224031088,0.00035578535079861575
voice,existing_fake,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ043-0060.wav,wavefake::LJ043-0060,8.5914375,0.05462352480344545,0.7306088209152222,13.37535106978556,0.22580645161290322,0.0005050978274084627,0.011187511030584574,0.08096922561526304,0.1527265625,0.0,1437.2225361986248,1853.8739142335342,3468.75,0.17364731490942706,0.0021164474292488748,54.70694701601393,-0.1302504909240938,-1.0285017047410372,-1.9988671636791804,-1.8500220740531166,-1.529744586371861,-1.2221420348587742,-1.4690931504679943,-1.7477713634144139,0.0001418320393405063
voice,existing_fake,data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_4493789.flac,asvspoof::LA_0087,4.4275,0.14229970928376875,0.999969482421875,7.027206783871732,0.10903598300371264,0.00030517578125,0.013885498046875,0.241790771484375,0.2708498023715415,2.8232636928289102e-05,392.75200506770483,480.25939144990036,593.75,0.018045300172156508,0.005679490223674954,307.53472802052227,-0.03391133086935372,-1.270656177633888,-1.8378033001000316,-2.247882391961807,-3.209237386120278,-3.524957537427351,-3.5371553445104755,-3.9756235396967194,0.011309018084349996
voice,existing_fake,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ020-0086.wav,wavefake::LJ020-0086,2.7631875,0.06757377478862057,0.5729542374610901,8.478943780384688,0.1845510065596019,0.0007606982835568488,0.011402567848563194,0.09941733628511429,0.12313677591549614,0.0,789.5271458554504,757.7856122140258,1031.25,0.05061424206145904,0.002693506808668246,47.144022969279646,-0.11549664697345155,-0.6968250820152748,-1.9617019234562125,-2.1266214647051394,-2.741704256475227,-2.2205251271069835,-2.36858538331209,-2.694255153788339,0.0017895855726026083
voice,existing_fake,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ027-0128.wav,wavefake::LJ027-0128,9.10225,0.06951234570932235,0.47630101442337036,6.852034837309385,0.18635301838295612,0.0010155252879485489,0.026153171434998512,0.1152094528079033,0.0990078125,0.0,951.5367674973313,1406.8119769527505,1156.25,0.12192612889665698,0.0022567421018954512,34.90983230948692,-0.07556339367150652,-1.1370062280182276,-1.6931075868745673,-1.8651894307240153,-2.2522085242728016,-1.991717296605072,-1.68248812853671,-1.7883928299381435,0.008880381359594455
voice,existing_fake,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ017-0033.wav,wavefake::LJ017-0033,7.163375,0.06129760266798186,0.4878612160682678,7.958895533170613,0.19690611012712345,0.00039319594507105656,0.01094790454953909,0.09451949521899222,0.197427888390598,0.0,833.3824646431954,1090.5546822967297,875.0,0.10287261371520123,0.0024266358948298802,137.12041138198745,-0.0565928879224471,-1.198949529325921,-1.9045412545679414,-1.9825040671086227,-1.9716216075483841,-2.0916698937275475,-2.0824051622135014,-2.045048929800497,0.004286709119829555
voice,existing_fake,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ009-0230.wav,wavefake::LJ009-0230,7.6974375,0.059230396649928456,0.5668702125549316,9.570596258291584,0.2021143571672161,0.0010214105946943165,0.01619325578212738,0.09539631903171537,0.09847432993122711,0.0,1047.1014626280871,1442.1153600377247,1531.25,0.13032855418008893,0.0020734856285981405,38.62364986759563,-0.09167058963642682,-1.0040900420843886,-1.8151755148372477,-1.9158907575367738,-2.022857248872557,-1.8922616594049138,-1.5354025563179774,-1.908833935644914,0.0017834845916307365
voice,existing_fake,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ008-0270_WF4_1.wav,wavefake::LJ008-0270,7.09375,0.04712939328105795,0.5199347138404846,11.032068898910579,0.17407201825566745,0.0007304656668566167,0.012858155649155378,0.07576751708984376,0.12697797356828194,0.0,1110.270147209909,1651.4233762087722,1062.5,0.11391650710340338,0.0016947737027497322,29.82637279984673,-0.07966984800774561,-1.1506022539880019,-1.8830733144359992,-2.2803670148402237,-2.0878555328849244,-2.080061001669534,-1.560561621485789,-1.461146719210361,0.0016633878875492978
voice,existing_fake,data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_8561680.flac,asvspoof::LA_0087,2.7375625,0.14433459842353302,0.999969482421875,6.928134302820321,0.11990867579908676,0.000244140625,0.001983642578125,0.238525390625,0.3329832652222552,4.566105796671309e-05,386.999734846107,677.9190325532787,406.25,0.02862890335703775,0.0064653237562852526,331.19252410200477,-0.022883552366804664,-2.068862489681683,-1.6149994916381407,-1.896670545373544,-3.0949525388768326,-2.850902171724943,-2.562237582060574,-3.051617932551416,0.003924403947908613
voice,existing_fake,data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_2135119.flac,asvspoof::LA_0092,0.7865625,0.1604783655200392,1.0,6.23136954791036,0.08550540368722187,0.000274658203125,0.003753662109375,0.27423095703125,0.301072705601907,0.00015891934843067143,632.5687930293865,409.68156272466115,1093.75,0.007811643304698443,0.0069616729586113105,438.86638492926033,-0.090519457999256,-0.746475571262185,-2.1801512889979704,-2.756395801859571,-3.595799173979901,-3.778860822595646,-4.18824787399021,-4.649368816379328,0.0001035429310523835
voice,existing_fake,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0346.wav,wavefake::LJ019-0346,7.7786875,0.09212779784034181,0.803524374961853,8.721845021785574,0.21223223898825305,0.0009106175857596099,0.023269828408956528,0.14914758801460265,0.10748117854072425,0.0,1083.8901961152276,1619.767594391419,1218.75,0.12224849129800304,0.0033936834409302626,64.86854498616061,-0.08241824117440025,-1.2038503415066513,-1.5829429034090445,-2.179519948021429,-2.029543729291602,-2.0805222617289973,-1.3304250847314483,-1.8794611012924163,0.0020019573380987954
voice,existing_fake,data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_1033664.flac,asvspoof::LA_0088,4.102,0.11211572582659103,0.999969482421875,8.91908316205814,0.13426581950602612,0.000274658203125,0.0023193359375,0.15996093750000018,0.31635482691370065,1.523647001462701e-05,545.3196063349711,730.1078589172108,718.75,0.04333434086234354,0.005062914186167665,247.3289517433821,-0.03870806148557532,-1.1898024371060565,-2.223077708204975,-2.492306160272283,-3.029868517305894,-2.5528714837837865,-2.2824275188954033,-2.5980380953748363,0.0019627233558523077
voice,existing_fake,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0383_WF6_1.wav,wavefake::LJ019-0383,9.2299375,0.047670861244974945,0.44707807898521423,9.378435113385777,0.19643903467995844,0.0005622499680612236,0.010617280378937721,0.0788316808640957,0.1576640625,0.0,1267.7090577413173,2028.1825465637194,1625.0,0.12156780156136884,0.001733643226372637,57.222341131803134,-0.08574060228817797,-1.4067899521096696,-2.3495255090931892,-2.20726964145972,-1.7062686075430802,-1.9279465039189927,-1.1974656431893262,-1.4640446301383612,0.002533566036624961
voice,existing_fake,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ008-0149.wav,wavefake::LJ008-0149,9.0558125,0.03733099923618534,0.46089816093444824,12.346258347344067,0.20574379487339745,0.00024351706379093231,0.0073811758775264025,0.05326453447341921,0.264359375,0.0,1716.397906491169,2231.187247429167,5093.75,0.23259289533249025,0.0014867740804377035,118.44942844953358,-0.17539768828936514,-0.9070115759055455,-1.6113725651442077,-1.8007871937433977,-1.7937295069130557,-1.684064463904797,-1.1174356140139956,-1.2595044606127004,3.479894183224553e-05
voice,existing_fake,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ050-0184.wav,wavefake::LJ050-0184,3.29725,0.060900078090595076,0.5490078926086426,9.014896365024974,0.20705146431617857,0.001201976090669632,0.01639028638601303,0.09879191219806671,0.08524148911972097,0.0,912.9215493683955,1248.5645114130218,1062.5,0.09895793268469345,0.0021620866274697057,24.38991428327748,-0.10381598218488615,-0.8760112632452122,-1.5481051114801263,-1.9235974677765242,-2.2975051117026357,-2.1851675602010876,-1.841683662940265,-1.8735397716880702,0.0008678761396623042
voice,existing_fake,data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5022876.flac,asvspoof::LA_0087,9.3148125,0.13396284221659002,0.999969482421875,7.464528714650086,0.16944663630184612,0.000823974609375,0.040283203125,0.22943420410156268,0.115359375,7.8125e-06,471.278850033666,855.6766474331652,562.5,0.07316278897384662,0.004624784125810402,154.2745753288826,-0.04153061442602999,-1.3573771722994379,-1.6946387204477045,-1.8646806478710805,-2.5610926466285853,-2.5570213577350827,-2.229349834932799,-2.69730527191816,0.028709708578950124
voice,existing_fake,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ028-0361.wav,wavefake::LJ028-0361,2.038875,0.0597879802281776,0.3495755195617676,5.846919702382176,0.12614573434290793,0.000785222591366619,0.016829507425427437,0.10300563126802449,0.12037888541475078,0.0,719.4335308320692,684.6807832864351,843.75,0.04384195265902835,0.0021090147719067935,47.887721750778525,-0.04937524006069869,-1.1435115305822368,-1.964482470752386,-1.7891670832000963,-2.538968629487624,-2.658754713971696,-2.771568857907442,-2.762624694268961,0.012795147447677704
voice,existing_fake,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ045-0179.wav,wavefake::LJ045-0179,8.1966875,0.07064119069254707,0.590684175491333,8.361752820138301,0.19488433503386746,0.0006810945924371482,0.017369315028190613,0.1132130697369576,0.1324296875,0.0,966.4998900386306,1510.1596650870183,812.5,0.08773479913998795,0.002657793259233988,91.59410318192697,-0.05411757914367054,-1.5094536310560334,-1.6942312248412343,-2.3068222262093436,-2.27376967235429,-2.014833352340943,-1.9733619607420865,-1.4504643237271446,0.005269466219231565
voice,existing_fake,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ029-0187.wav,wavefake::LJ029-0187,6.4551875,0.04505845362758833,0.6172987818717957,13.69995488468865,0.19145640092174823,0.0004601046966854483,0.011179031804203987,0.06563495546579362,0.1666585982204235,0.0,959.8051049092716,1208.1340590320601,1062.5,0.12084684350442915,0.0017052962756140462,65.78782926152022,-0.12456928097602396,-0.7760647214846412,-1.4909665995103,-1.9860450498287787,-2.108186415565221,-2.296908282773433,-1.87424284568016,-1.883482274869611,0.0003363817410799379
voice,existing_fake,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ034-0055_WF6_2.wav,wavefake::LJ034-0055,6.03725,0.058658170404964204,0.40718555450439453,6.941668171599411,0.14271960246389565,0.0007732117956038564,0.016041085124015808,0.09704113379120827,0.12138183775725703,0.0,823.9721265326954,1173.5259878247932,968.75,0.0933401649722015,0.0020643853123379703,42.83094040974717,-0.06829742453894348,-1.0682067224336458,-1.7988123791598871,-2.0945962600534047,-2.207087523381779,-2.327903739844493,-1.8345905950246066,-1.975734218831421,0.006676513741357761
voice,existing_fake,data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_7011242.flac,asvspoof::LA_0090,3.5928125,0.14756784765054562,0.999969482421875,6.77633711098027,0.11183981629670865,0.000335693359375,0.0048828125,0.24091796874999982,0.25810211359485086,1.7395842393667912e-05,531.454980375841,526.9300712299973,625.0,0.02345020863500615,0.006314397494802796,261.1734627821037,-0.031670924791911984,-1.4807527160617557,-1.5305254059019135,-2.262324235634897,-3.293446396721512,-3.1468023805334253,-3.0967051773560943,-3.510286000499836,0.00958148892138972
voice,existing_fake,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ027-0122.wav,wavefake::LJ027-0122,8.2083125,0.07726788170560821,0.7796878218650818,10.09071045632782,0.17855608246939428,0.0005476196645759047,0.02232784777879715,0.12049949839711191,0.1389296875,0.0,1132.9465997547338,1654.097333934579,1375.0,0.11734590045802974,0.002782543545958198,118.83383199001344,-0.11903393028464941,-0.8381124397239952,-1.830567672499528,-1.9718692822435577,-2.2453236752371493,-2.223435051315106,-2.021610481667852,-1.3192872625872483,0.0007066230892296601
voice,existing_fake,data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_2536330.flac,asvspoof::LA_0090,2.884625,0.10238916872795545,0.999969482421875,9.766360005116947,0.11630879899464823,0.000213623046875,0.0018310546875,0.15699462890625027,0.3610304632317892,4.3333188889370365e-05,598.4873781489994,868.8518542060086,875.0,0.04787222679544644,0.004433456684998472,238.19482886123498,-0.04987836168313834,-1.1363787430000516,-1.8385917246251215,-2.255026390994059,-3.3629054849587923,-2.4559683308531337,-2.105052579171598,-2.443159622392525,0.00026150875674994177
voice,existing_fake,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ017-0004.wav,wavefake::LJ017-0004,9.0441875,0.06893056978054436,0.5314021110534668,7.709237175106812,0.2321502511738373,0.0008128791581839325,0.01686686836183071,0.10609843879938131,0.118328125,0.0,1220.8441623705019,1855.7585675079017,1343.75,0.14364917571913233,0.0025438866426949645,70.95350169276666,-0.08861121254526517,-1.222605509831853,-1.8132715751611972,-1.891411758751146,-1.9396668463089568,-2.084106386817577,-1.5213597078838674,-1.3313991336377018,0.002363275141944937
voice,existing_fake,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ016-0446.wav,wavefake::LJ016-0446,3.7268125,0.06942133189529347,0.6039826273918152,8.700245456292711,0.20495404843362178,0.00047181991394609215,0.016599562019109726,0.11138623058795935,0.14348722936826042,0.0,1329.910128250942,1950.8541474185008,1531.25,0.09701569164335179,0.0025720814055844483,74.94300166280419,-0.08802179835368086,-1.3092413838517623,-1.5666109740523093,-2.2900771597046377,-2.3953826557300237,-2.5055711234331923,-1.4578042322959872,-1.2207920577382942,0.0004946646041649857
voice,existing_fake,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ048-0153.wav,wavefake::LJ048-0153,8.8700625,0.07135210799347934,0.5619591474533081,7.875859077697661,0.1735247931624466,0.0019407454528845849,0.02624282520264387,0.11684026941657073,0.0615,0.0,1017.6849037700674,1650.9661388130103,1000.0,0.12070691295451905,0.0022895699080303106,17.496101606301654,-0.07230407920261706,-1.2501638911328214,-1.8061324626986996,-2.0756453841200893,-2.104223601393341,-2.050989143138997,-1.7144383766161257,-1.431028189962465,0.009463691557114937
voice,existing_fake,data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3824878.flac,asvspoof::LA_0082,2.065125,0.15499859611876793,1.0,6.451671337937463,0.12623709936139949,0.00054931640625,0.0381927490234375,0.2672973632812501,0.15111070758428666,3.0264511833424128e-05,619.2895511330629,830.053548387625,1187.5,0.032087404684145455,0.005612471390242551,309.71463977068754,-0.07530196158461952,-0.9809768148597836,-1.9432331706940928,-1.5029424365756459,-1.9958980291799395,-2.9306035469813914,-3.2656234943072806,-4.0185978649686005,0.0016562075419828542
voice,existing_fake,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ028-0401.wav,wavefake::LJ028-0401,5.649625,0.07297696508300887,0.7435078620910645,10.188254077781243,0.21780447601031053,0.0008262907678727061,0.018517454154789448,0.10973854437470434,0.11658959665464522,0.0,953.0763592077026,1275.1634539049808,937.5,0.08728067889429032,0.0027642014680057665,63.246496176764325,-0.06371442356197164,-1.1209375541755289,-2.161772045362525,-1.935208348030149,-2.376286841612016,-2.2710995253886663,-1.8641269525253883,-1.720651198303289,0.0016974345783263526
voice,existing_fake,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ017-0007_WF3_1.wav,wavefake::LJ017-0007,9.9265625,0.06872694960978555,0.5411772727966309,7.874309508414097,0.17908733661981735,0.0007400665781460704,0.016616309992969036,0.11706763580441479,0.1248046875,0.0,851.8767461234747,1209.745229433116,843.75,0.11313467766992515,0.0024579649043328894,47.353351966303165,-0.05525461805783524,-1.327601505225695,-1.8127563810996499,-1.8053994176965298,-2.021793361887533,-1.9472799703895312,-2.0424003870771,-1.93852509152738,0.012375673696662363
voice,existing_fake,data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_7974784.flac,asvspoof::LA_0082,1.285375,0.10335279662305308,0.999969482421875,9.6753016376417,0.17490882567469002,0.000244140625,0.00531005859375,0.159698486328125,0.2773995915588836,9.724788485850433e-05,797.3742507023281,934.075619794278,1312.5,0.04053475682405089,0.004550658762308428,410.9728337842821,-0.10868647048693705,-0.8135165113368729,-2.4361045300102067,-1.359929531582366,-1.7810030751114612,-2.691588473394888,-2.852499034427218,-3.346342123422425,1.2929467013256296e-05
voice,existing_fake,data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_1337649.flac,asvspoof::LA_0080,1.0430625,0.18435809316193447,1.0,5.424226204822106,0.11996644295302013,0.0008544921875,0.04595947265625,0.33747558593750004,0.11480615974594044,0.0001198394151836539,497.0420456596572,588.6306259690633,562.5,0.016937132794763807,0.006505661261456284,192.52091178337696,-0.02431966972985904,-1.8536380287553467,-1.5890492879606561,-1.9717831854195116,-2.5472141777755843,-3.704831794518969,-3.1735188577181455,-3.501011689167686,0.0011927374741965411
voice,existing_fake,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ050-0218.wav,wavefake::LJ050-0218,8.1038125,0.06521283337261184,0.5497972369194031,8.430813514542178,0.17476699036711224,0.0012676805374212566,0.018903933465480804,0.10302442610263825,0.081859375,0.0,1005.384247814196,1474.5644939954923,1312.5,0.15787630154477172,0.0022228827760501077,25.530426760621292,-0.08440118123400957,-1.1307674713410356,-1.8219446636267969,-1.6650329078457775,-1.8454080764678387,-1.7628507330646317,-1.7499270522184611,-1.779799125038596,0.002625584334036362
voice,existing_fake,data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3888800.flac,asvspoof::LA_0088,6.76325,0.15350406899900476,0.999969482421875,6.514286487274537,0.14031845191339143,0.000579833984375,0.0266876220703125,0.26070861816406277,0.16136842494362919,1.8482238568735446e-05,530.9343607889114,674.5201374108372,625.0,0.05009931407190174,0.0058835270813347995,219.19329653891393,-0.02109630093009635,-1.6279985740705831,-2.086560179618709,-2.217674726570619,-2.763448037692723,-2.633951891583827,-2.416274739539247,-2.7614689110365958,0.027424988257409022
voice,existing_fake,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0282.wav,wavefake::LJ019-0282,4.0403125,0.06471794849704553,0.5558736324310303,8.589172638196446,0.1742002351339645,0.0006669125054031612,0.013770852237939835,0.10123775750398635,0.13515353082218268,0.0,767.8836497827133,995.8610517838588,812.5,0.07830996339267196,0.002488287106359136,71.92638461920177,-0.05464496568141954,-1.299473918614232,-1.451233113660473,-2.0462280605002503,-2.155099502844302,-2.742444823890456,-2.2124887269484863,-2.0583347711990765,0.004161380795537415
voice,existing_fake,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ016-0428.wav,wavefake::LJ016-0428,6.0604375,0.06135697507009513,0.41949233412742615,6.836913548104218,0.20447373306107294,0.0014185004867613316,0.020844586193561554,0.1004536896944046,0.0751802159497561,0.0,1266.6987412973085,2004.3120600023667,1562.5,0.13921152625953037,0.001999053768148092,20.028552565338156,-0.08421705007624711,-1.407968396682032,-1.9708043904915353,-2.1436511702454517,-1.7500645103079195,-1.94353766335038,-1.427577183825866,-1.2775491911068888,0.0028045182391409082
voice,existing_fake,data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_2198548.flac,asvspoof::LA_0097,4.04425,0.21155131972658558,0.999969482421875,4.726841145279838,0.13422040892020956,0.001861572265625,0.079193115234375,0.389617919921875,0.06308338999814551,3.0908079371947826e-05,351.6099982276208,467.5282034845455,531.25,0.013764736825253076,0.006824629786971469,56.49572757356768,-0.020960617359360743,-1.4305747493115315,-2.3040303865616365,-2.7355588523400813,-3.461982421950187,-3.2725866858924233,-2.9396564977311717,-2.927749551933085,0.21454334618750612
voice,existing_fake,data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5799828.flac,asvspoof::LA_0092,2.9820625,0.06544253289133604,0.999969482421875,15.280115824402348,0.16773558014755197,6.103515625e-05,0.000640869140625,0.06118164062500009,0.5277806887011925,4.19172971726783e-05,744.6246555233924,780.5427114588753,1218.75,0.07426150228109021,0.0031406612017553385,455.85040942384927,-0.08320028877158976,-0.863052091472342,-1.7854750711282221,-2.2375853065922007,-2.449518614686074,-2.142451832038543,-2.454163043300046,-3.0825957367181926,1.57710728609921e-05
voice,existing_fake,data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_7196216.flac,asvspoof::LA_0098,8.3964375,0.10348046651062558,0.999969482421875,9.663364653648872,0.16286064734880742,0.0010986328125,0.037384033203125,0.16827392578125,0.0928046875,7.8125e-06,539.4681179255656,585.8150043937565,687.5,0.024631709061160963,0.0036147757604466156,42.412670682791095,-0.029555020509280033,-1.4939501635419616,-1.7973357655465223,-1.8673221942683402,-2.8367285644539812,-3.173548602825486,-2.921193861347659,-3.0569074661573956,0.05057378772044898
voice,existing_fake,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ028-0158.wav,wavefake::LJ028-0158,4.075125,0.06733934437481282,0.3801707625389099,5.645596435018256,0.24312510544316804,0.0018230064539238812,0.024262884631752968,0.1152149684727192,0.061194441888285635,0.0,1518.149680407491,2187.7583915031882,3312.5,0.15831863323926088,0.0020801683811204055,14.1353049226833,-0.1130379305866668,-1.2025018120612616,-1.9258190067122392,-2.091700588039297,-2.028715345553361,-1.5880872734050882,-1.3835033010780629,-1.1552634418780579,0.0006136076226504456
voice,existing_fake,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ043-0039.wav,wavefake::LJ043-0039,8.0225,0.05567240350160783,0.61379474401474,11.025116671979386,0.20307189899921094,0.0008153053291607648,0.013111150823533535,0.0854921810328961,0.11809375,0.0,1546.6714275570375,2130.9745737423427,4781.25,0.18342939975368575,0.002046323066972937,38.85124556782524,-0.12189031985922201,-1.2625188741891489,-1.8174355962904307,-1.9101529548481304,-1.7786314591217856,-1.2948437430268591,-1.1819005944316439,-1.5314936909498038,0.00027849077276193056
voice,existing_fake,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0388.wav,wavefake::LJ019-0388,8.986125,0.056727152625742,0.6046269536018372,10.658510530060797,0.17071227118961868,0.0003861089004203678,0.01323623489588499,0.0933536604046822,0.1844921875,0.0,1202.7633458218806,1878.0717533851778,1812.5,0.12512034274878525,0.002131148813413449,152.63594104957133,-0.10179502793082931,-1.0747637877607543,-1.7672118778663335,-1.9169552883063112,-1.8005934083021002,-1.98175585552765,-2.0736137387836506,-1.2156209406487344,0.0007019472202732806
voice,existing_fake,data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5033641.flac,asvspoof::LA_0092,3.457375,0.07215170082155807,0.999969482421875,13.859264175836254,0.1326174593705371,6.103515625e-05,0.000457763671875,0.062957763671875,0.5626920712968654,1.80772985285079e-05,909.6739867949863,815.3042221801492,1875.0,0.06131488295487573,0.003457218804544087,579.9753352135887,-0.1496067313295123,-0.7528046284670916,-1.024454488756889,-1.8521787050367893,-2.8454985702379085,-2.5479494354433405,-2.804114002936143,-3.493160742369042,1.704604529332087e-05
voice,existing_fake,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ009-0266_WF4_1.wav,wavefake::LJ009-0266,7.291125,0.05714206636638228,0.6451764106750488,11.290743434763463,0.2700138011435233,0.000666675966931507,0.012458066456019878,0.0831240512430668,0.13757307685713796,0.0,3111.7954837372536,3155.5231415085314,7343.75,0.16419291755784463,0.002246327381616449,54.81900395113234,-0.2769451932765838,-1.1311192324176156,-1.930474672992061,-2.0491553311028228,-2.3209733856787635,-1.8582331682939142,-1.197029093968636,-0.5305943824282187,7.038349464935792e-06
voice,existing_fake,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0384.wav,wavefake::LJ019-0384,2.542625,0.062412173415973035,0.5993639826774597,9.603318549455699,0.20503429119244856,0.001683037134353072,0.019838133826851845,0.09747850596904756,0.06518853547023254,0.0,2802.0886048543343,3057.241743519511,7343.75,0.19030834206839053,0.0020752845508813875,12.4927542613896,-0.22557329775956766,-1.383963561077908,-1.924852094131556,-1.9801307531185195,-1.597854577356034,-1.4908993900088763,-1.5705290605870248,-0.589999335038287,1.1900663496251442e-05
voice,existing_fake,data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_2088659.flac,asvspoof::LA_0087,5.618125,0.14683783354254615,0.999969482421875,6.8100261240379485,0.11108144489314599,0.0009765625,0.0540618896484375,0.2523529052734377,0.10061185893870286,1.1124707976415618e-05,447.5972544775205,546.8953634949258,656.25,0.016297163875639134,0.004837443743950916,87.83964223424786,-0.050080192355608205,-1.0972822541705332,-1.6795560449839715,-2.191090304536279,-3.216312719924431,-3.718810641602981,-3.3034140977763244,-3.4795898215662158,0.04974406186191214
voice,existing_fake,data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_7149832.flac,asvspoof::LA_0092,3.6721875,0.07894766397945159,0.999969482421875,12.666232691598651,0.11587296184089593,9.1552734375e-05,0.0025634765625,0.09468383789062496,0.4390264658326951,1.7019828099736194e-05,693.6439323010891,566.6865462618024,1093.75,0.037066433862069585,0.0034918047357805748,631.1444584198038,-0.10070582421585948,-0.749436394752948,-1.6669047472337832,-2.37142609293457,-3.114322974322276,-2.8305275072777794,-3.1918694119806004,-3.6388282527233837,0.00018006218907900518
