path,file_fake,voice_fake,music_fake,voice_present,music_present,speaker_id,generator,source,dataset,hf_id,original_id,split_group_id,source_url,version,license,allowed_for_competition,redistribution_allowed,commercial_restriction,dataset_name,content_hash,near_duplicate_group
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_2653144.flac,0,0,0,1,0,LA_0085,bonafide,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_2653144,asvspoof::LA_0085,https://www.asvspoof.org/,ASVspoof 2019 LA; mirror snapshot not recorded,Custom corpus usage agreement,REVIEW_REQUIRED,NO_UNTIL_VERIFIED,TERMS_REVIEW_REQUIRED,asvspoof2019,8a702dbe473eaf0f192c4fd04592f6efa842ec1998a68d073750354de1e4ef27,asvspoof::LA_0085
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5520907.flac,0,0,0,1,0,LA_0086,bonafide,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_5520907,asvspoof::LA_0086,https://www.asvspoof.org/,ASVspoof 2019 LA; mirror snapshot not recorded,Custom corpus usage agreement,REVIEW_REQUIRED,NO_UNTIL_VERIFIED,TERMS_REVIEW_REQUIRED,asvspoof2019,a8418dd1db9fcce8c9e35469e9d9d03819071dbcf5547d3b2fda062e5c749dc0,asvspoof::LA_0086
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_1724630.flac,1,1,0,1,0,LA_0089,A01,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_1724630,asvspoof::LA_0089,https://www.asvspoof.org/,ASVspoof 2019 LA; mirror snapshot not recorded,Custom corpus usage agreement,REVIEW_REQUIRED,NO_UNTIL_VERIFIED,TERMS_REVIEW_REQUIRED,asvspoof2019,d4c956d12b4ab4af1b078f837fa4b154b8b0c2d6e7ea2276059e2be63b2ff897,asvspoof::LA_0089
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_1195400.flac,1,1,0,1,0,LA_0093,A02,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_1195400,asvspoof::LA_0093,https://www.asvspoof.org/,ASVspoof 2019 LA; mirror snapshot not recorded,Custom corpus usage agreement,REVIEW_REQUIRED,NO_UNTIL_VERIFIED,TERMS_REVIEW_REQUIRED,asvspoof2019,4e89873d734a8d312400a999c7be8275dcb7b39ec991453c8ac7727257baaea9,asvspoof::LA_0093
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9754081.flac,0,0,0,1,0,LA_0088,bonafide,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_9754081,asvspoof::LA_0088,https://www.asvspoof.org/,ASVspoof 2019 LA; mirror snapshot not recorded,Custom corpus usage agreement,REVIEW_REQUIRED,NO_UNTIL_VERIFIED,TERMS_REVIEW_REQUIRED,asvspoof2019,652c7fba85c59010c6be4819a045482a1d1cdfcd7f862bc179e376a76ae40c6c,asvspoof::LA_0088
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5645029.flac,1,1,0,1,0,LA_0089,A01,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_5645029,asvspoof::LA_0089,https://www.asvspoof.org/,ASVspoof 2019 LA; mirror snapshot not recorded,Custom corpus usage agreement,REVIEW_REQUIRED,NO_UNTIL_VERIFIED,TERMS_REVIEW_REQUIRED,asvspoof2019,d25640a2f06d7f55b365089af09b7316cd86c1e603d1220067bcad93df014c2b,asvspoof::LA_0089
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5566818.flac,1,1,0,1,0,LA_0082,A02,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_5566818,asvspoof::LA_0082,https://www.asvspoof.org/,ASVspoof 2019 LA; mirror snapshot not recorded,Custom corpus usage agreement,REVIEW_REQUIRED,NO_UNTIL_VERIFIED,TERMS_REVIEW_REQUIRED,asvspoof2019,33a7d2ba2d575429358b377d92caceac0e8d949ac450f883199ed9aee4fddd44,asvspoof::LA_0082
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6963013.flac,0,0,0,1,0,LA_0094,bonafide,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_6963013,asvspoof::LA_0094,https://www.asvspoof.org/,ASVspoof 2019 LA; mirror snapshot not recorded,Custom corpus usage agreement,REVIEW_REQUIRED,NO_UNTIL_VERIFIED,TERMS_REVIEW_REQUIRED,asvspoof2019,542f2bb9ec0bad65e395567b99d756927983c2663f523529ebf00c374a898b47,asvspoof::LA_0094
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_4977330.flac,1,1,0,1,0,LA_0083,A02,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_4977330,asvspoof::LA_0083,https://www.asvspoof.org/,ASVspoof 2019 LA; mirror snapshot not recorded,Custom corpus usage agreement,REVIEW_REQUIRED,NO_UNTIL_VERIFIED,TERMS_REVIEW_REQUIRED,asvspoof2019,5e75e3890942fd3bd8bd04fddf5d7ef3732129949faacd7fc3731c99aedcea88,asvspoof::LA_0083
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6804257.flac,1,1,0,1,0,LA_0081,A01,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_6804257,asvspoof::LA_0081,https://www.asvspoof.org/,ASVspoof 2019 LA; mirror snapshot not recorded,Custom corpus usage agreement,REVIEW_REQUIRED,NO_UNTIL_VERIFIED,TERMS_REVIEW_REQUIRED,asvspoof2019,a8b3d571aaf08a9a54a11071e75986e1ed3c59c67f1eb5ee65429bcddaee4a6c,asvspoof::LA_0081
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_1532364.flac,1,1,0,1,0,LA_0088,A02,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_1532364,asvspoof::LA_0088,https://www.asvspoof.org/,ASVspoof 2019 LA; mirror snapshot not recorded,Custom corpus usage agreement,REVIEW_REQUIRED,NO_UNTIL_VERIFIED,TERMS_REVIEW_REQUIRED,asvspoof2019,51c7f8faabba58ab9339d093f7f77a908f6f49aa4955357600e90fef9a112b36,asvspoof::LA_0088
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9100205.flac,1,1,0,1,0,LA_0095,A01,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_9100205,asvspoof::LA_0095,https://www.asvspoof.org/,ASVspoof 2019 LA; mirror snapshot not recorded,Custom corpus usage agreement,REVIEW_REQUIRED,NO_UNTIL_VERIFIED,TERMS_REVIEW_REQUIRED,asvspoof2019,76602ac35ecdc5bef6702374fa07918f2e82317d6200904e3a35d12e889453d6,asvspoof::LA_0095
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3075213.flac,1,1,0,1,0,LA_0094,A01,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_3075213,asvspoof::LA_0094,https://www.asvspoof.org/,ASVspoof 2019 LA; mirror snapshot not recorded,Custom corpus usage agreement,REVIEW_REQUIRED,NO_UNTIL_VERIFIED,TERMS_REVIEW_REQUIRED,asvspoof2019,4d89c4b57a9de48ec25afe598acb5d87f8922b47e83865c1371608953088605f,asvspoof::LA_0094
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_7500588.flac,0,0,0,1,0,LA_0092,bonafide,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_7500588,asvspoof::LA_0092,https://www.asvspoof.org/,ASVspoof 2019 LA; mirror snapshot not recorded,Custom corpus usage agreement,REVIEW_REQUIRED,NO_UNTIL_VERIFIED,TERMS_REVIEW_REQUIRED,asvspoof2019,047377a0009b54afacce08d1584e71d3b34394a69c765ba78a604a18752d3a4c,asvspoof::LA_0092
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_8935473.flac,1,1,0,1,0,LA_0089,A01,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_8935473,asvspoof::LA_0089,https://www.asvspoof.org/,ASVspoof 2019 LA; mirror snapshot not recorded,Custom corpus usage agreement,REVIEW_REQUIRED,NO_UNTIL_VERIFIED,TERMS_REVIEW_REQUIRED,asvspoof2019,15d9ce0eda2aef51f0688859cbad43646a56218fdf0978bbb5ac9fd4d9be2e3b,asvspoof::LA_0089
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5741021.flac,1,1,0,1,0,LA_0090,A02,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_5741021,asvspoof::LA_0090,https://www.asvspoof.org/,ASVspoof 2019 LA; mirror snapshot not recorded,Custom corpus usage agreement,REVIEW_REQUIRED,NO_UNTIL_VERIFIED,TERMS_REVIEW_REQUIRED,asvspoof2019,99507c1599211b47af690ea38a3533d6aa0a6fb45c8777a54adcc9b2853df239,asvspoof::LA_0090
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5359998.flac,0,0,0,1,0,LA_0080,bonafide,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_5359998,asvspoof::LA_0080,https://www.asvspoof.org/,ASVspoof 2019 LA; mirror snapshot not recorded,Custom corpus usage agreement,REVIEW_REQUIRED,NO_UNTIL_VERIFIED,TERMS_REVIEW_REQUIRED,asvspoof2019,18be4bb80c6c676a707c709e7755b54356154fc396fed8e50fb3527864c8535d,asvspoof::LA_0080
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_4398449.flac,1,1,0,1,0,LA_0085,A02,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_4398449,asvspoof::LA_0085,https://www.asvspoof.org/,ASVspoof 2019 LA; mirror snapshot not recorded,Custom corpus usage agreement,REVIEW_REQUIRED,NO_UNTIL_VERIFIED,TERMS_REVIEW_REQUIRED,asvspoof2019,e5ffe3145ef4a40cdda747c142d069952f482f6622f279d78bd45dbdeb05bca1,asvspoof::LA_0085
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5061056.flac,1,1,0,1,0,LA_0091,A01,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_5061056,asvspoof::LA_0091,https://www.asvspoof.org/,ASVspoof 2019 LA; mirror snapshot not recorded,Custom corpus usage agreement,REVIEW_REQUIRED,NO_UNTIL_VERIFIED,TERMS_REVIEW_REQUIRED,asvspoof2019,ee9e9710cb5769f4bcc6d858878aca9fafcb08573b3075b13ac2e520859796c6,asvspoof::LA_0091
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_4014930.flac,1,1,0,1,0,LA_0083,A02,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_4014930,asvspoof::LA_0083,https://www.asvspoof.org/,ASVspoof 2019 LA; mirror snapshot not recorded,Custom corpus usage agreement,REVIEW_REQUIRED,NO_UNTIL_VERIFIED,TERMS_REVIEW_REQUIRED,asvspoof2019,44d7ac9b6c56aaefc6bb3640d3c769b55b44d58d2c3e43aec8c55afb01eaa385,asvspoof::LA_0083
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3913607.flac,1,1,0,1,0,LA_0080,A02,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_3913607,asvspoof::LA_0080,https://www.asvspoof.org/,ASVspoof 2019 LA; mirror snapshot not recorded,Custom corpus usage agreement,REVIEW_REQUIRED,NO_UNTIL_VERIFIED,TERMS_REVIEW_REQUIRED,asvspoof2019,2bcfda19b0a2a4a482af0417a19810f9bf5aee70041c324a364084ffc9d74553,asvspoof::LA_0080
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3562937.flac,1,1,0,1,0,LA_0088,A01,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_3562937,asvspoof::LA_0088,https://www.asvspoof.org/,ASVspoof 2019 LA; mirror snapshot not recorded,Custom corpus usage agreement,REVIEW_REQUIRED,NO_UNTIL_VERIFIED,TERMS_REVIEW_REQUIRED,asvspoof2019,4c4c2b96419cf81c9a1e39a04a3d51f2c758eb7cb6d39f85c800920f1f077345,asvspoof::LA_0088
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_7754797.flac,1,1,0,1,0,LA_0081,A01,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_7754797,asvspoof::LA_0081,https://www.asvspoof.org/,ASVspoof 2019 LA; mirror snapshot not recorded,Custom corpus usage agreement,REVIEW_REQUIRED,NO_UNTIL_VERIFIED,TERMS_REVIEW_REQUIRED,asvspoof2019,5e9bf948681486c4f6b6e1e987811985d6b465c07c2eb7af62b1e35fbf7dd901,asvspoof::LA_0081
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_4903187.flac,1,1,0,1,0,LA_0098,A01,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_4903187,asvspoof::LA_0098,https://www.asvspoof.org/,ASVspoof 2019 LA; mirror snapshot not recorded,Custom corpus usage agreement,REVIEW_REQUIRED,NO_UNTIL_VERIFIED,TERMS_REVIEW_REQUIRED,asvspoof2019,709e73fb4c7620e94c655fa8e1b01208b2826d99953f0b89a474af11f7676389,asvspoof::LA_0098
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9194689.flac,0,0,0,1,0,LA_0089,bonafide,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_9194689,asvspoof::LA_0089,https://www.asvspoof.org/,ASVspoof 2019 LA; mirror snapshot not recorded,Custom corpus usage agreement,REVIEW_REQUIRED,NO_UNTIL_VERIFIED,TERMS_REVIEW_REQUIRED,asvspoof2019,79b58e369ffe6218aa4a4f624cdc339561f964207514e7bb1350fe0ae7633d97,asvspoof::LA_0089
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_2420983.flac,1,1,0,1,0,LA_0096,A01,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_2420983,asvspoof::LA_0096,https://www.asvspoof.org/,ASVspoof 2019 LA; mirror snapshot not recorded,Custom corpus usage agreement,REVIEW_REQUIRED,NO_UNTIL_VERIFIED,TERMS_REVIEW_REQUIRED,asvspoof2019,e5516cbf9a7f5ef4954db624b242caf70228a4edb984cafa0f3fb36b28d6a35b,asvspoof::LA_0096
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_4546797.flac,0,0,0,1,0,LA_0086,bonafide,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_4546797,asvspoof::LA_0086,https://www.asvspoof.org/,ASVspoof 2019 LA; mirror snapshot not recorded,Custom corpus usage agreement,REVIEW_REQUIRED,NO_UNTIL_VERIFIED,TERMS_REVIEW_REQUIRED,asvspoof2019,5ae2b90f1bb562b7faabf16ac857fe7c37b9996b15dcb92d5573e61c0975af63,asvspoof::LA_0086
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6703105.flac,1,1,0,1,0,LA_0079,A02,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_6703105,asvspoof::LA_0079,https://www.asvspoof.org/,ASVspoof 2019 LA; mirror snapshot not recorded,Custom corpus usage agreement,REVIEW_REQUIRED,NO_UNTIL_VERIFIED,TERMS_REVIEW_REQUIRED,asvspoof2019,3711dcdf72e568596b5fb6778d9e2711e8a1c337516d4af14ade082a9da76ca5,asvspoof::LA_0079
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5791887.flac,1,1,0,1,0,LA_0098,A01,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_5791887,asvspoof::LA_0098,https://www.asvspoof.org/,ASVspoof 2019 LA; mirror snapshot not recorded,Custom corpus usage agreement,REVIEW_REQUIRED,NO_UNTIL_VERIFIED,TERMS_REVIEW_REQUIRED,asvspoof2019,cff107fd926cf06716f3f8ccaba6182cd629b4fef149526d0caba5bc7bf763cb,asvspoof::LA_0098
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6416841.flac,0,0,0,1,0,LA_0085,bonafide,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_6416841,asvspoof::LA_0085,https://www.asvspoof.org/,ASVspoof 2019 LA; mirror snapshot not recorded,Custom corpus usage agreement,REVIEW_REQUIRED,NO_UNTIL_VERIFIED,TERMS_REVIEW_REQUIRED,asvspoof2019,77b82844336648b32d081f3e30adb7deb3c261ec7959ee42b94539857b572b1e,asvspoof::LA_0085
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_4008959.flac,1,1,0,1,0,LA_0085,A02,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_4008959,asvspoof::LA_0085,https://www.asvspoof.org/,ASVspoof 2019 LA; mirror snapshot not recorded,Custom corpus usage agreement,REVIEW_REQUIRED,NO_UNTIL_VERIFIED,TERMS_REVIEW_REQUIRED,asvspoof2019,b21a5c6b0ec364eb318d2c561a8b0808a108ab6435812e37b77e7e3b5064683c,asvspoof::LA_0085
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_4590541.flac,1,1,0,1,0,LA_0087,A01,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_4590541,asvspoof::LA_0087,https://www.asvspoof.org/,ASVspoof 2019 LA; mirror snapshot not recorded,Custom corpus usage agreement,REVIEW_REQUIRED,NO_UNTIL_VERIFIED,TERMS_REVIEW_REQUIRED,asvspoof2019,731c67e7aec4d0fe66fec17323291ba5b6e6423524ea62ce8ba22600dd444668,asvspoof::LA_0087
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9007890.flac,1,1,0,1,0,LA_0086,A02,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_9007890,asvspoof::LA_0086,https://www.asvspoof.org/,ASVspoof 2019 LA; mirror snapshot not recorded,Custom corpus usage agreement,REVIEW_REQUIRED,NO_UNTIL_VERIFIED,TERMS_REVIEW_REQUIRED,asvspoof2019,f0cdfde08b3a1b342b3c9a9cd5be0c9bee541ca51dd49ce4bbb589db754598e0,asvspoof::LA_0086
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3517928.flac,0,0,0,1,0,LA_0082,bonafide,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_3517928,asvspoof::LA_0082,https://www.asvspoof.org/,ASVspoof 2019 LA; mirror snapshot not recorded,Custom corpus usage agreement,REVIEW_REQUIRED,NO_UNTIL_VERIFIED,TERMS_REVIEW_REQUIRED,asvspoof2019,1e42bca5b1ede811f14929fa13efdb29a5e7617463a74663e759634e9176bb17,asvspoof::LA_0082
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9348735.flac,0,0,0,1,0,LA_0092,bonafide,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_9348735,asvspoof::LA_0092,https://www.asvspoof.org/,ASVspoof 2019 LA; mirror snapshot not recorded,Custom corpus usage agreement,REVIEW_REQUIRED,NO_UNTIL_VERIFIED,TERMS_REVIEW_REQUIRED,asvspoof2019,658f7db5220b9c014f6108ab064ecb360f7f42155d4ece8510fe3c4af7a228d2,asvspoof::LA_0092
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5636788.flac,1,1,0,1,0,LA_0091,A01,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_5636788,asvspoof::LA_0091,https://www.asvspoof.org/,ASVspoof 2019 LA; mirror snapshot not recorded,Custom corpus usage agreement,REVIEW_REQUIRED,NO_UNTIL_VERIFIED,TERMS_REVIEW_REQUIRED,asvspoof2019,e563841b1c3ae35f7c9de90b607a7d42ad8d2a6ad2fc222691c6b4d51228cb92,asvspoof::LA_0091
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6201923.flac,0,0,0,1,0,LA_0093,bonafide,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_6201923,asvspoof::LA_0093,https://www.asvspoof.org/,ASVspoof 2019 LA; mirror snapshot not recorded,Custom corpus usage agreement,REVIEW_REQUIRED,NO_UNTIL_VERIFIED,TERMS_REVIEW_REQUIRED,asvspoof2019,3dc9c1fd3420a66b05d872ea7cd855f513b705a93ac90c06dcf4941722bdba70,asvspoof::LA_0093
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_7974784.flac,1,1,0,1,0,LA_0082,A01,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_7974784,asvspoof::LA_0082,https://www.asvspoof.org/,ASVspoof 2019 LA; mirror snapshot not recorded,Custom corpus usage agreement,REVIEW_REQUIRED,NO_UNTIL_VERIFIED,TERMS_REVIEW_REQUIRED,asvspoof2019,4fe683c20bc536ac4e15e13b64c9c2530403513a1e521038cab95837b5cceee2,asvspoof::LA_0082
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_2627334.flac,1,1,0,1,0,LA_0080,A02,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_2627334,asvspoof::LA_0080,https://www.asvspoof.org/,ASVspoof 2019 LA; mirror snapshot not recorded,Custom corpus usage agreement,REVIEW_REQUIRED,NO_UNTIL_VERIFIED,TERMS_REVIEW_REQUIRED,asvspoof2019,758b160c3e6a4a06e0da280633d01777106dff32c2b7dedd427c974399e1e255,asvspoof::LA_0080
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3541528.flac,0,0,0,1,0,LA_0090,bonafide,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_3541528,asvspoof::LA_0090,https://www.asvspoof.org/,ASVspoof 2019 LA; mirror snapshot not recorded,Custom corpus usage agreement,REVIEW_REQUIRED,NO_UNTIL_VERIFIED,TERMS_REVIEW_REQUIRED,asvspoof2019,801f28369616461b54682451516d238c1d7b5f73e488f533de8f36083bfa289b,asvspoof::LA_0090
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_2487449.flac,1,1,0,1,0,LA_0081,A02,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_2487449,asvspoof::LA_0081,https://www.asvspoof.org/,ASVspoof 2019 LA; mirror snapshot not recorded,Custom corpus usage agreement,REVIEW_REQUIRED,NO_UNTIL_VERIFIED,TERMS_REVIEW_REQUIRED,asvspoof2019,5a6819522c55923c336966920cb71bdf7ade9a1169d7212ba2ed2a9a1b8d2ae6,asvspoof::LA_0081
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_1410416.flac,0,0,0,1,0,LA_0087,bonafide,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_1410416,asvspoof::LA_0087,https://www.asvspoof.org/,ASVspoof 2019 LA; mirror snapshot not recorded,Custom corpus usage agreement,REVIEW_REQUIRED,NO_UNTIL_VERIFIED,TERMS_REVIEW_REQUIRED,asvspoof2019,213d4ed4341ced139d4a55320abd22a474e1f7c5ffc11913631bd9f1b70d341c,asvspoof::LA_0087
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6654603.flac,0,0,0,1,0,LA_0092,bonafide,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_6654603,asvspoof::LA_0092,https://www.asvspoof.org/,ASVspoof 2019 LA; mirror snapshot not recorded,Custom corpus usage agreement,REVIEW_REQUIRED,NO_UNTIL_VERIFIED,TERMS_REVIEW_REQUIRED,asvspoof2019,5bde570b84f4331d15967010da75002e607cbe8def123766bdf333fbb8930351,asvspoof::LA_0092
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_4127674.flac,1,1,0,1,0,LA_0096,A01,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_4127674,asvspoof::LA_0096,https://www.asvspoof.org/,ASVspoof 2019 LA; mirror snapshot not recorded,Custom corpus usage agreement,REVIEW_REQUIRED,NO_UNTIL_VERIFIED,TERMS_REVIEW_REQUIRED,asvspoof2019,0e2c2bbc1fc17a866411e4b9ecfe342cc3ae3b675b83bf9a13712517f4f2c32e,asvspoof::LA_0096
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3039072.flac,1,1,0,1,0,LA_0087,A02,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_3039072,asvspoof::LA_0087,https://www.asvspoof.org/,ASVspoof 2019 LA; mirror snapshot not recorded,Custom corpus usage agreement,REVIEW_REQUIRED,NO_UNTIL_VERIFIED,TERMS_REVIEW_REQUIRED,asvspoof2019,18b509dc58dd4071ab07a49ddec3e07903b689adf14bc15f29b475f5986f58f4,asvspoof::LA_0087
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3527643.flac,0,0,0,1,0,LA_0092,bonafide,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_3527643,asvspoof::LA_0092,https://www.asvspoof.org/,ASVspoof 2019 LA; mirror snapshot not recorded,Custom corpus usage agreement,REVIEW_REQUIRED,NO_UNTIL_VERIFIED,TERMS_REVIEW_REQUIRED,asvspoof2019,6ff30b968fbb1252fd08cec643aeef6a176cebe6d06d270fb45a28b4f49923ac,asvspoof::LA_0092
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3727749.flac,1,1,0,1,0,LA_0081,A01,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_3727749,asvspoof::LA_0081,https://www.asvspoof.org/,ASVspoof 2019 LA; mirror snapshot not recorded,Custom corpus usage agreement,REVIEW_REQUIRED,NO_UNTIL_VERIFIED,TERMS_REVIEW_REQUIRED,asvspoof2019,ff0450ae872471efd54b3594d346bf8f38eb2a3536c8943722a68025ee709c57,asvspoof::LA_0081
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_2312030.flac,1,1,0,1,0,LA_0094,A02,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_2312030,asvspoof::LA_0094,https://www.asvspoof.org/,ASVspoof 2019 LA; mirror snapshot not recorded,Custom corpus usage agreement,REVIEW_REQUIRED,NO_UNTIL_VERIFIED,TERMS_REVIEW_REQUIRED,asvspoof2019,40b3ced30b59c849d492d3305a2c0c4e0af070f485ca0233a48e42a7049a6784,asvspoof::LA_0094
