path,file_fake,voice_fake,music_fake,voice_present,music_present,speaker_id,generator,source,dataset,hf_id,original_id,split_group_id,base_voice_id,base_music_id,mix_mode,mix_snr_db,mix_overlap_fraction,mix_gap_sec,mix_crossfade_sec,mix_voice_gain_db,mix_music_gain_db,augment,data_role,split,calibration_fold,y_file_fake,y_voice_fake,y_music_fake,y_voice_present,y_music_present,df,df_primary,df_second,df_has_second,df_used,duration_sec,vf,mf,vfile,mfile,vp_model,mp_model,vp_panns,mp_panns,upstream_label,p_file,p_voice,p_music,p_voice_present,p_music_present,source_url,version,license,allowed_for_competition,redistribution_allowed,commercial_restriction,dataset_name,content_hash,near_duplicate_group,upstream_split,voice_domain,voice_language,voice_channel,voice_mixed_music,music_domain,music_generator_family,file_composition,file_state,file_mix_mode,file_partial,duration_bucket,generator_family,file_error,voice_error,music_error
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_3000-15664-0037.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0065.wav,1,0,1,1,1,mix::3000::fake_music_AudioLDM2_6,mix::LibriSpeech::AudioLDM2,split_internal_mix,mix,generated_after_split,mix::librispeech_dev_3000-15664-0037::fake_music_AudioLDM2_0065::01::19,mix::libri::3000::generated_music::fake_music_generator_0065,libri::3000,generated_music::fake_music_generator_0065,simultaneous,-15.0,0.1,0.0,0.1,3.0,-3.0,none,val_b,val_b,val_b,1,0,1,1,1,0.7948632407733052,0.7948632407733052,,False,True,10.07,0.7219617962837219,0.9975010752677916,0.7020143270492554,0.997488796710968,0.4572821855545044,0.9966601133346558,0.1084994301199913,0.0372516438364982,unknown,0.9475340549685752,0.7438322296305968,0.9975010752677916,0.19569511897861958,0.2771037612110376,,,,,,,,,,,real_speech,unknown,clean_or_unknown,with_music,Udio-like,AudioLDM2,voice+music,RF,simultaneous,not_partial_or_unknown,10-20,AudioLDM2,correct,FP,correct
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ020-0089.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0101.wav,1,1,1,1,1,mix::wavefake_015a35::fake_music_AudioLDM2_10,mix::WF7::AudioLDM2,split_internal_mix,mix,generated_after_split,mix::wavefake_ajay_LJ020-0089::fake_music_AudioLDM2_0101::11::5,mix::wavefake::LJ020-0089::generated_music::fake_music_generator_0101,wavefake::LJ020-0089,generated_music::fake_music_generator_0101,partial_overlap,-10.0,0.75,0.0,0.05,0.0,3.0,none,val_b,val_b,val_b,1,1,1,1,1,0.882250649582591,0.882250649582591,,False,True,6.6981875,0.7338438630104065,0.999643325805664,0.7238258719444275,0.9996206760406494,0.5958096385002136,0.9997351765632628,0.4597967863082886,0.0580820403993129,unknown,0.9703907717242346,0.7783658989820619,0.999643325805664,0.49379999935626984,0.29349532444030035,,,,,,,,,,,TTS_or_unknown,unknown,clean_or_unknown,with_music,Udio-like,AudioLDM2,voice+music,FF,partial_overlap,partial_or_crossfade,5-10,AudioLDM2,correct,correct,correct
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ020-0034.wav|data/raw/gtzan_unique_v2/reggae.00021.wav,1,1,0,1,1,mix::wavefake_d70d2d::gtzan_8_reggae.00021,mix::WF7::GTZAN_genre_8,split_internal_mix,mix,generated_after_split,mix::wavefake_ajay_LJ020-0034::gtzan_v2_reggae.00021::10::11,mix::wavefake::LJ020-0034::gtzan::gtzan_v2_reggae.00021,wavefake::LJ020-0034,gtzan::gtzan_v2_reggae.00021,partial_overlap,10.0,0.1,0.1,0.05,-6.0,-6.0,none,val_b,val_b,val_b,1,1,0,1,1,0.8487641149454608,0.8487641149454608,,False,True,32.427125,0.7208817005157471,0.0047142053954303,0.7119975686073303,0.0047886776737868,0.8925106525421143,0.9944044947624208,0.2692384421825409,0.8360883593559265,unknown,0.49912980285689557,0.7592464248446611,0.0047142053954303,0.42505649477243423,0.87566739320755,,,,,,,,,,,TTS_or_unknown,unknown,clean_or_unknown,with_music,real_music,GTZAN_genre_8,voice+music,FR,partial_overlap,partial_or_crossfade,>20,GTZAN_genre_8,correct,correct,correct
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6963013.flac,0,0,0,1,0,LA_0094,bonafide,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_6963013,asvspoof::LA_0094,asvspoof::LA_0094,,none,,,,,,,none,val_b,val_b,val_b,0,0,0,1,0,0.0406867973596361,0.0406867973596361,,False,True,4.05025,0.7646232843399048,0.2545411288738251,0.7704892158508301,0.2488255798816681,0.9606677889823914,0.1298930794000625,0.7467198371887207,0.0284637566655874,unknown,0.3519701204264961,0.5474423382458242,0.2545411288738251,0.8002068251371384,0.05382108734920618,,,,,,,,,,,real_speech,unknown,clean_or_unknown,voice_only,absent,bonafide,voice_only,single_real,none,not_partial_or_unknown,2-5,bonafide,correct,correct,not_scored
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_1993-147149-0028.flac|data/raw/gtzan_unique_v2/reggae.00021.wav,0,0,0,1,1,mix::1993::gtzan_8_reggae.00021,mix::LibriSpeech::GTZAN_genre_8,split_internal_mix,mix,generated_after_split,mix::librispeech_dev_1993-147149-0028::gtzan_v2_reggae.00021::00::11,mix::libri::1993::gtzan::gtzan_v2_reggae.00021,libri::1993,gtzan::gtzan_v2_reggae.00021,voice_then_music,5.0,0.75,1.0,0.5,3.0,-6.0,none,val_b,val_b,val_b,0,0,0,1,1,0.0253381231639255,0.0253381231639255,,False,True,41.183375,0.7284465432167053,0.2402115166187286,0.7061816453933716,0.2413657456636428,0.9460787177085876,0.8218874931335449,0.2678650915622711,0.5817201733589172,unknown,0.33437645049347037,0.5175140172008714,0.2402115166187286,0.43741849809885025,0.6417620033025742,,,,,,,,,,,real_speech,unknown,clean_or_unknown,with_music,real_music,GTZAN_genre_8,voice+music,RR,voice_then_music,not_partial_or_unknown,>20,GTZAN_genre_8,correct,correct,correct
data\raw\openslr_librispeech_asr\librispeech_dev_3170-137482-0044.flac,0,0,0,1,0,3170,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_3170-137482-0044,libri::3170,libri::3170,,none,,,,,,,none,val_b,val_b,val_b,0,0,0,1,0,0.0047907875141424,0.0047907875141424,,False,True,16.705,0.7619006037712097,0.4106363654136657,0.7635101675987244,0.4153623580932617,0.9619430303573608,0.1234463602304458,0.8300207257270813,0.0350087098777294,unknown,0.42913694735802554,0.5347676588940895,0.4106363654136657,0.8630013018846512,0.0571181224659085,,,,,,,,,,,real_speech,unknown,clean_or_unknown,voice_only,absent,LibriSpeech,voice_only,single_real,none,not_partial_or_unknown,10-20,LibriSpeech,correct,correct,not_scored
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_2035-152373-0007.flac|data/raw/gtzan_unique_v2/disco.00023.wav,0,0,0,1,1,mix::2035::gtzan_3_disco.00023,mix::LibriSpeech::GTZAN_genre_3,split_internal_mix,mix,generated_after_split,mix::librispeech_dev_2035-152373-0007::gtzan_v2_disco.00023::00::4,mix::libri::2035::gtzan::gtzan_v2_disco.00023,libri::2035,gtzan::gtzan_v2_disco.00023,crossfade,5.0,0.1,0.0,0.05,-6.0,-3.0,none,val_b,val_b,val_b,0,0,0,1,1,0.0092414765432182,0.0092414765432182,,False,True,42.903375,0.7563117742538452,0.2912025451660156,0.7596998810768127,0.2949436902999878,0.9485127329826356,0.6206339001655579,0.5072269439697266,0.4739984273910522,unknown,0.36357098355016554,0.532190684940657,0.2912025451660156,0.6175483912229538,0.5106572955846786,,,,,,,,,,,real_speech,unknown,clean_or_unknown,with_music,real_music,GTZAN_genre_3,voice+music,RR,crossfade,partial_or_crossfade,>20,GTZAN_genre_3,correct,correct,correct
data/raw/gtzan_unique_v2/disco.00086.wav,0,0,0,0,1,gtzan_3_disco.00086,GTZAN_genre_3,gtzan_real_v2,gtzan_real,sanchit-gandhi/gtzan,gtzan_v2_disco.00086,gtzan::gtzan_v2_disco.00086,,gtzan::gtzan_v2_disco.00086,none,,,,,,,none,val_b,val_b,val_b,0,0,0,0,1,0.2877775279118131,0.2877775279118131,,False,True,30.0001875,0.7303524613380432,1.6673386653565103e-06,0.7021569609642029,1.5594303022226086e-06,0.3684983551502228,0.9999957084655762,0.0306802298873662,0.875497043132782,unknown,0.2960377113695532,0.5975799813101741,1.6673386653565103e-06,0.11513476120308035,0.9066217094659805,,,,,,,,,,,absent,unknown,clean_or_unknown,with_music,real_music,GTZAN_genre_3,music_only,single_real,none,not_partial_or_unknown,>20,GTZAN_genre_3,correct,not_scored,correct
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ008-0287.wav,1,1,0,1,0,wavefake_fa719a,WF7,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ008-0287,wavefake::LJ008-0287,wavefake::LJ008-0287,,none,,,,,,,none,val_b,val_b,val_b,1,1,0,1,0,0.9972294132237796,0.9972294132237796,,False,True,3.6339375,0.8034815788269043,0.471463531255722,0.8085712194442749,0.4788448512554168,0.9912430047988892,0.0838672891259193,0.8527632355690002,0.0150315202772617,unknown,0.7764443049626002,0.8616059291459668,0.471463531255722,0.8873831778764725,0.0322404624894261,,,,,,,,,,,TTS_or_unknown,unknown,clean_or_unknown,voice_only,absent,WF7,voice_only,single_fake,none,not_partial_or_unknown,2-5,WF7,correct,correct,not_scored
data\raw\openslr_librispeech_asr\librispeech_dev_1919-142785-0044.flac,0,0,0,1,0,1919,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_1919-142785-0044,libri::1919,libri::1919,,none,,,,,,,none,val_b,val_b,val_b,0,0,0,1,0,0.0230325664927353,0.0230325664927353,,False,True,5.77,0.7339754104614258,0.5540784597396851,0.7350924611091614,0.5657825469970703,0.9190186858177184,0.130473643541336,0.8478822112083435,0.0284904036670923,unknown,0.5127765293270742,0.5206925572708185,0.5540784597396851,0.8656663298606873,0.05398621363565323,,,,,,,,,,,real_speech,unknown,clean_or_unknown,voice_only,absent,LibriSpeech,voice_only,single_real,none,not_partial_or_unknown,5-10,LibriSpeech,FP,correct,not_scored
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0381.wav|data\raw\fake_music_generated\fake_music_MusicGen_0212.wav,1,1,1,1,1,mix::wavefake_43eee2::fake_music_MusicGen_21,mix::WF7::MusicGen,split_internal_mix,mix,generated_after_split,mix::wavefake_ajay_LJ019-0381::fake_music_MusicGen_0212::11::4,mix::wavefake::LJ019-0381::generated_music::fake_music_generator_0212,wavefake::LJ019-0381,generated_music::fake_music_generator_0212,music_then_voice,-15.0,0.5,1.0,0.5,-3.0,0.0,none,val_b,val_b,val_b,1,1,1,1,1,0.889059018007246,0.889059018007246,,False,True,13.194,0.7388030290603638,0.9986482262611388,0.7286369204521179,0.9986464977264404,0.7725170254707336,0.9970968961715698,0.164097860455513,0.0298883616924285,unknown,0.9716476365582278,0.7838798257444284,0.9986482262611388,0.31620265170931816,0.27169049531221384,,,,,,,,,,,TTS_or_unknown,unknown,clean_or_unknown,with_music,MusicGen,MusicGen,voice+music,FF,music_then_voice,not_partial_or_unknown,10-20,MusicGen,correct,correct,correct
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5520907.flac,0,0,0,1,0,LA_0086,bonafide,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_5520907,asvspoof::LA_0086,asvspoof::LA_0086,,none,,,,,,,none,val_b,val_b,val_b,0,0,0,1,0,0.1299652711161259,0.1299652711161259,,False,True,2.5154375,0.6896411776542664,0.4326769709587097,0.7113121151924133,0.4237721562385559,0.9816249012947084,0.0552994012832641,0.7453632950782776,0.0262985154986381,unknown,0.464657570234816,0.5217384056928243,0.4326769709587097,0.8044286966323853,0.0335487369447946,,,,,,,,,,,real_speech,unknown,clean_or_unknown,voice_only,absent,bonafide,voice_only,single_real,none,not_partial_or_unknown,2-5,bonafide,correct,correct,not_scored
data\raw\fake_music_generated\fake_music_AudioLDM2_0261.wav,1,0,1,0,1,fake_music_AudioLDM2_26,AudioLDM2,fake_music_generated,fake_music_generated,synth/AudioLDM2,fake_music_AudioLDM2_0261,generated_music::fake_music_generator_0261,,generated_music::fake_music_generator_0261,none,,,,,,,none,val_b,val_b,val_b,1,0,1,0,1,0.9026348535863354,0.9026348535863354,,False,True,5.4921875,0.7287853360176086,0.999876856803894,0.7192923426628113,0.9998668432235718,0.5964708924293518,0.999930500984192,0.0109600434079766,0.0292420424520969,unknown,0.9755986637085546,0.7809401912882266,0.999876856803894,0.1573377556633204,0.2719141570851207,,,,,,,,,,,absent,unknown,clean_or_unknown,with_music,Udio-like,AudioLDM2,music_only,single_fake,none,not_partial_or_unknown,5-10,AudioLDM2,correct,not_scored,correct
data\raw\fake_music_generated\fake_music_AudioLDM2_0215.wav,1,0,1,0,1,fake_music_AudioLDM2_21,AudioLDM2,fake_music_generated,fake_music_generated,synth/AudioLDM2,fake_music_AudioLDM2_0215,generated_music::fake_music_generator_0215,,generated_music::fake_music_generator_0215,none,,,,,,,none,val_b,val_b,val_b,1,0,1,0,1,0.9290215986131044,0.9290215986131044,,False,True,4.90225,0.7351495027542114,0.999958872795105,0.7206441164016724,0.9999547004699708,0.5483309626579285,0.9999748468399048,0.0121862553060054,0.0066067967563867,unknown,0.9822352246287237,0.7933111315118793,0.999958872795105,0.14622243214398617,0.2549488092772662,,,,,,,,,,,absent,unknown,clean_or_unknown,with_music,Udio-like,AudioLDM2,music_only,single_fake,none,not_partial_or_unknown,2-5,AudioLDM2,correct,not_scored,correct
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_3000-15664-0010.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0173.wav,1,0,1,1,1,mix::3000::fake_music_AudioLDM2_17,mix::LibriSpeech::AudioLDM2,split_internal_mix,mix,generated_after_split,mix::librispeech_dev_3000-15664-0010::fake_music_AudioLDM2_0173::01::13,mix::libri::3000::generated_music::fake_music_generator_0173,libri::3000,generated_music::fake_music_generator_0173,crossfade,-10.0,0.5,0.5,0.5,-3.0,3.0,none,val_b,val_b,val_b,1,0,1,1,1,0.9645505184652842,0.9645505184652842,,False,True,19.2475,0.7393145561218262,0.7458761930465698,0.7426421046257019,0.7449317574501038,0.8026800155639648,0.6765154600143433,0.3209736049175262,0.0199267640709877,unknown,0.8770839019032581,0.8068853448248636,0.7458761930465698,0.44140020757913584,0.1840739380568266,,,,,,,,,,,real_speech,unknown,clean_or_unknown,with_music,Udio-like,AudioLDM2,voice+music,RF,crossfade,partial_or_crossfade,10-20,AudioLDM2,correct,FP,correct
data\raw\fake_music_generated\fake_music_AudioLDM2_0179.wav,1,0,1,0,1,fake_music_AudioLDM2_17,AudioLDM2,fake_music_generated,fake_music_generated,synth/AudioLDM2,fake_music_AudioLDM2_0179,generated_music::fake_music_generator_0179,,generated_music::fake_music_generator_0179,none,,,,,,,none,val_b,val_b,val_b,1,0,1,0,1,0.9257602648792862,0.9257602648792862,,False,True,5.5590625,0.7317599058151245,0.9998631477355956,0.7179359793663025,0.9998518228530884,0.5310148000717163,0.9999035596847534,0.014545377343893,0.0379911623895168,unknown,0.9813737206218185,0.789960013534373,0.9998631477355956,0.14366273302584884,0.278469261713326,,,,,,,,,,,absent,unknown,clean_or_unknown,with_music,Udio-like,AudioLDM2,music_only,single_fake,none,not_partial_or_unknown,5-10,AudioLDM2,correct,not_scored,correct
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_777-126732-0038.flac|data\raw\fake_music_generated\fake_music_MusicGen_0064.wav,1,0,1,1,1,mix::777::fake_music_MusicGen_6,mix::LibriSpeech::MusicGen,split_internal_mix,mix,generated_after_split,mix::librispeech_dev_777-126732-0038::fake_music_MusicGen_0064::01::6,mix::libri::777::generated_music::fake_music_generator_0064,libri::777,generated_music::fake_music_generator_0064,music_then_voice,-10.0,0.75,1.0,0.05,0.0,-6.0,none,val_b,val_b,val_b,1,0,1,1,1,0.8683110801178774,0.8683110801178774,,False,True,8.8350625,0.7279539108276367,0.999362587928772,0.7325354814529419,0.9993417263031006,0.8637174367904663,0.9994829893112184,0.015945104882121,0.041049338877201,unknown,0.9667759551975176,0.7700610616147089,0.999362587928772,0.22788818785920734,0.2806577514857053,,,,,,,,,,,real_speech,unknown,clean_or_unknown,with_music,MusicGen,MusicGen,voice+music,RF,music_then_voice,not_partial_or_unknown,5-10,MusicGen,correct,FP,correct
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ028-0424.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0021.wav,1,1,1,1,1,mix::wavefake_843b5b::fake_music_AudioLDM2_2,mix::WF7::AudioLDM2,split_internal_mix,mix,generated_after_split,mix::wavefake_ajay_LJ028-0424::fake_music_AudioLDM2_0021::11::16,mix::wavefake::LJ028-0424::generated_music::fake_music_generator_0021,wavefake::LJ028-0424,generated_music::fake_music_generator_0021,crossfade,10.0,0.5,1.0,0.5,-3.0,0.0,none,val_b,val_b,val_b,1,1,1,1,1,0.8356300439974721,0.8356300439974721,,False,True,11.006375,0.7794377207756042,0.5096297264099121,0.7748129367828369,0.5185617208480835,0.9835128784179688,0.1730852723121643,0.8108636140823364,0.0336373262107372,unknown,0.7409091544174008,0.7962954177421646,0.5096297264099121,0.8540259301662445,0.06849931273609397,,,,,,,,,,,TTS_or_unknown,unknown,clean_or_unknown,with_music,Udio-like,AudioLDM2,voice+music,FF,crossfade,partial_or_crossfade,10-20,AudioLDM2,correct,correct,correct
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0394_WF7_1.wav|data/raw/gtzan_unique_v2/hiphop.00052.wav,1,1,0,1,1,mix::wavefake_76ddde::gtzan_4_hiphop.00052,mix::WF7::GTZAN_genre_4,split_internal_mix,mix,generated_after_split,mix::wavefake_ajay_LJ019-0394::gtzan_v2_hiphop.00052::10::8,mix::wavefake::LJ019-0394::gtzan::gtzan_v2_hiphop.00052,wavefake::LJ019-0394,gtzan::gtzan_v2_hiphop.00052,simultaneous,-5.0,0.25,0.5,0.1,-3.0,-3.0,none,val_b,val_b,val_b,1,1,0,1,1,0.4553469695147432,0.4553469695147432,,False,True,30.013375,0.7168554663658142,0.0009132829727604,0.7039021253585815,0.0008880925597622,0.7370035648345947,0.9973686337471008,0.1020215973258018,0.7794551849365234,unknown,0.353694711252014,0.6384029173104928,0.0009132829727604,0.260767089203,0.8339335471391678,,,,,,,,,,,TTS_or_unknown,unknown,clean_or_unknown,with_music,real_music,GTZAN_genre_4,voice+music,FR,simultaneous,not_partial_or_unknown,>20,GTZAN_genre_4,FN,FN,correct
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ028-0385.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0255.wav,1,1,1,1,1,mix::wavefake_0d935e::fake_music_AudioLDM2_25,mix::WF7::AudioLDM2,split_internal_mix,mix,generated_after_split,mix::wavefake_ajay_LJ028-0385::fake_music_AudioLDM2_0255::11::17,mix::wavefake::LJ028-0385::generated_music::fake_music_generator_0255,wavefake::LJ028-0385,generated_music::fake_music_generator_0255,simultaneous,15.0,0.75,0.0,0.05,0.0,3.0,none,val_b,val_b,val_b,1,1,1,1,1,0.9981725572083122,0.9981725572083122,,False,True,5.735375,0.7427927851676941,0.918626308441162,0.7479848861694336,0.919499933719635,0.9426358938217164,0.8120497465133667,0.606645941734314,0.2810641825199127,unknown,0.9638447861495593,0.8194067167798795,0.918626308441162,0.6906434297561646,0.4138105735182762,,,,,,,,,,,TTS_or_unknown,unknown,clean_or_unknown,with_music,Udio-like,AudioLDM2,voice+music,FF,simultaneous,not_partial_or_unknown,5-10,AudioLDM2,correct,correct,correct
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_1272-141231-0010.flac|data/raw/gtzan_unique_v2/disco.00059.wav,0,0,0,1,1,mix::1272::gtzan_3_disco.00059,mix::LibriSpeech::GTZAN_genre_3,split_internal_mix,mix,generated_after_split,mix::librispeech_dev_1272-141231-0010::gtzan_v2_disco.00059::00::19,mix::libri::1272::gtzan::gtzan_v2_disco.00059,libri::1272,gtzan::gtzan_v2_disco.00059,crossfade,10.0,0.75,1.0,0.5,3.0,-6.0,none,val_b,val_b,val_b,0,0,0,1,1,0.0089403754213346,0.0089403754213346,,False,True,40.2601875,0.7234990000724792,0.1148528009653091,0.7266265153884888,0.1115641742944717,0.8937690854072571,0.7263746857643127,0.5385729670524597,0.5366966128349304,unknown,0.2561375510296548,0.5091314126771358,0.1148528009653091,0.6273719966411591,0.584116131067276,,,,,,,,,,,real_speech,unknown,clean_or_unknown,with_music,real_music,GTZAN_genre_3,voice+music,RR,crossfade,partial_or_crossfade,>20,GTZAN_genre_3,correct,correct,correct
data/raw/gtzan_unique_v2/country.00069.wav,0,0,0,0,1,gtzan_2_country.00069,GTZAN_genre_2,gtzan_real_v2,gtzan_real,sanchit-gandhi/gtzan,gtzan_v2_country.00069,gtzan::gtzan_v2_country.00069,,gtzan::gtzan_v2_country.00069,none,,,,,,,none,val_b,val_b,val_b,0,0,0,0,1,0.0864100729435577,0.0864100729435577,,False,True,30.013375,0.6789765954017639,3.3481395433909706e-10,0.6609864830970764,3.0648092397278504e-10,0.5179862380027771,1.0,0.3130566775798797,0.8285033106803894,unknown,0.20955500791255915,0.501206638664302,1e-06,0.36428906768560404,0.871377483010292,,,,,,,,,,,absent,unknown,clean_or_unknown,with_music,real_music,GTZAN_genre_2,music_only,single_real,none,not_partial_or_unknown,>20,GTZAN_genre_2,correct,not_scored,correct
data/raw/gtzan_unique_v2/metal.00051.wav,0,0,0,0,1,gtzan_6_metal.00051,GTZAN_genre_6,gtzan_real_v2,gtzan_real,sanchit-gandhi/gtzan,gtzan_v2_metal.00051,gtzan::gtzan_v2_metal.00051,,gtzan::gtzan_v2_metal.00051,none,,,,,,,none,val_b,val_b,val_b,0,0,0,0,1,0.7419156564579487,0.7419156564579487,,False,True,30.013375,0.7753186225891113,5.836808441017638e-07,0.7415926456451416,5.398516123023001e-07,0.2743584215641022,0.9999990463256836,0.0154321752488613,0.826155424118042,unknown,0.47246581771170926,0.7652977327497625,1e-06,0.08016373682767151,0.8696163296699524,,,,,,,,,,,absent,unknown,clean_or_unknown,with_music,real_music,GTZAN_genre_6,music_only,single_real,none,not_partial_or_unknown,>20,GTZAN_genre_6,correct,not_scored,correct
data\raw\openslr_librispeech_asr\librispeech_dev_6241-61946-0004.flac,0,0,0,1,0,6241,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_6241-61946-0004,libri::6241,libri::6241,,none,,,,,,,none,val_b,val_b,val_b,0,0,0,1,0,0.0158458724167748,0.0158458724167748,,False,True,5.515,0.7930798530578613,0.4635288715362549,0.7921104431152344,0.4718985259532928,0.9704325199127196,0.0916966050863266,0.7979987859725952,0.0325152613222599,unknown,0.46738750461127815,0.5599096588655352,0.4635288715362549,0.8411072194576263,0.04731059726327658,,,,,,,,,,,real_speech,unknown,clean_or_unknown,voice_only,absent,LibriSpeech,voice_only,single_real,none,not_partial_or_unknown,5-10,LibriSpeech,correct,correct,not_scored
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0387.wav|data/raw/gtzan_unique_v2/rock.00099.wav,1,1,0,1,1,mix::wavefake_0cc0d1::gtzan_9_rock.00099,mix::WF7::GTZAN_genre_9,split_internal_mix,mix,generated_after_split,mix::wavefake_ajay_LJ019-0387::gtzan_v2_rock.00099::10::2,mix::wavefake::LJ019-0387::gtzan::gtzan_v2_rock.00099,wavefake::LJ019-0387,gtzan::gtzan_v2_rock.00099,crossfade,0.0,0.75,0.0,0.5,3.0,3.0,none,val_b,val_b,val_b,1,1,0,1,1,0.4928592586338013,0.4928592586338013,,False,True,35.6435,0.793718695640564,0.2580541670322418,0.7266030311584473,0.2649326622486114,0.6946935057640076,0.707650363445282,0.2938030362129211,0.5787087082862854,unknown,0.5150585720513688,0.7034608645385352,0.2580541670322418,0.3940256536006927,0.6109441220760345,,,,,,,,,,,TTS_or_unknown,unknown,clean_or_unknown,with_music,real_music,GTZAN_genre_9,voice+music,FR,crossfade,partial_or_crossfade,>20,GTZAN_genre_9,correct,correct,correct
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5520907.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0097.wav,1,0,1,1,1,mix::LA_0086::fake_music_AudioLDM2_9,mix::bonafide::AudioLDM2,split_internal_mix,mix,generated_after_split,mix::asvspoof2019_LA_T_5520907::fake_music_AudioLDM2_0097::01::4,mix::asvspoof::LA_0086::generated_music::fake_music_generator_0097,asvspoof::LA_0086,generated_music::fake_music_generator_0097,simultaneous,15.0,0.25,0.1,0.25,-6.0,0.0,none,val_b,val_b,val_b,1,0,1,1,1,0.27530423779879,0.27530423779879,,False,True,4.80275,0.6794413924217224,0.99382084608078,0.6920146942138672,0.9938133955001832,0.9471559524536132,0.99517160654068,0.4214582145214081,0.2512384951114654,unknown,0.8154823520068071,0.5582002460348426,0.99382084608078,0.5528826490044594,0.4372217729687691,,,,,,,,,,,real_speech,unknown,clean_or_unknown,with_music,Udio-like,AudioLDM2,voice+music,RF,simultaneous,not_partial_or_unknown,2-5,AudioLDM2,correct,correct,correct
data\raw\openslr_librispeech_asr\librispeech_dev_2277-149874-0007.flac,0,0,0,1,0,2277,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_2277-149874-0007,libri::2277,libri::2277,,none,,,,,,,none,val_b,val_b,val_b,0,0,0,1,0,0.0069403008159018,0.0069403008159018,,False,True,4.4,0.7421100735664368,0.5632384419441223,0.7465866208076477,0.5730243921279907,0.9535325169563292,0.1016753613948822,0.84256911277771,0.0307746343314647,unknown,0.5132575067429702,0.5215591417412763,0.5632384419441223,0.8703099638223648,0.04849981609731908,,,,,,,,,,,real_speech,unknown,clean_or_unknown,voice_only,absent,LibriSpeech,voice_only,single_real,none,not_partial_or_unknown,2-5,LibriSpeech,FP,correct,not_scored
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ002-0039.wav,1,1,0,1,0,wavefake_bc09c4,WF7,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ002-0039,wavefake::LJ002-0039,wavefake::LJ002-0039,,none,,,,,,,none,val_b,val_b,val_b,1,1,0,1,0,0.9962646827382284,0.9962646827382284,,False,True,5.0851875,0.7796492576599121,0.4159795045852661,0.7842746376991272,0.4193418323993683,0.980591595172882,0.123236559331417,0.7731858491897583,0.0311880595982074,unknown,0.7472929845796268,0.844633885183407,0.4159795045852661,0.8250372856855392,0.0542001845315098,,,,,,,,,,,TTS_or_unknown,unknown,clean_or_unknown,voice_only,absent,WF7,voice_only,single_fake,none,not_partial_or_unknown,5-10,WF7,correct,correct,not_scored
