split,path,label,voice_present,music_present,source,generator,high_ratio_db,low_ratio_db,rolloff95_hz,rms_db
val_a,data\raw\fake_music_generated\fake_music_MusicGen_0086.wav,0,0,1,fake_music_generated,MusicGen,-31.901936643157732,-43.85032770143048,1164.0625,-9.856587
val_a,data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_8856985.flac,1,1,0,asvspoof2019,A01,-21.89615432256423,3.1176701612417217,875.0,-15.309933
val_a,data/raw/gtzan_unique_v2/disco.00023.wav,0,0,1,gtzan_real_v2,GTZAN_genre_3,-8.995299914518762,1.1777073740559627,3750.0,-14.509402
val_a,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9850135.flac|data\raw\fake_music_generated\fake_music_MusicGen_0040.wav,1,1,1,split_internal_mix,mix::A01::MusicGen,-23.518257465740025,0.890160350491107,1101.5625,-18.753664
val_a,data\raw\openslr_librispeech_asr\librispeech_dev_1919-142785-0026.flac,0,1,0,librispeech_dev,LibriSpeech,-11.347076101737867,-1.0766546819454605,3062.5,-22.84982
val_a,data/raw/gtzan_unique_v2/classical.00073.wav,0,0,1,gtzan_real_v2,GTZAN_genre_1,-26.921955394938692,-11.356443764088734,1585.9375,-26.051723
val_b,data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6013298.flac,0,1,0,asvspoof2019,bonafide,-16.8945878969589,1.3027159285666685,1109.375,-18.098356
val_b,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_6295-244435-0030.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0255.wav,0,1,1,split_internal_mix,mix::LibriSpeech::AudioLDM2,-21.436932850789347,6.149167603016091,875.0,-13.188425
val_b,data\raw\fake_music_generated\fake_music_MusicGen_0208.wav,0,0,1,fake_music_generated,MusicGen,-28.384778708708012,-35.52669260862056,796.875,-10.708133
val_b,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0381.wav|data/raw/gtzan_unique_v2/blues.00055.wav,1,1,1,split_internal_mix,mix::WF7::GTZAN_genre_0,-9.107492183431871,1.8180504406624687,3687.5,-16.513805
val_b,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ048-0129.wav|data/raw/gtzan_unique_v2/metal.00004.wav,1,1,1,split_internal_mix,mix::WF7::GTZAN_genre_6,-7.682507781130036,-1.2444033945129331,5570.3125,-26.016314
val_b,data\raw\openslr_librispeech_asr\librispeech_dev_1919-142785-0028.flac,0,1,0,librispeech_dev,LibriSpeech,-11.09522713617427,-2.3036524950370905,3289.0625,-24.700027
val_b,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ027-0131.wav|data/raw/gtzan_unique_v2/rock.00097.wav,1,1,1,split_internal_mix,mix::WF7::GTZAN_genre_9,-11.149544959844349,-4.479489392908057,4015.625,-26.699446
val_b,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_777-126732-0038.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0187.wav,0,1,1,split_internal_mix,mix::LibriSpeech::AudioLDM2,-19.69189277202377,-6.1781459153827365,1140.625,-35.901295
val_b,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0394_WF7_1.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0099.wav,1,1,1,split_internal_mix,mix::WF7::AudioLDM2,-11.206691496002371,-11.75049587462081,6359.375,-21.815498
val_b,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_777-126732-0049.flac|data/raw/gtzan_unique_v2/disco.00023.wav,0,1,1,split_internal_mix,mix::LibriSpeech::GTZAN_genre_3,-11.688416019769575,-3.163988410501757,3117.1875,-39.859997
val_b,data\raw\openslr_librispeech_asr\librispeech_dev_6241-61946-0011.flac,0,1,0,librispeech_dev,LibriSpeech,-18.91978670437469,-11.113517051614913,1843.75,-23.470638
val_b,data\raw\fake_music_generated\fake_music_AudioLDM2_0209.wav,0,0,1,fake_music_generated,AudioLDM2,-31.583396847933702,-43.706131149476725,992.1875,-9.552151
val_b,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_6295-244435-0026.flac|data/raw/gtzan_unique_v2/rock.00097.wav,0,1,1,split_internal_mix,mix::LibriSpeech::GTZAN_genre_9,-13.079930707875524,1.2955858161767693,2648.4375,-18.242619
val_b,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_777-126732-0038.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0119.wav,0,1,1,split_internal_mix,mix::LibriSpeech::AudioLDM2,-25.26881733769858,-16.059729134852585,1054.6875,-26.652489
val_b,data\raw\fake_music_generated\fake_music_AudioLDM2_0111.wav,0,0,1,fake_music_generated,AudioLDM2,-23.213559877936902,-30.948128245518642,789.0625,-11.2638855
val_b,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ008-0253.wav|data/raw/gtzan_unique_v2/rock.00042.wav,1,1,1,split_internal_mix,mix::WF7::GTZAN_genre_9,-11.232046280845623,-2.621125115796418,3484.375,-27.511427
val_b,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_1345489.flac|data/raw/gtzan_unique_v2/jazz.00008.wav,1,1,1,split_internal_mix,mix::A02::GTZAN_genre_5,-15.883021304778037,-2.9994170968862868,2859.375,-32.5901
val_b,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ028-0437.wav,1,1,0,wavefake_ajay,WF7,-7.1159452153186304,-8.179802289607036,6937.5,-23.562214
val_b,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ008-0148.wav|data/raw/gtzan_unique_v2/rock.00097.wav,1,1,1,split_internal_mix,mix::WF7::GTZAN_genre_9,-9.202880118278273,0.3142814089861292,4007.8125,-27.01895
val_b,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_1272-135031-0015.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0121.wav,0,1,1,split_internal_mix,mix::LibriSpeech::AudioLDM2,-25.302556820767176,-15.668625470805281,984.375,-14.311967
val_b,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_6241-61946-0011.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0253.wav,0,1,1,split_internal_mix,mix::LibriSpeech::AudioLDM2,-19.04532275910134,-7.218706175848042,1781.25,-25.902225
val_b,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_6295-244435-0030.flac|data/raw/gtzan_unique_v2/disco.00029.wav,0,1,1,split_internal_mix,mix::LibriSpeech::GTZAN_genre_3,-12.40828745530903,0.016071066522558356,2835.9375,-16.246944
val_b,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ048-0182.wav,1,1,0,wavefake_ajay,WF7,-10.7707493256027,-9.040795134941227,5289.0625,-23.354378
val_b,data/raw/gtzan_unique_v2/hiphop.00056.wav,0,0,1,gtzan_real_v2,GTZAN_genre_4,-6.718502479543278,9.295394217679965,2046.875,-15.335672
val_b,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0394_WF7_1.wav,1,1,0,wavefake_ajay,WF7,-7.922637871305439,-8.205911457705623,7117.1875,-24.771605
val_b,data\raw\fake_music_generated\fake_music_AudioLDM2_0117.wav,0,0,1,fake_music_generated,AudioLDM2,-24.66127792231328,-35.958506473979874,890.625,-9.765635
val_b,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_6295-64301-0028.flac|data/raw/gtzan_unique_v2/metal.00026.wav,0,1,1,split_internal_mix,mix::LibriSpeech::GTZAN_genre_6,-3.300500551844781,0.89362653049639,4992.1875,-14.308729
val_b,data/raw/gtzan_unique_v2/jazz.00004.wav,0,0,1,gtzan_real_v2,GTZAN_genre_5,-30.250367875066768,-1.9500585139605433,890.625,-19.558037
val_b,data\raw\fake_music_generated\fake_music_AudioLDM2_0249.wav,0,0,1,fake_music_generated,AudioLDM2,-30.418919835861097,-43.434403070644436,1171.875,-9.4293995
val_b,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ009-0269.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0021.wav,1,1,1,split_internal_mix,mix::WF7::AudioLDM2,-1.792290654372286,-9.751680344094705,7421.875,-30.844376
val_b,data/raw/gtzan_unique_v2/metal.00053.wav,0,0,1,gtzan_real_v2,GTZAN_genre_6,-7.043257938625772,-0.4790124584797162,4468.75,-12.976542
val_b,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ048-0132.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0233.wav,1,1,1,split_internal_mix,mix::WF7::AudioLDM2,-11.468908766687246,-9.06991526250858,4820.3125,-31.900146
val_b,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ029-0174.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0271.wav,1,1,1,split_internal_mix,mix::WF7::AudioLDM2,-17.506610272140634,-19.635424471316846,1179.6875,-23.107328
val_b,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_7070941.flac|data/raw/gtzan_unique_v2/hiphop.00056.wav,1,1,1,split_internal_mix,mix::A02::GTZAN_genre_4,-6.7185024811738,9.295394217537577,2046.875,-38.365486
val_b,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_6295-64301-0028.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0119.wav,0,1,1,split_internal_mix,mix::LibriSpeech::AudioLDM2,-16.474435976209264,-3.5637254464023678,1703.125,-24.337904
val_b,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ028-0385.wav|data/raw/gtzan_unique_v2/jazz.00034.wav,1,1,1,split_internal_mix,mix::WF7::GTZAN_genre_5,-10.634291077440617,-8.572907112375777,5179.6875,-30.351603
val_b,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ009-0251.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0123.wav,1,1,1,split_internal_mix,mix::WF7::AudioLDM2,-17.862873869895182,-21.808444248745396,1570.3125,-22.963266
val_b,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ050-0239.wav,1,1,0,wavefake_ajay,WF7,-14.966803440642902,-9.076724309223646,1859.375,-24.236149
val_b,data/raw/gtzan_unique_v2/blues.00026.wav,0,0,1,gtzan_real_v2,GTZAN_genre_0,-21.726451320398525,0.2109068088391075,2820.3125,-22.28884
val_b,data\raw\fake_music_generated\fake_music_AudioLDM2_0285.wav,0,0,1,fake_music_generated,AudioLDM2,-31.858692130000254,-45.16945674272478,664.0625,-9.347485
val_b,data\raw\fake_music_generated\fake_music_AudioLDM2_0281.wav,0,0,1,fake_music_generated,AudioLDM2,-28.885297760592437,-41.488734248685375,1578.125,-10.50016
val_b,data\raw\openslr_librispeech_asr\librispeech_dev_2035-147961-0039.flac,0,1,0,librispeech_dev,LibriSpeech,-22.729566937054535,-11.01807073965169,1390.625,-23.37471
val_b,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_1272-135031-0018.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0191.wav,0,1,1,split_internal_mix,mix::LibriSpeech::AudioLDM2,-20.08640571601996,-0.5626257614842299,976.5625,-19.633633
val_b,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ009-0251.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0207.wav,1,1,1,split_internal_mix,mix::WF7::AudioLDM2,-9.832971414717317,-13.517582831560606,6648.4375,-23.788818
val_b,data/raw/gtzan_unique_v2/disco.00066.wav,0,0,1,gtzan_real_v2,GTZAN_genre_3,-8.70214459940184,0.10610143781715349,4195.3125,-15.368384
val_b,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ007-0201.wav,1,1,0,wavefake_ajay,WF2,-9.796326024646186,-11.640994356720336,6593.75,-24.906347
val_b,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_4334140.flac|data/raw/gtzan_unique_v2/reggae.00036.wav,0,1,1,split_internal_mix,mix::bonafide::GTZAN_genre_8,-9.89812683808851,11.492103469791573,750.0,-22.923653
val_b,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_3170-137482-0044.flac|data/raw/gtzan_unique_v2/reggae.00041.wav,0,1,1,split_internal_mix,mix::LibriSpeech::GTZAN_genre_8,-17.40830209029649,-4.5454143512834335,1070.3125,-21.416187
val_b,data/raw/gtzan_unique_v2/reggae.00041.wav,0,0,1,gtzan_real_v2,GTZAN_genre_8,-11.487769318721844,5.016445187986931,2039.0625,-18.321539
val_b,data\raw\fake_music_generated\fake_music_AudioLDM2_0001.wav,0,0,1,fake_music_generated,AudioLDM2,-24.61417740020918,-33.267874620172186,1054.6875,-12.066869
val_b,data/raw/gtzan_unique_v2/jazz.00034.wav,0,0,1,gtzan_real_v2,GTZAN_genre_5,-9.23879264548358,-1.542950577482796,4093.75,-17.937637
val_b,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0280.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0117.wav,1,1,1,split_internal_mix,mix::WF7::AudioLDM2,-21.282400282226256,-24.044836505441957,890.625,-13.577684
val_b,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ043-0050.wav|data/raw/gtzan_unique_v2/jazz.00034.wav,1,1,1,split_internal_mix,mix::WF7::GTZAN_genre_5,-10.595984569359572,-6.817166115092782,5179.6875,-27.458342
val_b,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_6295-64301-0028.flac|data/raw/gtzan_unique_v2/classical.00042.wav,0,1,1,split_internal_mix,mix::LibriSpeech::GTZAN_genre_1,-26.74617859833271,-11.923589495718428,1984.375,-19.30698
val_b,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ009-0260.wav,1,1,0,wavefake_ajay,WF7,-10.463630172410593,-22.082454490992927,7000.0,-20.386087
val_b,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ028-0365.wav,1,1,0,wavefake_ajay,WF7,-16.651175062035957,-10.81969946725533,1757.8125,-24.312933
val_b,data\raw\fake_music_generated\fake_music_AudioLDM2_0097.wav,0,0,1,fake_music_generated,AudioLDM2,-26.34756644447506,-1.3168953030217647,875.0,-12.350636
val_b,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ029-0133.wav,1,1,0,wavefake_ajay,WF5,-12.899346181569678,-11.442403935977083,3257.8125,-24.684467
val_b,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_6295-244435-0030.flac|data/raw/gtzan_unique_v2/classical.00001.wav,0,1,1,split_internal_mix,mix::LibriSpeech::GTZAN_genre_1,-26.217195119893944,-5.743851623975348,1492.1875,-36.348717
val_b,data\raw\openslr_librispeech_asr\librispeech_dev_1272-141231-0010.flac,0,1,0,librispeech_dev,LibriSpeech,-5.845602684908691,3.8786708677263033,5187.5,-22.653164
val_b,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ050-0250.wav|data/raw/gtzan_unique_v2/hiphop.00052.wav,1,1,1,split_internal_mix,mix::WF7::GTZAN_genre_4,-7.9471720929925525,7.266150590826889,1304.6875,-26.172674
val_b,data/raw/gtzan_unique_v2/rock.00042.wav,0,0,1,gtzan_real_v2,GTZAN_genre_9,-8.960116578933585,1.3619727878591006,3695.3125,-17.547508
val_b,data\raw\fake_music_generated\fake_music_AudioLDM2_0185.wav,0,0,1,fake_music_generated,AudioLDM2,-28.539222777393842,-41.4529874343845,1406.25,-10.658683
val_b,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_2265802.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0153.wav,1,1,1,split_internal_mix,mix::A01::AudioLDM2,-18.529381037117425,-7.600380103357808,1562.5,-25.862694
val_b,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_3000-15664-0037.flac|data/raw/gtzan_unique_v2/jazz.00019.wav,0,1,1,split_internal_mix,mix::LibriSpeech::GTZAN_genre_5,-23.336626365329355,1.9598816879105165,1187.5,-24.72548
val_b,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ020-0062.wav,1,1,0,wavefake_ajay,WF5,-14.769298223095518,-11.194701166123329,2531.25,-23.088402
val_b,data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9850135.flac,1,1,0,asvspoof2019,A01,-23.438905591549144,1.0456251517820818,1148.4375,-15.120359
val_b,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6963013.flac|data\raw\fake_music_generated\fake_music_MusicGen_0064.wav,0,1,1,split_internal_mix,mix::bonafide::MusicGen,-15.720279297291757,-2.5401396020850586,1656.25,-26.87424
val_b,data\raw\fake_music_generated\fake_music_AudioLDM2_0145.wav,0,0,1,fake_music_generated,AudioLDM2,-35.079808441120484,-47.45420155343072,1007.8125,-10.08556
val_b,data/raw/gtzan_unique_v2/disco.00059.wav,0,0,1,gtzan_real_v2,GTZAN_genre_3,-13.391261430653934,-2.577837136443537,2640.625,-17.648798
val_b,data/raw/gtzan_unique_v2/country.00023.wav,0,0,1,gtzan_real_v2,GTZAN_genre_2,-21.708554942529435,1.5332216993510903,1375.0,-26.888985
val_b,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_777-126732-0045.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0075.wav,0,1,1,split_internal_mix,mix::LibriSpeech::AudioLDM2,-12.564198695099005,-3.2097318692672214,1835.9375,-31.191109
val_b,data/raw/gtzan_unique_v2/classical.00031.wav,0,0,1,gtzan_real_v2,GTZAN_genre_1,-30.192583830797123,-3.47757886394145,937.5,-27.633633
val_b,data/raw/gtzan_unique_v2/rock.00097.wav,0,0,1,gtzan_real_v2,GTZAN_genre_9,-12.151800878462504,0.9999886209808264,2757.8125,-22.548456
val_b,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_4334140.flac|data/raw/gtzan_unique_v2/hiphop.00032.wav,0,1,1,split_internal_mix,mix::bonafide::GTZAN_genre_4,-15.871736655779758,5.0974548380431575,1265.625,-19.421133
val_b,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_3000-15664-0037.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0065.wav,0,1,1,split_internal_mix,mix::LibriSpeech::AudioLDM2,-26.240816953189533,-14.383075517877932,1390.625,-13.520945
val_b,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ020-0089.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0101.wav,1,1,1,split_internal_mix,mix::WF7::AudioLDM2,-19.2603559089831,-22.08801695268142,1328.125,-14.479947
val_b,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ020-0034.wav|data/raw/gtzan_unique_v2/reggae.00021.wav,1,1,1,split_internal_mix,mix::WF7::GTZAN_genre_8,-20.113789501200326,-6.973201339969561,1609.375,-32.1778
val_b,data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6963013.flac,0,1,0,asvspoof2019,bonafide,-14.967401029199936,-1.8543532922643136,2031.25,-18.828573
val_b,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_1993-147149-0028.flac|data/raw/gtzan_unique_v2/reggae.00021.wav,0,1,1,split_internal_mix,mix::LibriSpeech::GTZAN_genre_8,-11.462796235204669,2.9396468078806,2921.875,-41.73873
val_b,data\raw\openslr_librispeech_asr\librispeech_dev_3170-137482-0044.flac,0,1,0,librispeech_dev,LibriSpeech,-17.720225285597305,-5.642441031786759,1054.6875,-21.707806
val_b,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_2035-152373-0007.flac|data/raw/gtzan_unique_v2/disco.00023.wav,0,1,1,split_internal_mix,mix::LibriSpeech::GTZAN_genre_3,-20.016847927672167,-13.546781426683612,1679.6875,-32.123924
val_b,data/raw/gtzan_unique_v2/disco.00086.wav,0,0,1,gtzan_real_v2,GTZAN_genre_3,-10.629656165070017,0.5820933987721654,3320.3125,-15.12868
val_b,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ008-0287.wav,1,1,0,wavefake_ajay,WF7,-5.598752998215265,-8.236874951486344,7062.5,-25.397566
val_b,data\raw\openslr_librispeech_asr\librispeech_dev_1919-142785-0044.flac,0,1,0,librispeech_dev,LibriSpeech,-11.503387335021282,0.8142588458746751,2625.0,-23.921148
val_b,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0381.wav|data\raw\fake_music_generated\fake_music_MusicGen_0212.wav,1,1,1,split_internal_mix,mix::WF7::MusicGen,-23.795747927726588,-23.144476398901382,1554.6875,-17.060734
val_b,data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5520907.flac,0,1,0,asvspoof2019,bonafide,-17.315113158254523,1.404056249896746,1101.5625,-19.234768
val_b,data\raw\fake_music_generated\fake_music_AudioLDM2_0261.wav,0,0,1,fake_music_generated,AudioLDM2,-30.56403362489792,-43.500341156843085,1171.875,-10.317472
val_b,data\raw\fake_music_generated\fake_music_AudioLDM2_0215.wav,0,0,1,fake_music_generated,AudioLDM2,-28.412793547462073,-40.27936656968337,1312.5,-10.916772
val_b,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_3000-15664-0010.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0173.wav,0,1,1,split_internal_mix,mix::LibriSpeech::AudioLDM2,-11.594668621645479,1.8556959708695973,1187.5,-25.619354
val_b,data\raw\fake_music_generated\fake_music_AudioLDM2_0179.wav,0,0,1,fake_music_generated,AudioLDM2,-23.94073658273519,-35.830037935773,882.8125,-10.032302
val_b,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_777-126732-0038.flac|data\raw\fake_music_generated\fake_music_MusicGen_0064.wav,0,1,1,split_internal_mix,mix::LibriSpeech::MusicGen,-24.171465495591917,-14.668830845292987,640.625,-24.736973
val_b,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ028-0424.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0021.wav,1,1,1,split_internal_mix,mix::WF7::AudioLDM2,-16.21734134447006,-15.007385981148659,1648.4375,-27.727806
val_b,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0394_WF7_1.wav|data/raw/gtzan_unique_v2/hiphop.00052.wav,1,1,1,split_internal_mix,mix::WF7::GTZAN_genre_4,-7.921216423960998,5.120682440888565,2062.5,-22.269981
val_b,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ028-0385.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0255.wav,1,1,1,split_internal_mix,mix::WF7::AudioLDM2,-10.84087077993631,-8.674506173029803,5320.3125,-24.410707
val_b,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_1272-141231-0010.flac|data/raw/gtzan_unique_v2/disco.00059.wav,0,1,1,split_internal_mix,mix::LibriSpeech::GTZAN_genre_3,-5.889406515122677,3.849848250673848,5148.4375,-20.071838
val_b,data/raw/gtzan_unique_v2/country.00069.wav,0,0,1,gtzan_real_v2,GTZAN_genre_2,-20.182093444220925,1.6646623349463219,1992.1875,-20.771702
val_b,data/raw/gtzan_unique_v2/metal.00051.wav,0,0,1,gtzan_real_v2,GTZAN_genre_6,-3.0564731457839427,0.6122193238815077,5585.9375,-12.784679
val_b,data\raw\openslr_librispeech_asr\librispeech_dev_6241-61946-0004.flac,0,1,0,librispeech_dev,LibriSpeech,-15.719965150356508,-10.57742190536121,2585.9375,-24.93046
val_b,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0387.wav|data/raw/gtzan_unique_v2/rock.00099.wav,1,1,1,split_internal_mix,mix::WF7::GTZAN_genre_9,-6.768682256754276,-1.3912819333671724,6851.5625,-23.491716
val_b,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5520907.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0097.wav,0,1,1,split_internal_mix,mix::bonafide::AudioLDM2,-17.609908082775373,1.2353044727224933,1078.125,-27.802692
val_b,data\raw\openslr_librispeech_asr\librispeech_dev_2277-149874-0007.flac,0,1,0,librispeech_dev,LibriSpeech,-26.92852563209646,-7.2954226034903815,1765.625,-25.93382
val_b,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ002-0039.wav,1,1,0,wavefake_ajay,WF7,-5.707464340211197,-7.637231552188696,7289.0625,-24.249506
val_b,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ043-0069.wav|data/raw/gtzan_unique_v2/jazz.00019.wav,1,1,1,split_internal_mix,mix::WF7::GTZAN_genre_5,-18.251759216389626,-2.155266695194119,1757.8125,-15.763947
val_b,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ043-0036.wav,0,1,0,wavefake_ajay,R,-8.178952587861435,-7.155916673048611,7218.75,-25.050758
val_b,data\raw\fake_music_generated\fake_music_AudioLDM2_0101.wav,0,0,1,fake_music_generated,AudioLDM2,-28.569103086256,-40.08686438618917,1328.125,-12.396579
val_b,data\raw\openslr_librispeech_asr\librispeech_dev_1993-147964-0004.flac,0,1,0,librispeech_dev,LibriSpeech,-11.129162267048553,1.141351829754583,3492.1875,-23.707827
val_b,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_4334140.flac|data/raw/gtzan_unique_v2/pop.00096.wav,0,1,1,split_internal_mix,mix::bonafide::GTZAN_genre_7,-7.86168031478364,5.291010079192114,2234.375,-13.13665
val_b,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ008-0280.wav|data/raw/gtzan_unique_v2/jazz.00019.wav,1,1,1,split_internal_mix,mix::WF4::GTZAN_genre_5,-19.94123971770716,-2.07372243324122,1750.0,-25.737492
val_b,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ020-0082.wav|data/raw/gtzan_unique_v2/reggae.00036.wav,1,1,1,split_internal_mix,mix::WF7::GTZAN_genre_8,-10.779121346907717,-3.1754472062935717,4070.3125,-27.821577
val_b,data\raw\openslr_librispeech_asr\librispeech_dev_1919-142785-0047.flac,0,1,0,librispeech_dev,LibriSpeech,-8.002668755918393,-0.5635162200098729,5265.625,-22.157711
val_b,data/raw/gtzan_unique_v2/jazz.00008.wav,0,0,1,gtzan_real_v2,GTZAN_genre_5,-19.812582051253813,5.050464757177923,1812.5,-19.005157
val_b,data\raw\fake_music_generated\fake_music_AudioLDM2_0017.wav,0,0,1,fake_music_generated,AudioLDM2,-23.48919805127117,-35.484475900357765,1164.0625,-10.752439
val_b,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5520907.flac|data/raw/gtzan_unique_v2/rock.00042.wav,0,1,1,split_internal_mix,mix::bonafide::GTZAN_genre_9,-12.693343056163489,1.458003629148469,2281.25,-27.167398
val_b,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_777-126732-0012.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0271.wav,0,1,1,split_internal_mix,mix::LibriSpeech::AudioLDM2,-18.606290609010745,-7.800635827125719,1179.6875,-33.608692
val_b,data\raw\openslr_librispeech_asr\librispeech_dev_2277-149896-0028.flac,0,1,0,librispeech_dev,LibriSpeech,-23.847187202403912,-13.135782679530582,1671.875,-23.339828
val_b,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0268.wav,1,1,0,wavefake_ajay,WF7,-8.3633688864702,-7.679482117446955,6593.75,-24.028646
val_b,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ007-0180.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0169.wav,1,1,1,split_internal_mix,mix::WF7::AudioLDM2,-9.981931777402579,-10.478065228356046,6031.25,-21.698675
